run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,optimiser,circuit_type,n_start,n_end,graph_generation_type,time_limit,failed_instance_termination_thrsh,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,num_repeats,relative_graph_adjList_path,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
c67a55b4,8,10,0,0.0,False,False,None,6.793066456657099,,,,,,,,,,,6.793066456657099,,1.0,,,,0.04205584526062012,0.04205584526062012,False,,0.0,0.0,,,0.08328509330749512,2026-06-26 13:43:02,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,True,False,exact,HOG,0,1015,hog,10800,10,False,True,False,False,False,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,1,,0,"[(1, 3), (2, 7), (0, 6), (3, 4), (1, 5), (4, 5), (0, 2), (3, 6), (6, 7), (1, 7)]",
d76bbe18,8,9,0,0.0,False,False,None,5.773028341527733,,,,,,,,,,,5.773028341527733,,1.0,,,,0.03418993949890137,0.03418993949890137,False,,0.0,0.0,,,0.08350658416748047,2026-06-26 13:43:02,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,exact,HOG,0,1015,hog,10800,10,False,True,False,False,False,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,1,,4,"[(1, 3), (2, 6), (0, 7), (1, 2), (1, 5), (3, 7), (3, 6), (2, 4), (1, 7)]",
1bbb5570,8,10,0,0.0,False,False,None,6.09763900732683,,,,,,,,,,,6.09763900732683,,1.0,,,,0.03478693962097168,0.03478693962097168,False,,0.0,0.0,,,0.08309435844421387,2026-06-26 13:43:02,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,exact,HOG,0,1015,hog,10800,10,False,True,False,False,False,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,1,,5,"[(0, 1), (2, 3), (0, 4), (2, 6), (5, 7), (3, 5), (4, 6), (0, 6), (3, 4), (4, 5)]",
5072fce6,8,11,0,0.0,False,False,None,6.205041686498542,,,,,,,,,,,6.205041686498542,,1.0,,,,0.04194211959838867,0.04194211959838867,False,,0.0,0.0,,,0.08122634887695312,2026-06-26 13:43:02,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,exact,HOG,0,1015,hog,10800,10,False,True,False,False,False,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,1,,3,"[(2, 3), (4, 7), (5, 7), (1, 2), (3, 4), (4, 5), (2, 5), (0, 5), (0, 2), (6, 7), (1, 7)]",
9c535997,8,10,0,0.0,False,False,None,5.754829171812876,,,,,,,,,,,5.754829171812876,,1.0,,,,0.04113316535949707,0.04113316535949707,False,,0.0,0.0,,,0.08095741271972656,2026-06-26 13:43:02,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,exact,HOG,0,1015,hog,10800,10,False,True,False,False,False,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,1,,6,"[(1, 3), (0, 1), (2, 3), (0, 4), (3, 5), (1, 2), (5, 6), (3, 7), (0, 5), (3, 6)]",
239556b1,8,14,0,0.0,False,False,None,7.715415339061248,,,,,,,,,,,7.715415339061248,,1.0,,,,0.053743600845336914,0.053743600845336914,False,,0.0,0.0,,,0.0849921703338623,2026-06-26 13:43:02,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,exact,HOG,0,1015,hog,10800,10,False,True,False,False,False,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,1,,7,"[(1, 3), (1, 6), (0, 4), (4, 7), (5, 7), (0, 3), (4, 6), (5, 6), (1, 5), (3, 7), (2, 5), (0, 5), (1, 4), (0, 2)]",
b3eb649e,8,7,0,0.0,False,False,None,4.723912748101653,,,,,,,,,,,4.723912748101653,,1.0,,,,0.010236740112304688,0.010236740112304688,False,,0.0,0.0,,,0.04063916206359863,2026-06-26 13:43:05,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,True,False,exact,HOG,0,1015,hog,10800,10,False,True,False,False,False,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,1,,1,"[(1, 6), (0, 4), (2, 6), (0, 7), (5, 6), (1, 4), (3, 6)]",
597f99fc,8,8,0,0.0,False,False,None,5.516095424262199,,,,,,,,,,,5.516095424262199,,1.0,,,,0.01141500473022461,0.01141500473022461,False,,0.0,0.0,,,0.04230928421020508,2026-06-26 13:43:05,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,True,False,exact,HOG,0,1015,hog,10800,10,False,True,False,False,False,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,1,,2,"[(1, 3), (4, 7), (0, 3), (1, 5), (3, 7), (0, 5), (0, 2), (3, 6)]",
c95fd928,8,12,0,0.0,False,False,None,6.521922254903745,,,,,,,,,,,6.521922254903745,,1.0,,,,0.013827323913574219,0.013827323913574219,False,,0.0,0.0,,,0.06104898452758789,2026-06-26 13:43:07,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,exact,HOG,0,1015,hog,10800,10,False,True,False,False,False,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,1,,8,"[(1, 3), (2, 7), (2, 3), (0, 4), (5, 7), (0, 7), (3, 4), (1, 5), (3, 7), (0, 5), (3, 6), (6, 7)]",
861564cd,8,18,0,0.0,False,False,None,8.682306752959622,,,,,,,,,,,8.682306752959622,,1.0,,,,0.010586738586425781,0.010586738586425781,False,,0.0,0.0,,,0.04084038734436035,2026-06-26 13:43:07,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,exact,HOG,0,1015,hog,10800,10,False,True,False,False,False,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,1,,9,"[(1, 3), (2, 7), (2, 3), (0, 4), (4, 7), (5, 7), (3, 5), (4, 6), (1, 2), (5, 6), (0, 6), (1, 5), (3, 7), (0, 5), (1, 4), (0, 2), (6, 7), (1, 7)]",
