run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
7d5e482c,5,6,0,0.0,False,False,"[1, 1, 1]",6.0000000000000195,,,,,,,,,,,6.0000000000000195,,1.0,,,,0.028476953506469727,0.028476953506469727,False,,0.0,0.0,,,0.03708338737487793,2026-07-01 11:04:53,x86_64,dacsgpu0002,,64,64,3.11.15,0.2,False,False,exact,False,0,0,standard,0.05,standard,2,2,scs,0.001,20000,False,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/stress_test.txt,False,Results/warm_start_cache/unused_exact,512,60,0,8,1,1,50,50,5,0,5,1,,0,"[(0, 1), (0, 4), (0, 3), (1, 2), (3, 4), (0, 2)]",
3d1d98be,7,9,0,0.0,False,False,"[1, 1, 1]",9.000000000000014,,,,,,,,,,,9.000000000000014,,1.0,,,,0.02722477912902832,0.02722477912902832,False,,0.0,0.0,,,0.036751508712768555,2026-07-01 11:04:53,x86_64,dacsgpu0002,,64,64,3.11.15,0.2,False,False,exact,False,0,0,standard,0.05,standard,2,2,scs,0.001,20000,False,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/stress_test.txt,False,Results/warm_start_cache/unused_exact,512,60,0,8,1,1,50,50,5,0,5,1,,1,"[(0, 1), (0, 4), (0, 3), (1, 2), (5, 6), (0, 6), (3, 4), (0, 5), (0, 2)]",
bb88a7f8,7,9,0,0.0,False,False,"[1, 1, 1]",9.000000000000046,,,,,,,,,,,9.000000000000046,,1.0,,,,0.033264875411987305,0.033264875411987305,False,,0.0,0.0,,,0.04225659370422363,2026-07-01 11:04:53,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,False,False,exact,False,0,0,standard,0.05,standard,2,2,scs,0.001,20000,False,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/stress_test.txt,False,Results/warm_start_cache/unused_exact,512,60,0,8,1,1,50,50,5,0,5,1,,6,"[(0, 1), (2, 3), (0, 4), (2, 6), (1, 2), (1, 5), (2, 5), (1, 4), (3, 6)]",
5fd0abbf,9,12,0,0.0,False,False,"[1, 1, 1]",12.000000000000012,,,,,,,,,,,12.000000000000012,,1.0,,,,0.03134417533874512,0.03134417533874512,False,,0.0,0.0,,,0.041516780853271484,2026-07-01 11:04:53,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,False,False,exact,False,0,0,standard,0.05,standard,2,2,scs,0.001,20000,False,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/stress_test.txt,False,Results/warm_start_cache/unused_exact,512,60,0,8,1,1,50,50,5,0,5,1,,2,"[(0, 1), (0, 4), (0, 7), (0, 3), (1, 2), (5, 6), (0, 6), (3, 4), (7, 8), (0, 5), (0, 2), (0, 8)]",
175417c0,11,15,0,0.0,False,False,"[1, 1, 1]",15.00000000000001,,,,,,,,,,,15.00000000000001,,1.0,,,,0.03693652153015137,0.03693652153015137,False,,0.0,0.0,,,0.043593406677246094,2026-07-01 11:04:53,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,False,False,exact,False,0,0,standard,0.05,standard,2,2,scs,0.001,20000,False,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/stress_test.txt,False,Results/warm_start_cache/unused_exact,512,60,0,8,1,1,50,50,5,0,5,1,,3,"[(0, 1), (9, 10), (0, 4), (0, 10), (0, 7), (0, 3), (1, 2), (5, 6), (0, 6), (3, 4), (7, 8), (0, 9), (0, 5), (0, 2), (0, 8)]",
fd5c3f0a,9,12,0,0.0,False,False,"[1, 1, 1]",12.000000000000021,,,,,,,,,,,12.000000000000021,,1.0,,,,0.03546619415283203,0.03546619415283203,False,,0.0,0.0,,,0.04526805877685547,2026-07-01 11:04:53,x86_64,dacsgpu0002,,64,64,3.11.15,0.2,False,False,exact,False,0,0,standard,0.05,standard,2,2,scs,0.001,20000,False,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/stress_test.txt,False,Results/warm_start_cache/unused_exact,512,60,0,8,1,1,50,50,5,0,5,1,,7,"[(2, 7), (0, 1), (2, 3), (1, 6), (3, 8), (2, 6), (1, 2), (3, 4), (4, 8), (1, 5), (3, 7), (0, 5)]",
b65c498f,13,18,0,0.0,False,False,"[1, 1, 1]",18.000000000000007,,,,,,,,,,,18.000000000000007,,1.0,,,,0.03784584999084473,0.03784584999084473,False,,0.0,0.0,,,0.04629087448120117,2026-07-01 11:04:53,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,False,False,exact,False,0,0,standard,0.05,standard,2,2,scs,0.001,20000,False,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/stress_test.txt,False,Results/warm_start_cache/unused_exact,512,60,0,8,1,1,50,50,5,0,5,1,,4,"[(0, 11), (0, 1), (9, 10), (0, 4), (0, 10), (0, 7), (11, 12), (0, 3), (1, 2), (5, 6), (0, 6), (0, 12), (3, 4), (7, 8), (0, 9), (0, 5), (0, 2), (0, 8)]",
59e38b5a,15,21,0,0.0,False,False,"[1, 1, 1]",20.999999999999996,,,,,,,,,,,20.999999999999996,,1.0,,,,0.19680237770080566,0.19680237770080566,False,,0.0,0.0,,,0.2059924602508545,2026-07-01 11:04:53,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,False,False,exact,False,0,0,standard,0.05,standard,2,2,scs,0.001,20000,False,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/stress_test.txt,False,Results/warm_start_cache/unused_exact,512,60,0,8,1,1,50,50,5,0,5,1,,5,"[(11, 12), (7, 8), (0, 5), (0, 2), (0, 8), (0, 11), (0, 14), (3, 4), (13, 14), (0, 1), (9, 10), (0, 4), (0, 10), (0, 7), (0, 13), (5, 6), (0, 3), (1, 2), (0, 6), (0, 12), (0, 9)]",
9c834286,7,11,0,0.0,False,False,"[1, 1, 1]",11.503990713797107,,,,,,,,,,,11.503990713797107,,1.0,,,,0.00653839111328125,0.00653839111328125,False,,0.0,0.0,,,0.012012481689453125,2026-07-01 11:04:58,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,False,False,exact,False,0,0,standard,0.05,standard,2,2,scs,0.001,20000,False,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/stress_test.txt,False,Results/warm_start_cache/unused_exact,512,60,0,8,1,1,50,50,5,0,5,1,,9,"[(0, 1), (2, 3), (0, 4), (0, 3), (1, 2), (5, 6), (0, 6), (3, 4), (4, 5), (0, 5), (0, 2)]",
fd5be618,6,9,0,0.0,False,False,"[1, 1, 1]",9.855772506636011,,,,,,,,,,,9.855772506636011,,1.0,,,,0.007408857345581055,0.007408857345581055,False,,0.0,0.0,,,0.015460968017578125,2026-07-01 11:04:58,x86_64,dacsgpu0002,,64,64,3.11.15,0.2,False,False,exact,False,0,0,standard,0.05,standard,2,2,scs,0.001,20000,False,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/stress_test.txt,False,Results/warm_start_cache/unused_exact,512,60,0,8,1,1,50,50,5,0,5,1,,8,"[(0, 1), (2, 3), (0, 4), (0, 3), (1, 2), (3, 4), (4, 5), (0, 5), (0, 2)]",
21f9a4ce,8,13,0,0.0,False,False,"[1, 1, 1]",13.672479361373298,,,,,,,,,,,13.672479361373298,,1.0,,,,0.009629011154174805,0.009629011154174805,False,,0.0,0.0,,,0.01750946044921875,2026-07-01 11:04:58,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,False,False,exact,False,0,0,standard,0.05,standard,2,2,scs,0.001,20000,False,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/stress_test.txt,False,Results/warm_start_cache/unused_exact,512,60,0,8,1,1,50,50,5,0,5,1,,10,"[(0, 1), (2, 3), (0, 4), (0, 7), (0, 3), (1, 2), (5, 6), (0, 6), (3, 4), (4, 5), (0, 5), (0, 2), (6, 7)]",
06f0eac2,9,15,0,0.0,False,False,"[1, 1, 1]",15.464480975525861,,,,,,,,,,,15.464480975525861,,1.0,,,,0.010612964630126953,0.010612964630126953,False,,0.0,0.0,,,0.019629478454589844,2026-07-01 11:04:58,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,False,False,exact,False,0,0,standard,0.05,standard,2,2,scs,0.001,20000,False,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/stress_test.txt,False,Results/warm_start_cache/unused_exact,512,60,0,8,1,1,50,50,5,0,5,1,,11,"[(0, 1), (2, 3), (0, 4), (0, 7), (0, 3), (1, 2), (5, 6), (0, 6), (3, 4), (7, 8), (4, 5), (0, 5), (0, 2), (0, 8), (6, 7)]",
4eaecb6b,10,17,0,0.0,False,False,"[1, 1, 1]",17.472643412758597,,,,,,,,,,,17.472643412758597,,1.0,,,,0.01187586784362793,0.01187586784362793,False,,0.0,0.0,,,0.019164562225341797,2026-07-01 11:04:58,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,False,False,exact,False,0,0,standard,0.05,standard,2,2,scs,0.001,20000,False,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/stress_test.txt,False,Results/warm_start_cache/unused_exact,512,60,0,8,1,1,50,50,5,0,5,1,,12,"[(8, 9), (0, 1), (2, 3), (0, 4), (0, 7), (0, 3), (1, 2), (5, 6), (0, 6), (3, 4), (7, 8), (4, 5), (0, 9), (0, 5), (0, 2), (0, 8), (6, 7)]",
9346855b,11,19,0,0.0,False,False,"[1, 1, 1]",19.361347179003133,,,,,,,,,,,19.361347179003133,,1.0,,,,0.014746427536010742,0.014746427536010742,False,,0.0,0.0,,,0.020435333251953125,2026-07-01 11:04:58,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,False,False,exact,False,0,0,standard,0.05,standard,2,2,scs,0.001,20000,False,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/stress_test.txt,False,Results/warm_start_cache/unused_exact,512,60,0,8,1,1,50,50,5,0,5,1,,13,"[(2, 3), (7, 8), (0, 5), (0, 2), (0, 8), (3, 4), (4, 5), (8, 9), (0, 1), (9, 10), (0, 4), (0, 10), (0, 7), (5, 6), (0, 3), (1, 2), (0, 6), (0, 9), (6, 7)]",
1402b2dc,12,21,0,0.0,False,False,"[1, 1, 1]",21.264186604719153,,,,,,,,,,,21.264186604719153,,1.0,,,,0.030909299850463867,0.030909299850463867,False,,0.0,0.0,,,0.03657364845275879,2026-07-01 11:04:58,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,False,False,exact,False,0,0,standard,0.05,standard,2,2,scs,0.001,20000,False,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/stress_test.txt,False,Results/warm_start_cache/unused_exact,512,60,0,8,1,1,50,50,5,0,5,1,,14,"[(2, 3), (7, 8), (0, 5), (0, 2), (0, 8), (0, 11), (3, 4), (4, 5), (8, 9), (0, 1), (9, 10), (0, 4), (0, 10), (0, 7), (5, 6), (0, 3), (1, 2), (10, 11), (0, 6), (0, 9), (6, 7)]",
