cache_file,cache_dataset,graph_index,graph_hash,n_vertices,n_edges,lasserre_level,initial_solver_level_M,warm_start_mode,parameter_vector,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,sdp_seed,gp_rounding_seed,algorithm17_seed,sdp_objective_value,rounded_solution_energy,algorithm17_actual_energy,algorithm17_analytic_F_value,algorithm17_F_bound_applicable,algorithm17_lower_bound_energy,rounded_energy_over_sdp_objective,algorithm17_energy_over_sdp_objective,algorithm17_lower_bound_over_sdp_objective,warm_start_compute_time_seconds,cache_created_at
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000010_a1a181cbb79a_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,10,0fb1be63a0f9908a,7,7,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,9.605255671946415,5.201169823520088,5.611581122621116,5.611022647442046,True,5.611022647442046,0.5414920748763494,0.5842198598638637,0.584161717197167,276.58042335510254,2026-09-01 14:40:16
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000011_f428c4318666_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,11,8acf903dad21a83e,8,7,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,9.509235929227744,5.216686774874649,5.3996671109294265,5.586676993723848,True,5.586676993723848,0.5485915812479271,0.5678339617521657,0.5875000930992306,1047.1941380500793,2026-09-01 15:33:36
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000012_ca6171b83903_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,12,1aae6877ae38286d,5,4,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,5.855772506703623,2.947716021784832,3.437980802142889,3.442340948015628,True,3.442340948015628,0.5033863625013301,0.5871096935898938,0.5878542829447139,15.530236959457397,2026-09-01 14:35:55
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000013_2bb1d7e26d8a_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,13,b3b56ed70be60b12,6,5,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,6.879397547267141,2.669889764768028,2.960943016215505,4.026248252242813,True,4.026248252242813,0.3880993570183553,0.43040731341245825,0.5852617506953427,106.04274225234985,2026-09-01 15:17:24
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000014_af4d57b3ab14_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,14,dc9f51e48a0eb477,8,7,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,8.683929101990962,5.610861790915762,6.014601062092374,5.143148974518639,True,5.143148974518639,0.6461201749827,0.6926128704474807,0.5922605901215235,1157.34348654747,2026-09-01 14:55:02
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000015_cdeb91b53894_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,15,eef048a287f5c5b7,6,5,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,6.828427125844053,3.8386898169526145,4.102852076306987,3.9989008848511425,True,3.9989008848511425,0.5621631081664533,0.6008487753759016,0.5856254758458513,86.61887288093567,2026-09-01 14:37:09
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000016_fffcd25a2931_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,16,f24ca03954fe5d27,5,5,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,6.415500133964025,3.068575143811646,3.297413334039845,3.7401799853449385,True,3.7401799853449385,0.4783064577563382,0.5139760369707032,0.5829911787460204,17.20685124397278,2026-09-01 14:35:56
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000017_4e6200da7b31_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,17,b61c230d3fb8829e,6,6,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,7.8627737373403495,3.09626497335981,3.325653332126987,4.593073531065934,True,4.593073531065934,0.3937878764914261,0.42296185076946113,0.584154356274225,96.60377407073975,2026-09-01 14:37:19
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000018_531fbd1393fd_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,18,f9d766a75536f605,6,6,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,7.9108362933596545,3.9156269234984205,4.1151895753866246,4.611435007817925,True,4.611435007817925,0.49497003582101584,0.520196528253392,0.5829263603506443,112.61750841140747,2026-09-01 15:56:19
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000019_004ecc818b2f_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,19,aa43e8e35f5c0f94,7,6,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,7.818353616342744,3.9357471932733326,4.239705439267764,4.573997255658721,True,4.573997255658721,0.5033984629508724,0.5422759889506004,0.5850333049783872,408.2282180786133,2026-09-01 15:29:46
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000020_49803a9fe904_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,20,67be6d154506b31c,7,7,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,8.839950526599068,5.050531108309669,5.4453820296809115,5.17050245597539,True,5.17050245597539,0.5713302459230758,0.6159968897219468,0.5849017412956722,491.93512630462646,2026-09-01 15:15:47
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000021_b429b5be497c_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,21,c72923f1cb8f6559,7,12,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,15.000000001084118,8.112687087376795,8.589652589260572,8.75040730541704,True,8.75040730541704,0.5408458057860303,0.5726435059093172,0.5833604869856406,365.2300157546997,2026-09-01 15:52:38
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000022_4938ed1c5765_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,22,e92c4ea3150fb0d5,8,8,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,11.304455148098954,5.513940516594608,5.8570274255154855,6.595008820096803,True,6.595008820096803,0.48776703028645085,0.5181167379394176,0.5833990876779117,1274.8500125408173,2026-09-01 14:57:15
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000023_200b1bb8a9fa_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,23,2e5993ca9dfc58f4,7,6,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,8.674657959080443,4.465939964302579,4.925796683468902,5.102559852408753,True,5.102559852408753,0.51482605831481,0.567837568547897,0.5882145297806819,440.7023355960846,2026-09-01 15:06:54
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000024_d629cfb9fb11_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,24,27aa78a809ae8f43,8,7,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,9.710638919571714,5.1804344230686326,5.450457393416832,5.689727287445141,True,5.689727287445141,0.5334802854864172,0.5612872065947668,0.5859271809579432,748.9313962459564,2026-09-01 16:06:56
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000025_51036ad3abfa_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,25,f74fa8c350fcda6d,8,8,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,10.61036392520111,6.346459053244297,6.736938879479387,6.201607601111419,True,6.201607601111419,0.5981377357067426,0.6349394730446717,0.5844858522130166,1005.3885893821716,2026-09-01 15:00:10
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000026_c1a8f5359efd_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,26,48dfbf3e80d8c97a,6,5,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,7.449489742044373,4.017486672109767,4.520686044343826,4.486679147645689,True,4.486679147645689,0.539296892971792,0.6068450593104928,0.6022800625287396,99.47560572624207,2026-09-01 15:01:25
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000027_b26c3a60db17_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,27,634d955b28a4ce8f,7,6,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,7.924246032838108,4.551073996670096,4.745833944385883,4.622618815812386,True,4.622618815812386,0.5743226519987424,0.5989003779942126,0.5833512483908544,377.29367184638977,2026-09-01 15:13:52
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000028_aa31b41fdb35_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,28,696610ca44b6ccf0,4,3,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,3.9999999991231445,2.129580196619279,2.2622681690613033,2.3312451730971793,True,2.3312451730971793,0.5323950492715281,0.565567042389306,0.5828112934020552,3.8114278316497803,2026-09-01 14:35:45
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000029_21fe22b79de0_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,29,7135933bc436ae28,8,7,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,9.450412724882314,3.9239656744475733,4.2389696558679395,5.567371504142947,True,5.567371504142947,0.4152163285012971,0.44854862737444384,0.5891141123905016,1172.2908041477203,2026-09-01 14:55:21
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000030_7b3c707497a5_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,30,e652ca875ebd6286,8,8,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,9.824903760776834,7.085722144443798,7.386533166741579,5.753898622563344,True,5.753898622563344,0.7212001579833841,0.7518173558330653,0.5856442732329009,1104.7185196876526,2026-09-01 15:17:58
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000031_997a3b1346aa_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,31,bdebc2ab762655ff,7,7,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,9.558388504113411,5.571354747657547,5.871856628519071,5.571811622671031,True,5.571811622671031,0.5828759466368142,0.6143144972598825,0.5829237449673892,317.8056857585907,2026-09-01 15:28:16
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000032_6918c7482df9_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,32,74b0f8dddafc1c2a,6,6,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,8.000294328037553,4.142263684305511,4.704316005630227,4.873615286244322,True,4.873615286244322,0.517763911483691,0.5880178669356758,0.6091794984547529,131.43771815299988,2026-09-01 15:17:49
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000033_d4afa0877b88_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,33,067fb4001deb6f7f,5,4,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,5.000000000008278,2.9455571113554155,3.1269343602538786,2.916802434939356,True,2.916802434939356,0.5891114222701078,0.6253868720497403,0.5833604869869055,29.019800662994385,2026-09-01 15:54:56
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000034_062975f12d19_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,34,3301b946d424d1e8,8,13,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,15.918979338868073,7.484779781693899,8.007446555137218,9.388553879637152,True,9.388553879637152,0.4701796278746918,0.5030125603333179,0.5897710952305771,1255.9049189090729,2026-09-01 15:28:31
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000035_ea8cdc999e38_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,35,a5f3c9e4f07f9320,8,8,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,10.794321273361842,6.282501050166025,6.74546512658454,6.3063988113134,True,6.3063988113134,0.5820190905073339,0.6249086863136968,0.5842330102658971,1099.7848854064941,2026-09-01 15:56:50
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000036_de880e1481de_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,36,1c24c176b93a2d29,6,5,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,7.487154266975445,4.557150990671154,4.777472691285576,4.475492617638864,True,4.475492617638864,0.6086626277719382,0.6380892554008389,0.5977561644989065,99.30396485328674,2026-09-01 15:17:17
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000037_0ad744bc7c80_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,37,988ba8774b55e9c1,8,16,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,19.99999999985757,8.939891248530103,9.33193875397396,11.667209739658215,True,11.667209739658215,0.4469945624296884,0.4665969377020208,0.5833604869870651,1127.09423661232,2026-09-01 14:54:31
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000038_37a2421990ff_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,38,ab60cfb0e373b7cf,8,7,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,8.872983346210937,4.84099522490401,5.031220520246277,5.1828282351925505,True,5.1828282351925505,0.5455882239395026,0.5670269315218289,0.584113373480611,1069.4127326011658,2026-09-01 15:56:24
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-9_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000039_dc87f49064c8_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,39,ddbc475d2b80f8d2,8,10,2,2,amplified,"[1, 1, 1]",scs,1e-09,1000000,42,42,43,12.417767899538621,7.663648069483654,8.160149891219122,7.326846786913189,True,7.326846786913189,0.6171518208009343,0.6571349985952234,0.5900292907862624,1243.682354927063,2026-09-01 15:12:03
