hog_graph_index,sdp_seed,p,logs,status
80,5000042,3,0,0
80,5000042,5,0,0
80,6000042,3,0,0
80,6000042,5,0,0
80,7000042,3,0,0
80,7000042,5,0,0
80,8000042,3,0,0
80,8000042,5,0,0
80,9000042,3,0,0
80,9000042,5,0,0
81,42,3,0,0
81,42,5,0,0
81,1000042,3,0,0
81,1000042,5,0,0
81,2000042,3,0,0
81,2000042,5,0,0
81,3000042,3,0,0
81,3000042,5,0,0
81,4000042,3,0,0
81,4000042,5,0,0
81,5000042,3,0,0
81,5000042,5,0,0
81,6000042,3,0,0
81,6000042,5,0,0
81,7000042,3,0,0
81,7000042,5,0,0
81,8000042,3,0,0
81,8000042,5,0,0
81,9000042,3,0,0
81,9000042,5,0,0
82,42,3,0,0
82,42,5,0,0
82,1000042,3,0,0
82,1000042,5,0,0
82,2000042,3,0,0
82,2000042,5,0,0
82,3000042,3,0,0
82,3000042,5,0,0
82,4000042,3,0,0
82,4000042,5,0,0
82,5000042,3,0,0
82,5000042,5,0,0
82,6000042,3,0,0
82,6000042,5,0,0
82,7000042,3,0,0
82,7000042,5,0,0
82,8000042,3,0,0
82,8000042,5,0,0
82,9000042,3,0,0
82,9000042,5,0,0
83,42,3,0,0
83,42,5,0,0
83,1000042,3,0,0
83,1000042,5,0,0
83,2000042,3,0,0
83,2000042,5,0,0
83,3000042,3,0,0
83,3000042,5,0,0
83,4000042,3,0,0
83,4000042,5,0,0
83,5000042,3,0,0
83,5000042,5,0,0
83,6000042,3,0,0
83,6000042,5,0,0
83,7000042,3,0,0
83,7000042,5,0,0
83,8000042,3,0,0
83,8000042,5,0,0
83,9000042,3,0,0
83,9000042,5,0,0
84,42,3,0,0
84,42,5,0,0
84,1000042,3,0,0
84,1000042,5,0,0
84,2000042,3,0,0
84,2000042,5,0,0
84,3000042,3,0,0
84,3000042,5,0,0
84,4000042,3,0,0
84,4000042,5,0,0
84,5000042,3,0,0
84,5000042,5,0,0
84,6000042,3,0,0
84,6000042,5,0,0
84,7000042,3,0,0
84,7000042,5,0,0
84,8000042,3,0,0
84,8000042,5,0,0
84,9000042,3,0,0
84,9000042,5,0,0
85,42,3,0,0
85,42,5,0,0
85,1000042,3,0,0
85,1000042,5,0,0
85,2000042,3,0,0
85,2000042,5,0,0
85,3000042,3,0,0
85,3000042,5,0,0
85,4000042,3,0,0
85,4000042,5,0,0
85,5000042,3,0,0
85,5000042,5,0,0
85,6000042,3,0,0
85,6000042,5,0,0
85,7000042,3,0,0
85,7000042,5,0,0
85,8000042,3,0,0
85,8000042,5,0,0
