log_file,file_n,repeat,hog_idx,nodes,edges,parsed_num_edges,graph_type,generator_n,weighted,random_weights,finished,exact_result,rounded_energy,alg17_lower_bound_energy,alg17_actual_energy,sdp_objective_value,cut_edges,rounded_over_exact,alg17_lower_bound_over_exact,alg17_actual_over_exact,sdp_objective_over_exact,cut_edges_over_exact,rounded_over_sdp,alg17_actual_over_sdp,sdp_objective_over_edges,start_time,duration,duration_seconds,exact_error
sdp_n0_rep1_seednone.log,0,1,0,5,6,6,hog,0,False,False,True,6.0000000000000195,4.253252360116037,3.590205264593713,4.354076370348838,6.000612770500337,4,0.7088753933526706,0.5983675440989502,0.7256793950581373,1.0001021284167195,0.6666666666666645,0.7088030044240627,0.7256052901386921,1.0001021284167229,2026-06-30 15:33:27 CEST,19s,19.38,
sdp_n1_rep1_seednone.log,1,1,1,7,9,9,hog,1,False,False,True,9.000000000000014,5.788271751254814,5.427604867306023,6.066871035773853,9.000108291854898,6,0.6431413056949783,0.6030672074784461,0.6740967817526493,1.0000120324283204,0.6666666666666656,0.64313356723643,0.6740886708290359,1.0000120324283222,2026-06-30 15:33:27 CEST,5m 37s,337.12,
sdp_n2_rep1_seednone.log,2,1,2,9,12,12,hog,2,False,False,True,12.000000000000012,7.795399189387748,7.344958237724474,8.318478742013268,12.000668603268295,6,0.649616599115645,0.6120798531437055,0.6932065618344383,1.0000557169390236,0.4999999999999995,0.649580406483746,0.6931679406385566,1.0000557169390245,2026-06-30 15:33:31 CEST,53m 10s,3190.21,
sdp_n3_rep1_seednone.log,3,1,3,11,15,15,hog,3,False,False,True,15.00000000000001,9.741932740763207,9.293646371434386,10.270219911600988,15.000899572426707,6,0.6494621827175467,0.619576424762292,0.6846813274400654,1.000059971495113,0.3999999999999997,0.6494232358351325,0.6846402685395464,1.0000599714951137,2026-06-30 15:33:32 CEST,5h 5m 29s,18328.65,
sdp_n4_rep1_seednone.log,4,1,4,13,18,18,hog,4,False,False,True,18.000000000000007,11.446359504912706,11.238270367798897,12.278977164031996,18.001096592276937,12,0.635908861384039,0.6243483537666051,0.6821653980017773,1.0000609217931629,0.6666666666666664,0.635870123035925,0.6821238417941761,1.000060921793163,2026-06-30 15:33:32 CEST,17h 1m 59s,61319.07,
sdp_n5_rep1_seednone.log,5,1,5,15,21,21,hog,5,False,False,False,20.999999999999996,,,,,,,,,,,,,,2026-06-30 15:33:31 CEST,,,
sdp_n6_rep1_seednone.log,6,1,6,7,9,9,hog,6,False,False,True,9.000000000000046,5.717386710729071,5.387756758003734,5.927545210382965,9.000738734242882,6,0.6352651900810046,0.5986396397781896,0.6586161344869927,1.0000820815825373,0.6666666666666633,0.6352130507885475,0.6585620786693764,1.0000820815825424,2026-06-30 15:33:27 CEST,5m 25s,324.98,
sdp_n7_rep1_seednone.log,7,1,7,9,12,12,hog,7,False,False,True,12.000000000000021,8.302448591309158,7.17866757363246,8.438256542705714,11.99911266132052,8,0.6918707159424287,0.5982222978027039,0.703188045225475,0.9999260551100416,0.6666666666666655,0.6919218800297072,0.703240046233308,0.9999260551100434,2026-06-30 15:33:27 CEST,53m 22s,3201.91,
sdp_n8_rep1_seednone.log,8,1,8,6,9,9,hog,8,False,False,True,9.855772506636011,5.655751199975429,6.092155734831031,6.112855455716558,9.856287503309357,5,0.5738516383335088,0.6181307178842763,0.6202309815492087,1.000052253303635,0.5073169045484196,0.5738216542563768,0.6201985741248011,1.0951430559232618,2026-06-30 15:33:27 CEST,1m 28s,88.43,
sdp_n9_rep1_seednone.log,9,1,9,7,11,11,hog,9,False,False,True,11.503990713797107,7.106035011501085,6.987228377203731,7.442149959573239,11.564108650542943,6,0.6177017339712025,0.60737430610264,0.6469189818318984,1.0052258332122725,0.5215581400638656,0.6144905090603288,0.6435558662122934,1.051282604594813,2026-06-30 15:33:27 CEST,5m 46s,346.15,
