cache_file,cache_dataset,graph_index,graph_hash,n_vertices,n_edges,lasserre_level,initial_solver_level_M,warm_start_mode,parameter_vector,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,sdp_seed,gp_rounding_seed,algorithm17_seed,sdp_objective_value,rounded_solution_energy,algorithm17_actual_energy,algorithm17_analytic_F_value,algorithm17_F_bound_applicable,algorithm17_lower_bound_energy,rounded_energy_over_sdp_objective,algorithm17_energy_over_sdp_objective,algorithm17_lower_bound_over_sdp_objective,warm_start_compute_time_seconds,cache_created_at
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed44_alg17seed45/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000000_2870a2ee8414_seed44_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,0,031f49f789e6245e,5,4,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,44,44,45,5.709275426058966,3.3680368514788537,3.8271000665577026,3.392350911151321,True,3.392350911151321,0.5899236943633954,0.6703302575121161,0.5941823888312592,25.856441259384155,2026-09-01 12:13:58
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed44_alg17seed45/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000001_dcf1071fcc31_seed44_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,1,faea56c01340eb7c,8,8,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,44,44,45,10.943472633498256,6.1688119415066485,6.981347610678428,6.513087190518977,True,6.513087190518977,0.5636978451084853,0.6379462757834602,0.5951572602815532,1010.4743702411652,2026-09-01 11:44:40
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed44_alg17seed45/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000002_a9ba2966dd1c_seed44_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,2,f793499c6d3605b3,6,9,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,44,44,45,11.999999972206286,5.923919187913949,6.373242161610037,6.993735504629391,True,6.993735504629391,0.49365993346954934,0.5311035146976146,0.5828112934023234,98.90845918655396,2026-09-01 11:52:33
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed44_alg17seed45/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000003_ee00932b07c9_seed44_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,3,9a09305d3fada0d0,8,8,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,44,44,45,10.896859125902374,6.819155025198012,7.479261445950193,6.473783769393938,True,6.473783769393938,0.6257908766562414,0.6863685544187332,0.5940963074401351,732.5322041511536,2026-09-01 12:25:44
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed44_alg17seed45/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000004_f3b409b7058e_seed44_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,4,9d7a5b1d3a1c2c4c,5,5,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,44,44,45,6.903211948279812,4.510938466535202,4.927461881567574,4.0294609519493125,True,4.0294609519493125,0.6534550149020512,0.7137926400761071,0.5837081321186148,27.008694171905518,2026-09-01 12:06:43
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed44_alg17seed45/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000005_9e829526c962_seed44_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,5,8b4362a019fdfffc,6,5,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,44,44,45,6.702747366772314,3.315483067705051,3.8039036591844066,3.971415464884817,True,3.971415464884817,0.49464538737368685,0.567514102954497,0.5925056171104415,106.64257431030273,2026-09-01 11:29:37
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed44_alg17seed45/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000006_593d250c5028_seed44_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,6,5f9c64e19039c3b1,7,7,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,44,44,45,9.61628014794376,5.727517162580336,6.239579502384774,5.667416034402503,True,5.667416034402503,0.5956063128844105,0.6488558368090989,0.5893563776440479,376.60817074775696,2026-09-01 11:57:11
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed44_alg17seed45/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000007_be4629f4e8de_seed44_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,7,6e3007103436a9dd,8,7,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,44,44,45,10.249996365673502,4.879810524644124,5.40867357551254,6.095316509650994,True,6.095316509650994,0.47607924437771093,0.5276756578788455,0.5946652361813287,1296.231274843216,2026-09-01 11:41:46
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed44_alg17seed45/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000008_7a7ae5e19a68_seed44_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,8,74e713ee84278240,5,6,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,44,44,45,8.000000031425252,5.453186900612315,5.853619069768121,4.662490365560337,True,4.662490365560337,0.6816483598989179,0.7317023808467737,0.5828112934056682,20.58496379852295,2026-09-01 11:05:16
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed44_alg17seed45/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000009_75ca1d28b14f_seed44_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,9,96c1f2d4d001bdee,7,6,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,44,44,45,7.6923605514472655,4.740082305130844,5.247509218235437,4.5557337911481435,True,4.5557337911481435,0.6162064652883477,0.6821715107007241,0.5922413231515796,353.9124479293823,2026-09-01 11:10:51
