cache_file,cache_dataset,graph_index,graph_hash,n_vertices,n_edges,lasserre_level,initial_solver_level_M,warm_start_mode,parameter_vector,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,sdp_seed,gp_rounding_seed,algorithm17_seed,sdp_objective_value,rounded_solution_energy,algorithm17_actual_energy,algorithm17_analytic_F_value,algorithm17_F_bound_applicable,algorithm17_lower_bound_energy,rounded_energy_over_sdp_objective,algorithm17_energy_over_sdp_objective,algorithm17_lower_bound_over_sdp_objective,warm_start_compute_time_seconds,cache_created_at
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-10_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000138_5d3b4e643de0_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,138,f300dde3f8dc1f6b,8,12,2,2,amplified,"[1, 1, 1]",scs,1e-10,1000000,42,42,43,15.540177989802581,6.01589165285419,6.484975616354102,9.076812059642394,True,9.076812059642394,0.3871185810614139,0.41730381856691245,0.5840867502031555,1321.292512178421,2026-09-01 15:05:26
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-10_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000017_4e6200da7b31_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,17,b61c230d3fb8829e,6,6,2,2,amplified,"[1, 1, 1]",scs,1e-10,1000000,42,42,43,7.86277374049852,3.0962649797252415,3.325653342021549,4.593073532769611,True,4.593073532769611,0.39378787714282243,0.4229618518579798,0.5841543562562692,110.22354197502136,2026-09-01 15:56:17
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-10_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000130_a26c27e8674f_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,130,d769cc07b9c06547,7,10,2,2,amplified,"[1, 1, 1]",scs,1e-10,1000000,42,42,43,12.770459839711927,5.010904702681651,5.4195753786933265,7.456655684773999,True,7.456655684773999,0.3923824800027471,0.4243837298513113,0.5838987615454734,391.6818833351135,2026-09-01 15:06:05
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-10_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000173_c40182d7a4d6_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,173,6343c8834bfd3a9e,8,9,2,2,amplified,"[1, 1, 1]",scs,1e-10,1000000,42,42,43,11.684303288765992,4.75599920872761,5.028855180930417,6.871260843264286,True,6.871260843264286,0.4070417457667605,0.4303940985309298,0.5880762141693754,1088.6081283092499,2026-09-01 15:18:15
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-10_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000013_2bb1d7e26d8a_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,13,b3b56ed70be60b12,6,5,2,2,amplified,"[1, 1, 1]",scs,1e-10,1000000,42,42,43,6.879397547694916,2.66988976456774,2.960943014761292,4.0262482521048755,True,4.0262482521048755,0.38809935696510833,0.43040731317430797,0.5852617506388991,116.23440289497375,2026-09-01 15:40:56
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-10_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000174_9aca1c727e5b_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,174,936f0f925b044fa6,8,8,2,2,amplified,"[1, 1, 1]",scs,1e-10,1000000,42,42,43,10.846779801114613,4.171475752415484,4.730493108795281,6.5083780557149575,True,6.5083780557149575,0.38458195233084974,0.4361195853085518,0.6000285960489544,1102.3257775306702,2026-09-01 15:56:52
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-10_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000106_b417dc0a3a99_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,106,9cfd8c576ef18d15,8,13,2,2,amplified,"[1, 1, 1]",scs,1e-10,1000000,42,42,43,16.541190924703407,6.799345099857188,7.286574188225553,9.66204922205735,True,9.66204922205735,0.41105535452726805,0.44051085689020336,0.5841205307428973,1486.5567831993103,2026-09-01 15:24:20
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-10_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000175_8261e2da1c80_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,175,6e0178e5bee013dd,8,9,2,2,amplified,"[1, 1, 1]",scs,1e-10,1000000,42,42,43,11.847996494555126,4.824049146812234,5.254220258212605,7.019492993032285,True,7.019492993032285,0.4071615947075252,0.44346909290758474,0.5924624468160645,1122.600783586502,2026-09-01 15:18:16
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-10_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000029_21fe22b79de0_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,29,7135933bc436ae28,8,7,2,2,amplified,"[1, 1, 1]",scs,1e-10,1000000,42,42,43,9.450412728371363,3.923965658152467,4.238969617549834,5.5673714937844885,True,5.5673714937844885,0.4152163266237266,0.44854862315419286,0.5891141110769181,722.8686370849609,2026-09-01 16:13:45
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-10_gpseed42_alg17seed43/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000148_1349ea593ca3_seed42_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,148,a1532aa0da39bd5b,8,15,2,2,amplified,"[1, 1, 1]",scs,1e-10,1000000,42,42,43,18.872983346207818,8.119421093876868,8.490831142325472,11.010806601340887,True,11.010806601340887,0.4302139701462894,0.4498934263104487,0.5834163258324131,1151.1109125614166,2026-09-01 15:18:44
