run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,n_start,n_end,start_index_singlet,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,rerun_exclude_finished_instances
068ac780,3,3,1,100.0,False,True,"[1, 1, 1]",1.1059227152658138,,0.7372818101772092,,,,0.04882192611694336,2026-04-14 19:02:44,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.28,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
00e9b153,4,6,1,100.0,False,True,"[1, 1, 1]",1.9770756856207106,,0.6590252285402368,,,,0.06218695640563965,2026-04-14 19:02:45,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.39,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
7ac80faf,5,10,1,100.0,False,True,"[1, 1, 1]",3.0347823000871124,,0.7586955750217781,,,,0.08162283897399902,2026-04-14 19:02:46,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,212.28,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
a31254fa,6,15,1,100.0,False,True,"[1, 1, 1]",4.457871040436244,,0.7429785067393739,,,,0.09860420227050781,2026-04-14 19:02:48,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,213.28,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
bfff8e94,7,21,1,100.0,False,True,"[1, 1, 1]",6.030346712404486,,0.8040462283205981,,,,0.13869500160217285,2026-04-14 19:02:53,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,214.77,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
2db009cd,8,28,1,100.0,False,True,"[1, 1, 1]",7.778046863686479,,0.7778046863686479,,,,0.21583318710327148,2026-04-14 19:02:56,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,219.03,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
4a0d4283,9,36,1,100.0,False,True,"[1, 1, 1]",9.774189081839397,,0.8145157568199498,,,,0.8041040897369385,2026-04-14 19:03:02,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,269.66,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
ebf17b70,3,3,1,300.0,False,True,"[1, 1, 1]",1.0342595972308462,,0.6895063981538975,,,,0.04782605171203613,2026-04-14 19:03:02,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,206.67,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
11466856,10,45,1,100.0,False,True,"[1, 1, 1]",12.416307071321564,,0.8277538047547709,,,,5.43042516708374,2026-04-14 19:03:09,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,309.0,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
73e6d49b,3,3,2,100.0,False,True,"[1, 1, 1]",1.0443252252903559,,0.6962168168602373,,,,0.0714728832244873,2026-04-14 19:03:31,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,208.42,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
52f6dd6f,4,6,1,300.0,False,True,"[1, 1, 1]",1.9618492953973095,,0.6539497651324365,,,,0.06735897064208984,2026-04-14 19:03:34,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,208.84,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
815f3507,11,55,1,100.0,False,True,"[1, 1, 1]",14.944275651904894,,0.8539586086802796,,,,40.176976919174194,2026-04-14 19:03:46,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,471.98,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
47ec2809,5,10,1,300.0,False,True,"[1, 1, 1]",3.092403689519696,,0.773100922379924,,,,0.09780097007751465,2026-04-14 19:04:01,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.52,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
a8bef057,3,3,1,500.0,False,True,"[1, 1, 1]",1.083353513038416,,0.722235675358944,,,,0.05582690238952637,2026-04-14 19:04:05,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,209.89,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
5c4f8295,4,6,2,100.0,False,True,"[1, 1, 1]",1.9842253232581488,,0.6614084410860496,,,,0.09874892234802246,2026-04-14 19:04:08,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.59,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
eebbd970,6,15,1,300.0,False,True,"[1, 1, 1]",4.463724086100224,,0.7439540143500373,,,,0.1195058822631836,2026-04-14 19:04:16,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,212.06,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
e900abfe,5,10,2,100.0,False,True,"[1, 1, 1]",3.0565744751423405,,0.7641436187855851,,,,0.1404271125793457,2026-04-14 19:04:19,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,209.88,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
3c1ef92e,4,6,1,500.0,False,True,"[1, 1, 1]",1.994440945032224,,0.6648136483440746,,,,0.0827188491821289,2026-04-14 19:04:23,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.36,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
1b9dd318,7,21,1,300.0,False,True,"[1, 1, 1]",6.031363993091738,,0.8041818657455652,,,,0.1695089340209961,2026-04-14 19:04:26,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,215.31,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
5d4df100,6,15,2,100.0,False,True,"[1, 1, 1]",4.373606212718216,,0.7289343687863693,,,,0.19689393043518066,2026-04-14 19:04:28,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,215.17,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
0bb055fa,8,28,1,300.0,False,True,"[1, 1, 1]",7.835511513845046,,0.7835511513845046,,,,0.3342249393463135,2026-04-14 19:04:29,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,236.92,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
bdad9764,5,10,1,500.0,False,True,"[1, 1, 1]",2.9169927769207775,,0.7292481942301944,,,,0.1018519401550293,2026-04-14 19:04:32,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.12,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
e2a6b507,3,3,3,100.0,False,True,"[1, 1, 1]",1.0644423045253477,,0.7096282030168984,,,,0.12007498741149902,2026-04-14 19:04:33,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.22,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
2664852a,9,36,1,300.0,False,True,"[1, 1, 1]",9.773260948846286,,0.8144384124038572,,,,1.1847927570343018,2026-04-14 19:04:36,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,325.0,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
6ad95561,7,21,2,100.0,False,True,"[1, 1, 1]",5.877843539910065,,0.7837124719880086,,,,0.31276583671569824,2026-04-14 19:04:36,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,219.34,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
0dd1bc01,6,15,1,500.0,False,True,"[1, 1, 1]",4.374672937239384,,0.729112156206564,,,,0.14274811744689941,2026-04-14 19:04:39,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,215.06,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
ef3465dc,8,28,2,100.0,False,True,"[1, 1, 1]",7.959685010936344,,0.7959685010936344,,,,0.501446008682251,2026-04-14 19:04:43,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,235.06,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
0c78bc61,10,45,1,300.0,False,True,"[1, 1, 1]",12.248384937055764,,0.8165589958037176,,,,6.142401933670044,2026-04-14 19:04:44,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,320.38,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
a921174b,7,21,1,500.0,False,True,"[1, 1, 1]",5.955110479706053,,0.7940147306274737,,,,0.21950078010559082,2026-04-14 19:04:49,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,220.53,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
f92b3e5d,4,6,3,100.0,False,True,"[1, 1, 1]",1.9136293312376604,,0.6378764437458868,,,,0.20991206169128418,2026-04-14 19:04:52,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,213.64,COBYLA,2,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
