run_id,m,p,precision,singlet_injection,warm_start,parameter_vector,result,duration_seconds,finished_at,approx_ratio,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb
053630e4,1,1,10000.0,False,True,"[1, 1, 1]",0.4999999999999255,0.06849884986877441,2026-03-27 11:33:09,0.4999999999999255,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,186.55
d2eda34d,2,1,10000.0,False,True,"[1, 1, 1]",0.9969520826141052,0.09546184539794922,2026-03-27 11:33:12,0.6646347217427367,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,189.08
fdacfd3f,3,1,10000.0,False,True,"[1, 1, 1]",1.4971877517156793,0.11850905418395996,2026-03-27 11:33:16,0.6327927944698559,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,179.11
7f1a4c97,4,1,10000.0,False,True,"[1, 1, 1]",1.9971703557568712,0.16603398323059082,2026-03-27 11:33:19,0.6820937007366363,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,177.53
50dd65b2,1,2,10000.0,False,True,"[1, 1, 1]",0.499999999999987,0.14615797996520996,2026-03-27 11:33:19,0.499999999999987,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,176.77
0e46cb0b,5,1,10000.0,False,True,"[1, 1, 1]",2.4971730796921747,0.15677285194396973,2026-03-27 11:33:23,0.666979989234021,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,176.38
f0e8fdfa,1,1,50000.0,False,True,"[1, 1, 1]",0.4999999999999651,0.09425997734069824,2026-03-27 11:33:23,0.4999999999999651,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,179.11
22e54967,2,2,10000.0,False,True,"[1, 1, 1]",0.9969507765963741,0.12829184532165527,2026-03-27 11:33:26,0.6646338510642494,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,175.19
c2584012,1,3,10000.0,False,True,"[1, 1, 1]",0.4999999999997449,0.15219569206237793,2026-03-27 11:33:26,0.4999999999997449,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,178.58
3b6d7d38,1,1,100000.0,False,True,"[1, 1, 1]",0.49999999999984185,0.11678290367126465,2026-03-27 11:33:28,0.49999999999984185,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,195.59
7758733c,2,1,50000.0,False,True,"[1, 1, 1]",0.9969466600970276,0.09539604187011719,2026-03-27 11:33:29,0.6646311067313517,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,196.78
33d07218,3,2,10000.0,False,True,"[1, 1, 1]",1.4971902338205252,0.2668030261993408,2026-03-27 11:33:31,0.6327938435420647,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,176.77
c22791c1,3,1,50000.0,False,True,"[1, 1, 1]",1.49719017584713,0.7373619079589844,2026-03-27 11:33:32,0.6327938190393617,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,173.19
ab9690c9,1,4,10000.0,False,True,"[1, 1, 1]",0.4999999999997652,0.2017359733581543,2026-03-27 11:33:38,0.4999999999997652,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,153.62
8afa4b30,4,2,10000.0,False,True,"[1, 1, 1]",1.9971645003481562,0.29270100593566895,2026-03-27 11:33:38,0.682091700938578,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,139.39
baece33d,2,3,10000.0,False,True,"[1, 1, 1]",0.9969450608946917,0.2267169952392578,2026-03-27 11:33:43,0.6646300405964611,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,182.84
b5caa460,5,2,10000.0,False,True,"[1, 1, 1]",2.4971730645108847,0.29163479804992676,2026-03-27 11:33:48,0.6669799851791892,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,182.67
