run_id,m,p,precision,singlet_injection,warm_start,parameter_vector,result,duration_seconds,finished_at,approx_ratio,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb
42b2bab8,1,1,10000.0,False,True,"[1, 1, 1]",0.49999999999992345,0.05733180046081543,2026-03-27 12:23:19,0.49999999999992345,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,169.64
2cc3347a,2,1,10000.0,False,True,"[1, 1, 1]",0.9999998348633028,0.05718803405761719,2026-03-27 12:23:22,0.6666665565755352,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,179.05
e603d04e,3,1,10000.0,False,True,"[1, 1, 1]",1.499999947560354,0.07514595985412598,2026-03-27 12:23:24,0.6339813810483322,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,188.17
429fe467,4,1,10000.0,False,True,"[1, 1, 1]",1.999995431076385,0.2209770679473877,2026-03-27 12:23:28,0.6830585488648856,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,181.0
d88b8bee,1,2,10000.0,False,True,"[1, 1, 1]",0.4999999999997468,0.07860207557678223,2026-03-27 12:23:30,0.4999999999997468,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,180.3
4d097d59,5,1,10000.0,False,True,"[1, 1, 1]",2.499999771473475,0.14860796928405762,2026-03-27 12:23:32,0.6677349816969752,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,179.33
6cda739e,1,1,50000.0,False,True,"[1, 1, 1]",0.4999999999999638,0.07446980476379395,2026-03-27 12:23:34,0.4999999999999638,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,179.62
9ab7d618,2,2,10000.0,False,True,"[1, 1, 1]",0.9999996595581376,0.18620634078979492,2026-03-27 12:23:35,0.666666439705425,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,181.78
f0c8224d,1,3,10000.0,False,True,"[1, 1, 1]",0.4999999999997967,0.14167284965515137,2026-03-27 12:23:38,0.4999999999997967,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,178.23
3b5a5f9c,1,1,100000.0,False,True,"[1, 1, 1]",0.49999999999990485,0.0643157958984375,2026-03-27 12:23:38,0.49999999999990485,Apple M4,Mac.tail6cc1a9.ts.net lan,16.0,10,10,3.13.1,181.53
