run_id,m,p,precision,singlet_injection,warm_start,parameter_vector,result,duration_seconds,finished_at,approx_ratio,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb
c574c8a4,1,2,10000.0,True,False,"[1, 1, 1]",1.0000000000000004,0.061982154846191406,2026-03-26 11:37:28,1.0000000000000004,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,195.25
061c87b1,3,1,10000.0,True,False,"[1, 1, 1]",2.2499999999999982,0.0757303237915039,2026-03-26 11:37:28,0.9509721048182579,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,195.05
c76b0901,4,1,10000.0,True,False,"[1, 1, 1]",2.499999999943936,0.09149909019470215,2026-03-26 11:37:28,0.8538251365928743,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,195.3
3035ee99,1,1,10000.0,True,False,"[1, 1, 1]",1.0000000000000004,0.03555703163146973,2026-03-26 11:37:28,1.0000000000000004,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,194.14
af58b147,1,1,50000.0,True,False,"[1, 1, 1]",1.0000000000000002,0.024461984634399414,2026-03-26 11:37:28,1.0000000000000002,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,195.62
03be2d86,2,1,10000.0,True,False,"[1, 1, 1]",1.24999999961002,0.054821014404296875,2026-03-26 11:37:28,0.8333333330733467,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,193.53
848931f8,5,1,10000.0,True,False,"[1, 1, 1]",3.500000000000006,0.09449505805969238,2026-03-26 11:37:28,0.9348290598290614,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,195.48
c094ac28,6,1,10000.0,True,False,"[1, 1, 1]",3.7499999999325055,0.17212486267089844,2026-03-26 11:37:29,0.8648523985084191,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,196.91
d8da4797,7,1,10000.0,True,False,"[1, 1, 1]",4.750000000000005,0.2056870460510254,2026-03-26 11:37:29,0.926829268292684,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,203.22
0d4d2d20,8,1,10000.0,True,False,"[1, 1, 1]",4.999999999930531,0.5392477512359619,2026-03-26 11:37:29,0.8716875871566477,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,223.06
ccad5f9a,2,2,10000.0,True,False,"[1, 1, 1]",1.2499999995910682,0.1928408145904541,2026-03-26 11:37:31,0.8333333330607121,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,195.19
e4ac4914,1,3,10000.0,True,False,"[1, 1, 1]",1.0000000000000009,0.0898292064666748,2026-03-26 11:37:31,1.0000000000000009,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,195.16
9560fd9d,1,1,100000.0,True,False,"[1, 1, 1]",1.0000000000000007,0.03603792190551758,2026-03-26 11:37:31,1.0000000000000007,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,195.7
78e4198f,2,1,50000.0,True,False,"[1, 1, 1]",1.2499999998632996,0.053050994873046875,2026-03-26 11:37:31,0.8333333332421997,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,195.39
a8bee84c,3,2,10000.0,True,False,"[1, 1, 1]",2.343749999815622,0.15986204147338867,2026-03-26 11:37:31,0.9905959424410913,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,195.11
8324bf1e,9,1,10000.0,True,False,"[1, 1, 1]",6.000000000000015,2.8331520557403564,2026-03-26 11:37:33,0.9219422249539052,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,263.27
23d1444d,3,1,50000.0,True,False,"[1, 1, 1]",2.2500000000000013,0.06188488006591797,2026-03-26 11:37:34,0.9509721048182592,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,195.33
a3ba83cd,4,2,10000.0,True,False,"[1, 1, 1]",2.499999999948271,0.14829015731811523,2026-03-26 11:37:34,0.8538251365943549,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,196.11
021fbc4a,1,4,10000.0,True,False,"[1, 1, 1]",1.0000000000000018,0.1064910888671875,2026-03-26 11:37:34,1.0000000000000018,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,195.77
7ae96a3d,2,3,10000.0,True,False,"[1, 1, 1]",1.4999999998176472,0.12305617332458496,2026-03-26 11:37:34,0.9999999998784315,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,195.58
