log_file,file_n,repeat,hog_idx,nodes,edges,parsed_num_edges,graph_type,generator_n,weighted,random_weights,finished,exact_result,rounded_energy,alg17_lower_bound_energy,alg17_actual_energy,sdp_objective_value,cut_edges,rounded_over_exact,alg17_lower_bound_over_exact,alg17_actual_over_exact,sdp_objective_over_exact,cut_edges_over_exact,rounded_over_sdp,alg17_actual_over_sdp,sdp_objective_over_edges,start_time,duration,duration_seconds,exact_error
sdp_n68_rep1_seednone.log,68,1,68,8,19,19,hog,68,False,False,True,17.828427124746177,7.057652917021956,,,11.874999856905152,14,0.39586514657963334,,,0.6660710882578328,0.7852627661454077,0.5943286738583012,,0.6249999924686922,2026-06-30 15:53:13 CEST,0s,0.14,
sdp_n69_rep1_seednone.log,69,1,69,9,26,26,hog,69,False,False,True,23.036072708181763,9.499999990137974,,,15.49999996785257,19,0.41239668369182747,,,0.672857746379113,0.8247933682398796,0.6129032264413702,,0.5961538449174065,2026-06-30 15:53:13 CEST,0s,0.17,
sdp_n70_rep1_seednone.log,70,1,70,10,36,36,hog,70,False,False,True,29.431230370052084,11.625024472222309,,,18.632521480033272,23,0.3949894151911304,,,0.633086732894215,0.7814827892279957,0.6239104291214562,,0.5175700411120353,2026-06-30 15:53:14 CEST,0s,0.21,
sdp_n71_rep1_seednone.log,71,1,71,11,35,35,hog,71,False,False,True,29.717804793456445,11.986577187460163,,,19.72707399165433,23,0.4033466560120714,,,0.6638132974074191,0.773946802593722,0.6076206330716438,,0.563630685475838,2026-06-30 15:53:14 CEST,0s,0.26,
sdp_n72_rep1_seednone.log,72,1,72,7,17,17,hog,72,False,False,True,15.000000000000028,5.91257013267335,,,9.562453737664766,11,0.3941713421782226,,,0.6374969158443166,0.733333333333332,0.6183109790518319,,0.5624972786861627,2026-06-30 15:53:14 CEST,0s,0.13,
sdp_n73_rep1_seednone.log,73,1,73,8,24,24,hog,73,False,False,True,20.000000000000043,7.93990915437515,,,11.99999999964334,12,0.39699545771875666,,,0.5999999999821657,0.5999999999999988,0.6616590962175948,,0.49999999998513917,2026-06-30 15:53:15 CEST,0s,0.15,
sdp_n74_rep1_seednone.log,74,1,74,9,29,29,hog,74,False,False,True,23.220614991315575,9.566845199833077,,,14.550132608341743,17,0.41199792526645146,,,0.6266041021645395,0.7321080861276903,0.6575091414870202,,0.5017287106324739,2026-06-30 15:53:15 CEST,0s,0.17,
sdp_n75_rep1_seednone.log,75,1,75,10,38,38,hog,75,False,False,True,30.0,12.49999999821173,,,18.499999926592167,25,0.41666666660705765,,,0.6166666642197389,0.8333333333333334,0.6756756782600873,,0.48684210333137284,2026-06-30 15:53:15 CEST,0s,0.24,
sdp_n76_rep1_seednone.log,76,1,76,11,34,34,hog,76,False,False,True,28.86591450697693,11.80275288445577,,,18.792919265208702,23,0.4088820010051311,,,0.6510418805773996,0.7967875050153311,0.6280425471898975,,0.5527329195649618,2026-06-30 15:53:16 CEST,0s,0.26,
sdp_n77_rep1_seednone.log,77,1,77,7,15,15,hog,77,False,False,True,15.000000000000007,5.99999999734637,,,10.499999906135933,12,0.39999999982309115,,,0.6999999937423952,0.7999999999999996,0.5714285762840933,,0.6999999937423955,2026-06-30 15:53:16 CEST,0s,0.14,
sdp_n78_rep1_seednone.log,78,1,78,8,21,21,hog,78,False,False,True,18.363088217851857,7.230344157682203,,,11.24688391259747,14,0.3937433655986662,,,0.6124723564560182,0.7623989948700329,0.6428753256342942,,0.5355659005998795,2026-06-30 15:53:16 CEST,0s,0.15,
sdp_n79_rep1_seednone.log,79,1,79,9,28,28,hog,79,False,False,True,23.99999999999998,10.008638509601663,,,16.032545559217994,20,0.41702660456673635,,,0.6680227316340837,0.833333333333334,0.6242700806701994,,0.572590912829214,2026-06-30 15:53:17 CEST,0s,0.18,
sdp_n80_rep1_seednone.log,80,1,80,10,34,34,hog,80,False,False,True,28.016834798081284,10.994449589114229,,,17.512962170030573,20,0.39242297241468466,,,0.6250871055294918,0.7138565132050423,0.6277892615978303,,0.515087122647958,2026-06-30 15:53:17 CEST,0s,0.22,
sdp_n81_rep1_seednone.log,81,1,81,11,36,36,hog,81,False,False,True,29.986123999590067,12.486788955837275,,,19.55735950821031,24,0.4164189061583277,,,0.652213654171432,0.8003701979064749,0.6384700833768094,,0.5432599863391753,2026-06-30 15:53:17 CEST,0s,0.29,
sdp_n82_rep1_seednone.log,82,1,82,7,17,17,hog,82,False,False,True,15.000000000000052,5.987713015160278,,,9.56245374267492,12,0.3991808676773505,,,0.6374969161783258,0.7999999999999973,0.6261690959547926,,0.5624972789808776,2026-06-30 15:53:18 CEST,0s,0.14,
sdp_n83_rep1_seednone.log,83,1,83,8,14,14,hog,83,False,False,True,15.612108433512464,5.9999999997933156,,,10.999999999542686,12,0.3843170847387854,,,0.7045813220160853,0.7686341695040482,0.5454545454584327,,0.7857142856816204,2026-06-30 15:53:18 CEST,0s,0.14,
sdp_n84_rep1_seednone.log,84,1,84,9,26,26,hog,84,False,False,True,22.690755321200445,9.043287709613482,,,15.27500943070567,18,0.3985450277701488,,,0.6731820609089161,0.7932746065611234,0.5920315630990549,,0.5875003627194488,2026-06-30 15:53:18 CEST,0s,0.17,
sdp_n85_rep1_seednone.log,85,1,85,10,31,31,hog,85,False,False,True,26.997479918137763,11.035174599454864,,,17.771956810389298,22,0.4087483214328121,,,0.6582820642622104,0.8148908737670623,0.6209318825827788,,0.5732889293673967,2026-06-30 15:53:19 CEST,0s,0.23,
sdp_n86_rep1_seednone.log,86,1,86,11,32,32,hog,86,False,False,True,28.799867214036123,11.813987645564527,,,20.068675615055433,22,0.4102097956829041,,,0.6968322272428606,0.7638924109093778,0.5886779911227289,,0.6271461129704823,2026-06-30 15:53:19 CEST,0s,0.24,
sdp_n87_rep1_seednone.log,87,1,87,7,13,13,hog,87,False,False,True,13.31353356626755,5.049142617635518,,,8.931119268792795,9,0.37924887427545995,,,0.6708301161625144,0.676003853913229,0.5653426480685665,,0.6870091745225226,2026-06-30 15:53:20 CEST,0s,0.13,
sdp_n88_rep1_seednone.log,88,1,88,8,18,18,hog,88,False,False,True,18.045293146812337,6.975486674584443,,,12.079652206481187,14,0.3865543561877047,,,0.6694073689024571,0.7758255787866251,0.5774575753796812,,0.6710917892489549,2026-06-30 15:53:20 CEST,0s,0.15,
sdp_n89_rep1_seednone.log,89,1,89,9,18,18,hog,89,False,False,True,18.365567536525543,7.059544205706667,,,12.953598975044157,13,0.38439020148256275,,,0.705319830126783,0.7078463529180641,0.544987089634879,,0.7196443875024532,2026-06-30 15:53:20 CEST,0s,0.16,
sdp_n90_rep1_seednone.log,90,1,90,10,26,26,hog,90,False,False,True,23.181536574455137,8.653871039688687,,,14.686928497268434,16,0.3733087757963727,,,0.6335614746717297,0.6902044628754755,0.5892226575010688,,0.5648818652795552,2026-06-30 15:53:21 CEST,0s,0.2,
sdp_n91_rep1_seednone.log,91,1,91,11,37,37,hog,91,False,False,True,30.37179863003573,12.126971064372924,,,19.80916197467906,23,0.3992839282287398,,,0.6522222215410414,0.7572814596911788,0.6121900098486827,,0.535382756072407,2026-06-30 15:53:21 CEST,0s,0.27,
sdp_n92_rep1_seednone.log,92,1,92,7,13,13,hog,92,False,False,True,12.58527675900417,4.6249101160956,,,7.969666307251304,8,0.36748576965434593,,,0.6332531623946517,0.6356634147339174,0.580314148396347,,0.6130512544039465,2026-06-30 15:53:21 CEST,0s,0.13,
sdp_n93_rep1_seednone.log,93,1,93,8,18,18,hog,93,False,False,True,17.918781212744427,7.001751181349985,,,12.006909958048453,14,0.3907492980811725,,,0.6700740310121507,0.78130313852165,0.5831434737008736,,0.667050553224914,2026-06-30 15:53:22 CEST,0s,0.19,
sdp_n94_rep1_seednone.log,94,1,94,9,21,21,hog,94,False,False,True,20.133728460786575,8.045074779108175,,,13.98977477932026,16,0.39958196489920644,,,0.6948427265504958,0.7946863906087924,0.5750682127492457,,0.6661797513962029,2026-06-30 15:53:22 CEST,0s,0.16,
sdp_n95_rep1_seednone.log,95,1,95,10,26,26,hog,95,False,False,True,24.262979285965933,9.592812941936858,,,16.534822319077627,18,0.3953683028318572,,,0.681483593758068,0.7418709709079901,0.580158211368792,,0.6359547045799088,2026-06-30 15:53:22 CEST,0s,0.2,
sdp_n96_rep1_seednone.log,96,1,96,11,28,28,hog,96,False,False,True,27.813936099791583,11.499999999741194,,,20.49999999874457,23,0.4134617969380956,,,0.7370405945132729,0.826923593894801,0.5609756097778272,,0.7321428570980204,2026-06-30 15:53:23 CEST,0s,0.27,
sdp_n97_rep1_seednone.log,97,1,97,7,12,12,hog,97,False,False,True,12.352082935558782,4.6692589888733895,,,8.238930428335435,9,0.3780138955699266,,,0.6670073761096167,0.7286220507871662,0.5667312073439551,,0.6865775356946195,2026-06-30 15:53:23 CEST,0s,0.12,
sdp_n98_rep1_seednone.log,98,1,98,8,15,15,hog,98,False,False,True,14.985553161789003,5.60948034362554,,,9.360784141979098,10,0.3743258779348169,,,0.6246538943819402,0.6673093673644664,0.5992532525634716,,0.6240522761319398,2026-06-30 15:53:23 CEST,0s,0.14,
