run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,n_start,n_end,start_index_singlet,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,rerun_exclude_finished_instances
6839d327,3,2,1,100.0,False,True,"[1, 1, 1]",0.9997552052270807,0.9997551650434412,0.6665034701513871,0.6665034433622942,0.0,True,0.33978986740112305,2026-04-10 14:40:32,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,209.3,ADAM,2,14,0,True,False,False,False,10800,10,line,False,True,85,False,True
2a5869f0,4,3,1,100.0,False,True,"[1, 1, 1]",1.4999999989912813,1.4999999999976212,0.6339814027858331,0.633981403211167,0.0,True,0.4322822093963623,2026-04-10 14:40:35,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,207.41,ADAM,2,14,0,True,False,False,False,10800,10,line,False,True,85,False,True
e777ed65,5,4,1,100.0,False,True,"[1, 1, 1]",1.9999994904416702,1.999999462902015,0.6830599352601333,0.6830599258545134,0.0,True,0.5323359966278076,2026-04-10 14:40:37,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,208.14,ADAM,2,14,0,True,False,False,False,10800,10,line,False,True,85,False,True
6a9b6b3c,6,5,1,100.0,False,True,"[1, 1, 1]",2.499999435536314,2.499999445676284,0.6677348919701693,0.6677348946784947,0.0,True,0.6665730476379395,2026-04-10 14:40:40,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,211.11,ADAM,2,14,0,True,False,False,False,10800,10,line,False,True,85,False,True
eb51c81a,7,6,1,100.0,False,True,"[1, 1, 1]",2.999999664111264,2.9999997093657105,0.6918818413540738,0.6918818517909848,0.0,True,0.9838237762451172,2026-04-10 14:40:45,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,213.02,ADAM,2,14,0,True,False,False,False,10800,10,line,False,True,85,False,True
a34e0d77,8,7,1,100.0,False,True,"[1, 1, 1]",3.499999730846466,3.4999996747638904,0.6829267767505299,0.6829267658075884,0.0,True,2.6646881103515625,2026-04-10 14:40:49,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,229.92,ADAM,2,14,0,True,False,False,False,10800,10,line,False,True,85,False,True
81f8c8a7,3,2,1,300.0,False,True,"[1, 1, 1]",0.9999998308780037,0.9999998266152195,0.6666665539186691,0.6666665510768129,0.0,True,0.9739608764648438,2026-04-10 14:41:08,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,208.78,ADAM,2,14,0,True,False,False,False,10800,10,line,False,True,85,False,True
13cb7ee2,9,8,1,100.0,False,True,"[1, 1, 1]",3.9999999283686503,3.99999982089139,0.6973500572469753,0.6973500385096566,0.0,True,15.508650779724121,2026-04-10 14:41:10,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,306.23,ADAM,2,14,0,True,False,False,False,10800,10,line,False,True,85,False,True
9d36815c,3,2,2,100.0,False,True,"[1, 1, 1]",0.9999993821461742,0.9999993708321381,0.6666662547641161,0.6666662472214254,0.0,True,1.0242910385131836,2026-04-10 14:42:46,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,211.36,ADAM,2,14,0,True,False,False,False,10800,10,line,False,True,85,False,True
d5b495a6,4,3,1,300.0,False,True,"[1, 1, 1]",1.4999999963831396,1.4999999989565387,0.6339814016834909,0.633981402771149,0.0,True,1.5318808555603027,2026-04-10 14:42:53,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,214.7,ADAM,2,14,0,True,False,False,False,10800,10,line,False,True,85,False,True
b24879e1,10,9,1,100.0,False,True,"[1, 1, 1]",4.499991259911356,4.49999083828902,0.6914553257392987,0.6914552609540596,0.0,True,130.2424132823944,2026-04-10 14:43:20,Apple M4,Mac-mini-som-tillhor-Julian.local,16.0,10,10,3.13.1,353.23,ADAM,2,14,0,True,False,False,False,10800,10,line,False,True,85,False,True
