cache_file,cache_dataset,graph_index,graph_hash,n_vertices,n_edges,lasserre_level,initial_solver_level_M,warm_start_mode,parameter_vector,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,sdp_seed,gp_rounding_seed,algorithm17_seed,algorithm17_num_seeds,algorithm17_seed_start,algorithm17_seeds_tried_json,algorithm17_candidate_energies_json,algorithm17_beta_mode,algorithm17_beta_star,algorithm17_beta_optimisation_time_seconds,sdp_objective_value,rounded_solution_energy,algorithm17_actual_energy,algorithm17_analytic_F_value,algorithm17_F_bound_applicable,algorithm17_lower_bound_energy,rounded_energy_over_sdp_objective,algorithm17_energy_over_sdp_objective,algorithm17_lower_bound_over_sdp_objective,warm_start_compute_time_seconds,cache_created_at,exact_comparison_normalisation_factor,rounded_solution_energy_normalized,algorithm17_actual_energy_normalized,algorithm17_lower_bound_energy_normalized,canonical_graph_hash,exact_result_match_status,exact_result_source,exact_optimal_energy,rounded_energy_over_exact_optimum,algorithm17_energy_over_exact_optimum,algorithm17_lower_bound_over_exact_optimum
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075/hog_idx000000_894aa408e580_seed42_L1_M1_amplified.npz,list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075,0,8a7651795571ea39,4,5,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,3.500000136696217,1.9999999999982325,,,,,0.5714285491103176,,,0.07447171211242676,2026-09-02 20:48:41,1,1.9999999999982325,,,d883a0b7c3ae31986e5b5bec33f4a7d19acf7b65de72796386c1f86c35ce83cf,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,3.0,0.6666666666660775,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075/hog_idx000001_488e446e6a19_seed42_L1_M1_amplified.npz,list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075,1,da1a5d62d9ecc18f,4,6,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,2.999999999994772,1.9846110879677796,,,,,0.661537029323746,,,0.07107806205749512,2026-09-02 20:41:49,1,1.9846110879677796,,,64789547bbb9a941459d7d5a9d315394d9d9f2850b199a16e615b3c3c86ca419,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,3.0,0.6615370293225932,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075/hog_idx000002_2af74a720592_seed42_L1_M1_amplified.npz,list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075,2,7998b3f5e1683e55,9,11,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,9.500002384937591,4.999999829321439,,,,,0.5263156393780511,,,0.11723113059997559,2026-09-02 20:41:51,1,4.999999829321439,,,51f5a77524313fb1c0de5a71be4c750cf711ba82c007cfb1992c05317bb74314,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,6.729418526905283,0.7430062210175584,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075/hog_idx000003_869876cb20fe_seed42_L1_M1_amplified.npz,list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075,3,14d41f1a5d09664e,8,13,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,7.000000680713404,4.328012262644799,,,,,0.6182874059668964,,,0.1298539638519287,2026-09-02 20:48:27,1,4.328012262644799,,,e2b0d1eecda78a047ab71b013706fa4a448cfed35932ab4e2d63b25d0e318023,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,6.3660254037844615,0.6798609788883173,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075/hog_idx000004_15eac6f64bf6_seed42_L1_M1_amplified.npz,list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075,4,6b1fa963325bf868,6,7,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,4.7500000586307625,2.6948643138829476,,,,,0.5673398485514484,,,0.08796882629394531,2026-09-02 20:41:57,1,2.6948643138829476,,,c2b7ebf8b4b7e56fd521314d82bbace14b6a626998bf02b78c7b2ef30fac6e42,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,4.000000000000002,0.6737160784707366,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075/hog_idx000005_85de366a5abf_seed42_L1_M1_amplified.npz,list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075,5,2beae46fa75133b6,8,16,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,9.999999313048866,5.999999827261321,,,,,0.6000000239432017,,,0.10028672218322754,2026-09-02 20:48:42,1,5.999999827261321,,,37bd2e1c6658487d265f2ce41b3d8f41a6bc899748accaa8407d5bb0f65bc478,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,8.128419063844587,0.7381508975034852,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075/hog_idx000006_25bcbc4e251a_seed42_L1_M1_amplified.npz,list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075,6,dd7b9ec4714f6eb4,8,8,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,6.874999213002961,3.604012763795596,,,,,0.5242200983789471,,,0.10704827308654785,2026-09-02 20:42:04,1,3.604012763795596,,,c6b59e8f9341a8aa19a4c3797d73dfb20e0df5304ee53c0d9f76b738b86c9b3a,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,5.2685152422993005,0.6840661169317833,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075/hog_idx000007_f47b418780b1_seed42_L1_M1_amplified.npz,list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075,7,8e63daea4cef2f12,6,10,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,6.052050129308289,3.494079419578257,,,,,0.5773381490443154,,,0.08827090263366699,2026-09-02 20:48:32,1,3.494079419578257,,,46cf0dc23cb257a56d173b4aa083c306b8f5e26e87e5e3220b9c8b8855e48b04,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,5.118033988749891,0.6826995340903755,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075/hog_idx000008_99b0689f9ca0_seed42_L1_M1_amplified.npz,list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075,8,7e9a0cbcb8085bca,6,12,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,7.499992879894558,4.306113047904725,,,,,0.5741489514541066,,,0.12815189361572266,2026-09-02 20:48:27,1,4.306113047904725,,,fafb812d422031b1ff77fced8d3baed773c31e3e29930edbb7856a11db20d6b5,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,5.9999999999999885,0.7176855079841222,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075/hog_idx000009_04c82b234810_seed42_L1_M1_amplified.npz,list_193_graphs_adjacency_listhog_v04-12_planar_clawFree__filehash_62ae5075,9,d264da583a7ed388,8,10,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,7.000000755335655,3.93212933328459,,,,,0.5617327012839788,,,0.13607406616210938,2026-09-02 20:48:27,1,3.93212933328459,,,887d0ee225a0a116bd0230586c2ec9986d54de3d2635b7289c7d8755bf3f78d1,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,5.912229178484429,0.6650840511383174,,
