cache_file,cache_dataset,graph_index,graph_hash,n_vertices,n_edges,lasserre_level,initial_solver_level_M,warm_start_mode,parameter_vector,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,sdp_seed,gp_rounding_seed,algorithm17_seed,sdp_objective_value,rounded_solution_energy,algorithm17_actual_energy,algorithm17_analytic_F_value,algorithm17_F_bound_applicable,algorithm17_lower_bound_energy,rounded_energy_over_sdp_objective,algorithm17_energy_over_sdp_objective,algorithm17_lower_bound_over_sdp_objective,warm_start_compute_time_seconds,cache_created_at
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000000_2870a2ee8414_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,0,031f49f789e6245e,5,4,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,5.709275426058966,2.938965601906107,3.3647016167662818,3.392350911151321,True,3.392350911151321,0.5147703311862876,0.5893395160809204,0.5941823888312592,27.735426664352417,2026-09-01 12:06:43
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000001_dcf1071fcc31_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,1,faea56c01340eb7c,8,8,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,10.943472633498256,6.073519162283493,6.716614119944498,6.513087190518977,True,6.513087190518977,0.5549901174598173,0.6137552808771839,0.5951572602815532,836.7044267654419,2026-09-01 11:34:03
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000002_a9ba2966dd1c_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,2,f793499c6d3605b3,6,9,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,11.999999972206286,7.658413520923425,8.072991013708549,6.993735504629391,True,6.993735504629391,0.6382011282217837,0.6727492527005624,0.5828112934023234,97.54325032234192,2026-09-01 11:06:48
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000003_ee00932b07c9_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,3,9a09305d3fada0d0,8,8,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,10.896859125902374,6.576829248033467,7.123146980136734,6.473783769393938,True,6.473783769393938,0.603552745983475,0.6536880855149041,0.5940963074401351,986.6758544445038,2026-09-01 11:21:42
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000004_f3b409b7058e_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,4,9d7a5b1d3a1c2c4c,5,5,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,6.903211948279812,3.2330140635429676,3.6724123408765976,4.0294609519493125,True,4.0294609519493125,0.4683347531214932,0.5319860332249705,0.5837081321186148,26.1098473072052,2026-09-01 11:05:40
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000005_9e829526c962_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,5,8b4362a019fdfffc,6,5,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,6.702747366772314,4.01450004076891,4.284776902123744,3.971415464884817,True,3.971415464884817,0.5989335150344596,0.6392568103289658,0.5925056171104415,79.51418161392212,2026-09-01 12:22:19
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000006_593d250c5028_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,6,5f9c64e19039c3b1,7,7,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,9.61628014794376,5.9619737914157165,6.542504927147801,5.667416034402503,True,5.667416034402503,0.6199875315290767,0.6803571470977557,0.5893563776440479,319.13566637039185,2026-09-01 11:10:22
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000007_be4629f4e8de_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,7,6e3007103436a9dd,8,7,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,10.249996365673502,5.979741959557017,6.4932538328235525,6.095316509650994,True,6.095316509650994,0.5833896663205405,0.6334884034270482,0.5946652361813287,1454.4320232868195,2026-09-01 11:29:10
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000008_7a7ae5e19a68_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,8,74e713ee84278240,5,6,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,8.000000031425252,3.1821952044115895,3.537755631354699,4.662490365560337,True,4.662490365560337,0.39777439898892863,0.4422194521822302,0.5828112934056682,16.786548614501953,2026-09-01 12:21:16
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000009_75ca1d28b14f_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,9,96c1f2d4d001bdee,7,6,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,7.6923605514472655,4.54271651984501,4.966911293281477,4.5557337911481435,True,4.5557337911481435,0.5905490895106742,0.6456940311185734,0.5922413231515796,358.02534794807434,2026-09-01 12:12:17
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000010_a1a181cbb79a_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,10,0fb1be63a0f9908a,7,7,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,9.605255748711594,6.2756497346036255,6.794424090387726,5.611022643402521,True,5.611022643402521,0.6533558188125718,0.7073652454594038,0.5841617121079945,362.48596000671387,2026-09-01 12:04:17
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000011_f428c4318666_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,11,8acf903dad21a83e,8,7,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,9.509235664555934,3.6720025926800823,3.826991949407418,5.586677448473612,True,5.586677448473612,0.3861511820941456,0.4024500059107676,0.587500157273103,1070.7490713596344,2026-09-01 11:53:25
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000012_ca6171b83903_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,12,1aae6877ae38286d,5,4,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,5.85577249803076,2.2252013595232594,2.533529050806317,3.442340991145095,True,3.442340991145095,0.3800013337730544,0.4326549659602245,0.5878542911806635,26.323716402053833,2026-09-01 11:28:16
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000013_2bb1d7e26d8a_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,13,b3b56ed70be60b12,6,5,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,6.879397520275796,2.670715687401036,3.016142627771201,4.026248272408023,True,4.026248272408023,0.3882194159487918,0.43843121710609967,0.5852617559228661,103.71855139732361,2026-09-01 11:37:18
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000014_af4d57b3ab14_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,14,dc9f51e48a0eb477,8,7,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,8.683929273429516,5.62685945879184,6.065023626610566,5.1431506192124035,True,5.1431506192124035,0.6479623775850539,0.6984192795268271,0.5922607678241989,925.2242496013641,2026-09-01 12:22:12
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000015_cdeb91b53894_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,15,eef048a287f5c5b7,6,5,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,6.828427125844053,4.211852653102232,4.533606359395987,3.9989008848511425,True,3.9989008848511425,0.6168115402683764,0.6639312796115686,0.5856254758458513,98.05636262893677,2026-09-01 11:13:43
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000016_fffcd25a2931_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,16,f24ca03954fe5d27,5,5,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,6.415500163393048,4.02808012114516,4.275666480808256,3.7401800021964196,True,3.7401800021964196,0.6278668877805432,0.6664587907276942,0.5829911786984201,19.258601427078247,2026-09-01 11:05:17
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000017_4e6200da7b31_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,17,b61c230d3fb8829e,6,6,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,7.862773895825317,3.088408959439125,3.368112592809539,4.593073571024269,True,4.593073571024269,0.3927887282984054,0.42836187806415416,0.5841543495817587,97.2821729183197,2026-09-01 11:06:46
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000018_531fbd1393fd_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,18,f9d766a75536f605,6,6,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,7.9108358978806095,2.937129608065165,3.2103956408178713,4.611434844768874,True,4.611434844768874,0.3712792991764689,0.40582255557569685,0.5829263688814886,109.78555250167847,2026-09-01 12:00:05
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000019_004ecc818b2f_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,19,aa43e8e35f5c0f94,7,6,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,7.818353385127381,3.4803003828469263,3.6032141551532995,4.573997057364374,True,4.573997057364374,0.4451449315999706,0.4608661156206607,0.5850332969171426,304.44034719467163,2026-09-01 11:25:11
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000020_49803a9fe904_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,20,67be6d154506b31c,7,7,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,8.83995072658041,5.717587977201834,6.122791439953763,5.170502561008468,True,5.170502561008468,0.646789575422621,0.6926273267048247,0.5849017399453981,419.22148084640503,2026-09-01 12:20:36
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000021_b429b5be497c_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,21,c72923f1cb8f6559,7,12,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,15.000000119378921,10.199307189920809,10.630615518556164,8.750407372306794,True,8.750407372306794,0.6799538072499105,0.7087076955967603,0.5833604868443899,205.01427507400513,2026-09-01 12:24:24
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000022_4938ed1c5765_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,22,e92c4ea3150fb0d5,8,8,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,11.304455179585146,5.968913469527282,6.413730925775482,6.595008839077837,True,6.595008839077837,0.5280142540886549,0.5673631169203198,0.5833990877320514,1007.0757479667664,2026-09-01 11:52:22
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed45_alg17seed46/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000023_200b1bb8a9fa_seed45_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,23,2e5993ca9dfc58f4,7,6,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,45,45,46,8.674657874293182,3.69309883505135,4.272084076186706,5.1025597184003715,True,5.1025597184003715,0.42573423512132075,0.492478681937044,0.5882145200817078,339.61843085289,2026-09-01 11:33:30
