log_file,file_n,repeat,hog_idx,nodes,edges,parsed_num_edges,graph_type,generator_n,weighted,random_weights,finished,exact_result,rounded_energy,alg17_lower_bound_energy,alg17_actual_energy,sdp_objective_value,cut_edges,rounded_over_exact,alg17_lower_bound_over_exact,alg17_actual_over_exact,sdp_objective_over_exact,cut_edges_over_exact,rounded_over_sdp,alg17_actual_over_sdp,sdp_objective_over_edges,start_time,duration,duration_seconds,exact_error,exact_result_raw,exact_result_log_scale,rounded_over_exact_rescaled,alg17_lower_bound_over_exact_rescaled,alg17_actual_over_exact_rescaled,sdp_objective_over_exact_rescaled,cut_edges_over_exact_rescaled
sdp_n22_rep1_seednone.log,22,1,22,10,9,9,hog,22,False,False,True,6.271621605910738,6.777640443566714,7.400694846759192,7.382516902800738,12.575280043619019,6,1.0806838915758366,1.180028916250998,1.1771304722598424,2.0051082214155507,0.9566903708516556,0.5389653685689363,0.5870658050710206,1.397253338179891,2026-06-29 12:25:38 CEST,1h 57m 16s,7035.78,,6.271621605910738,12.543243211821476,0.5403419457879183,0.590014458125499,0.5885652361299212,1.0025541107077753,0.4783451854258278
sdp_n24_rep1_seednone.log,24,1,24,10,28,28,hog,24,False,False,True,12.658576065675984,18.548526398563954,15.772365105456306,19.226919517374785,25.39979133228158,15,1.465293276457745,1.245982567361856,1.5188848585828711,2.0065283172847295,1.1849674025084733,0.7302629441285965,0.756971554051255,0.9071354047243422,2026-06-29 12:25:38 CEST,1h 59m 19s,7159.15,,12.658576065675984,25.317152131351968,0.7326466382288725,0.622991283680928,0.7594424292914356,1.0032641586423647,0.5924837012542367
sdp_n28_rep1_seednone.log,28,1,28,10,16,16,hog,28,False,False,True,8.152175948778547,11.467404785217148,9.983313639289548,11.935159139659838,16.593859591430707,9,1.4066679690512969,1.224619500611412,1.4640458222013844,2.035512934913652,1.103999724312683,0.691063144293391,0.7192515444582473,1.0371162244644192,2026-06-29 12:25:38 CEST,2h 2m 53s,7373.07,,8.152175948778547,16.304351897557094,0.7033339845256484,0.612309750305706,0.7320229111006922,1.017756467456826,0.5519998621563414
sdp_n29_rep1_seednone.log,29,1,29,10,21,21,hog,29,False,False,True,10.728389772882391,11.230682528956214,13.138869989236358,11.732283911146645,21.54329459146062,9,1.0468190256606302,1.2246823863956562,1.0935736079240659,2.0080641221588085,0.8388956954890701,0.5213075688714696,0.5445909798679128,1.0258711710219341,2026-06-29 12:25:38 CEST,2h 0m 12s,7212.22,,10.728389772882391,21.456779545764782,0.5234095128303151,0.6123411931978281,0.5467868039620329,1.0040320610794042,0.41944784774453503
sdp_n30_rep1_seednone.log,30,1,30,10,20,20,hog,30,False,False,True,10.007511103462269,13.37373502358638,12.184044832193303,13.752199817825053,20.223562016662452,13,1.3363697412196234,1.2174900138734819,1.3741878150969271,2.0208383290892145,1.2990242894162194,0.6612947319847804,0.6800087841347849,1.0111781008331227,2026-06-29 12:25:38 CEST,2h 1m 28s,7288.07,,10.007511103462269,20.015022206924538,0.6681848706098117,0.6087450069367409,0.6870939075484636,1.0104191645446072,0.6495121447081097
sdp_n31_rep1_seednone.log,31,1,31,10,20,20,hog,31,False,False,True,10.194364037160497,12.713112897163994,12.405822619158297,13.359438151301461,20.715316467469343,9,1.2470726816133064,1.216929528309622,1.3104729341235644,2.032036171354865,0.8828407507514151,0.6137059463768392,0.6449063026519863,1.0357658233734672,2026-06-29 12:25:38 CEST,2h 0m 53s,7252.75,,10.194364037160497,20.388728074320994,0.6235363408066532,0.608464764154811,0.6552364670617822,1.0160180856774326,0.44142037537570755
sdp_n32_rep1_seednone.log,32,1,32,10,30,30,hog,32,False,False,True,13.117466140586338,18.806777972861926,16.453938695113838,19.437183917459325,26.38706498314089,16,1.4337203367861167,1.2543534337172197,1.4817788518865964,2.011597720195176,1.2197477644325612,0.7127271632854155,0.736617881900774,0.879568832771363,2026-06-29 12:25:39 CEST,2h 0m 49s,7248.64,,13.117466140586338,26.234932281172675,0.7168601683930583,0.6271767168586099,0.7408894259432982,1.005798860097588,0.6098738822162806
sdp_n33_rep1_seednone.log,33,1,33,10,30,30,hog,33,False,False,True,13.183472067497778,18.702995209603923,16.43479521128133,19.16940511908654,26.469248376172445,18,1.418669915925551,1.2466211576993655,1.4540482978187772,2.0077600377694966,1.365345935262136,0.7065933623729307,0.7242141841980974,0.8823082792057482,2026-06-29 12:25:39 CEST,1h 59m 55s,7194.64,,13.183472067497778,26.366944134995556,0.7093349579627755,0.6233105788496828,0.7270241489093886,1.0038800188847483,0.682672967631068
sdp_n34_rep1_seednone.log,34,1,34,11,14,14,hog,34,False,False,True,7.910386739873244,10.174807121468952,9.426300226408589,10.726518129846049,15.906786745773852,8,1.286259124371458,1.1916358246928942,1.3560042615587629,2.010873459017345,1.0113285561216685,0.639651947567111,0.674335948628713,1.136199053269561,2026-06-29 12:25:40 CEST,4h 33m 47s,16426.51,,7.910386739873244,15.820773479746489,0.643129562185729,0.5958179123464471,0.6780021307793814,1.0054367295086726,0.5056642780608342
sdp_n35_rep1_seednone.log,35,1,35,11,25,25,hog,35,False,False,True,11.640646219934201,16.33709336285127,14.438063149506243,16.91708459278619,23.713551404897597,13,1.4034524419163747,1.24031457332511,1.4532771010441217,2.037133588364619,1.116776487695155,0.6889349083105766,0.713393127159025,0.9485420561959039,2026-06-29 12:25:40 CEST,4h 36m 32s,16591.85,,11.640646219934201,23.281292439868402,0.7017262209581874,0.620157286662555,0.7266385505220608,1.0185667941823096,0.5583882438475775
sdp_n36_rep1_seednone.log,36,1,36,11,34,34,hog,36,False,False,True,14.248516824063328,21.72743653506021,18.03701678622725,22.1211971789535,29.056671271491954,23,1.5248911029368513,1.265887320690515,1.5525263051656402,2.0392769037139478,1.6142030980485562,0.7477606891735533,0.7613121603732023,0.8546079785732927,2026-06-29 12:25:40 CEST,4h 37m 35s,16655.34,,14.248516824063328,28.497033648126656,0.7624455514684256,0.6329436603452575,0.7762631525828201,1.0196384518569739,0.8071015490242781
sdp_n37_rep1_seednone.log,37,1,37,11,22,22,hog,37,False,False,True,11.845835456182538,13.031113030164452,14.446368521179139,13.585900158335376,24.499708917915278,12,1.1000585883846037,1.2195314188362576,1.1468925267946946,2.0682128338300085,1.01301423984722,0.5318884838111494,0.5545331254283091,1.1136231326325126,2026-06-29 12:25:41 CEST,4h 37m 44s,16663.7,,11.845835456182538,23.691670912365076,0.5500292941923018,0.6097657094181288,0.5734462633973473,1.0341064169150043,0.50650711992361
sdp_n38_rep1_seednone.log,38,1,38,11,18,18,hog,38,False,False,True,9.429890288066717,11.900512773184811,11.423026832956452,12.343155428342136,18.94862161976906,10,1.261999069940888,1.2113637045610168,1.3089394522396598,2.009421217100272,1.0604577248003342,0.6280410792924921,0.6514012299166154,1.052701201098281,2026-06-29 12:25:41 CEST,4h 39m 23s,16762.54,,9.429890288066717,18.859780576133435,0.630999534970444,0.6056818522805084,0.6544697261198299,1.004710608550136,0.5302288624001671
sdp_n39_rep1_seednone.log,39,1,39,11,24,24,hog,39,False,False,True,11.799588746433804,13.526054327760487,14.481539366674767,14.277177009979448,23.87056560141503,12,1.1463157418811292,1.2272918724435655,1.2099724250384953,2.0229997938385305,1.0169845964866162,0.5666415515080494,0.5981080318068839,0.9946069000589596,2026-06-29 12:25:42 CEST,4h 41m 30s,16889.63,,11.799588746433804,23.599177492867607,0.5731578709405646,0.6136459362217828,0.6049862125192477,1.0114998969192652,0.5084922982433081
sdp_n40_rep1_seednone.log,40,1,40,11,22,22,hog,40,False,False,True,11.400436437426137,15.128084311252714,13.910881403876758,15.755162698524806,23.09248357126669,18,1.3269741377259205,1.220206040376591,1.3819789080006335,2.0255789063879255,1.5788869223381976,0.6551085882367434,0.6822636746672194,1.049658344148486,2026-06-29 12:25:43 CEST,4h 40m 53s,16853.18,,11.400436437426137,22.800872874852274,0.6634870688629603,0.6101030201882955,0.6909894540003167,1.0127894531939627,0.7894434611690988
sdp_n42_rep1_seednone.log,42,1,42,11,33,33,hog,42,False,False,True,13.965647609088393,19.088790275533565,17.880030920453873,19.48869977420574,28.991858532332493,20,1.3668388899567534,1.280286558914613,1.3954741176143615,2.075940861737448,1.4320853969553582,0.6584189921541331,0.6722128473575236,0.8785411676464392,2026-06-29 12:25:44 CEST,4h 40m 26s,16826.14,,13.965647609088393,27.931295218176786,0.6834194449783767,0.6401432794573065,0.6977370588071807,1.037970430868724,0.7160426984776791
