run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,initial_ws_energy,QAOA_improvement_over_SDP,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,n_start,n_end,start_index_singlet,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,rerun_exclude_finished_instances
57910c4a,3,3,1,100.0,False,True,"[1, 1, 1]",1.059800055560163,0.0,1.059800055560163,,0.706533370373442,,,,0.21861505508422852,2026-04-16 17:31:22,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,208.16,ADAM,3,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
701cf03f,4,6,1,100.0,False,True,"[1, 1, 1]",1.9781422892848397,-4.6629367034256575e-15,1.978142289284835,,0.659380763094945,,,,0.28502774238586426,2026-04-16 17:31:25,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,211.02,ADAM,3,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
8bac3516,5,10,1,100.0,False,True,"[1, 1, 1]",3.0483549869610553,-3.9968028886505635e-15,3.0483549869610513,,0.7620887467402628,,,,0.4285459518432617,2026-04-16 17:31:28,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.2,ADAM,3,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
f8e29418,6,15,1,100.0,False,True,"[1, 1, 1]",4.371746902285554,2.6645352591003757e-15,4.371746902285556,,0.7286244837142594,,,,0.6016807556152344,2026-04-16 17:31:31,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,213.2,ADAM,3,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
82793739,7,21,1,100.0,False,True,"[1, 1, 1]",5.89584603769641,4.3520742565306136e-14,5.895846037696454,,0.7861128050261939,,,,0.9119260311126709,2026-04-16 17:31:34,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,216.5,ADAM,3,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
183f0f99,8,28,1,100.0,False,True,"[1, 1, 1]",7.990925099928967,8.881784197001252e-14,7.990925099929056,,0.7990925099929056,,,,1.8718719482421875,2026-04-16 17:31:38,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,232.66,ADAM,3,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
c654ba4f,9,36,1,100.0,False,True,"[1, 1, 1]",9.619079242213095,9.769962616701378e-14,9.619079242213193,,0.8015899368510994,,,,8.080399990081787,2026-04-16 17:31:51,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,286.73,ADAM,3,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
08ca0f7d,3,3,1,300.0,False,True,"[1, 1, 1]",1.0974610644124365,-1.1102230246251565e-15,1.0974610644124354,,0.7316407096082903,,,,0.5451698303222656,2026-04-16 17:31:55,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,209.34,ADAM,3,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
9b9b6893,10,45,1,100.0,False,True,"[1, 1, 1]",12.32816213070837,-1.8118839761882555e-13,12.328162130708188,,0.8218774753805459,,,,56.66568112373352,2026-04-16 17:32:54,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,319.14,ADAM,3,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
e04e8aa7,3,3,2,100.0,False,True,"[1, 1, 1]",1.0598287271511975,4.440892098500626e-16,1.059828727151198,,0.7065524847674652,,,,0.4982771873474121,2026-04-16 17:33:07,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,208.58,ADAM,3,14,0,False,False,True,False,10800,10,complete,False,True,90,False,True
