run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,initial_ws_energy,initial_ws_energy_010101,QAOA_improvement_over_SDP,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,learning_rate_adam,n_start,n_end,start_index_singlet,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,rerun_exclude_finished_instances
b70649c2,3,2,1,50.0,False,True,"[1, 1, 1]",0.9999999999536496,,-1.5336754088934867e-10,0.9999999998002821,,0.6666666665335214,,,,0.14069890975952148,2026-04-22 14:58:00,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,207.86,ADAM,0.01,3,14,0,False,False,True,False,10800,10,random,False,True,90,False,True
dad16361,4,5,1,50.0,False,True,"[1, 1, 1]",1.9998533421374078,,-2.240501117967142e-09,1.9998533398969067,,,,,,0.14664316177368164,2026-04-22 14:58:02,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,209.95,ADAM,0.01,3,14,0,False,False,True,False,10800,10,random,False,True,90,False,True
0b24230c,5,8,1,50.0,False,True,"[1, 1, 1]",2.419784044971913,,-1.4763665578954033e-07,2.419783897335257,,,,,,0.1927030086517334,2026-04-22 14:58:05,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.7,ADAM,0.01,3,14,0,False,False,True,False,10800,10,random,False,True,90,False,True
3b745aac,3,2,1,100.0,False,True,"[1, 1, 1]",0.9999999997841786,,-1.6459564822213224e-08,0.9999999833246138,,0.6666666555497426,,,,0.1628708839416504,2026-04-22 14:58:07,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,209.47,ADAM,0.01,3,14,0,False,False,True,False,10800,10,random,False,True,90,False,True
73ea0eb4,6,15,1,50.0,False,True,"[1, 1, 1]",4.414953993132654,,-1.4210854715202004e-14,4.41495399313264,,0.7358256655221066,,,,0.29729294776916504,2026-04-22 14:58:11,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,213.61,ADAM,0.01,3,14,0,False,False,True,False,10800,10,random,False,True,90,False,True
5dc5acb2,7,19,1,50.0,False,True,"[1, 1, 1]",5.3428717292567,,0.008022261640523887,5.350893990897224,,,,,,0.4248387813568115,2026-04-22 14:58:14,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,215.47,ADAM,0.01,3,14,0,False,False,True,False,10800,10,random,False,True,90,False,True
14f8947a,4,4,1,100.0,False,True,"[1, 1, 1]",1.3162674393845244,,0.039049017173526046,1.3553164565580504,,,,,,0.2286059856414795,2026-04-22 14:58:16,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.8,ADAM,0.01,3,14,0,False,False,True,False,10800,10,random,False,True,90,False,True
f9660355,8,17,1,50.0,False,True,"[1, 1, 1]",5.404473065713271,,0.003528860366605713,5.408001926079876,,,,,,0.7767832279205322,2026-04-22 14:58:20,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,226.31,ADAM,0.01,3,14,0,False,False,True,False,10800,10,random,False,True,90,False,True
697d7843,9,16,1,50.0,False,True,"[1, 1, 1]",4.96190515838184,,0.01605151916359837,4.977956677545438,,,,,,3.6790270805358887,2026-04-22 14:58:26,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,287.7,ADAM,0.01,3,14,0,False,False,True,False,10800,10,random,False,True,90,False,True
83020b63,5,7,1,100.0,False,True,"[1, 1, 1]",1.9786212225462967,,-3.4001188531362914e-09,1.9786212191461778,,,,,,0.33588409423828125,2026-04-22 14:58:29,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,211.03,ADAM,0.01,3,14,0,False,False,True,False,10800,10,random,False,True,90,False,True
aee2df1d,10,45,1,50.0,False,True,"[1, 1, 1]",12.460617540371253,,-1.509903313490213e-13,12.460617540371102,,0.8307078360247401,,,,27.69576096534729,2026-04-22 14:59:00,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,311.09,ADAM,0.01,3,14,0,False,False,True,False,10800,10,random,False,True,90,False,True
f2cf74ec,6,12,1,100.0,False,True,"[1, 1, 1]",3.0794553720709934,,-6.073186398225516e-11,3.0794553720102615,,,,,,0.5206260681152344,2026-04-22 14:59:02,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,212.2,ADAM,0.01,3,14,0,False,False,True,False,10800,10,random,False,True,90,False,True
c943b513,3,2,1,200.0,False,True,"[1, 1, 1]",0.9999999999190422,,-1.9841705944934063e-08,0.9999999800773363,,0.6666666533848908,,,,0.32979726791381836,2026-04-22 14:59:05,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.81,ADAM,0.01,3,14,0,False,False,True,False,10800,10,random,False,True,90,False,True
43ab0d2d,3,2,2,50.0,False,True,"[1, 1, 1]",0.5000000001624183,,0.07749660260797908,0.5774966027703974,,0.3849977351802649,,,,0.22537899017333984,2026-04-22 14:59:39,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,208.14,ADAM,0.01,3,14,0,False,False,True,False,10800,10,random,False,True,90,False,True
