run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,initial_ws_energy_prodStates,initial_energy_statevector,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,n_start,n_end,start_index_singlet,warm_start_mode,warm_start_corr_strength,warm_start_corr_repeats,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,save_circuit_svg,rerun_exclude_finished_instances,optimiser_debug_iterations,relative_graph_adjList_path,hog_graph_index,edges,weights
9b3f3678,4,6,1,50.0,False,True,"[1, 1, 1]",,1.8661953367470883,1.8661953367470892,,0.3573364985156222,0.3573364985156231,2.2235318352627114,,0.7411772784209038,,,,60.22494912147522,2026-05-19 11:54:52,Apple A18 Pro,145.127.EARLY-REGISTRATION.of.SURFnet.invalid,8.0,6,6,3.13.11,174.83,adam,True,2,1000,hamqaoa,0.05,0,3,0,standard,2.0,2,False,False,False,10800,10,HOG,False,True,90,False,False,False,1,HOG_graphs/list_27_graphs_adjacency_list.txt,0,"[(1, 3), (0, 1), (2, 3), (0, 3), (1, 2), (0, 2)]",
