run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,n_start,n_end,start_index_singlet,warm_start_mode,lasserre_level,initial_solver_level_M,warm_start_corr_strength,warm_start_corr_repeats,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,save_circuit_svg,rerun_exclude_finished_instances,optimiser_debug_iterations,num_repeats,relative_graph_adjList_path,hog_graph_index,edges,weights
f0545aa8,2,1,1,50.0,False,True,"[1, 1, 1]",,1.9999999919128817,0.9999999959564408,0.6539251026991921,0.6241408501790446,0.49999999999989747,0.6539251026991917,0.6539251026991917,,0.2585776946051537,0.5664279000037421,0.7832139500017685,,0.7832139500017685,,,,55.26065707206726,2026-06-02 16:20:55,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,144.72,adam,True,2,1000,hamqaoa,0.05,2,10,0,standard,2,2,2.0,2,False,False,False,10800,10,line,False,True,90,False,False,False,1,100,HOG_graphs/list_27_graphs_adjacency_list.txt,,"[(0, 1)]",
