run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,initial_ws_energy,initial_ws_energy_010101,QAOA_improvement_over_SDP,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,learning_rate_adam,n_start,n_end,start_index_singlet,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,rerun_exclude_finished_instances
1d9ef6a0,3,3,1,50.0,False,True,"[1, 1, 1]",1.0604627107359774,,4.440892098500626e-16,1.0604627107359779,,0.7069751404906519,,,,0.9867331981658936,2026-04-24 12:20:09,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,172.3,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,True,90,True,True
92b946f3,4,6,1,50.0,False,True,"[1, 1, 1]",1.9193338549549392,,-4.218847493575595e-15,1.919333854954935,,0.639777951651645,,,,1.1448581218719482,2026-04-24 12:20:19,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,191.67,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,True,90,True,True
ae9238fc,5,10,1,50.0,False,True,"[1, 1, 1]",3.094700300503707,,-5.773159728050814e-15,3.094700300503701,,0.7736750751259253,,,,1.7354938983917236,2026-04-24 12:20:30,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,192.61,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,True,90,True,True
978dd130,3,3,1,100.0,False,True,"[1, 1, 1]",1.0900482762809023,,-1.1102230246251565e-15,1.0900482762809012,,0.7266988508539342,,,,1.6701688766479492,2026-04-24 12:20:41,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,156.33,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,True,90,True,True
dbca7900,6,15,1,50.0,False,True,"[1, 1, 1]",4.4013360056677024,,1.2434497875801753e-14,4.401336005667715,,0.7335560009446191,,,,2.4579241275787354,2026-04-24 12:20:53,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,180.67,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,True,90,True,True
a2743d1c,7,21,1,50.0,False,True,"[1, 1, 1]",6.074906924260456,,7.105427357601002e-15,6.074906924260463,,0.8099875899013951,,,,2.9599990844726562,2026-04-24 12:20:59,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,172.7,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,True,90,True,True
038c7534,4,6,1,100.0,False,True,"[1, 1, 1]",1.948703181698582,,-2.220446049250313e-15,1.9487031816985798,,0.6495677272328599,,,,2.4810359477996826,2026-04-24 12:21:06,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,180.97,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,True,90,True,True
4c901c66,8,28,1,50.0,False,True,"[1, 1, 1]",7.985500259359235,,-5.950795411990839e-14,7.985500259359175,,0.7985500259359175,,,,5.664236068725586,2026-04-24 12:21:16,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,177.44,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,True,90,True,True
7c1e9d3a,9,36,1,50.0,False,True,"[1, 1, 1]",9.799475949595417,,3.375077994860476e-14,9.79947594959545,,0.8166229957996208,,,,12.33716869354248,2026-04-24 12:21:30,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,211.3,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,True,90,True,True
5d16baba,5,10,1,100.0,False,True,"[1, 1, 1]",2.8522900387164603,,-2.220446049250313e-15,2.852290038716458,,0.7130725096791145,,,,3.593391180038452,2026-04-24 12:21:34,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,178.36,ADAM,0.01,3,14,0,False,False,True,False,10800,10,complete,False,True,90,True,True
