run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,result,result_010101,approx_ratio,approx_ratio_010101,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,n_start,n_end,start_index_singlet,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted
922394b6,3,2,1,300.0,False,True,"[1, 1, 1]",-0.49999960553133704,-0.5000000000038618,-0.3333330703542247,-0.33333333333590787,7.567223072052002,2026-04-08 13:27:06,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,177.69,ADAM,3,4,0,True,False,False,False,10800,10,line,False
ea706d05,4,3,1,300.0,False,True,"[1, 1, 1]",-1.4259258107798733,-1.4259259290671622,-0.6026736309297859,-0.6026736809244134,9.629892826080322,2026-04-08 13:27:23,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,182.55,ADAM,3,4,0,True,False,False,False,10800,10,line,False
bfb440ab,3,2,2,300.0,False,True,"[1, 1, 1]",-0.333333166684889,-0.33333333333870485,-0.22222211112325932,-0.22222222222580323,15.372817993164062,2026-04-08 13:27:47,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,181.41,ADAM,3,4,0,True,False,False,False,10800,10,line,False
3216bbdb,4,3,2,300.0,False,True,"[1, 1, 1]",-1.0885713878446452,-1.0885727404163552,-0.4600893439749134,-0.46008991564512053,30.334825038909912,2026-04-08 13:28:26,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,178.84,ADAM,3,4,0,True,False,False,False,10800,10,line,False
660e0a11,3,2,3,300.0,False,True,"[1, 1, 1]",-0.33333327983350847,-0.33333333355738487,-0.2222221865556723,-0.22222222237158992,44.62744498252869,2026-04-08 13:29:20,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,178.61,ADAM,3,4,0,True,False,False,False,10800,10,line,False
6feeb1aa,4,3,3,300.0,False,True,"[1, 1, 1]",-0.9060714587115386,-1.0488711978096545,-0.38295496986962746,-0.4433098891841312,62.88992118835449,2026-04-08 13:30:36,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,161.66,ADAM,3,4,0,True,False,False,False,10800,10,line,False
00d7e832,3,2,4,300.0,False,True,"[1, 1, 1]",-0.33333297282798174,-0.33333333334454807,-0.22222198188532116,-0.2222222222296987,58.93010091781616,2026-04-08 13:31:47,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,173.14,ADAM,3,4,0,True,False,False,False,10800,10,line,False
