run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,initial_ws_energy,initial_ws_energy_prodStates,initial_energy_statevector,initial_ws_energy_010101,QAOA_improvement_over_SDP,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,n_start,n_end,start_index_singlet,warm_start_mode,warm_start_corr_strength,warm_start_corr_repeats,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,save_circuit_svg,rerun_exclude_finished_instances,optimiser_debug_iterations,relative_graph_adjList_path,hog_graph_index,edges,weights
2cc034e2,10,15,1,50.0,False,True,"[1, 1, 1]",-3.8933700013954464e-16,6.658747797269157,,,,1.2171259530584573,7.875873750327615,,,,,,31.467838048934937,2026-05-04 20:22:32,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,253.36,adam,True,2,1000,hamqaoa,0.05,0,30,0,entangled,2.0,1,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,HOG_graphs/list_27_graphs_adjacency_list.txt,16,"[(2, 7), (0, 1), (1, 9), (3, 5), (2, 9), (0, 3), (4, 6), (1, 8), (7, 8), (4, 5), (5, 9), (4, 8), (0, 2), (3, 6), (6, 7)]",
cc0dc8b4,6,9,2,50.0,False,True,"[1, 1, 1]",-3.885780586188048e-16,3.613594452487327,,,,0.7651226614096571,4.378717113896984,,,,,,41.25246787071228,2026-05-04 20:23:15,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,227.19,adam,True,2,1000,hamqaoa,0.05,0,30,0,entangled,2.0,1,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,HOG_graphs/list_27_graphs_adjacency_list.txt,4,"[(0, 1), (3, 5), (0, 3), (1, 2), (3, 4), (4, 5), (2, 5), (1, 4), (0, 2)]",
0eaa9567,10,15,1,50.0,False,True,"[1, 1, 1]",-3.3528952184114225e-16,6.492342694088992,,,,0.27936383648002305,6.771706530569015,,,,,,31.565623998641968,2026-05-04 20:23:49,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,253.06,adam,True,2,1000,hamqaoa,0.05,0,30,0,entangled,2.0,1,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,HOG_graphs/list_27_graphs_adjacency_list.txt,17,"[(2, 7), (0, 1), (4, 7), (3, 8), (1, 9), (2, 9), (0, 3), (4, 6), (5, 6), (7, 8), (1, 5), (5, 9), (4, 8), (0, 2), (3, 6)]",
9b086fc2,10,15,1,50.0,False,True,"[1, 1, 1]",-3.883612181843077e-16,6.617606704006985,,,,1.200859819287536,7.8184665232945205,,,,,,31.593395948410034,2026-05-04 20:24:22,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,254.48,adam,True,2,1000,hamqaoa,0.05,0,30,0,entangled,2.0,1,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,HOG_graphs/list_27_graphs_adjacency_list.txt,18,"[(8, 9), (0, 1), (2, 3), (1, 6), (3, 8), (5, 7), (2, 9), (0, 3), (4, 6), (4, 5), (5, 9), (4, 8), (0, 2), (6, 7), (1, 7)]",
573ce863,10,15,1,50.0,False,True,"[1, 1, 1]",1.0988389018140587e-16,6.418862188173236,,,,0.9019840712759688,7.320846259449205,,,,,,31.49553108215332,2026-05-04 20:24:55,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,254.8,adam,True,2,1000,hamqaoa,0.05,0,30,0,entangled,2.0,1,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,HOG_graphs/list_27_graphs_adjacency_list.txt,19,"[(3, 9), (0, 1), (2, 3), (1, 6), (4, 7), (5, 8), (7, 9), (0, 3), (4, 6), (6, 8), (2, 8), (4, 5), (5, 9), (0, 2), (1, 7)]",
c35c1cfe,10,15,1,50.0,False,True,"[1, 1, 1]",-3.8933700013954464e-16,5.2557544880843095,,,,0.9712129278351682,6.226967415919478,,,,,,31.54492497444153,2026-05-04 20:25:28,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,254.27,adam,True,2,1000,hamqaoa,0.05,0,30,0,entangled,2.0,1,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,HOG_graphs/list_27_graphs_adjacency_list.txt,20,"[(3, 9), (0, 1), (2, 3), (5, 8), (7, 9), (2, 9), (0, 3), (4, 6), (1, 8), (5, 6), (4, 5), (4, 8), (0, 2), (6, 7), (1, 7)]",
beeb3a6b,8,12,2,50.0,False,True,"[1, 1, 1]",-3.3306690738754696e-16,5.999999999992464,,,,1.3614021262211882,7.361402126213652,,,,,,60.9913330078125,2026-05-04 20:26:31,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,228.19,adam,True,2,1000,hamqaoa,0.05,0,30,0,entangled,2.0,1,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,HOG_graphs/list_27_graphs_adjacency_list.txt,5,"[(2, 7), (0, 1), (1, 6), (4, 7), (0, 3), (4, 6), (1, 5), (4, 5), (3, 7), (2, 5), (0, 2), (3, 6)]",
1d2f4dcf,10,15,1,50.0,False,True,"[1, 1, 1]",8.605854744103691e-16,6.493048475148528,,,,0.7652464921986937,7.258294967347221,,,,,,31.569196701049805,2026-05-04 20:27:06,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,253.3,adam,True,2,1000,hamqaoa,0.05,0,30,0,entangled,2.0,1,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,HOG_graphs/list_27_graphs_adjacency_list.txt,21,"[(0, 1), (4, 7), (3, 8), (2, 6), (1, 9), (2, 9), (0, 3), (4, 6), (5, 6), (7, 8), (1, 5), (5, 9), (3, 7), (4, 8), (0, 2)]",
1e28d012,10,15,1,50.0,False,True,"[1, 1, 1]",-3.6158142452391573e-16,6.050026796747394,,,,1.1834129087252547,7.233439705472649,,,,,,31.63598895072937,2026-05-04 20:27:39,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,252.62,adam,True,2,1000,hamqaoa,0.05,0,30,0,entangled,2.0,1,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,HOG_graphs/list_27_graphs_adjacency_list.txt,22,"[(8, 9), (3, 9), (0, 1), (2, 3), (1, 6), (4, 7), (5, 8), (0, 3), (4, 6), (2, 8), (4, 5), (5, 9), (0, 2), (6, 7), (1, 7)]",
bad40199,10,15,1,50.0,False,True,"[1, 1, 1]",-3.87439646337695e-16,6.636304770116826,,,,1.1766629041452044,7.812967674262031,,,,,,31.370337963104248,2026-05-04 20:28:12,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,252.97,adam,True,2,1000,hamqaoa,0.05,0,30,0,entangled,2.0,1,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,HOG_graphs/list_27_graphs_adjacency_list.txt,23,"[(3, 9), (0, 1), (4, 7), (3, 8), (1, 9), (5, 7), (2, 9), (0, 3), (4, 6), (6, 8), (5, 6), (2, 8), (4, 5), (0, 2), (1, 7)]",
