run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_seed,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
0c562270,6,9,1,50.0,False,True,"[1, 1, 1]",5.999999999999998,11.999999633151065,5.999999816575532,2.777727841234176,3.4968676508484062,2.534369955587116,3.2751065291061723,0.5458510881843622,,0.5396111501368797,2.0210842971749923,3.544912104174612,,0.5908186840291022,,,,353.5544366836548,353.54470682144165,False,201.6619517803192,0.0,0.009729862213134766,201.6619517803192,Results/warm_start_cache/hog_idx000000__seed2000042_L2_M2_standard.npz,353.57591247558594,2026-06-16 16:45:23,x86_64,vscode-7576bc9984-87rv2,,128,128,3.11.15,4.01,True,True,adam,True,2,1000,hamqaoa,0.05,standard,2,2,2000042,False,False,False,10800,hog,False,True,False,False,False,10,HOG_graphs/triangleFree_connected_3regular_4to15vertices_13instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,3,8,1,2,80,80,5,3,5,3,2000042,0,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
9b3fe9c8,6,9,1,50.0,False,True,"[1, 1, 1]",5.999999999999998,11.999999633151065,5.999999816575532,4.06830923115853,3.4968676508484062,3.861035063383298,2.6115804846533077,0.43526341410888475,,0.09000780827131027,-2.40890134918867,2.656584388788963,,0.4427640647981606,,,,354.4744563102722,354.46861481666565,False,200.2672300338745,0.0,0.005841493606567383,200.2672300338745,Results/warm_start_cache/hog_idx000000__seed1000042_L2_M2_standard.npz,354.4999248981476,2026-06-16 16:45:23,x86_64,vscode-7576bc9984-87rv2,,128,128,3.11.15,4.01,True,True,adam,True,2,1000,hamqaoa,0.05,standard,2,2,1000042,False,False,False,10800,hog,False,True,False,False,False,10,HOG_graphs/triangleFree_connected_3regular_4to15vertices_13instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,3,8,1,2,80,80,5,3,5,2,1000042,0,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
81ba911f,6,9,1,50.0,False,True,"[1, 1, 1]",5.999999999999998,11.999999633151065,5.999999816575532,3.1739055955297046,3.4968676508484062,3.0079466015140777,2.4335627573550735,0.40559379289251235,,2.304850319734358,1.15608263141635,3.5859879172222526,,0.5976646528703756,,,,354.8297839164734,354.8202724456787,False,201.7130525112152,0.0,0.009511470794677734,201.7130525112152,Results/warm_start_cache/hog_idx000000__seed42_L2_M2_standard.npz,354.85321521759033,2026-06-16 16:45:24,x86_64,vscode-7576bc9984-87rv2,,128,128,3.11.15,4.01,True,True,adam,True,2,1000,hamqaoa,0.05,standard,2,2,42,False,False,False,10800,hog,False,True,False,False,False,10,HOG_graphs/triangleFree_connected_3regular_4to15vertices_13instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,3,8,1,2,80,80,5,3,5,1,42,0,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
dc23a054,6,9,2,50.0,False,True,"[1, 1, 1]",5.999999999999998,11.999999633151065,5.999999816575532,3.1739055955297046,3.4968676508484062,3.0079466015140777,2.4335627573550735,0.40559379289251235,,2.9544157937584608,1.8056481054404525,3.910770654234304,,0.6517951090390508,,,,228.85240936279297,430.5617287158966,True,201.7130525112152,0.003698110580444336,0.0,201.7130525112152,Results/warm_start_cache/hog_idx000000__seed42_L2_M2_standard.npz,228.87492442131042,2026-06-16 16:49:19,x86_64,vscode-7576bc9984-87rv2,,128,128,3.11.15,0.21,True,True,adam,True,2,1000,hamqaoa,0.05,standard,2,2,42,False,False,False,10800,hog,False,True,False,False,False,10,HOG_graphs/triangleFree_connected_3regular_4to15vertices_13instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,3,8,1,2,80,80,5,3,5,1,42,0,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
64f7640c,6,9,2,50.0,False,True,"[1, 1, 1]",5.999999999999998,11.999999633151065,5.999999816575532,4.06830923115853,3.4968676508484062,3.861035063383298,2.6115804846533077,0.43526341410888475,,1.0485023055309828,-1.4504068519289977,3.135831637418799,,0.5226386062364666,,,,233.4531786441803,433.7163679599762,True,200.2672300338745,0.004000663757324219,0.0,200.2672300338745,Results/warm_start_cache/hog_idx000000__seed1000042_L2_M2_standard.npz,233.47782945632935,2026-06-16 16:49:25,x86_64,vscode-7576bc9984-87rv2,,128,128,3.11.15,0.21,True,True,adam,True,2,1000,hamqaoa,0.05,standard,2,2,1000042,False,False,False,10800,hog,False,True,False,False,False,10,HOG_graphs/triangleFree_connected_3regular_4to15vertices_13instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,3,8,1,2,80,80,5,3,5,2,1000042,0,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
80b37900,6,9,3,50.0,False,True,"[1, 1, 1]",5.999999999999998,11.999999633151065,5.999999816575532,4.06830923115853,3.4968676508484062,3.861035063383298,2.6115804846533077,0.43526341410888475,,1.4105393336281136,-1.0883698238318669,3.3168501514673645,,0.5528083585778942,,,,408.8892893791199,609.1503496170044,True,200.2672300338745,0.0061492919921875,0.0,200.2672300338745,Results/warm_start_cache/hog_idx000000__seed1000042_L2_M2_standard.npz,408.9112722873688,2026-06-16 16:52:21,x86_64,vscode-7576bc9984-87rv2,,128,128,3.11.15,0.21,True,True,adam,True,2,1000,hamqaoa,0.05,standard,2,2,1000042,False,False,False,10800,hog,False,True,False,False,False,10,HOG_graphs/triangleFree_connected_3regular_4to15vertices_13instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,3,8,1,2,80,80,5,3,5,2,1000042,0,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
653260db,6,9,1,50.0,False,True,"[1, 1, 1]",5.999999999999998,11.999999633151065,5.999999816575532,3.642372486532233,3.4968676508484062,3.4125195535929382,2.3622974017159564,0.3937162336193262,,0.19172172583773417,-1.9087225779162296,2.4581582646348235,,0.40969304410580404,,,,418.32726287841797,418.32187008857727,False,225.87851309776306,0.0,0.005392789840698242,225.87851309776306,Results/warm_start_cache/hog_idx000000__seed5000042_L2_M2_standard.npz,418.35816526412964,2026-06-16 16:52:28,x86_64,vscode-7576bc9984-87rv2,,128,128,3.11.15,4.01,True,True,adam,True,2,1000,hamqaoa,0.05,standard,2,2,5000042,False,False,False,10800,hog,False,True,False,False,False,10,HOG_graphs/triangleFree_connected_3regular_4to15vertices_13instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,3,8,1,2,80,80,5,3,5,6,5000042,0,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
9bcbf3ad,6,9,1,50.0,False,True,"[1, 1, 1]",5.999999999999998,11.999999633151065,5.999999816575532,3.1699880565590886,3.4968676508484062,2.9282340873619797,3.4843713836616215,0.5807285639436037,,0.8697740299980863,1.98204862259737,3.9192583986606646,,0.653209733110111,,,,420.19478392601013,420.1893119812012,False,225.60348343849182,0.0,0.005471944808959961,225.60348343849182,Results/warm_start_cache/hog_idx000000__seed3000042_L2_M2_standard.npz,420.2245771884918,2026-06-16 16:52:30,x86_64,vscode-7576bc9984-87rv2,,128,128,3.11.15,4.0,True,True,adam,True,2,1000,hamqaoa,0.05,standard,2,2,3000042,False,False,False,10800,hog,False,True,False,False,False,10,HOG_graphs/triangleFree_connected_3regular_4to15vertices_13instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,3,8,1,2,80,80,5,3,5,4,3000042,0,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
13ca01e8,6,9,1,50.0,False,True,"[1, 1, 1]",5.999999999999998,11.999999633151065,5.999999816575532,3.324774936909718,3.4968676508484062,3.1131536032243585,2.672870392005373,0.44547839866756234,,0.5106628446586106,-0.3699035777793602,2.9282018143346784,,0.48803363572244657,,,,426.5910556316376,426.5809473991394,False,234.48869347572327,0.0,0.010108232498168945,234.48869347572327,Results/warm_start_cache/hog_idx000000__seed4000042_L2_M2_standard.npz,426.6170382499695,2026-06-16 16:52:36,x86_64,vscode-7576bc9984-87rv2,,128,128,3.11.15,4.0,True,True,adam,True,2,1000,hamqaoa,0.05,standard,2,2,4000042,False,False,False,10800,hog,False,True,False,False,False,10,HOG_graphs/triangleFree_connected_3regular_4to15vertices_13instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,3,8,1,2,80,80,5,3,5,5,4000042,0,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
da9bc22a,6,9,3,50.0,False,True,"[1, 1, 1]",5.999999999999998,11.999999633151065,5.999999816575532,3.1739055955297046,3.4968676508484062,3.0079466015140777,2.4335627573550735,0.40559379289251235,,3.720275370250982,2.5715076819329736,4.2937004424805645,,0.7156167404134276,,,,426.39180636405945,628.1016192436218,True,201.7130525112152,0.0032148361206054688,0.0,201.7130525112152,Results/warm_start_cache/hog_idx000000__seed42_L2_M2_standard.npz,426.4222586154938,2026-06-16 16:52:37,x86_64,vscode-7576bc9984-87rv2,,128,128,3.11.15,0.21,True,True,adam,True,2,1000,hamqaoa,0.05,standard,2,2,42,False,False,False,10800,hog,False,True,False,False,False,10,HOG_graphs/triangleFree_connected_3regular_4to15vertices_13instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,3,8,1,2,80,80,5,3,5,1,42,0,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
