run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,initial_ws_energy,initial_ws_energy_prodStates,initial_ws_energy_010101,QAOA_improvement_over_SDP,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,circuit_type,learning_rate_adam,n_start,n_end,start_index_singlet,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,save_circuit_svg,rerun_exclude_finished_instances,optimiser_debug_iterations,relative_graph_adjList_path,hog_graph_index,edges,weights
1a6bd29b,4,6,5,50.0,False,True,"[1, 1, 1]",1.696825275121377,,,0.8488744975712763,2.5456997726926534,,0.8485665908975512,,,,2.1375720500946045,2026-05-04 13:08:51,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,221.84,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,0,"[(1, 3), (0, 1), (2, 3), (0, 3), (1, 2), (0, 2)]",
2509473f,4,6,1,500.0,False,True,"[1, 1, 1]",1.9457810087338236,,,0.03762084912985175,1.9834018578636754,,0.6611339526212251,,,,2.0774099826812744,2026-05-04 13:08:57,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,220.38,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,0,"[(1, 3), (0, 1), (2, 3), (0, 3), (1, 2), (0, 2)]",
5e0dcd22,4,6,10,500.0,False,True,"[1, 1, 1]",1.9072372224483942,,,0.5878082165221223,2.4950454389705166,,0.8316818129901722,,,,68.77067279815674,2026-05-04 13:10:10,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,226.17,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,0,"[(1, 3), (0, 1), (2, 3), (0, 3), (1, 2), (0, 2)]",
8629b5ae,4,6,2,500.0,False,True,"[1, 1, 1]",1.9163573781880219,,,0.5185030275481268,2.4348604057361487,,0.8116201352453829,,,,4.833507061004639,2026-05-04 13:10:17,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,220.94,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,0,"[(1, 3), (0, 1), (2, 3), (0, 3), (1, 2), (0, 2)]",
22bb4666,4,6,5,500.0,False,True,"[1, 1, 1]",1.8909698565762787,,,0.7593690334573255,2.6503388900336042,,0.8834462966778681,,,,20.04655694961548,2026-05-04 13:10:41,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,223.03,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,0,"[(1, 3), (0, 1), (2, 3), (0, 3), (1, 2), (0, 2)]",
320d64b2,6,9,1,50.0,False,True,"[1, 1, 1]",2.50000000000048,,,0.24592268354131264,2.7459226835417927,,,,,,0.6666357517242432,2026-05-04 13:10:45,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,223.97,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,1,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
c7857778,6,9,1,100.0,False,True,"[1, 1, 1]",2.4999999999988662,,,0.017939255884755756,2.517939255883622,,,,,,1.3124361038208008,2026-05-04 13:10:48,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,223.59,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,1,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
2e3cabb0,8,12,1,50.0,False,True,"[1, 1, 1]",3.755747901471633,,,0.09043429853432006,3.846182200005953,,,,,,1.5220956802368164,2026-05-04 13:10:51,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,272.78,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,2,"[(2, 7), (0, 1), (1, 6), (4, 7), (0, 3), (5, 6), (4, 5), (3, 7), (2, 5), (1, 4), (0, 2), (3, 6)]",
ca7531cb,10,15,1,50.0,False,True,"[1, 1, 1]",4.20283275896399,,,0.3494918831832132,4.5523246421472034,,,,,,14.197943925857544,2026-05-04 13:11:10,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,379.16,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,3,"[(8, 9), (0, 1), (3, 8), (2, 6), (5, 7), (2, 9), (0, 3), (4, 6), (1, 5), (5, 9), (3, 7), (4, 8), (1, 4), (0, 2), (6, 7)]",
a670d542,8,12,1,100.0,False,True,"[1, 1, 1]",3.2636253221038993,,,0.3509118600301484,3.6145371821340477,,,,,,2.6119399070739746,2026-05-04 13:11:16,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,275.91,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,2,"[(2, 7), (0, 1), (1, 6), (4, 7), (0, 3), (5, 6), (4, 5), (3, 7), (2, 5), (1, 4), (0, 2), (3, 6)]",
4b17edfe,6,9,1,200.0,False,True,"[1, 1, 1]",2.499999999998383,,,0.27852017063813506,2.778520170636518,,,,,,2.5592761039733887,2026-05-04 13:11:22,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,223.17,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,1,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
0b892e93,6,9,1,50.0,False,True,"[1, 1, 1]",3.7099396261838926,,,0.0,3.7099396261838926,,,,,,0.8137199878692627,2026-05-04 13:11:27,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,223.3,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,4,"[(0, 1), (3, 5), (0, 3), (1, 2), (3, 4), (4, 5), (2, 5), (1, 4), (0, 2)]",
7e0b062c,6,9,2,50.0,False,True,"[1, 1, 1]",2.500000000000313,,,0.729492543718897,3.22949254371921,,,,,,1.596919059753418,2026-05-04 13:11:30,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,224.94,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,1,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
d210e1d1,8,12,1,50.0,False,True,"[1, 1, 1]",2.999999999999671,,,0.0,2.999999999999671,,,,,,1.2587080001831055,2026-05-04 13:11:36,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,273.86,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,5,"[(2, 7), (0, 1), (1, 6), (4, 7), (0, 3), (4, 6), (1, 5), (4, 5), (3, 7), (2, 5), (0, 2), (3, 6)]",
4ad1d5ee,10,15,1,100.0,False,True,"[1, 1, 1]",4.771046146089762,,,0.23608832205648067,5.007134468146242,,,,,,29.52576994895935,2026-05-04 13:12:07,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,378.73,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,3,"[(8, 9), (0, 1), (3, 8), (2, 6), (5, 7), (2, 9), (0, 3), (4, 6), (1, 5), (5, 9), (3, 7), (4, 8), (1, 4), (0, 2), (6, 7)]",
f834a7f4,10,15,1,50.0,False,True,"[1, 1, 1]",2.1462919357663353,,,2.1498310518457773,4.2961229876121125,,,,,,14.451959133148193,2026-05-04 13:12:25,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,380.52,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,6,"[(3, 9), (0, 1), (2, 3), (1, 6), (5, 7), (7, 9), (0, 3), (4, 6), (6, 8), (2, 8), (4, 5), (5, 9), (4, 8), (0, 2), (1, 7)]",
a4b6a8a8,10,15,1,50.0,False,True,"[1, 1, 1]",4.499271070177912,,,0.5759134437403137,5.0751845139182254,,,,,,13.852873086929321,2026-05-04 13:12:42,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,377.12,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,7,"[(1, 3), (0, 1), (2, 3), (5, 8), (1, 9), (5, 7), (2, 9), (0, 3), (4, 6), (6, 8), (4, 9), (7, 8), (4, 5), (0, 2), (6, 7)]",
ce9cf6a5,6,9,1,100.0,False,True,"[1, 1, 1]",3.66350982203037,,,0.0,3.66350982203037,,,,,,1.2361488342285156,2026-05-04 13:12:47,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,223.69,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,4,"[(0, 1), (3, 5), (0, 3), (1, 2), (3, 4), (4, 5), (2, 5), (1, 4), (0, 2)]",
0c1ce7e3,6,9,2,100.0,False,True,"[1, 1, 1]",2.4999999999993987,,,0.442025985834535,2.9420259858339337,,,,,,2.646960973739624,2026-05-04 13:12:51,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,224.0,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,1,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
6b08dd88,8,12,1,200.0,False,True,"[1, 1, 1]",4.639308183527527,,,0.18404720703769417,4.823355390565221,,,,,,5.0580549240112305,2026-05-04 13:13:00,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,275.91,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,2,"[(2, 7), (0, 1), (1, 6), (4, 7), (0, 3), (5, 6), (4, 5), (3, 7), (2, 5), (1, 4), (0, 2), (3, 6)]",
80ceb761,10,15,1,50.0,False,True,"[1, 1, 1]",3.708843652051136,,,1.1968829121618936,4.90572656421303,,,,,,14.755083799362183,2026-05-04 13:13:16,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,373.86,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,8,"[(3, 9), (2, 7), (0, 1), (3, 8), (2, 6), (7, 9), (0, 3), (6, 8), (1, 5), (4, 5), (5, 9), (4, 8), (1, 4), (0, 2), (6, 7)]",
e6302c1e,8,12,2,50.0,False,True,"[1, 1, 1]",3.517984035330386,,,0.851553808732822,4.369537844063208,,,,,,2.6720809936523438,2026-05-04 13:13:22,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,274.67,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,2,"[(2, 7), (0, 1), (1, 6), (4, 7), (0, 3), (5, 6), (4, 5), (3, 7), (2, 5), (1, 4), (0, 2), (3, 6)]",
19a77400,10,15,1,50.0,False,True,"[1, 1, 1]",1.5000000001876943,,,4.43250961770279,5.932509617890484,,,,,,13.704684972763062,2026-05-04 13:13:39,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,378.73,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,9,"[(3, 9), (2, 7), (0, 1), (1, 6), (4, 7), (3, 8), (5, 8), (1, 9), (5, 7), (2, 9), (0, 3), (4, 6), (5, 6), (4, 8), (0, 2)]",
ebc1763a,8,12,1,100.0,False,True,"[1, 1, 1]",2.999999999999054,,,0.0,2.999999999999054,,,,,,2.5009868144989014,2026-05-04 13:13:46,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,275.92,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,5,"[(2, 7), (0, 1), (1, 6), (4, 7), (0, 3), (4, 6), (1, 5), (4, 5), (3, 7), (2, 5), (0, 2), (3, 6)]",
63e7376c,8,12,1,50.0,False,True,"[1, 1, 1]",4.14419665705437,,,0.3627565968377837,4.506953253892154,,,,,,1.4216887950897217,2026-05-04 13:13:51,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,277.48,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,10,"[(0, 1), (2, 3), (2, 6), (5, 7), (0, 3), (4, 6), (1, 5), (4, 5), (3, 7), (1, 4), (0, 2), (6, 7)]",
166d4493,6,9,1,500.0,False,True,"[1, 1, 1]",2.499999999999312,,,0.0,2.499999999999312,,,,,,5.460663795471191,2026-05-04 13:14:01,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,222.31,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,1,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
895b65e9,8,12,1,50.0,False,True,"[1, 1, 1]",3.999422673362595,,,0.0005931837384807181,4.000015857101076,,,,,,1.395204782485962,2026-05-04 13:14:07,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,275.77,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,11,"[(1, 3), (0, 1), (2, 7), (2, 3), (1, 6), (4, 7), (5, 7), (0, 3), (4, 6), (5, 6), (4, 5), (0, 2)]",
df4f9b1e,10,15,1,100.0,False,True,"[1, 1, 1]",3.7617066651370052,,,0.8712423436500787,4.632949008787084,,,,,,27.644079208374023,2026-05-04 13:14:39,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,376.06,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,6,"[(3, 9), (0, 1), (2, 3), (1, 6), (5, 7), (7, 9), (0, 3), (4, 6), (6, 8), (2, 8), (4, 5), (5, 9), (4, 8), (0, 2), (1, 7)]",
06f18d9f,10,15,1,200.0,False,True,"[1, 1, 1]",4.991625774871937,,,0.07748760525580067,5.069113380127738,,,,,,56.022318840026855,2026-05-04 13:15:40,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,378.19,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,3,"[(8, 9), (0, 1), (3, 8), (2, 6), (5, 7), (2, 9), (0, 3), (4, 6), (1, 5), (5, 9), (3, 7), (4, 8), (1, 4), (0, 2), (6, 7)]",
39f99212,10,15,1,50.0,False,True,"[1, 1, 1]",4.181422909957532,,,0.13158483537804244,4.313007745335574,,,,,,13.756462812423706,2026-05-04 13:15:57,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,375.52,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,12,"[(3, 9), (0, 1), (4, 7), (5, 8), (2, 6), (1, 9), (0, 3), (1, 8), (4, 9), (5, 6), (2, 8), (4, 5), (3, 7), (0, 2), (6, 7)]",
c9f725a6,10,15,2,50.0,False,True,"[1, 1, 1]",4.936387978197566,,,1.0829215222215742,6.019309500419141,,,,,,25.76932406425476,2026-05-04 13:16:27,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,380.61,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,3,"[(8, 9), (0, 1), (3, 8), (2, 6), (5, 7), (2, 9), (0, 3), (4, 6), (1, 5), (5, 9), (3, 7), (4, 8), (1, 4), (0, 2), (6, 7)]",
9910264e,10,15,1,50.0,False,True,"[1, 1, 1]",2.5000000000012776,,,2.4993068501360747,4.999306850137352,,,,,,13.870968103408813,2026-05-04 13:16:44,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,378.02,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,13,"[(3, 9), (0, 1), (4, 7), (5, 8), (2, 6), (1, 9), (5, 7), (0, 3), (4, 6), (1, 8), (4, 9), (5, 6), (2, 8), (3, 7), (0, 2)]",
d15b0812,10,15,1,100.0,False,True,"[1, 1, 1]",4.4999947678384355,,,0.5880001626031879,5.087994930441623,,,,,,28.64238214492798,2026-05-04 13:17:16,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,379.28,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,7,"[(1, 3), (0, 1), (2, 3), (5, 8), (1, 9), (5, 7), (2, 9), (0, 3), (4, 6), (6, 8), (4, 9), (7, 8), (4, 5), (0, 2), (6, 7)]",
