run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,initial_ws_energy,initial_ws_energy_010101,QAOA_improvement_over_SDP,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,circuit_type,learning_rate_adam,n_start,n_end,start_index_singlet,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,save_circuit_svg,rerun_exclude_finished_instances,optimiser_debug_iterations
fc5bd89b,8,7,1,50.0,False,True,"[1, 1, 1]",3.4999999999567324,,0.7354949155619543,4.235494915518687,,0.8264380322963292,,,,0.9775147438049316,2026-04-29 18:00:33,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,230.86,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
0d62771f,2,1,2,50.0,False,True,"[1, 1, 1]",0.4999999999998862,,0.483280624113293,0.9832806241131792,,,,,,0.20897674560546875,2026-04-29 18:00:35,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,209.47,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
a3f843e1,5,4,1,100.0,False,True,"[1, 1, 1]",1.9999999931443582,,-0.2246728444153785,1.7753271487289797,,0.6063275781178209,,,,0.37033915519714355,2026-04-29 18:00:40,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,212.45,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
aa96c597,9,8,1,50.0,False,True,"[1, 1, 1]",3.9999999999798352,,-0.004150348698926276,3.995849651280909,,0.6966265082428363,,,,6.034854173660278,2026-04-29 18:00:43,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,292.28,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
2c95af2c,10,9,1,50.0,False,True,"[1, 1, 1]",4.499999999621653,,0.16130572842722124,4.661305728048874,,0.7162424290179585,,,,45.780537128448486,2026-04-29 18:01:28,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,309.38,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
ad6d7724,6,5,1,100.0,False,True,"[1, 1, 1]",2.499999999942326,,0.7153286198084392,3.2153286197507653,,0.8587950373265932,,,,0.4685959815979004,2026-04-29 18:01:28,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.88,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
887e221e,3,2,1,200.0,False,True,"[1, 1, 1]",0.9999999990973218,,0.34430315286516167,1.3443031519624835,,0.8962021013083223,,,,0.4741811752319336,2026-04-29 18:01:30,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.48,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
15b6fd30,3,2,2,50.0,False,True,"[1, 1, 1]",0.9999999999486142,,0.4051543929026753,1.4051543928512895,,0.936769595234193,,,,0.3149549961090088,2026-04-29 18:01:35,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,209.83,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
675dd84a,7,6,1,100.0,False,True,"[1, 1, 1]",2.999999999815853,,-0.5041269538387985,2.4958730459770546,,0.5756164773932321,,,,0.7707250118255615,2026-04-29 18:02:15,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,214.64,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
2281ffb5,8,7,1,100.0,False,True,"[1, 1, 1]",3.4999999999934874,,-0.7818439767800909,2.7181560232133966,,0.5303719069684676,,,,3.1086337566375732,2026-04-29 18:08:04,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,254.72,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
b640422c,11,10,1,50.0,False,True,"[1, 1, 1]",4.999999999999083,,-0.02386782540379606,4.976132174595287,,0.6977190373801581,,,,439.7997500896454,2026-04-29 18:08:04,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,470.48,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
cdf5d855,2,1,2,100.0,False,True,"[1, 1, 1]",0.49999999999998934,,0.4999917608599207,0.99999176085991,,,,,,0.5825579166412354,2026-04-29 18:08:07,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,211.91,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
a41b5102,4,3,1,200.0,False,True,"[1, 1, 1]",1.4999999977452918,,0.4957839068032006,1.9957839045484924,,0.8435265868759477,,,,0.7634458541870117,2026-04-29 18:08:10,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,213.47,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
e5ea1528,4,3,2,50.0,False,True,"[1, 1, 1]",1.4999999994119875,,0.5468213868183505,2.046821386230338,,0.8650977963779957,,,,0.6053140163421631,2026-04-29 18:08:15,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,208.95,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
