run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,initial_ws_energy,initial_ws_energy_010101,QAOA_improvement_over_SDP,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,circuit_type,learning_rate_adam,n_start,n_end,start_index_singlet,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,save_circuit_svg,rerun_exclude_finished_instances,optimiser_debug_iterations
54207b83,2,1,1,50.0,False,True,"[1, 1, 1]",0.49999999999966527,,0.005958619123740183,0.5059586191234055,,,,,,0.1248478889465332,2026-04-29 18:00:06,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,208.67,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
647571f1,3,2,1,50.0,False,True,"[1, 1, 1]",0.9999999998613146,,0.08018188000444593,1.0801818798657605,,0.7201212532438404,,,,0.12533998489379883,2026-04-29 18:00:10,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,209.92,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
16fd2467,2,1,1,100.0,False,True,"[1, 1, 1]",0.49999999999944744,,0.03898940714044408,0.5389894071398915,,,,,,0.1751728057861328,2026-04-29 18:00:13,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,207.92,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
7c4ff6dc,4,3,1,50.0,False,True,"[1, 1, 1]",1.499999999457725,,0.15241222242580243,1.6524122218835275,,0.698399079409775,,,,0.15542006492614746,2026-04-29 18:00:15,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.08,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
6e367242,5,4,1,50.0,False,True,"[1, 1, 1]",1.9999999990218402,,0.18341764446021624,2.1834176434820565,,0.7457027470908663,,,,0.18132996559143066,2026-04-29 18:00:18,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.11,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
9a83034f,3,2,1,100.0,False,True,"[1, 1, 1]",0.9999999999539373,,0.23496643312882703,1.2349664330827643,,0.8233109553885095,,,,0.22826600074768066,2026-04-29 18:00:20,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.27,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
efa3ac12,6,5,1,50.0,False,True,"[1, 1, 1]",2.499999999651415,,-0.5248468509605402,1.9751531486908747,,0.5275515888597422,,,,0.235703706741333,2026-04-29 18:00:23,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,212.84,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
dfdbd23b,7,6,1,50.0,False,True,"[1, 1, 1]",2.9999999999012945,,0.32671088066219944,3.326710880563494,,0.7672303691336471,,,,0.3502950668334961,2026-04-29 18:00:25,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,214.8,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
7aa0c7ed,4,3,1,100.0,False,True,"[1, 1, 1]",1.4999999998839966,,-1.6330806628550576e-05,1.499983669077368,,0.6339745008780084,,,,0.2783069610595703,2026-04-29 18:00:28,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,209.8,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
cfc0038e,2,1,1,200.0,False,True,"[1, 1, 1]",0.49999999999941414,,0.014497398126306127,0.5144973981257203,,,,,,0.3329930305480957,2026-04-29 18:00:30,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,210.25,adam,hamqaoa,0.05,2,30,0,False,False,False,False,10800,10,line,False,True,90,False,False,False,1
