run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,initial_ws_energy_prodStates,initial_energy_statevector,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,n_start,n_end,start_index_singlet,warm_start_mode,lasserre_level,warm_start_corr_strength,warm_start_corr_repeats,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,save_circuit_svg,rerun_exclude_finished_instances,optimiser_debug_iterations,relative_graph_adjList_path,hog_graph_index,edges,weights
bbf22af1,3,2,1,50.0,False,True,"[1, 1, 1]",,0.9999910844402056,0.9999910844402057,,0.42046024741477106,0.42046024741477117,1.4204513318549767,,0.9469675545699845,,,,60.89196419715881,2026-05-29 10:57:44,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,173.08,adam,True,2,1000,hamqaoa,0.05,3,5,0,standard,1,2.0,2,False,False,False,10800,10,line,False,True,90,True,False,False,1,HOG_graphs/list_27_graphs_adjacency_list.txt,,"[(0, 1), (1, 2)]",
cea87e9b,4,3,1,50.0,False,True,"[1, 1, 1]",,1.4999997239718375,1.4999997239718375,,0.03617402706341788,0.03617402706341788,1.5361737510352553,,0.649270393506025,,,,110.41070890426636,2026-05-29 11:00:37,Apple A18 Pro,MacBook-von-Julian.local,8.0,6,6,3.13.11,127.8,adam,True,2,1000,hamqaoa,0.05,3,5,0,standard,1,2.0,2,False,False,False,10800,10,line,False,True,90,True,False,False,1,HOG_graphs/list_27_graphs_adjacency_list.txt,,"[(0, 1), (1, 2), (2, 3)]",
