run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,initial_ws_energy,initial_ws_energy_prodStates,initial_ws_energy_010101,QAOA_improvement_over_SDP,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,circuit_type,learning_rate_adam,n_start,n_end,start_index_singlet,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,save_circuit_svg,rerun_exclude_finished_instances,optimiser_debug_iterations,relative_graph_adjList_path,hog_graph_index,edges,weights
316e0ead,4,6,2,50.0,False,True,"[1, 1, 1]",1.9850581231041315,,,0.2712944099511494,2.256352533055281,,0.7521175110184269,,,,0.612929105758667,2026-05-04 12:18:01,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,219.62,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,0,"[(1, 3), (0, 1), (2, 3), (0, 3), (1, 2), (0, 2)]",
9323f775,4,6,5,50.0,False,True,"[1, 1, 1]",1.9371050076518865,,,0.4494743149463045,2.386579322598191,,0.7955264408660637,,,,2.1369597911834717,2026-05-04 12:18:05,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,221.64,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,0,"[(1, 3), (0, 1), (2, 3), (0, 3), (1, 2), (0, 2)]",
25ec2828,4,6,1,500.0,False,True,"[1, 1, 1]",1.959548621785401,,,0.043914419714680575,2.0034630415000816,,0.6678210138333606,,,,2.280656099319458,2026-05-04 12:18:11,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,219.97,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,0,"[(1, 3), (0, 1), (2, 3), (0, 3), (1, 2), (0, 2)]",
acfb7601,4,6,10,500.0,False,True,"[1, 1, 1]",1.9696175869779888,,,0.6086860454023588,2.5783036323803477,,0.8594345441267826,,,,68.70228099822998,2026-05-04 12:19:24,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,225.86,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,0,"[(1, 3), (0, 1), (2, 3), (0, 3), (1, 2), (0, 2)]",
b9e4f81f,4,6,2,500.0,False,True,"[1, 1, 1]",1.9800761682192571,,,0.3790509837102505,2.3591271519295076,,0.7863757173098359,,,,4.832874059677124,2026-05-04 12:19:31,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,219.39,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,0,"[(1, 3), (0, 1), (2, 3), (0, 3), (1, 2), (0, 2)]",
c8fae5d0,4,6,5,500.0,False,True,"[1, 1, 1]",1.644730988044471,,,0.8954904138903965,2.5402214019348675,,0.8467404673116224,,,,19.936089992523193,2026-05-04 12:19:55,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,223.38,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,0,"[(1, 3), (0, 1), (2, 3), (0, 3), (1, 2), (0, 2)]",
3feb1a64,6,9,1,50.0,False,True,"[1, 1, 1]",2.4999999999999596,,,0.0,2.4999999999999596,,,,,,0.7361781597137451,2026-05-04 12:19:59,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,223.09,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,1,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
32bd89fa,6,9,1,100.0,False,True,"[1, 1, 1]",2.50000000000083,,,0.0,2.50000000000083,,,,,,1.331294059753418,2026-05-04 12:20:02,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,223.28,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,1,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]",
ca7df677,8,12,1,50.0,False,True,"[1, 1, 1]",3.9561368776845374,,,0.6376054157265862,4.593742293411124,,,,,,1.5156490802764893,2026-05-04 12:20:09,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,274.05,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,2,"[(2, 7), (0, 1), (1, 6), (4, 7), (0, 3), (5, 6), (4, 5), (3, 7), (2, 5), (1, 4), (0, 2), (3, 6)]",
948e16c9,10,15,1,50.0,False,True,"[1, 1, 1]",4.3762292265116205,,,0.585573324157254,4.9618025506688745,,,,,,13.765570878982544,2026-05-04 12:20:27,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.11.14,372.38,adam,hamqaoa,0.05,0,30,0,False,False,False,False,10800,10,HOG,False,True,100,True,False,False,1,/Users/julian/PycharmProjects/PythonProject/MasterThesis/QAOA/HOG_graphs/list_27_graphs_adjacency_list.txt,3,"[(8, 9), (0, 1), (3, 8), (2, 6), (5, 7), (2, 9), (0, 3), (4, 6), (1, 5), (5, 9), (3, 7), (4, 8), (1, 4), (0, 2), (6, 7)]",
