run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,initial_ws_energy,initial_ws_energy_010101,QAOA_improvement_over_SDP,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,optimiser,learning_rate_adam,n_start,n_end,start_index_singlet,compare_with_010101,warm_start_correlations,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,failed_instance_termination_thrsh,graph_generation_type,weighted,easiest_first,cpu_util_threshold,debug,rerun_exclude_finished_instances
5ca157a8,3,2,1,50.0,True,False,"[1, 1, 1]",,,,1.3088366218144305,,0.872557747876287,,,,0.07461762428283691,2026-04-20 15:48:47,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,200.64,ADAM,0.01,3,14,1,False,False,True,False,10800,10,line,False,True,90,False,True
7353dc53,4,3,1,50.0,True,False,"[1, 1, 1]",,,,1.4999999942154896,,0.6339814007673243,,,,0.0908050537109375,2026-04-20 15:48:49,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,202.02,ADAM,0.01,3,14,1,False,False,True,False,10800,10,line,False,True,90,False,True
6f995a36,5,4,1,50.0,True,False,"[1, 1, 1]",,,,2.562653784097049,,0.8752232869183911,,,,0.11543798446655273,2026-04-20 15:48:52,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,202.31,ADAM,0.01,3,14,1,False,False,True,False,10800,10,line,False,True,90,False,True
d0d8013f,3,2,1,100.0,True,False,"[1, 1, 1]",,,,1.4126484643083406,,0.9417656428722271,,,,0.13867402076721191,2026-04-20 15:48:55,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,201.5,ADAM,0.01,3,14,1,False,False,True,False,10800,10,line,False,True,90,False,True
2dea5564,6,5,1,50.0,True,False,"[1, 1, 1]",,,,2.7499999999999547,,0.7345085470085349,,,,0.1419370174407959,2026-04-20 15:48:58,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,200.3,ADAM,0.01,3,14,1,False,False,True,False,10800,10,line,False,True,90,False,True
44cab9f7,7,6,1,50.0,True,False,"[1, 1, 1]",,,,3.8102822990354666,,0.878755142766482,,,,0.16631031036376953,2026-04-20 15:49:01,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,201.66,ADAM,0.01,3,14,1,False,False,True,False,10800,10,line,False,True,90,False,True
e90614e1,4,3,1,100.0,True,False,"[1, 1, 1]",,,,1.499999963718675,,0.6339813878777155,,,,0.1800990104675293,2026-04-20 15:49:04,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,201.97,ADAM,0.01,3,14,1,False,False,True,False,10800,10,line,False,True,90,False,True
a77bd195,8,7,1,50.0,True,False,"[1, 1, 1]",,,,3.9999999999999867,,0.7804878048780461,,,,0.19411683082580566,2026-04-20 15:49:07,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,201.94,ADAM,0.01,3,14,1,False,False,True,False,10800,10,line,False,True,90,False,True
2627aa42,9,8,1,50.0,True,False,"[1, 1, 1]",,,,5.05794963657698,,0.8817903829457776,,,,0.23223495483398438,2026-04-20 15:49:10,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,202.12,ADAM,0.01,3,14,1,False,False,True,False,10800,10,line,False,True,90,False,True
021742c2,5,4,1,100.0,True,False,"[1, 1, 1]",,,,2.665576885063834,,0.9103746192157903,,,,0.2316439151763916,2026-04-20 15:49:13,Apple M4,Julians-MacBook-Air-2.local,16.0,10,10,3.13.1,201.52,ADAM,0.01,3,14,1,False,False,True,False,10800,10,line,False,True,90,False,True
