run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,n_end,warm_start_mode,lasserre_level,initial_solver_level_M,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
f3536761,8,9,1,50.0,False,True,"[1, 1, 1]",5.847763554161091,11.708751901901998,5.854375950950999,3.1429583762157476,3.4252942228876755,2.952885129341932,2.763355130385624,0.4725490531195134,,1.0507094876275138,0.6716494897148975,3.2887098741993808,,0.562387627977748,,,,166.10627436637878,5348.120401382446,True,5182.020889520645,0.006749391555786133,0.0,5182.020889520645,Results/warm_start_cache/fast_test_scs_mosek/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList__filehash_a79662a0/hog_idx000001_2d50d1faac03_noseed_L2_M2_standard.npz,166.14769387245178,2026-06-30 11:03:08,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,65,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList.txt,True,Results/warm_start_cache/fast_test_scs_mosek,512,60,0,32,1,1,40,40,5,3,5,1,,1,"[(2, 7), (1, 3), (3, 5), (0, 3), (4, 5), (3, 7), (1, 4), (0, 2), (3, 6)]",
6042985f,8,12,1,50.0,False,True,"[1, 1, 1]",6.523225193193839,13.138866206306936,6.569433103153468,4.735400932843316,3.9295314428749233,4.50752038221967,3.6457649166844948,0.5588899369116354,,0.12377662228385411,-1.5997343087864957,3.707653227826422,,0.5683773161311202,,,,170.5055913925171,6123.6918041706085,True,5953.196187734604,0.009960174560546875,0.0,5953.196187734604,Results/warm_start_cache/fast_test_scs_mosek/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList__filehash_a79662a0/hog_idx000006_a3b6a38d8f9e_noseed_L2_M2_standard.npz,170.52821159362793,2026-06-30 11:03:13,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,False,False,adam,True,2,1000,hamqaoa,0.05,65,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList.txt,True,Results/warm_start_cache/fast_test_scs_mosek,512,60,0,32,1,1,40,40,5,3,5,1,,6,"[(2, 7), (0, 1), (2, 3), (2, 6), (0, 7), (3, 5), (0, 3), (5, 6), (3, 4), (4, 5), (0, 2), (2, 4)]",
743375a8,8,11,1,50.0,False,True,"[1, 1, 1]",6.140539021231574,12.329102551523752,6.164551275761876,3.241082520702808,3.742446824135325,3.0650419723641793,2.925431941532804,0.47641289004398607,,1.2595346452998877,0.9803145836371367,3.5551992641827477,,0.5789718544072864,,,,169.63645792007446,6426.323881626129,True,6256.689384222031,0.001947641372680664,0.0,6256.689384222031,Results/warm_start_cache/fast_test_scs_mosek/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList__filehash_a79662a0/hog_idx000000_bd4f8ca3e79e_noseed_L2_M2_standard.npz,169.66210198402405,2026-06-30 11:03:16,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,False,False,adam,True,2,1000,hamqaoa,0.05,65,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList.txt,True,Results/warm_start_cache/fast_test_scs_mosek,512,60,0,32,1,1,40,40,5,3,5,1,,0,"[(1, 3), (1, 6), (0, 7), (3, 5), (0, 3), (5, 6), (1, 5), (1, 4), (0, 2), (3, 6), (6, 7)]",
13f69732,8,12,1,50.0,False,True,"[1, 1, 1]",7.82008937437481,15.679262584238288,7.839631292119144,5.525510013021821,4.569341214801486,5.200384783411241,4.196960134971599,0.5366895356368139,,0.04349169219339899,-1.9633576046858856,4.2187059810682985,,0.5394703025891657,,,,169.83076357841492,6456.21253323555,True,6286.384393692017,0.0026116371154785156,0.0,6286.384393692017,Results/warm_start_cache/fast_test_scs_mosek/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList__filehash_a79662a0/hog_idx000003_cf7691ce0da7_noseed_L2_M2_standard.npz,169.86450123786926,2026-06-30 11:03:17,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,True,adam,True,2,1000,hamqaoa,0.05,65,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList.txt,True,Results/warm_start_cache/fast_test_scs_mosek,512,60,0,32,1,1,40,40,5,3,5,1,,3,"[(1, 3), (2, 3), (1, 6), (0, 4), (2, 6), (5, 7), (0, 7), (3, 5), (0, 6), (4, 5), (2, 4), (1, 7)]",
2cd5d0c6,8,15,1,50.0,False,True,"[1, 1, 1]",7.5806979535883805,15.17256305750998,7.58628152875499,5.662069563762466,4.676633307480098,5.25768235381428,4.8018821990704055,0.6334353681506857,,0.4203449530310923,-0.49125535645665686,5.012054675585952,,0.6611600549542351,,,,175.70081305503845,6188.273825645447,True,6012.580681562424,0.007656097412109375,0.0,6012.580681562424,Results/warm_start_cache/fast_test_scs_mosek/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList__filehash_a79662a0/hog_idx000007_21c2570f08f1_noseed_L2_M2_standard.npz,175.71780157089233,2026-06-30 11:03:19,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,False,False,adam,True,2,1000,hamqaoa,0.05,65,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList.txt,True,Results/warm_start_cache/fast_test_scs_mosek,512,60,0,32,1,1,40,40,5,3,5,1,,7,"[(0, 1), (0, 4), (4, 7), (2, 6), (0, 3), (4, 6), (0, 6), (3, 4), (4, 5), (3, 7), (2, 5), (0, 5), (0, 2), (2, 4), (1, 7)]",
ffba893e,8,16,1,50.0,False,True,"[1, 1, 1]",9.02935455119713,18.061329468399048,9.030664734199524,4.399045531152653,5.3888905263539755,4.229794516215522,4.325149909902656,0.479009865586596,,1.0652979255851385,1.2560087129594066,4.857798872695225,,0.5380006782490525,,,,177.2608494758606,6414.498696088791,True,6237.244236469269,0.0063762664794921875,0.0,6237.244236469269,Results/warm_start_cache/fast_test_scs_mosek/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList__filehash_a79662a0/hog_idx000004_4020ac98a4c9_noseed_L2_M2_standard.npz,177.2771120071411,2026-06-30 11:03:19,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,False,False,adam,True,2,1000,hamqaoa,0.05,65,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList.txt,True,Results/warm_start_cache/fast_test_scs_mosek,512,60,0,32,1,1,40,40,5,3,5,1,,4,"[(1, 3), (0, 1), (2, 3), (1, 6), (4, 7), (2, 6), (5, 7), (0, 7), (3, 5), (4, 6), (5, 6), (3, 7), (0, 5), (1, 4), (0, 2), (2, 4)]",
ae1de6b3,8,16,1,50.0,False,True,"[1, 1, 1]",8.130076681310806,16.29232264438658,8.14616132219329,6.0655409904930755,4.964177612856456,5.718609568530268,5.620407761364451,0.6913105474496308,,0.2644332072533011,0.06802959292166655,5.752624364991101,,0.7075731989361274,,,,178.61352014541626,5998.382054567337,True,5819.777706384659,0.009159326553344727,0.0,5819.777706384659,Results/warm_start_cache/fast_test_scs_mosek/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList__filehash_a79662a0/hog_idx000002_76de0eb4d2db_noseed_L2_M2_standard.npz,178.63949346542358,2026-06-30 11:03:20,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,False,False,adam,True,2,1000,hamqaoa,0.05,65,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList.txt,True,Results/warm_start_cache/fast_test_scs_mosek,512,60,0,32,1,1,40,40,5,3,5,1,,2,"[(2, 7), (2, 6), (4, 6), (1, 2), (0, 6), (3, 4), (1, 5), (4, 5), (3, 7), (2, 5), (6, 7), (0, 5), (1, 4), (3, 6), (2, 4), (1, 7)]",
ea1ccf58,8,16,1,50.0,False,True,"[1, 1, 1]",8.11510487730742,16.318574729276925,8.159287364638462,5.813673915592525,4.9452488153154555,5.5974321678467325,5.304474544416508,0.6536544659144966,,0.4585250859566692,-0.1273901609037793,5.533737087394843,,0.6819058004868236,,,,179.14273118972778,5838.635791778564,True,5659.498275279999,0.0052013397216796875,0.0,5659.498275279999,Results/warm_start_cache/fast_test_scs_mosek/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList__filehash_a79662a0/hog_idx000008_bff8598791e4_noseed_L2_M2_standard.npz,179.16557812690735,2026-06-30 11:03:23,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,False,False,adam,True,2,1000,hamqaoa,0.05,65,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList.txt,True,Results/warm_start_cache/fast_test_scs_mosek,512,60,0,32,1,1,40,40,5,3,5,1,,8,"[(1, 3), (0, 1), (2, 3), (5, 7), (0, 7), (3, 5), (4, 6), (1, 2), (5, 6), (0, 6), (3, 4), (2, 5), (1, 4), (0, 2), (6, 7), (1, 7)]",
86f7f524,8,16,1,50.0,False,True,"[1, 1, 1]",7.941043782459288,15.883832758081187,7.9419163790405936,4.943219686074704,4.930273779391456,4.619984465717113,4.801770373505893,0.6046774838482023,,0.5357942323852889,0.8993660479628485,5.069667489698538,,0.6384132399441947,,,,179.17698073387146,6401.77526640892,True,6222.605121612549,0.006823062896728516,0.0,6222.605121612549,Results/warm_start_cache/fast_test_scs_mosek/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList__filehash_a79662a0/hog_idx000009_967d16b64b95_noseed_L2_M2_standard.npz,179.203542470932,2026-06-30 11:03:23,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,False,False,adam,True,2,1000,hamqaoa,0.05,65,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList.txt,True,Results/warm_start_cache/fast_test_scs_mosek,512,60,0,32,1,1,40,40,5,3,5,1,,9,"[(2, 7), (0, 1), (1, 6), (2, 6), (3, 5), (1, 2), (5, 6), (0, 6), (3, 4), (1, 5), (4, 5), (2, 5), (1, 4), (0, 2), (6, 7), (1, 7)]",
62a7b82f,8,20,1,50.0,False,True,"[1, 1, 1]",9.309016994374971,18.61803379898153,9.309016899490764,5.892901475484725,5.603577807150399,5.892717563073125,5.772943272235852,0.6201453145615898,,0.4173671766063656,0.17781859493181962,5.981626860539035,,0.642562674893973,,,,187.7390260696411,6523.0607714653015,True,6335.33003783226,0.008279085159301758,0.0,6335.33003783226,Results/warm_start_cache/fast_test_scs_mosek/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList__filehash_a79662a0/hog_idx000005_eaff65c51a14_noseed_L2_M2_standard.npz,187.75818133354187,2026-06-30 11:03:30,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,False,False,adam,True,2,1000,hamqaoa,0.05,65,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to14vertices_78instances_20260625_143415_AdjacencyList.txt,True,Results/warm_start_cache/fast_test_scs_mosek,512,60,0,32,1,1,40,40,5,3,5,1,,5,"[(2, 6), (3, 5), (4, 6), (0, 5), (0, 2), (1, 7), (3, 4), (4, 5), (3, 7), (2, 5), (1, 3), (0, 1), (1, 6), (0, 7), (3, 6), (2, 4), (2, 7), (4, 7), (0, 6), (1, 5)]",
