run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,optimiser,optimiser_use_heuristic,circuit_type,learning_rate_adam,compare_with_010101,init_QAOAparams_close_to_zero,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,sdp_max_parallel,qaoa_max_parallel,qaoa_threads,queue_poll_interval_seconds,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
cfa42d55,5,6,1,5.0,False,False,"[1, 1, 1]",3.0000000000000036,,,,,,,,,,,2.146148327961613,,0.7153827759872036,,,,0.11115527153015137,0.11115527153015137,False,,0.0,0.0,,,0.12121105194091797,2026-07-19 01:34:38,x86_64,dacsgpu0003,,64,64,3.11.15,0.2,False,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/stress_test.txt,False,0,32,1,5,1,,0,"[(0, 1), (0, 4), (0, 3), (1, 2), (3, 4), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
71308b9d,5,6,1,10.0,False,False,"[1, 1, 1]",3.0000000000000036,,,,,,,,,,,1.1360407149587894,,0.378680238319596,,,,0.16233277320861816,0.16233277320861816,False,,0.0,0.0,,,0.17101120948791504,2026-07-19 01:34:38,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/stress_test.txt,False,0,32,1,5,1,,0,"[(0, 1), (0, 4), (0, 3), (1, 2), (3, 4), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
be2e4702,5,6,2,5.0,False,False,"[1, 1, 1]",3.0000000000000036,,,,,,,,,,,1.078255708435012,,0.3594185694783369,,,,0.22027826309204102,0.22027826309204102,False,,0.0,0.0,,,0.2307589054107666,2026-07-19 01:34:38,x86_64,dacsgpu0003,,64,64,3.11.15,0.2,False,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/stress_test.txt,False,0,32,1,5,1,,0,"[(0, 1), (0, 4), (0, 3), (1, 2), (3, 4), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
e7cb9e08,7,9,1,5.0,False,False,"[1, 1, 1]",4.500000000000002,,,,,,,,,,,1.9924501000779582,,0.44276668890621274,,,,0.13578009605407715,0.13578009605407715,False,,0.0,0.0,,,0.14508867263793945,2026-07-19 01:34:38,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/stress_test.txt,False,0,32,1,5,1,,1,"[(0, 1), (0, 4), (0, 3), (1, 2), (5, 6), (0, 6), (3, 4), (0, 5), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
d85c21e3,5,6,2,10.0,False,False,"[1, 1, 1]",3.0000000000000036,,,,,,,,,,,1.5405138273276757,,0.5135046091092247,,,,0.4105796813964844,0.4105796813964844,False,,0.0,0.0,,,0.42202138900756836,2026-07-19 01:34:38,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/stress_test.txt,False,0,32,1,5,1,,0,"[(0, 1), (0, 4), (0, 3), (1, 2), (3, 4), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
274e2c2a,5,6,1,25.0,False,False,"[1, 1, 1]",3.0000000000000036,,,,,,,,,,,1.5508324408968357,,0.5169441469656113,,,,0.54018235206604,0.54018235206604,False,,0.0,0.0,,,0.5492222309112549,2026-07-19 01:34:38,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/stress_test.txt,False,0,32,1,5,1,,0,"[(0, 1), (0, 4), (0, 3), (1, 2), (3, 4), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
61aadf42,7,9,2,5.0,False,False,"[1, 1, 1]",4.500000000000002,,,,,,,,,,,2.5872108460167205,,0.574935743559271,,,,0.2796502113342285,0.2796502113342285,False,,0.0,0.0,,,0.28800106048583984,2026-07-19 01:34:38,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/stress_test.txt,False,0,32,1,5,1,,1,"[(0, 1), (0, 4), (0, 3), (1, 2), (5, 6), (0, 6), (3, 4), (0, 5), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
f5927b69,7,9,1,10.0,False,False,"[1, 1, 1]",4.500000000000002,,,,,,,,,,,2.052509631424829,,0.4561132514277396,,,,0.2683837413787842,0.2683837413787842,False,,0.0,0.0,,,0.277188777923584,2026-07-19 01:34:38,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/stress_test.txt,False,0,32,1,5,1,,1,"[(0, 1), (0, 4), (0, 3), (1, 2), (5, 6), (0, 6), (3, 4), (0, 5), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
912a7805,5,6,1,50.0,False,False,"[1, 1, 1]",3.0000000000000036,,,,,,,,,,,2.0768035320231713,,0.6922678440077229,,,,0.9571390151977539,0.9571390151977539,False,,0.0,0.0,,,0.9674925804138184,2026-07-19 01:34:38,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/stress_test.txt,False,0,32,1,5,1,,0,"[(0, 1), (0, 4), (0, 3), (1, 2), (3, 4), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
608c8678,5,6,2,25.0,False,False,"[1, 1, 1]",3.0000000000000036,,,,,,,,,,,1.852837357716682,,0.6176124525722265,,,,1.081634283065796,1.081634283065796,False,,0.0,0.0,,,1.0897412300109863,2026-07-19 01:34:39,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/stress_test.txt,False,0,32,1,5,1,,0,"[(0, 1), (0, 4), (0, 3), (1, 2), (3, 4), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
