run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,n_start,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_seed,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
904019ba,7,10,1,50.0,False,True,"[1, 1, 1]",6.4151567230767474,12.834629493263648,6.417314746631824,3.684208239110963,3.74297828530363,3.4802421738232368,3.608992342766747,0.5625727474099578,,0.09837972172674903,0.3558800596137699,3.6581822036301217,,0.570240504097246,,,,77.76299548149109,2406.129909992218,True,2328.371209859848,0.004284858703613281,0.0,2328.371209859848,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000131_f5e4f144bedb_seed2000042_L2_M2_standard.npz,77.78220391273499,2026-06-23 04:16:17,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,131,standard,2,2,2000042,False,False,False,10800,hog,False,True,False,False,True,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,32,1,1,1,1,5,3,5,3,2000042,131,"[(1, 6), (0, 4), (2, 6), (3, 5), (0, 6), (3, 4), (1, 5), (2, 5), (3, 6), (2, 4)]",
38146eb3,7,10,1,50.0,False,True,"[1, 1, 1]",6.4151567230767474,12.834629493263648,6.417314746631824,3.633134463718791,3.74297828530363,3.4413630125367307,3.1491777865173782,0.49089646947970644,,0.7638475978655519,0.17947714582684693,3.531101585450154,,0.5504310709585621,,,,77.89728617668152,2356.0398445129395,True,2278.1470568180084,0.004487276077270508,0.0,2278.1470568180084,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000131_f5e4f144bedb_seed3000042_L2_M2_standard.npz,77.90454292297363,2026-06-23 04:16:17,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,131,standard,2,2,3000042,False,False,False,10800,hog,False,True,False,False,True,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,32,1,1,1,1,5,3,5,4,3000042,131,"[(1, 6), (0, 4), (2, 6), (3, 5), (0, 6), (3, 4), (1, 5), (2, 5), (3, 6), (2, 4)]",
25748a5f,7,10,1,50.0,False,True,"[1, 1, 1]",6.4151567230767474,12.834629493263648,6.417314746631824,3.7269295087868533,3.74297828530363,3.500150892643367,3.142706080103953,0.48988765446663823,,1.1446976633257808,0.4298080382469527,3.715054911766843,,0.5791058694486704,,,,77.92896914482117,2258.286459207535,True,2180.3627483844757,0.005247831344604492,0.0,2180.3627483844757,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000131_f5e4f144bedb_seed5000042_L2_M2_standard.npz,77.93634939193726,2026-06-23 04:16:17,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,131,standard,2,2,5000042,False,False,False,10800,hog,False,True,False,False,True,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,32,1,1,1,1,5,3,5,6,5000042,131,"[(1, 6), (0, 4), (2, 6), (3, 5), (0, 6), (3, 4), (1, 5), (2, 5), (3, 6), (2, 4)]",
3dbb2303,7,10,1,50.0,False,True,"[1, 1, 1]",6.4151567230767474,12.834629493263648,6.417314746631824,3.8092293686192864,3.74297828530363,3.5830396044029933,3.427106666574232,0.5342202559519966,,0.1119891129414734,-0.19987676271604915,3.4831012230449687,,0.542948734286643,,,,78.49373030662537,2545.657376766205,True,2467.1682007312775,0.004540920257568359,0.0,2467.1682007312775,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000131_f5e4f144bedb_seed42_L2_M2_standard.npz,78.50302267074585,2026-06-23 04:16:17,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,131,standard,2,2,42,False,False,False,10800,hog,False,True,False,False,True,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,32,1,1,1,1,5,3,5,1,42,131,"[(1, 6), (0, 4), (2, 6), (3, 5), (0, 6), (3, 4), (1, 5), (2, 5), (3, 6), (2, 4)]",
8134d612,7,10,1,50.0,False,True,"[1, 1, 1]",6.4151567230767474,12.834629493263648,6.417314746631824,3.2447331472059293,3.74297828530363,3.0346957421491783,2.7222640145835793,0.42434879334919273,,2.354673039112969,1.7298095839817709,3.8996005341400637,,0.6078729955438706,,,,78.65201759338379,2351.756044626236,True,2273.108622789383,0.004582881927490234,0.0,2273.108622789383,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000131_f5e4f144bedb_seed4000042_L2_M2_standard.npz,78.66078782081604,2026-06-23 04:16:17,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,131,standard,2,2,4000042,False,False,False,10800,hog,False,True,False,False,True,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,32,1,1,1,1,5,3,5,5,4000042,131,"[(1, 6), (0, 4), (2, 6), (3, 5), (0, 6), (3, 4), (1, 5), (2, 5), (3, 6), (2, 4)]",
4df572d9,7,10,1,50.0,False,True,"[1, 1, 1]",6.4151567230767474,12.834629493263648,6.417314746631824,3.979437050679181,3.74297828530363,3.7867682336842794,3.2275621243215102,0.5031150856706665,,1.247723267000409,0.12931104827487072,3.8514237578217148,,0.6003631593234949,,,,78.31721019744873,2142.301577806473,True,2063.9890489578247,0.0046710968017578125,0.0,2063.9890489578247,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000131_f5e4f144bedb_seed6000042_L2_M2_standard.npz,78.32754611968994,2026-06-23 04:16:18,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,131,standard,2,2,6000042,False,False,False,10800,hog,False,True,False,False,True,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,32,1,1,1,1,5,3,5,7,6000042,131,"[(1, 6), (0, 4), (2, 6), (3, 5), (0, 6), (3, 4), (1, 5), (2, 5), (3, 6), (2, 4)]",
0f44a6a9,7,10,1,50.0,False,True,"[1, 1, 1]",6.4151567230767474,12.834629493263648,6.417314746631824,3.535086626378254,3.74297828530363,3.303686441161148,2.718322063453048,0.4237343187072325,,0.21516047147384398,-0.9555682839423563,2.82590229918997,,0.4405040159072918,,,,78.47395420074463,2074.8591730594635,True,1996.3899719715118,0.004739999771118164,0.0,1996.3899719715118,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000131_f5e4f144bedb_seed7000042_L2_M2_standard.npz,78.4878830909729,2026-06-23 04:16:19,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,131,standard,2,2,7000042,False,False,False,10800,hog,False,True,False,False,True,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,32,1,1,1,1,5,3,5,8,7000042,131,"[(1, 6), (0, 4), (2, 6), (3, 5), (0, 6), (3, 4), (1, 5), (2, 5), (3, 6), (2, 4)]",
bad2c48b,7,10,1,50.0,False,True,"[1, 1, 1]",6.4151567230767474,12.834629493263648,6.417314746631824,3.739771581045062,3.74297828530363,3.4950528016154987,2.762805984996556,0.430668509634087,,0.6754565983359839,-0.7890370349019014,3.100534284164548,,0.48331387961438815,,,,78.82289433479309,2006.9773955345154,True,1928.1596319675446,0.0051174163818359375,0.0,1928.1596319675446,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000131_f5e4f144bedb_seed8000042_L2_M2_standard.npz,78.83785891532898,2026-06-23 04:16:19,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,131,standard,2,2,8000042,False,False,False,10800,hog,False,True,False,False,True,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,32,1,1,1,1,5,3,5,9,8000042,131,"[(1, 6), (0, 4), (2, 6), (3, 5), (0, 6), (3, 4), (1, 5), (2, 5), (3, 6), (2, 4)]",
55c5fa7c,7,10,1,50.0,False,True,"[1, 1, 1]",6.4151567230767474,12.834629493263648,6.417314746631824,4.498071133981667,3.74297828530363,4.181867443795918,3.0392311640051903,0.4737578979282609,,0.8828204404033357,-1.4024521191781192,3.480641384206858,,0.5425652925494736,,,,78.43076944351196,1930.3584582805634,True,1851.93057847023,0.0028765201568603516,0.0,1851.93057847023,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000131_f5e4f144bedb_seed9000042_L2_M2_standard.npz,78.44826054573059,2026-06-23 04:16:20,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,adam,True,2,1000,hamqaoa,0.05,131,standard,2,2,9000042,False,False,False,10800,hog,False,True,False,False,True,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,32,1,1,1,1,5,3,5,10,9000042,131,"[(1, 6), (0, 4), (2, 6), (3, 5), (0, 6), (3, 4), (1, 5), (2, 5), (3, 6), (2, 4)]",
ad429454,7,10,1,50.0,False,True,"[1, 1, 1]",6.4151567230767474,12.834629493263648,6.417314746631824,3.459654213567512,3.74297828530363,3.281498582834061,3.0426399477075305,0.47428926198521026,,0.3700787823579246,-0.10763848789513641,3.227679338886493,,0.5031333571751742,,,,77.87230682373047,2442.014623403549,True,2364.143666744232,0.001337289810180664,0.0,2364.143666744232,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000131_f5e4f144bedb_seed1000042_L2_M2_standard.npz,77.88246130943298,2026-06-23 04:16:21,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,131,standard,2,2,1000042,False,False,False,10800,hog,False,True,False,False,True,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,32,1,1,1,1,5,3,5,2,1000042,131,"[(1, 6), (0, 4), (2, 6), (3, 5), (0, 6), (3, 4), (1, 5), (2, 5), (3, 6), (2, 4)]",
