run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,circuit_type,learning_rate_adam,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
ef61def1,6,5,1,50.0,False,True,"[1, 1, 1]",,7.487153667307896,3.743576833653948,1.8125917043159263,2.2377460484799525,1.6146369374743705,1.8125917043159248,1.8125917043159248,"[1.0140072653789152, 1.0338635221253876, 1.0538904281716963, 1.0740680110880527, 1.0943755491431761, 1.1147915664922543, 1.135293813401131, 1.1558592856641932, 1.1764642341947675, 1.197084233801592, 1.2176942050929445, 1.2382685147002697, 1.2587810432130384, 1.2792052938059868, 1.2995145086755548, 1.3196818120017828, 1.3396803528232575, 1.3594834768972193, 1.37906487844525, 1.3983988139161543, 1.4174602831315384, 1.4362252208718562, 1.4546707047440495, 1.4727751425398299, 1.4905184777192775, 1.507882347852245, 1.524850277998861, 1.5414077884629973, 1.5575425277169785, 1.573244354406411, 1.5885053482741844, 1.603319830190153, 1.617684328778561, 1.6315974610930564, 1.6450598033612265, 1.6580737005033228, 1.6706430720786232, 1.6827731736955562, 1.6944703315828489, 1.7057417169345788, 1.7165950679274984, 1.7270384933112009, 1.7370802949118411, 1.7467287779147183, 1.7559921692615126, 1.7648785296210112, 1.7733957316955975, 1.7815514644432133, 1.7893532581357146, 1.7968085325801695, 1.803924667741692]",50,0.48413239965703114,,0.0,0.39590953368310844,1.8125917043159248,,0.48413239965703114,,,,2.5753660202026367,57.98584580421448,True,55.41160345077515,0.0011124610900878906,0.0,55.41160345077515,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000004_2a8a9b462e5e_noseed_L2_M2_standard.npz,2.6022262573242188,2026-08-06 04:44:10,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.005,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,4,"[(0, 1), (2, 3), (1, 2), (3, 4), (4, 5)]","[1.0, 1.0, 1.0, 1.0, 1.0]"
3fb1c6f3,6,5,3,50.0,False,True,"[1, 1, 1]",,7.487153667307896,3.743576833653948,1.8125917043159263,2.2377460484799525,1.6146369374743705,1.8125917043159248,1.8125917043159248,"[1.413124882007238, 1.4657532919856884, 1.5186848526751546, 1.5712297209428832, 1.6227673907242972, 1.6728670515865018, 1.721350361043707, 1.7681196323277453, 1.8129480029880864, 1.855479989703869, 1.8953221772181963, 1.9321064608141942, 1.9655233078327494, 1.9953415702734545, 2.021423017119606, 2.043733191104088, 2.0623477202399734, 2.0774525215646094, 2.0893366347055182, 2.0983768502045095, 2.105014692273091, 2.1097274897232996, 2.112996628169095, 2.1152767461401414, 2.1169697810319743, 2.1184069748812497, 2.119839907031422, 2.121440528405191, 2.1233079296529986, 2.1254798225857363, 2.127946369780185, 2.1306644453764134, 2.133571245608313, 2.136596175327738, 2.1396706794703215, 2.142735608370712, 2.1457459826308956, 2.148673212876927, 2.1515053865249, 2.1542455315468474, 2.1569089001521666, 2.1595194912172655, 2.162106406153682, 2.1647004418123936, 2.1673309871590685, 2.1700236107725264, 2.172798253443521, 2.175668005154819, 2.178638868717621, 2.1817099979731482, 2.1848744653693832]",50,0.48413239965703114,,0.744565522106917,1.1404750557900254,2.1848744653693832,,0.5835668978016515,,,,7.9706361293792725,63.38085198402405,True,55.41160345077515,0.0013740062713623047,0.0,55.41160345077515,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000004_2a8a9b462e5e_noseed_L2_M2_standard.npz,7.987316608428955,2026-08-06 04:44:15,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.005,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,4,"[(0, 1), (2, 3), (1, 2), (3, 4), (4, 5)]","[1.0, 1.0, 1.0, 1.0, 1.0]"
008a0ab2,6,5,2,50.0,False,True,"[1, 1, 1]",,7.487153667307896,3.743576833653948,1.8125917043159263,2.2377460484799525,1.6146369374743705,1.8125917043159248,1.8125917043159248,"[1.3234351556870199, 1.3382308474327549, 1.352663924505486, 1.3666363715057674, 1.3800519875129058, 1.3928181430585496, 1.4048483651631671, 1.4160659482326219, 1.426408732248726, 1.435833472224508, 1.4443166956171785, 1.4518520586148664, 1.4584500784500394, 1.4641416037762784, 1.4689811176151428, 1.4730466742874377, 1.47643595787639, 1.4792599409747644, 1.4816361902557098, 1.483683275120902, 1.4855160403269811, 1.487241022657061, 1.4889520222264092, 1.4907267136359292, 1.4926257262378908, 1.4946942337485218, 1.4969646816792108, 1.499459063588716, 1.5021902872666146, 1.505163594534642, 1.5083787660176924, 1.5118328079160963, 1.515522196768217, 1.51944401344343, 1.5235959669945458, 1.5279763963564872, 1.5325847675533557, 1.5374221358906666, 1.542490649875807, 1.5477923651492427, 1.55332803836576, 1.5590966096213692, 1.5650950857942303, 1.571317921733723, 1.577756116591252, 1.584396738091604, 1.5912233078201046, 1.5982163216866458, 1.6053532635671486, 1.61260852218658, 1.619954055649834]",50,0.48413239965703114,,0.0,0.39590953368310844,1.8125917043159248,,0.48413239965703114,,,,6.329907655715942,61.74007844924927,True,55.41160345077515,0.0014204978942871094,0.0,55.41160345077515,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000004_2a8a9b462e5e_noseed_L2_M2_standard.npz,6.344777345657349,2026-08-06 04:44:18,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.005,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,4,"[(0, 1), (2, 3), (1, 2), (3, 4), (4, 5)]","[1.0, 1.0, 1.0, 1.0, 1.0]"
30a54697,2,1,1,50.0,False,True,"[1, 1, 1]",,1.9999998910740424,0.9999999455370212,0.6109963990757714,0.624140795695786,0.4999999813718837,0.6109963990757717,0.6109963990757717,"[0.4364878566012141, 0.44499477141551835, 0.45348018521158107, 0.4619331010284365, 0.470342341808815, 0.4786965673199024, 0.48698430348597677, 0.4951939783672484, 0.5033139588458739, 0.5113326055497789, 0.5192383278955554, 0.5270196446049721, 0.5346652522866635, 0.5421641082048023, 0.5495055064464531, 0.556679169127018, 0.5636753342949564, 0.5704848505223368, 0.5770992760950768, 0.5835109722394721, 0.5897132037840515, 0.5957002301406185, 0.6014674034373279, 0.6070112465394863, 0.6123295416814509, 0.6174213929464304, 0.6222872882599738, 0.6269291451789848, 0.6313503443498198, 0.635555737051865, 0.6395516478990184, 0.6433458479625452, 0.6469475158787056, 0.6503671670759275, 0.6536165633860243, 0.6567086169319093, 0.6596572501521203, 0.6624772573205012, 0.6651841405962398, 0.6677939397869068, 0.6703230417717955, 0.6727879987636896, 0.675205336048548, 0.6775913692595052, 0.6799620301978593, 0.6823326997856665, 0.6847180594426386, 0.6871319612028183, 0.6895873239514371, 0.6920960422682018, 0.6946689285446352]",50,0.6109963990757717,,0.167345058937727,0.38933789434550314,0.6946689285446352,,0.6946689285446352,,,,3.1938862800598145,3.3320014476776123,True,0.15759587287902832,0.01946854591369629,0.0,0.15759587287902832,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000000_cd0336d2cdf0_noseed_L2_M2_standard.npz,3.232259750366211,2026-08-06 04:44:20,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,True,1,True,False,True,False,adam,False,hamqaoa,0.005,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,0,"[(0, 1)]",[1.0]
f07134d0,6,5,5,50.0,False,True,"[1, 1, 1]",,7.487153667307896,3.743576833653948,1.8125917043159263,2.2377460484799525,1.6146369374743705,1.8125917043159248,1.8125917043159248,"[1.3404832683507941, 1.394108564848873, 1.4464047640826416, 1.4966140163500645, 1.544014394465603, 1.5879512745522504, 1.627875810932506, 1.663389487200739, 1.6942900930588727, 1.7206098399927994, 1.7426299218839834, 1.760853066241115, 1.7759294999907322, 1.7885587739025883, 1.799401677646824, 1.8090216427088466, 1.8178586862423518, 1.8262311832554114, 1.8343567051140808, 1.8423808851299381, 1.8504049784324144, 1.8585051415696892, 1.866742124764713, 1.8751642792432446, 1.88380947816249, 1.892708264464431, 1.9018875958512076, 1.9113727540114318, 1.9211864108360521, 1.9313455458742739, 1.9418578868886058, 1.9527193188393532, 1.9639132881747703, 1.9754123593214794, 1.9871815217450317, 1.999182552122004, 2.011378774065987, 2.0237393088119227, 2.0362418177025026, 2.048873573433503, 2.0616305456661443, 2.074514839734411, 2.0875310271524676, 2.1006825808911658, 2.113968606420046, 2.1273822364703228, 2.140910107516439, 2.1545333834197167, 2.168229645968569, 2.181975281380083, 2.1957477434186345]",50,0.48413239965703114,,0.7663120782054196,1.162221611888528,2.1957477434186345,,0.5864710853148062,,,,17.085355758666992,72.49583625793457,True,55.41160345077515,0.0011103153228759766,0.0,55.41160345077515,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000004_2a8a9b462e5e_noseed_L2_M2_standard.npz,17.100534439086914,2026-08-06 04:44:24,x86_64,dacsgpu0003,,64,64,3.11.15,0.25,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.005,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,4,"[(0, 1), (2, 3), (1, 2), (3, 4), (4, 5)]","[1.0, 1.0, 1.0, 1.0, 1.0]"
3c67af9b,9,8,1,50.0,False,True,"[1, 1, 1]",,11.481763886857221,5.740881943428611,3.717650818767389,3.375775688253351,3.4250015611892213,3.717650818767387,3.717650818767389,"[2.477378670728264, 2.4896532737314776, 2.5022677381511302, 2.5152073874584135, 2.5284564796499818, 2.541998027339111, 2.555813647838967, 2.5698834260687047, 2.5841858079365854, 2.5986975050567542, 2.6133934456900785, 2.6282467172610327, 2.6432285983037502, 2.6583085971027933, 2.6734544776426774, 2.6886323697556014, 2.7038068798119816, 2.718941287004942, 2.7339977114243212, 2.748937382554423, 2.763720922332134, 2.7783086108607327, 2.7926607953008866, 2.8067382057914876, 2.820502433830158, 2.8339163440958814, 2.8469445191286846, 2.8595537335818055, 2.8717134720188646, 2.883396404526585, 2.8945788372514345, 2.9052412133437318, 2.9153684613847264, 2.924950404092716, 2.9339820552458487, 2.942463834515221, 2.9504016910036346, 2.9578071278375386, 2.9646970614380552, 2.9710936187564374, 2.9770237342251886, 2.9825185757538653, 2.987613006177795, 2.9923447314120715, 2.996753492626625, 3.000880143351884, 3.0047657179339002, 3.008450572379295, 3.011973455353024, 3.015370798599732, 3.018676119243031]",50,0.6481260144294608,,3.552713678800501e-15,0.5852985151563352,3.717650818767389,,0.6481260144294612,,,,20.25112247467041,1539.5846831798553,True,1519.3354322910309,0.0018565654754638672,0.0,1519.3354322910309,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000007_7fe36149e5ca_noseed_L2_M2_standard.npz,20.266201734542847,2026-08-06 04:44:27,x86_64,dacsgpu0003,,64,64,3.11.15,0.3,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.005,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,7,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1436ba15,2,1,2,50.0,False,True,"[1, 1, 1]",,1.9999998910740424,0.9999999455370212,0.6109963990757714,0.624140795695786,0.4999999813718837,0.6109963990757717,0.6109963990757717,"[0.11179150379110825, 0.12275215015683913, 0.1340329354253564, 0.14559192789814346, 0.15738601815000183, 0.16937091961527628, 0.18150125401576894, 0.19373072494436963, 0.20601239001782085, 0.21829902537174667, 0.2305435968002685, 0.24269982979287685, 0.25472288082403555, 0.2665701054545313, 0.2782019131625565, 0.28958268283706556, 0.300681721837626, 0.3114742274967248, 0.32194219623535814, 0.3320752286346505, 0.3418711685753036, 0.35133651528762466, 0.3604865619813461, 0.36934522403476744, 0.37794455399701493, 0.3863239499174056, 0.3945290703096295, 0.4026105162991386, 0.41062234866392466, 0.41862051411356593, 0.42666126847736296, 0.4347997288437448, 0.44308861833528024, 0.4515772312919588, 0.4603106225833553, 0.46932894036246375, 0.47866683304683033, 0.4883528664866703, 0.4984089389192272, 0.5088497024274312, 0.51968207447651, 0.5309049736248868, 0.5425092850389872, 0.5544781526665253, 0.5667875926737385, 0.5794073755312713, 0.5923021529573549, 0.6054327221799863, 0.6187573378494895, 0.6322330428276789, 0.6458168410290648]",50,0.6109963990757717,,0.06964088390658607,0.2916337193143622,0.6458168410290648,,0.6458168410290648,,,,3.2130112648010254,3.36930513381958,True,0.15759587287902832,0.0012917518615722656,0.0,0.15759587287902832,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000000_cd0336d2cdf0_noseed_L2_M2_standard.npz,3.252455234527588,2026-08-06 04:44:31,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,True,1,True,False,True,False,adam,False,hamqaoa,0.005,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,0,"[(0, 1)]",[1.0]
be728f2d,2,1,3,50.0,False,True,"[1, 1, 1]",,1.9999998910740424,0.9999999455370212,0.6109963990757714,0.624140795695786,0.4999999813718837,0.6109963990757717,0.6109963990757717,"[0.4850926354848979, 0.5070190616513266, 0.5288068829088746, 0.5503720192178186, 0.5716286843651199, 0.5924904142603762, 0.6128714173106905, 0.6326882660593662, 0.6518619315433363, 0.6703200894455006, 0.6879994528404183, 0.7048476617591669, 0.7208242484467041, 0.7359005123633809, 0.7500587940514551, 0.7632920812206172, 0.7756045017116581, 0.787012645386038, 0.7975470164485601, 0.8072529629323738, 0.8161904661021778, 0.8244323454540634, 0.8320608967892689, 0.8391635186765936, 0.8458283136869034, 0.8521403714247902, 0.8581789648770026, 0.8640153772452094, 0.8697111695982189, 0.8753168969691142, 0.8808712493593394, 0.8864007447336683, 0.8919199791834629, 0.897432446547626, 0.9029317873894047, 0.9084033977230287, 0.9138262350604832, 0.9191746741062508, 0.9244203527576315, 0.9295338781618028, 0.9344863932068376, 0.9392508887766583, 0.9438033085520642, 0.9481234283258542, 0.9521954972060789, 0.9560086427201534, 0.9595570723489845, 0.9628400432876676, 0.9658616388254108, 0.9686303828921206, 0.9711586696229934]",50,0.6109963990757717,,0.7203245410944432,0.9423173765022194,0.9711586696229934,,0.9711586696229934,,,,5.633682012557983,5.789947271347046,True,0.15759587287902832,0.001318216323852539,0.0,0.15759587287902832,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000000_cd0336d2cdf0_noseed_L2_M2_standard.npz,5.667799234390259,2026-08-06 04:44:36,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,True,1,True,False,True,False,adam,False,hamqaoa,0.005,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,0,"[(0, 1)]",[1.0]
4b043605,2,1,5,50.0,False,True,"[1, 1, 1]",,1.9999998910740424,0.9999999455370212,0.6109963990757714,0.624140795695786,0.4999999813718837,0.6109963990757717,0.6109963990757717,"[0.5364960312866873, 0.5663676702937464, 0.5950030021892404, 0.6219775846039287, 0.6469407762530965, 0.6696718454444045, 0.6901519727474712, 0.7086186593062257, 0.7255348225682506, 0.741438805672134, 0.7566834076368198, 0.7716085750642678, 0.7862375995556908, 0.8004620608889305, 0.8141058286653797, 0.8269771035859873, 0.8389078700487818, 0.8497834452323638, 0.8595627359820364, 0.8682867086289419, 0.8760717686897848, 0.8830886727863123, 0.889532913042105, 0.895594940162676, 0.9014367178571943, 0.9071771502415552, 0.912885914624447, 0.9185845332121577, 0.9242532584229741, 0.9298419826157412, 0.9352826081656658, 0.9405010061431254, 0.9454280820963503, 0.9500090183954336, 0.9542089925010389, 0.9580145623931546, 0.9614309619162023, 0.9644766498023041, 0.9671769917716398, 0.9695589564858207, 0.9716482091460201, 0.9734689194397923, 0.9750456849636747, 0.9764062035035495, 0.9775834405151398, 0.9786161021648958, 0.9795470678966244, 0.9804199728742078, 0.9812748156331206, 0.9821437200494828, 0.9830478820429511]",50,0.6109963990757717,,0.7441029659343588,0.9660958013421349,0.9830478820429511,,0.9830478820429511,,,,9.281331300735474,9.437602519989014,True,0.15759587287902832,0.0013127326965332031,0.0,0.15759587287902832,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000000_cd0336d2cdf0_noseed_L2_M2_standard.npz,9.325565338134766,2026-08-06 04:44:40,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,True,True,1,True,False,True,False,adam,False,hamqaoa,0.005,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,0,"[(0, 1)]",[1.0]
cc2092c1,4,3,1,50.0,False,True,"[1, 1, 1]",,4.732050798956174,2.366025399478087,1.5889402696206876,1.4283297381365814,1.4411964466903637,1.5889402696206878,1.5889402696206878,"[0.30443380183831276, 0.3149005625094681, 0.32569210212456307, 0.3367876589774652, 0.34816631867899445, 0.3598068472270679, 0.37168755955722743, 0.38378622353630615, 0.3960800051096761, 0.40854543571534935, 0.4211584192450516, 0.43389426201717207, 0.4467277247568103, 0.4596331010495889, 0.47258431448734617, 0.4855550359581917, 0.49851881467055664, 0.511449228321914, 0.524320035463321, 0.5371053407894532, 0.5497797686814059, 0.5623186439742133, 0.5746981614597253, 0.5868955615928451, 0.5988893041128021, 0.6106592306027923, 0.6221867129335438, 0.6334547971964484, 0.6444483287919335, 0.6551540693226152, 0.6655607821333612, 0.675659316255761, 0.6854426584624937, 0.6949059691192634, 0.7040466106459012, 0.7128641433388281, 0.7213603043232596, 0.7295389870951975, 0.737406177983271, 0.7449699107321458, 0.7522401862214863, 0.7592288982101241, 0.7659497443108403, 0.7724181349338483, 0.7786510955785106, 0.7846671775421302, 0.7904863605531217, 0.7961299568075177, 0.801620530605538, 0.8069817996218248, 0.8122385643042757]",50,0.6715723878363008,,0.0,0.29548764586064813,1.5889402696206878,,0.6715723878363008,,,,4.144169569015503,7.586217164993286,True,3.4449944496154785,0.0029344558715820312,0.0,3.4449944496154785,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000002_f26a0b535d4f_noseed_L2_M2_standard.npz,4.18259334564209,2026-08-06 04:44:41,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.005,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,2,"[(1, 2), (0, 1), (2, 3)]","[1.0, 1.0, 1.0]"
