run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,circuit_type,learning_rate_adam,compare_with_010101,init_QAOAparams_close_to_zero,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_max_retries,queue_poll_interval_seconds,qaoa_seed,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,sdp_seed,qaoa_seed_used,hog_graph_index,edges,weights
4c7c12c8,8,8,1,50.0,False,False,"[1, 1, 1]",5.467166254526778,,,,,,,,"[0.4691999142860648, 0.5144231571073345, 0.5622378570431374, 0.6124868446640265, 0.6649965894838611, 0.7195759720920085, 0.776016581031885, 0.8340957686919377, 0.8935849040747436, 0.9542658193597012, 1.01595365594813, 1.0785093889875224, 1.141814608443365, 1.2057176718969305, 1.2700022074141772, 1.3343944011523918, 1.398585380869261, 1.462253068871254, 1.5250820247436196, 1.5867846865456359, 1.6471227705276812, 1.7059178920377727, 1.7630352921753916, 1.818344582975659, 1.871689716550523, 1.9228896473559325, 1.971760735550666, 2.0181447278643394, 2.061934131589308, 2.1030871808035263, 2.1416224225390397, 2.1775906202434636, 2.2110417648514074, 2.2420111820790978, 2.2705294814093295, 2.2966433532270343, 2.320434021085047, 2.3420230620347438, 2.3615599771315097, 2.379197722042525, 2.395072582163103, 2.4093007210851676, 2.42198926639652, 2.433250881708867, 2.4432115050472056, 2.452005701483341, 2.4597630225771465, 2.4665953966618703, 2.4725942322997816, 2.477837637482391, 2.482400643785204]",50,,,,,2.482400643785204,,0.4540561834441732,,,,1.7122085094451904,1.7122085094451904,False,,0.0,0.0,,,1.7304298877716064,2026-08-08 18:37:53,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,False,True,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,3,"[(0, 4), (5, 7), (4, 6), (4, 5), (2, 5), (3, 6), (6, 7), (1, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
b8804eb2,10,9,1,50.0,False,False,"[1, 1, 1]",4.9999999999999964,,,,,,,,"[1.5194430201845823, 1.6356068051196695, 1.7529330506261434, 1.8703197121746733, 1.98666011830033, 2.1008639567585043, 2.2118851203465213, 2.3187581251273657, 2.4206479491991084, 2.5169147661930427, 2.6071816225364453, 2.6913613017654083, 2.7695879321238217, 2.842082552873731, 2.909057356335093, 2.970704413685553, 3.0272228155966676, 3.078842602751313, 3.1258396176894463, 3.168546237533515, 3.207361898067559, 3.2427559343977874, 3.275246792382933, 3.3053474875250766, 3.3334965434197263, 3.3600139207691724, 3.3851020950051223, 3.4088803647837684, 3.431431129192534, 3.4528432722489226, 3.4732432344687374, 3.4928056168274657, 3.5117374217491433, 3.53024219693055, 3.548484756474328, 3.5665766135936607, 3.5845867518764885, 3.6025679898794025, 3.620584338045236, 3.6387281812312153, 3.657119445187245, 3.675886656438334, 3.6951378156557406, 3.7149359357146525, 3.7352877019115995, 3.756146709983447, 3.777423223333277, 3.7989924394580092, 3.8206953882011203, 3.842331766458505, 3.863650177361697]",50,,,,,3.863650177361697,,0.77273003547234,,,,1.9127161502838135,1.9127161502838135,False,,0.0,0.0,,,1.9370369911193848,2026-08-08 18:37:53,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,False,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,1,"[(8, 9), (3, 9), (6, 9), (1, 9), (7, 9), (2, 9), (4, 9), (5, 9), (0, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
3f9f45d5,5,4,2,50.0,False,False,"[1, 1, 1]",2.8546376797184614,,,,,,,,"[0.9298570281311398, 0.9764996906209241, 1.0225233941857432, 1.067224384983514, 1.1099926536909392, 1.150347143531507, 1.1879669044891044, 1.2227071455780063, 1.2545853073738429, 1.2837340439746814, 1.3103422298115364, 1.3346122308589168, 1.3567414521659842, 1.3769190298600797, 1.3953292536114785, 1.4121582072131242, 1.4276009084629715, 1.4418626844550952, 1.455148731808404, 1.4676442253013746, 1.4794968384035805, 1.4908110673935413, 1.5016526529013046, 1.5120565305569207, 1.5220338625198977, 1.531577309528506, 1.540665324850878, 1.5492668926279605, 1.5573484333030596, 1.5648834635572624, 1.571865322935142, 1.5783209937381975, 1.5843231651339305, 1.589995597473352, 1.5955081082196163, 1.6010606935732394, 1.606860852434951, 1.6131007033438793, 1.6199394259947288, 1.6274938048387417, 1.6358364946980153, 1.6450009444871698, 1.6549904169784675, 1.6657888288309115, 1.6773708155144038, 1.6897094419235261, 1.7027808684937908, 1.7165668478045382, 1.7310560584863857, 1.7462457020728237, 1.762143488200906]",50,,,,,1.762143488200906,,0.6172914694990985,,,,2.4790360927581787,2.4790360927581787,False,,0.0,0.0,,,2.4949088096618652,2026-08-08 18:37:53,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,False,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
a70a9a33,12,11,1,50.0,False,False,"[1, 1, 1]",6.458039891549806,,,,,,,,"[1.5215396175983462, 1.6412298263563199, 1.763636739537355, 1.887879140060446, 2.013040329910044, 2.13817827824522, 2.2623410351677493, 2.3845932656492055, 2.5040577614142765, 2.6199773012722885, 2.731788753192163, 2.8391578916542852, 2.941912040335721, 3.039898090900684, 3.132896416164546, 3.220636324953731, 3.3028510491567684, 3.3793341661041394, 3.449976886419732, 3.5148012370419157, 3.573985661322343, 3.627870654999577, 3.676923573174918, 3.7216563511233494, 3.762533697877146, 3.7999218357359315, 3.8340914504140917, 3.865253591338481, 3.8936034974760827, 3.91935924333288, 3.942783553220875, 3.9641798966765585, 3.9838579540454857, 4.002085791658529, 4.019055867888339, 4.034884314712936, 4.049636896937911, 4.063366579549397, 4.0761448696662, 4.088076182098301, 4.099289676120644, 4.109912803827083, 4.120043463559996, 4.129738241173734, 4.139020645454089, 4.147901897445165, 4.1564024114525076, 4.164563618085815, 4.172443213013652, 4.180098905861747, 4.187571804337381]",50,,,,,4.187571804337381,,0.6484276769204725,,,,2.609300374984741,2.609300374984741,False,,0.0,0.0,,,2.627617359161377,2026-08-08 18:37:53,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,False,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,2,"[(5, 11), (9, 10), (0, 10), (3, 11), (10, 11), (1, 11), (2, 11), (8, 10), (6, 10), (4, 11), (7, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
cb58e0fe,8,8,2,50.0,False,False,"[1, 1, 1]",5.467166254526778,,,,,,,,"[2.0603742281792248, 2.1375294740547597, 2.2148710298149554, 2.296163840955218, 2.3816481058903833, 2.4712153483200168, 2.564573119181362, 2.661257972717382, 2.760633542314321, 2.861889028736915, 2.9640419308594743, 3.065947751880875, 3.1663184808434615, 3.263751525490126, 3.356770948710582, 3.443883106275106, 3.5236485707774996, 3.5947709171716036, 3.6562002658526334, 3.70724410820832, 3.7476700321898115, 3.777778469223337, 3.7984183172528843, 3.8109253371291465, 3.816982017791606, 3.818422572621131, 3.8170249941159033, 3.814335841493151, 3.811556032757403, 3.809495845356974, 3.808588534092218, 3.8089465086976326, 3.8104406132799262, 3.8127884883937995, 3.815640522607685, 3.8186541969773904, 3.8215509603466224, 3.8241498480922558, 3.8263767242470177, 3.828251181191915, 3.8298570120065323, 3.8313050802339883, 3.832697396290969, 3.8341008300000494, 3.835534470818646, 3.8369720835515477, 3.838356855398444, 3.8396228208168606, 3.8407170272761677, 3.8416161573491276, 3.8423341490242553]",50,,,,,3.8423341490242553,,0.7028017752053594,,,,3.535179376602173,3.535179376602173,False,,0.0,0.0,,,3.5518958568573,2026-08-08 18:37:54,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,False,True,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,3,"[(0, 4), (5, 7), (4, 6), (4, 5), (2, 5), (3, 6), (6, 7), (1, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
bea45fd2,5,4,3,50.0,False,False,"[1, 1, 1]",2.8546376797184614,,,,,,,,"[0.914050299895983, 0.9846143144770013, 1.0571215956426092, 1.1320277755063373, 1.2080091106091528, 1.2834170751330323, 1.3565860814072728, 1.4258998531526252, 1.4897626832042763, 1.546739221077924, 1.595868313987367, 1.6367866537113036, 1.6696513864859228, 1.6950911094794612, 1.714169609950221, 1.7282963250811674, 1.7390453279867615, 1.7478935795337238, 1.755989936193321, 1.7640593333109438, 1.7724306976748279, 1.7811286972763818, 1.7899908565621507, 1.7987916755613793, 1.8073593599890492, 1.8156637378123446, 1.823847873099742, 1.8321821542093109, 1.840957002788669, 1.850370286117511, 1.860464506088102, 1.8711267040282649, 1.8821287780540257, 1.8931828313497499, 1.9039952231837225, 1.9143123254335315, 1.9239546117085478, 1.9328366148416989, 1.9409716548364564, 1.9484603845768247, 1.955464719321461, 1.9621717881171596, 1.9687553277311578, 1.9753444596679572, 1.9820077406078405, 1.9887552585317767, 1.9955550060051623, 2.0023567061868373, 2.0091143724325526, 2.0158018840726415, 2.022418904414886]",50,,,,,2.022418904414886,,0.7084678096921734,,,,4.194340467453003,4.194340467453003,False,,0.0,0.0,,,4.209838151931763,2026-08-08 18:37:55,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,False,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
5b42aa76,10,9,2,50.0,False,False,"[1, 1, 1]",4.9999999999999964,,,,,,,,"[2.468438670539686, 2.5377177040041063, 2.6034274948556426, 2.6648660773422046, 2.7215979475556002, 2.773429681891287, 2.8203702278816034, 2.862585475077186, 2.9003553581786834, 2.93403616291447, 2.9640299744020244, 2.9907585082549217, 3.014641714078145, 3.0360779390459074, 3.0554274428699304, 3.073000795029186, 3.0890518022758204, 3.1037776390555973, 3.117322997172723, 3.129788853893161, 3.1412434191327034, 3.1517334179296217, 3.1612939965722315, 3.169958302908366, 3.177764809567728, 3.184764771344176, 3.191028520600818, 3.1966523589106175, 3.2017657026573034, 3.2065389943122953, 3.211192897207162, 3.2160099923321543, 3.2213498728590735, 3.2276687757966376, 3.2355427263402077, 3.245690698301111, 3.2589880160885314, 3.276453512001617, 3.299193394153995, 3.3282900064475074, 3.3646327291261695, 3.4086892717230484, 3.4602217194700113, 3.5179727228065256, 3.5794126908923305, 3.6407272509311133, 3.697254711297348, 3.7445319451410812, 3.7798559744511744, 3.8036550997632994, 3.8193712674208316]",50,,,,,3.8193712674208316,,0.7638742534841668,,,,4.580780744552612,4.580780744552612,False,,0.0,0.0,,,4.605236291885376,2026-08-08 18:37:55,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,False,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,1,"[(8, 9), (3, 9), (6, 9), (1, 9), (7, 9), (2, 9), (4, 9), (5, 9), (0, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
945e695b,5,4,1,50.0,False,False,"[1, 1, 1]",2.8546376797184614,,,,,,,,"[0.22176855983696137, 0.2406453890530748, 0.2603386793286401, 0.2807705942441121, 0.3018564696824287, 0.3235047853678165, 0.3456178637016728, 0.36809398436565166, 0.3908319556308835, 0.4137393442896521, 0.4367434080028184, 0.45979665952393756, 0.48286496254947475, 0.5059027504811855, 0.5288383892217188, 0.5515773356741561, 0.5740126292970669, 0.5960350828779721, 0.6175421380833339, 0.6384466152924468, 0.6586849993167682, 0.6782213173675753, 0.6970408191510831, 0.7151342361053832, 0.732483722487621, 0.7490599404178642, 0.7648288108624234, 0.7797615555279804, 0.7938437659617925, 0.8070812142064887, 0.8194998489699445, 0.8311386975251338, 0.8420387826901805, 0.8522346927581711, 0.8617531571389049, 0.8706172561943128, 0.8788524419142647, 0.8864909447274805, 0.8935727155191852, 0.9001425456957055, 0.9062448774841287, 0.9119192042263792, 0.9171983598691769, 0.9221097931247413, 0.9266783603683277, 0.9309288513574735, 0.9348870932251172, 0.9385794398276506, 0.9420311735225838, 0.945264865582121, 0.9482995420916602]",50,,,,,0.9482995420916602,,0.3321961133033129,,,,1.242173433303833,1.242173433303833,False,,0.0,0.0,,,1.2550673484802246,2026-08-08 18:37:56,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,True,False,,False,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
fb9dd857,12,11,2,50.0,False,False,"[1, 1, 1]",6.458039891549806,,,,,,,,"[2.8614772245388855, 2.9309197683846704, 3.003815406896501, 3.080127146100537, 3.159784019973151, 3.242675166553266, 3.3286546473587877, 3.417563801090595, 3.5092693801640618, 3.603702233084952, 3.7008565184318454, 3.8007119242076928, 3.9031210615687764, 4.007753699262185, 4.114134609610614, 4.221709014526684, 4.329851587888648, 4.437784135017088, 4.544452119982973, 4.648452878213789, 4.748075394624381, 4.841439511933167, 4.926688397621429, 5.002187032881493, 5.066700486850433, 5.119531567756082, 5.1606086687029356, 5.190510863800935, 5.210425141607737, 5.222033866861819, 5.227339808382868, 5.228448955661856, 5.227345116094161, 5.225699021248604, 5.224748230419769, 5.225262018491207, 5.227579651705405, 5.231695783196849, 5.237362242820307, 5.244187493301139, 5.251720450590437, 5.259514285528444, 5.267169230003778, 5.274356341226853, 5.280826049446577, 5.2864066729895525, 5.290998580420344, 5.294566854012176, 5.297135379787201, 5.298781973043637, 5.299632922667425]",50,,,,,5.299632922667425,,0.8206256095757276,,,,6.312869071960449,6.312869071960449,False,,0.0,0.0,,,6.344650983810425,2026-08-08 18:37:57,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,True,False,,False,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,2,"[(5, 11), (9, 10), (0, 10), (3, 11), (10, 11), (1, 11), (2, 11), (8, 10), (6, 10), (4, 11), (7, 10)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
28ccf561,8,8,3,50.0,False,False,"[1, 1, 1]",5.467166254526778,,,,,,,,"[1.4715621203574647, 1.589101296471017, 1.7108384737521303, 1.8329795382802132, 1.9518594110210794, 2.0642389034337123, 2.1676292606916427, 2.2606139805494228, 2.3430017457354473, 2.415544308731722, 2.479336791270482, 2.53542715080529, 2.584756335943462, 2.6282353990576706, 2.6668585275316308, 2.7017236690677184, 2.73383505637292, 2.7638896402316164, 2.7922716340298273, 2.8191588002932044, 2.844615603822646, 2.8686455958729833, 2.8912110780668607, 2.912232667072263, 2.931583521864115, 2.9490924953657647, 2.964564402945605, 2.977822023161552, 2.9887705639814843, 2.9974759882212205, 3.004227524989199, 3.0095308436241175, 3.0139989110293373, 3.01818284023296, 3.0224366040775656, 3.026871569843074, 3.031393482055837, 3.0357843176842287, 3.0397928621621664, 3.0432115673828455, 3.0459255136162917, 3.0479288150607884, 3.0493099488199977, 3.050217863111832, 3.050823368078175, 3.0512880196647516, 3.0517436770537607, 3.052281307424794, 3.05294718446178, 3.0537451028824214, 3.054644053457021]",50,,,,,3.054644053457021,,0.5587252904423377,,,,6.3536224365234375,6.3536224365234375,False,,0.0,0.0,,,6.388369083404541,2026-08-08 18:37:57,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,False,True,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,3,"[(0, 4), (5, 7), (4, 6), (4, 5), (2, 5), (3, 6), (6, 7), (1, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
