run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,circuit_type,learning_rate_adam,compare_with_010101,init_QAOAparams_close_to_zero,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_max_retries,queue_poll_interval_seconds,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
f0ba6b48,9,9,1,5.0,False,False,"[1, 1, 1]",,,,,,,,,,,,1.6399608489541513,,0.27120238944173164,,,,0.15310144424438477,0.15310144424438477,False,,0.0,0.0,,,0.16151046752929688,2026-07-30 16:56:38,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,False,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (0, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
ccfc2bc2,8,8,1,5.0,False,False,"[1, 1, 1]",,,,,,,,,,,,1.2519179262931182,,0.22153918355921398,,,,0.13497304916381836,0.13497304916381836,False,,0.0,0.0,,,0.14046239852905273,2026-07-30 16:56:38,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,True,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,5,"[(0, 1), (2, 3), (0, 7), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5bb0f832,9,9,1,10.0,False,False,"[1, 1, 1]",,,,,,,,,,,,4.085714455380371,,0.675659741256883,,,,0.27504396438598633,0.27504396438598633,False,,0.0,0.0,,,0.2810637950897217,2026-07-30 16:56:38,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,False,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (0, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
25888143,9,9,2,5.0,False,False,"[1, 1, 1]",,,,,,,,,,,,4.0106979357727734,,0.6632541650029392,,,,0.46832823753356934,0.46832823753356934,False,,0.0,0.0,,,0.4750978946685791,2026-07-30 16:56:38,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,False,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (0, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
d00b8d94,8,8,2,5.0,False,False,"[1, 1, 1]",,,,,,,,,,,,2.390324085131288,,0.4229913440331424,,,,0.39400458335876465,0.39400458335876465,False,,0.0,0.0,,,0.3999204635620117,2026-07-30 16:56:39,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,5,"[(0, 1), (2, 3), (0, 7), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
d8ee5c78,8,8,1,10.0,False,False,"[1, 1, 1]",,,,,,,,,,,,0.8561058469448272,,0.15149634523886518,,,,0.2794318199157715,0.2794318199157715,False,,0.0,0.0,,,0.2858872413635254,2026-07-30 16:56:39,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,5,"[(0, 1), (2, 3), (0, 7), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
753b2849,9,9,2,10.0,False,False,"[1, 1, 1]",,,,,,,,,,,,2.923784959682429,,0.48350999829377034,,,,0.7785468101501465,0.7785468101501465,False,,0.0,0.0,,,0.7848293781280518,2026-07-30 16:56:39,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,False,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (0, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
950af416,9,9,3,5.0,False,False,"[1, 1, 1]",,,,,,,,,,,,2.4612903406916926,,0.4070266811132285,,,,0.8230395317077637,0.8230395317077637,False,,0.0,0.0,,,0.8288300037384033,2026-07-30 16:56:39,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,False,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (0, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2d58e799,8,8,3,5.0,False,False,"[1, 1, 1]",,,,,,,,,,,,2.691821071605948,,0.47634419954095697,,,,0.6026861667633057,0.6026861667633057,False,,0.0,0.0,,,0.6076998710632324,2026-07-30 16:56:39,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,5,"[(0, 1), (2, 3), (0, 7), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0b1c6dfe,11,11,1,5.0,False,False,"[1, 1, 1]",,,,,,,,,,,,1.9897786975395277,,0.2664049668683261,,,,0.20017313957214355,0.20017313957214355,False,,0.0,0.0,,,0.205979585647583,2026-07-30 16:56:39,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,False,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,8,"[(8, 9), (0, 1), (9, 10), (2, 3), (0, 10), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
fed410a3,8,8,2,10.0,False,False,"[1, 1, 1]",,,,,,,,,,,,1.2676511484210728,,0.22432333187419445,,,,0.6647815704345703,0.6647815704345703,False,,0.0,0.0,,,0.671353816986084,2026-07-30 16:56:39,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,5,"[(0, 1), (2, 3), (0, 7), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5d7470bd,9,9,3,10.0,False,False,"[1, 1, 1]",,,,,,,,,,,,2.3942623450015015,,0.39594217711286617,,,,1.489095687866211,1.489095687866211,False,,0.0,0.0,,,1.4949901103973389,2026-07-30 16:56:39,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,False,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (0, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
27511ec7,11,11,2,5.0,False,False,"[1, 1, 1]",,,,,,,,,,,,2.7342726313009527,,0.3660828265230891,,,,0.5826137065887451,0.5826137065887451,False,,0.0,0.0,,,0.5879323482513428,2026-07-30 16:56:40,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,False,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,8,"[(8, 9), (0, 1), (9, 10), (2, 3), (0, 10), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
f136e1bb,11,11,1,10.0,False,False,"[1, 1, 1]",,,,,,,,,,,,1.8399324707990152,,0.24634254529374952,,,,0.37644314765930176,0.37644314765930176,False,,0.0,0.0,,,0.38291358947753906,2026-07-30 16:56:40,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,False,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,8,"[(8, 9), (0, 1), (9, 10), (2, 3), (0, 10), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
e2ef25c8,6,6,1,5.0,False,False,"[1, 1, 1]",,,,,,,,,,,,1.819720179287207,,0.4228956958603781,,,,0.12278485298156738,0.12278485298156738,False,,0.0,0.0,,,0.1287226676940918,2026-07-30 16:56:40,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,3,"[(0, 1), (2, 3), (1, 2), (3, 4), (4, 5), (0, 5)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
bdfa1676,8,8,3,10.0,False,False,"[1, 1, 1]",,,,,,,,,,,,2.644420135987739,,0.4679561380264978,,,,1.1177639961242676,1.1177639961242676,False,,0.0,0.0,,,1.123422384262085,2026-07-30 16:56:40,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,True,2,True,True,True,True,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,False,0,32,1,1,0,0,0,5,1,,5,"[(0, 1), (2, 3), (0, 7), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
