run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,compare_with_010101,init_QAOAparams_close_to_zero,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_max_retries,queue_poll_interval_seconds,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,sdp_seed,qaoa_seed_used,hog_graph_index,edges,weights
8f5171b4,6,15,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[2.5456022314880613, 2.5501452156239477, 2.5546461694011438, 2.5591040430972427, 2.5635178147033892, 2.567886480954238, 2.5722090713288575, 2.576484644495321, 2.5807123016743496, 2.5848911766757694, 2.589020439018811, 2.5930993074833415, 2.5971270476063517, 2.6011029724933348, 2.605026440508901, 2.6088968542073845, 2.612713682082375, 2.616476442167203, 2.6201846991892452, 2.623838079859754, 2.627436271564975, 2.630979011716667, 2.6344661012191817, 2.6378973957008847, 2.641272808718708, 2.6445923139011103, 2.6478559417667555, 2.6510637794966114, 2.6542159664809737, 2.6573127072159957, 2.660354247305578, 2.663340891117304, 2.6662729954618616, 2.669150964193062, 2.6719752571713604, 2.6747463668162417, 2.6774648422358363, 2.680131275617349, 2.6827463050694442, 2.685310611265392, 2.687824905491781, 2.6902899296315885, 2.692706460039453, 2.695075319437848, 2.6973973550429506, 2.6996734437273084, 2.7019044852529217, 2.704091404569878, 2.7062351416138877, 2.7083366647562475, 2.7103969511126786]",50,,,,,2.7103969511126786,,0.45173282518544644,,,,10.881350040435791,10.881350040435791,False,,0.0,0.0,,,10.901713371276855,2026-08-07 10:17:30,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,False,False,False,True,5,True,False,False,False,adam,True,2,50,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,,4,"[(1, 3), (0, 1), (2, 3), (0, 4), (3, 5), (0, 3), (1, 2), (3, 4), (1, 5), (4, 5), (2, 5), (0, 5), (1, 4), (0, 2), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
04b4a46d,8,28,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[7.494181504234287, 7.495064074611978, 7.495858035115462, 7.496563029356311, 7.497181649924049, 7.49772059050782, 7.498190078298484, 7.498600256098051, 7.498957318842191, 7.499263578629707, 7.499519421596977, 7.499725017798423, 7.499881656263753, 7.499992129488826, 7.50006082622129, 7.500093775800708, 7.500098223882772, 7.5000821266806, 7.500053384261455, 7.500018996817182, 7.499984670504859, 7.4999545502622, 7.499931306417989, 7.499916425581318, 7.499910518774656, 7.49991367883909, 7.499925635078199, 7.499945952262075, 7.499973899130595, 7.500008396509314, 7.500048046332298, 7.500091092407035, 7.500135606307203, 7.500179704066558, 7.500221826080186, 7.500260930103199, 7.500296467869717, 7.500328476826709, 7.500357469059876, 7.500384151327615, 7.500409401106214, 7.500434068379081, 7.500458925930819, 7.500484708534523, 7.5005121108411945, 7.500541837094152, 7.500574591675673, 7.500610998208973, 7.5006515456580845, 7.500696524655925, 7.500745966903553]",50,,,,,7.500745966903553,,0.7500745966903553,,,,17.147082805633545,17.147082805633545,False,,0.0,0.0,,,17.15968155860901,2026-08-07 10:17:36,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,False,True,7,True,False,False,False,adam,True,2,50,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,,6,"[(2, 3), (2, 6), (3, 5), (4, 6), (0, 5), (1, 4), (0, 2), (1, 7), (5, 7), (3, 4), (4, 5), (3, 7), (2, 5), (1, 3), (0, 1), (1, 6), (0, 4), (0, 7), (5, 6), (3, 6), (2, 4), (2, 7), (4, 7), (0, 3), (1, 2), (0, 6), (1, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
309799f3,10,45,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[11.670050194327834, 11.679128719242515, 11.688062833353033, 11.6968503733672, 11.705489363499932, 11.71397806563946, 11.722314818792293, 11.730498260860838, 11.738527198226844, 11.746400559547721, 11.754117492650447, 11.761677265113072, 11.769079607575016, 11.776324226406095, 11.783411297734265, 11.790340964112168, 11.797113651952383, 11.803729977723592, 11.810190704821894, 11.816496887380405, 11.822649673356917, 11.828650386367983, 11.834500403455722, 11.840201339624407, 11.845754854794324, 11.85116278049625, 11.85642712384951, 11.86154998925832, 11.86653335717906, 11.87137941490098, 11.876090375207163, 11.88066851077142, 11.885116107966962, 11.889435555029474, 11.89362917141348, 11.897699343968487, 11.901648481113087, 11.9054790267892, 11.909193346810202, 11.912793833185507, 11.916282867209695, 11.919662755556205, 11.922935910014242, 11.926104680300524, 11.929171371425708, 11.932138250665426, 11.935007589243202, 11.937781610059844, 11.94046249881074, 11.94305249055139, 11.945553750400274]",50,,,,,11.945553750400274,,0.7963702500266849,,,,25.757139921188354,25.757139921188354,False,,0.0,0.0,,,25.768137454986572,2026-08-07 10:17:44,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,False,True,9,True,False,False,False,adam,True,2,50,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,,8,"[(2, 3), (3, 8), (2, 6), (3, 5), (2, 9), (4, 6), (4, 9), (7, 8), (0, 5), (1, 4), (0, 2), (0, 8), (1, 7), (6, 9), (5, 7), (3, 4), (2, 8), (4, 5), (3, 7), (2, 5), (4, 8), (8, 9), (1, 3), (0, 1), (1, 6), (0, 4), (1, 9), (0, 7), (6, 8), (5, 6), (5, 9), (3, 6), (2, 4), (3, 9), (2, 7), (4, 7), (7, 9), (0, 3), (1, 2), (1, 8), (0, 6), (1, 5), (0, 9), (5, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
c5dcc533,6,15,2,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[4.490308231514794, 4.493346884211606, 4.496284873959744, 4.499120747227439, 4.501854130495504, 4.504486244639889, 4.507020449987769, 4.509462755082768, 4.511821962378209, 4.514109064186699, 4.516335819498135, 4.518512841027411, 4.520648120503182, 4.522746330539198, 4.524809242497023, 4.526836427445906, 4.528826153983579, 4.530776059776835, 4.532683673245926, 4.5345466698284955, 4.5363631276198735, 4.538131602701834, 4.539851175134147, 4.541521496015588, 4.543142739706343, 4.54471558403515, 4.54624113392688, 4.547720817764702, 4.5491562731992685, 4.550549231902366, 4.5519014101346675, 4.553214387013038, 4.554489543078311, 4.555728031145461, 4.556930757678857, 4.558098416492589, 4.559231569102769, 4.56033072977472, 4.561396414272802, 4.5624292276622835, 4.563429894095465, 4.564399295341226, 4.565338454590806, 4.56624853390105, 4.567130750291149, 4.567986375248117, 4.5688166162576005, 4.569622629399198, 4.5704054944031585, 4.571166148424495, 4.571905428766033]",50,,,,,4.571905428766033,,0.7619842381276721,,,,29.205368995666504,29.205368995666504,False,,0.0,0.0,,,29.218257188796997,2026-08-07 10:17:48,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,False,True,5,True,False,False,False,adam,True,2,50,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,,4,"[(1, 3), (0, 1), (2, 3), (0, 4), (3, 5), (0, 3), (1, 2), (3, 4), (1, 5), (4, 5), (2, 5), (0, 5), (1, 4), (0, 2), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
cd98115d,11,55,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[12.170944643178736, 12.186451036447082, 12.201794490657836, 12.216971305928125, 12.231978038915122, 12.246811170995361, 12.261467646439357, 12.275944231749753, 12.290238107472677, 12.304346838163331, 12.318267762930258, 12.331998755199864, 12.3455375218853, 12.358882476725599, 12.372032255596366, 12.38498567742304, 12.397741456084864, 12.410299260160503, 12.422658912348147, 12.434820309382287, 12.44678343246326, 12.458548911287288, 12.470117523098342, 12.481490697421684, 12.492669649874129, 12.50365594021312, 12.514451399185704, 12.52505809614453, 12.535477781014007, 12.545712835253143, 12.555765670014708, 12.565638870689765, 12.575334937649536, 12.584856408039519, 12.594205724432898, 12.603385360298747, 12.612397572150085, 12.621244692830597, 12.629929005002852, 12.638452593350467, 12.646817298660876, 12.655024969526188, 12.663077370653447, 12.670976171485554, 12.678723055507511, 12.686319573390389, 12.693767127235443, 12.701067209401021, 12.708221217674687, 12.715230811075218, 12.722097472249667]",50,,,,,12.722097472249667,,0.7269769984142667,,,,31.039518356323242,31.039518356323242,False,,0.0,0.0,,,31.049686431884766,2026-08-07 10:17:50,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,False,True,10,True,False,False,True,adam,True,2,50,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,,9,"[(2, 3), (3, 8), (2, 6), (3, 5), (2, 9), (4, 6), (4, 9), (7, 8), (0, 5), (8, 10), (1, 4), (1, 10), (0, 2), (0, 8), (1, 7), (5, 10), (6, 9), (5, 7), (3, 4), (2, 8), (4, 5), (3, 7), (2, 5), (4, 8), (3, 10), (7, 10), (8, 9), (1, 3), (0, 1), (9, 10), (1, 6), (0, 4), (0, 10), (1, 9), (0, 7), (6, 8), (5, 6), (5, 9), (3, 6), (2, 4), (2, 10), (3, 9), (2, 7), (4, 10), (4, 7), (7, 9), (0, 3), (1, 2), (1, 8), (0, 6), (1, 5), (0, 9), (6, 10), (5, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
d333b3f1,8,28,2,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[8.074291220859713, 8.084114754037442, 8.093737723689435, 8.103150585136415, 8.11234470017435, 8.121312739620766, 8.13004930641638, 8.138551229062024, 8.14681827592975, 8.154853360485882, 8.162662974352456, 8.170257397492021, 8.177650824346797, 8.184860907268066, 8.19190754104886, 8.19881082631358, 8.205589113132072, 8.212257185075249, 8.218826100243728, 8.225303275134717, 8.231693339855218, 8.237998795319259, 8.244220786148011, 8.25035949247288, 8.256414620412436, 8.262385627903084, 8.268271946944084, 8.274073027820995, 8.279788411279258, 8.28541779301819, 8.29096100394866, 8.29641804379324, 8.301789052200977, 8.307074435340985, 8.31227462280668, 8.317390266722722, 8.322422118619553, 8.327371142265838, 8.332238323775233, 8.337024828249943, 8.34173187098128, 8.346360728182127, 8.350912715104164, 8.35538926441972, 8.359791831291975, 8.364121848548285, 8.368380825216793, 8.372570229429092, 8.376691520073818, 8.380746055843392, 8.38473523496825]",50,,,,,8.38473523496825,,0.838473523496825,,,,47.07887649536133,47.07887649536133,False,,0.0,0.0,,,47.08938026428223,2026-08-07 10:18:06,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,False,True,7,True,False,False,False,adam,True,2,50,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,,6,"[(2, 3), (2, 6), (3, 5), (4, 6), (0, 5), (1, 4), (0, 2), (1, 7), (5, 7), (3, 4), (4, 5), (3, 7), (2, 5), (1, 3), (0, 1), (1, 6), (0, 4), (0, 7), (5, 6), (3, 6), (2, 4), (2, 7), (4, 7), (0, 3), (1, 2), (0, 6), (1, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
f42f3a1a,7,21,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[5.9180474052572904, 5.921546784156829, 5.924942884617261, 5.92823422021843, 5.931419523854488, 5.934497806230332, 5.937468404025466, 5.94033092851635, 5.9430853993624595, 5.945732206895061, 5.948272160993722, 5.950706475220282, 5.953036857844794, 5.9552654874287665, 5.957394985003663, 5.95942844943723, 5.961369372543487, 5.963221639194908, 5.9649894858567984, 5.966677385779665, 5.9682899582924325, 5.969831857555893, 5.971307672860575, 5.9727218473788595, 5.974078527455991, 5.975381531250812, 5.976634242776847, 5.9778396290310996, 5.979000118516332, 5.980117698984027, 5.981193919546616, 5.982229943280093, 5.983226608319254, 5.984184478060171, 5.985103941524283, 5.98598526463812, 5.98682865780319, 5.987634351393961, 5.988402628979508, 5.989133857273566, 5.98982854281707, 5.990487341049711, 5.9911110458002605, 5.991700607090189, 5.992257118530196, 5.992781794830377, 5.993275951789432, 5.993740966624087, 5.99417829621212, 5.994589388256968, 5.994975687602058]",50,,,,,5.994975687602058,,0.7993300916802745,,,,13.997455596923828,13.997455596923828,False,,0.0,0.0,,,14.008143186569214,2026-08-07 10:18:11,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,False,True,6,True,False,False,True,adam,True,2,50,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,,5,"[(2, 3), (2, 6), (3, 5), (4, 6), (0, 5), (1, 4), (0, 2), (3, 4), (4, 5), (2, 5), (1, 3), (0, 1), (1, 6), (0, 4), (5, 6), (3, 6), (2, 4), (0, 3), (1, 2), (0, 6), (1, 5)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1325f90d,6,15,3,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[4.585945141960297, 4.597891187271461, 4.609565529792234, 4.6209647899886575, 4.63208752677468, 4.642934883327457, 4.653510658580546, 4.663819843492023, 4.673866578727477, 4.683653140906352, 4.693180522307454, 4.7024495020315475, 4.711461461124584, 4.720218882087722, 4.728725638515218, 4.736987074670521, 4.745010068437318, 4.7528028861257035, 4.760374997100933, 4.767736802712054, 4.77489919069422, 4.78187307234702, 4.7886689206806325, 4.795296312217744, 4.801763661903727, 4.8080781042314875, 4.814245494646768, 4.82027051801475, 4.826156905406137, 4.8319075945825505, 4.837524989630313, 4.843011078919834, 4.848367622043839, 4.853596177143627, 4.858698187800274, 4.863674950729358, 4.868527662708815, 4.87325740804998, 4.87786520517098, 4.882352066753047, 4.886719053700663, 4.8909673129395745, 4.895098165685081, 4.899113098426456, 4.903013783009372, 4.906802110878113, 4.910480143626415, 4.914050091364776, 4.917514304504738, 4.920875203030611, 4.92413525445326]",50,,,,,4.92413525445326,,0.8206892090755433,,,,54.46123743057251,54.46123743057251,False,,0.0,0.0,,,54.47284150123596,2026-08-07 10:18:13,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,False,True,5,True,False,False,False,adam,True,2,50,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,,4,"[(1, 3), (0, 1), (2, 3), (0, 4), (3, 5), (0, 3), (1, 2), (3, 4), (1, 5), (4, 5), (2, 5), (0, 5), (1, 4), (0, 2), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
13732e25,12,66,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[18.200389330066518, 18.221632830547655, 18.242383327051375, 18.26262549442314, 18.28234606244213, 18.301534077172377, 18.320181685174447, 18.338284670353627, 18.355842980997142, 18.37286156753492, 18.389349555154386, 18.405320471475747, 18.420789894906825, 18.435773755534242, 18.45028614499737, 18.46433787385019, 18.477935110426493, 18.491079428710226, 18.503768452135976, 18.515996919874848, 18.527758852451427, 18.539047346102628, 18.54985663496017, 18.560183469658412, 18.570026727291705, 18.579388722621385, 18.588275259588865, 18.59669571513505, 18.604662917225667, 18.61219232646481, 18.619302154592376, 18.62601269492434, 18.63234533304978, 18.638322098733376, 18.64396522579014, 18.649296523290893, 18.65433743682431, 18.659108249972583, 18.663628854867138, 18.667918295470752, 18.67199470271824, 18.675876162220163, 18.679579717949053, 18.683122251830206, 18.686519339856392, 18.689785702359757, 18.692935503245167, 18.695981287501503, 18.698934879679648, 18.70180664436704, 18.704605105792083]",50,,,,,18.704605105792083,,0.8906954812281944,,,,39.54672074317932,39.54672074317932,False,,0.0,0.0,,,39.55796194076538,2026-08-07 10:18:14,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,False,True,11,True,False,False,False,adam,True,2,50,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,,10,"[(5, 11), (2, 3), (3, 8), (2, 6), (3, 5), (3, 11), (2, 9), (4, 6), (4, 9), (7, 8), (7, 11), (0, 5), (8, 10), (1, 4), (0, 2), (0, 8), (1, 10), (1, 7), (9, 11), (0, 11), (5, 10), (6, 9), (5, 7), (3, 4), (2, 8), (4, 5), (3, 7), (2, 5), (2, 11), (4, 8), (3, 10), (4, 11), (7, 10), (8, 9), (1, 3), (0, 1), (9, 10), (1, 6), (0, 4), (0, 10), (1, 9), (0, 7), (6, 8), (5, 6), (6, 11), (5, 9), (3, 6), (2, 4), (2, 10), (3, 9), (2, 7), (4, 10), (4, 7), (8, 11), (7, 9), (0, 3), (1, 2), (1, 8), (0, 6), (10, 11), (1, 5), (1, 11), (0, 9), (6, 10), (5, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
20dd9946,10,45,2,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[12.355196158212909, 12.359121977843467, 12.362809668588353, 12.36625823588615, 12.369469790320707, 12.372449983804625, 12.375209143788256, 12.377763357364431, 12.38013449794669, 12.382350113336013, 12.384441728536519, 12.38644168088202, 12.388379174588867, 12.390277407166753, 12.392151615762197, 12.394009212372165, 12.395850786865408, 12.39767203736826, 12.399465637262017, 12.401223181681976, 12.402936201404254, 12.40459728775967, 12.406200886736507, 12.407744021246364, 12.409225963285687, 12.410648731761542, 12.412016797403185, 12.4133366174161, 12.41461543113655, 12.415860636768256, 12.417079418433143, 12.418277490762932, 12.419459186314672, 12.420626667464337, 12.421780756260153, 12.42292097300259, 12.42404627290901, 12.425155094769524, 12.426245978442745, 12.427317840011808, 12.428370398692696, 12.4294043447504, 12.43042096936437, 12.431422192741053, 12.432410392196402, 12.433388018444374, 12.43435731367656, 12.43532006497245, 12.436277779389277, 12.437231175767389, 12.438180405552622]",50,,,,,12.438180405552622,,0.8292120270368415,,,,77.94372725486755,77.94372725486755,False,,0.0,0.0,,,77.95615673065186,2026-08-07 10:18:37,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,False,True,9,True,False,False,False,adam,True,2,50,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,,8,"[(2, 3), (3, 8), (2, 6), (3, 5), (2, 9), (4, 6), (4, 9), (7, 8), (0, 5), (1, 4), (0, 2), (0, 8), (1, 7), (6, 9), (5, 7), (3, 4), (2, 8), (4, 5), (3, 7), (2, 5), (4, 8), (8, 9), (1, 3), (0, 1), (1, 6), (0, 4), (1, 9), (0, 7), (6, 8), (5, 6), (5, 9), (3, 6), (2, 4), (3, 9), (2, 7), (4, 7), (7, 9), (0, 3), (1, 2), (1, 8), (0, 6), (1, 5), (0, 9), (5, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
