run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,n_start,n_end,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_seed,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
40c6f497,7,6,1,50.0,False,True,"[1, 1, 1]",4.326583655238528,8.659189895614352,4.329594947807176,3.073233255690428,2.5614966326563886,2.770165934056258,2.552042286323,0.5898515987858102,,0.19582772067960263,-0.24041957478691334,2.6499561466628014,,0.6124823550919432,,,,104.89649963378906,921.3399477005005,True,816.4478280544281,0.004366636276245117,0.0,816.4478280544281,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000061_7a7f95441d74_seed2000042_L2_M1_standard.npz,104.91218256950378,2026-06-23 18:50:41,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,61,110,standard,2,1,2000042,False,False,False,10800,hog,False,True,False,False,False,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,20,1,1,40,40,5,3,5,3,2000042,61,"[(4, 6), (0, 3), (5, 6), (2, 5), (1, 4), (3, 6)]",
c3204c9a,7,6,1,50.0,False,True,"[1, 1, 1]",4.326583655238528,8.659189895614352,4.329594947807176,2.8527248318695984,2.5614966326563886,2.612902449637183,2.3818067789633557,0.5505051950352373,,0.6699045006398778,0.207713159292223,2.7167590292832946,,0.6279224547048583,,,,104.959068775177,877.306382894516,True,772.3497757911682,0.002449512481689453,0.0,772.3497757911682,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000061_7a7f95441d74_seed1000042_L2_M1_standard.npz,104.96898651123047,2026-06-23 18:50:41,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,61,110,standard,2,1,1000042,False,False,False,10800,hog,False,True,False,False,False,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,20,1,1,40,40,5,3,5,2,1000042,61,"[(4, 6), (0, 3), (5, 6), (2, 5), (1, 4), (3, 6)]",
91e5d6c8,7,6,1,50.0,False,True,"[1, 1, 1]",4.326583655238528,8.659189895614352,4.329594947807176,2.9728794931411455,2.5614966326563886,2.722675173662063,2.2925253328804813,0.5298696420915714,,0.1967622962689184,-0.6635373852942452,2.3909064810149405,,0.5526084022714055,,,,105.11318278312683,923.4804580211639,True,818.3732576370239,0.00597071647644043,0.0,818.3732576370239,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000061_7a7f95441d74_seed3000042_L2_M1_standard.npz,105.12325501441956,2026-06-23 18:50:41,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,61,110,standard,2,1,3000042,False,False,False,10800,hog,False,True,False,False,False,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,20,1,1,40,40,5,3,5,4,3000042,61,"[(4, 6), (0, 3), (5, 6), (2, 5), (1, 4), (3, 6)]",
96ffe1b4,7,6,1,50.0,False,True,"[1, 1, 1]",4.326583655238528,8.659189895614352,4.329594947807176,2.859435715414283,2.5614966326563886,2.5707200121713516,2.624211763382876,0.6065320753027716,,0.10038216765686592,0.20736567007991447,2.674402847211309,,0.618132702455251,,,,105.69874358177185,913.8981413841248,True,808.2052841186523,0.005871295928955078,0.0,808.2052841186523,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000061_7a7f95441d74_seed42_L2_M1_standard.npz,105.71235513687134,2026-06-23 18:50:42,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,61,110,standard,2,1,42,False,False,False,10800,hog,False,True,False,False,False,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,20,1,1,40,40,5,3,5,1,42,61,"[(4, 6), (0, 3), (5, 6), (2, 5), (1, 4), (3, 6)]",
ae6ec324,7,6,1,50.0,False,True,"[1, 1, 1]",4.326583655238528,8.659189895614352,4.329594947807176,1.7503981289833144,2.5614966326563886,1.5583915443189038,1.6449238011456868,0.3801899910461805,,1.2945531922961906,1.4676177059497566,2.292200397293782,,0.5297945399757702,,,,105.8555588722229,929.5995118618011,True,823.7483084201813,0.0043447017669677734,0.0,823.7483084201813,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000061_7a7f95441d74_seed4000042_L2_M1_standard.npz,105.86966490745544,2026-06-23 18:50:42,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,61,110,standard,2,1,4000042,False,False,False,10800,hog,False,True,False,False,False,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,20,1,1,40,40,5,3,5,5,4000042,61,"[(4, 6), (0, 3), (5, 6), (2, 5), (1, 4), (3, 6)]",
a67ccd06,7,6,1,50.0,False,True,"[1, 1, 1]",4.326583655238528,8.659189895614352,4.329594947807176,2.798020015646353,2.5614966326563886,2.4989936307166243,2.391854146933673,0.5528274355767214,,0.08512676968747979,-0.12915219787842247,2.434417531777413,,0.5626650784458718,,,,106.91923666000366,917.9925715923309,True,811.0768582820892,0.003512144088745117,0.0,811.0768582820892,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000061_7a7f95441d74_seed5000042_L2_M1_standard.npz,106.93453645706177,2026-06-23 18:50:43,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,61,110,standard,2,1,5000042,False,False,False,10800,hog,False,True,False,False,False,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,20,1,1,40,40,5,3,5,6,5000042,61,"[(4, 6), (0, 3), (5, 6), (2, 5), (1, 4), (3, 6)]",
1d69b7a5,7,6,1,50.0,False,True,"[1, 1, 1]",4.326583655238528,8.659189895614352,4.329594947807176,2.486806735731288,2.5614966326563886,2.1628279154888843,2.2767340772209943,0.5262198211432656,,1.0414917372405101,1.2693040607047301,2.7974799458412494,,0.646579418949666,,,,107.28654980659485,943.3077373504639,True,836.0263950824738,0.005196571350097656,0.0,836.0263950824738,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000061_7a7f95441d74_seed6000042_L2_M1_standard.npz,107.29555034637451,2026-06-23 18:50:44,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,61,110,standard,2,1,6000042,False,False,False,10800,hog,False,True,False,False,False,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,20,1,1,40,40,5,3,5,7,6000042,61,"[(4, 6), (0, 3), (5, 6), (2, 5), (1, 4), (3, 6)]",
87054e7e,7,6,1,50.0,False,True,"[1, 1, 1]",4.326583655238528,8.659189895614352,4.329594947807176,3.0502390063153118,2.5614966326563886,2.624786222333505,2.7202523794809887,0.6287298700875389,,0.4567592026447942,0.6476915169397621,2.948631980803386,,0.6815150741932957,,,,110.79809045791626,980.9179937839508,True,870.1249396800995,0.005008220672607422,0.0,870.1249396800995,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000061_7a7f95441d74_seed7000042_L2_M1_standard.npz,110.80825400352478,2026-06-23 18:52:36,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,61,110,standard,2,1,7000042,False,False,False,10800,hog,False,True,False,False,False,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,20,1,1,40,40,5,3,5,8,7000042,61,"[(4, 6), (0, 3), (5, 6), (2, 5), (1, 4), (3, 6)]",
48d88b2d,7,6,1,50.0,False,True,"[1, 1, 1]",4.326583655238528,8.659189895614352,4.329594947807176,2.377762837344422,2.5614966326563886,2.1696271286706748,2.2904822404537817,0.5293974236879757,,0.48180844324530714,0.723518666811521,2.5313864620764353,,0.5850774337880861,,,,111.1267499923706,1000.2609703540802,True,889.1370038986206,0.002752065658569336,0.0,889.1370038986206,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000061_7a7f95441d74_seed8000042_L2_M1_standard.npz,111.13450574874878,2026-06-23 18:52:37,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,61,110,standard,2,1,8000042,False,False,False,10800,hog,False,True,False,False,False,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,20,1,1,40,40,5,3,5,9,8000042,61,"[(4, 6), (0, 3), (5, 6), (2, 5), (1, 4), (3, 6)]",
6d20c088,7,6,1,50.0,False,True,"[1, 1, 1]",4.326583655238528,8.659189895614352,4.329594947807176,2.2991143175127533,2.5614966326563886,2.1421178886883427,1.877314312605762,0.4339022337711541,,0.6006294362486222,0.0710222840834609,2.177629030730073,,0.5033137468851319,,,,112.06867671012878,1020.0518314838409,True,907.987555027008,0.004386425018310547,0.0,907.987555027008,Results/warm_start_cache/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000061_7a7f95441d74_seed9000042_L2_M1_standard.npz,112.07755875587463,2026-06-23 18:54:35,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,61,110,standard,2,1,9000042,False,False,False,10800,hog,False,True,False,False,False,False,True,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,20,1,1,40,40,5,3,5,10,9000042,61,"[(4, 6), (0, 3), (5, 6), (2, 5), (1, 4), (3, 6)]",
