run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,algorithm17_analytic_F_value,algorithm17_F_bound_applicable,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_initial_point_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,circuit_type,learning_rate_adam,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_seed,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,max_graph_vertices,qaoa_seed,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,qaoa_seed_used,hog_graph_index,edges,weights
8cc129f6,3,3,1,75.0,False,True,"[1, 1, 1]",,1.8749999972776217,1.8749999972776217,,,,,1.0588939308760679,1.0588939308760679,1.0588939308760679,1.0588939308760679,"[1.0588939308760679, 1.0786171563444018, 1.0855722512590205, 1.0842135543251845, 1.0847560655445465, 1.0929111787428392, 1.1076608487771669, 1.1252869491029704, 1.1433949266983856, 1.1634717463187823, 1.1885990698640165, 1.2187175694581955, 1.2498547086373728, 1.2758698389577354, 1.2922981393862025, 1.3008663851581765, 1.305597711530966, 1.308165648410613, 1.3091967104942397, 1.3091504335319155, 1.3082923823372394, 1.3067892959112053, 1.3051578603738454, 1.3044028303431312, 1.3052450131790116, 1.3075351761924834, 1.3106836379939106, 1.3142934123394625, 1.3182064331179997, 1.3221249646534796, 1.325403798610835, 1.3272786494799476, 1.3273148272557242, 1.3257248753171618, 1.3233535044839402, 1.3213350415494807, 1.3205873046764731, 1.321409850328162, 1.3234086921450485, 1.3257599783516916, 1.327635312004249, 1.328565384585399, 1.3285818246869812, 1.3280953874421255, 1.327606689901514, 1.327434293898714, 1.3276067772777598, 1.327937431035959, 1.3281958493479897, 1.3282633880037407, 1.328191659021584, 1.3281452101501137, 1.3282776294077676, 1.3286261261404677, 1.3290882741902357, 1.3294845925119518, 1.3296610841185015, 1.3295725853531966, 1.3293041432481758, 1.329021181067301, 1.328878119000449, 1.3289395510084436, 1.3291583986643822, 1.3294177649306398, 1.3296042264789971, 1.3296669574693547, 1.3296309008998783, 1.3295639482356798, 1.3295261456422323, 1.329536011348196, 1.3295716555182036, 1.3295984729949653, 1.3295994072505217, 1.3295860217912494, 1.3295854365305717, 1.3296159043003173]",75,0.7059292872507119,,0.2707219734242494,0.2707219734242494,1.3296159043003173,,0.8864106028668782,,,,1.410132646560669,1.4760634899139404,True,0.06992769241333008,0.003984212875366211,0.0,0.06992769241333008,Results/warm_start_cache/fast_test_scs/stress_test__filehash_182b889d/hog_idx000117_ef04306f2d85_seed42_L1_M1_amplified.npz,1.4209294319152832,2026-08-29 13:31:02,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,False,False,True,2,True,False,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/stress_test.txt,True,Results/warm_start_cache/fast_test_scs,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp4_v2_standardZeroAngles,1,42,117,"[(1, 2), (0, 1), (0, 2)]","[1.0, 1.0, 1.0]"
53848a48,4,4,1,75.0,False,True,"[1, 1, 1]",,3.9999998188257173,3.9999998188257173,,,,,1.9999998531805179,1.9999998531805177,1.9999998531805183,1.9999998531805183,"[1.9999998531805183, 1.9701205560767465, 1.9980987049797347, 1.9934470814339318, 1.9828297112786815, 1.987062394121672, 1.9962370011575188, 1.9999857651379307, 1.9965564642575149, 1.9921181994370194, 1.9920802786452547, 1.9957467543400311, 1.9992579074237702, 1.9998027174217756, 1.9977505162996338, 1.995785409351118, 1.9959244385596229, 1.997808841532085, 1.9996102922749648, 1.999903545918727, 1.9988330448972857, 1.997754575643286, 1.9977804598634106, 1.9987931241093375, 1.999788927791222, 1.9999394713796212, 1.99932650458109, 1.9987382350427072, 1.9988033020969362, 1.999407895518074, 1.9999300446544674, 1.9999224385265115, 1.9995284867378473, 1.9992548943990194, 1.9994000542161887, 1.9997802990743954, 1.9999950673256306, 1.9998771015290975, 1.9996360041860015, 1.9995782290407484, 1.999759228868026, 1.9999616383742298, 1.9999770547576614, 1.9998378660378269, 1.9997452526960735, 1.9998131052221197, 1.9999495829896943, 1.9999960031628792, 1.999924330947873, 1.9998513073213786, 1.9998756426366404, 1.9999601473630646, 1.999998506234006, 1.9999582469939199, 1.9999104949615827, 1.9999238354083575, 1.9999766300718127, 1.9999988930570183, 1.9999714382005456, 1.9999436179702732, 1.9999569208062018, 1.9999901450757076, 1.9999979773601217, 1.9999770477418244, 1.999964243352803, 1.9999788178519828, 1.999997867248683, 1.999995575227378, 1.9999808635683487, 1.9999791125946194, 1.9999923647152136, 1.9999999568810019, 1.9999928946630228, 1.9999856270681406, 1.9999904121015202, 1.9999988995397744]",75,0.6666666177268392,,6.661338147750939e-16,4.440892098500626e-16,1.9999998531805183,,0.6666666177268394,,,,1.705392599105835,1.787071704864502,True,0.08581304550170898,0.0041234493255615234,0.0,0.08581304550170898,Results/warm_start_cache/fast_test_scs/stress_test__filehash_182b889d/hog_idx000142_39af675d2bf7_seed42_L1_M1_amplified.npz,1.715785026550293,2026-08-29 13:31:02,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,True,2,True,False,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/stress_test.txt,True,Results/warm_start_cache/fast_test_scs,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp4_v2_standardZeroAngles,1,42,142,"[(1, 2), (0, 1), (2, 3), (0, 3)]","[1.0, 1.0, 1.0, 1.0]"
6bc53030,5,8,1,75.0,False,True,"[1, 1, 1]",4.000000000000004,4.999999659026254,4.999999659026254,,,,,2.9999750069472566,2.9999750069472584,2.9999750069472566,2.9999750069472566,"[2.9999750069472566, 2.9549377799423837, 2.9970699515730357, 2.991019708032505, 2.9754725787431253, 2.980621494593944, 2.9933672211551645, 2.9998582824243454, 2.9972485188850784, 2.9915496346607537, 2.9893068231721487, 2.9917491938507212, 2.996098119674468, 2.9991461071036456, 2.999489825894673, 2.9979314201949974, 2.996320477249997, 2.995919046248081, 2.996717359314628, 2.9979207126658913, 2.998816991981241, 2.9992422511596306, 2.9993622536471087, 2.9992356367460515, 2.9988270502879697, 2.998350335331668, 2.9982507797301703, 2.9987247140494695, 2.999444311456558, 2.999880801485067, 2.999838214905151, 2.9995697070821783, 2.999395367945115, 2.999367662640871, 2.999375884563634, 2.9994163323679603, 2.999582135603066, 2.9998345285896857, 2.9999729245622206, 2.9998892362125327, 2.999719591408965, 2.99965354185056, 2.999701136079882, 2.9997578139088317, 2.9998003551945396, 2.9998760043055492, 2.9999566085623526, 2.9999551565540363, 2.999876320344975, 2.999822242251939, 2.999842104451304, 2.9998852757280825, 2.999910030843977, 2.9999347246963026, 2.9999635932112736, 2.999960111888138, 2.999922401063383, 2.9999009159709193, 2.9999175938509666, 2.9999408852751177, 2.999951225967376, 2.999961510530536, 2.9999702122165313, 2.9999604109225886, 2.9999424840881868, 2.999941927323524, 2.9999556323625844, 2.9999642101846846, 2.999967315442796, 2.999971386691746, 2.9999696465877257, 2.999960811753033, 2.999958120566066, 2.9999648478338985, 2.999970214344591, 2.9999714959145924]",75,0.7499937517368138,,-1.7763568394002505e-15,0.0,2.9999750069472566,,0.7499937517368134,,,,2.135953664779663,2.2123897075653076,True,0.08066725730895996,0.004218339920043945,0.0,0.08066725730895996,Results/warm_start_cache/fast_test_scs/stress_test__filehash_182b889d/hog_idx000030_a848fda510fb_seed42_L1_M1_amplified.npz,2.147566556930542,2026-08-29 13:31:03,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,False,False,False,,True,False,True,False,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/stress_test.txt,True,Results/warm_start_cache/fast_test_scs,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp4_v2_standardZeroAngles,1,42,30,"[(0, 1), (2, 3), (0, 4), (1, 2), (3, 4), (1, 4), (0, 2), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
86d6f512,7,12,1,75.0,False,True,"[1, 1, 1]",7.500000000000011,12.000000778064178,12.000000778064178,,,,,5.99999999999814,5.999999999998143,5.999999999998143,5.999999999998143,"[5.999999999998143, 5.969492596022042, 5.942545488695924, 5.980410634617025, 5.989224698573042, 5.967357319368256, 5.983760537931223, 5.9973186393981175, 5.985126644165735, 5.982076950541573, 5.9949208187053005, 5.998255719747741, 5.989929235659024, 5.989726570174658, 5.997750267212678, 5.999130881970589, 5.993605000486475, 5.99341224796037, 5.998583032087715, 5.999407385617408, 5.995658880526618, 5.995481712367413, 5.998913237735636, 5.999316234666188, 5.996763525862947, 5.996827114231678, 5.999194805052966, 5.999261063810196, 5.997554132207295, 5.997946423001697, 5.999576727155799, 5.999298588182572, 5.998246999365138, 5.9989029976908235, 5.999884118915035, 5.999351893715637, 5.998853277172531, 5.999590981051037, 5.999956096949043, 5.999366058913323, 5.999352037330854, 5.999932001373582, 5.999812139261475, 5.999433329848821, 5.999728265191209, 5.999962422023392, 5.999655572138631, 5.9996369299889585, 5.99993563862914, 5.999841681466702, 5.999682002698494, 5.999885106767975, 5.999946039352717, 5.99978447412303, 5.99986979722597, 5.999988242464515, 5.999877293231158, 5.999882223728979, 5.999996366803034, 5.999935139637122, 5.999902267293496, 5.999990552469872, 5.999962457562424, 5.999920148903397, 5.999983762430858, 5.99997377091273, 5.999935924093589, 5.999982429027987, 5.999980396094983, 5.99995136142878, 5.999986792380925, 5.999986055596768, 5.999965498711369, 5.999992937736067, 5.999990016657963, 5.99997624881346]",75,0.7999999999997512,,0.0,2.6645352591003757e-15,5.999999999998143,,0.7999999999997512,,,,2.5842535495758057,2.675379991531372,True,0.09213733673095703,0.0009975433349609375,0.0,0.09213733673095703,Results/warm_start_cache/fast_test_scs/stress_test__filehash_182b889d/hog_idx000130_b5f1ecc26b18_seed42_L1_M1_amplified.npz,2.595858335494995,2026-08-29 13:31:03,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,True,False,,False,False,False,False,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/stress_test.txt,True,Results/warm_start_cache/fast_test_scs,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp4_v2_standardZeroAngles,1,42,130,"[(1, 3), (2, 3), (1, 6), (0, 4), (2, 6), (0, 3), (0, 6), (1, 5), (2, 5), (0, 5), (1, 4), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2464b3eb,3,3,2,75.0,False,True,"[1, 1, 1]",,1.8749999972776217,1.8749999972776217,,,,,1.0588939308760679,1.0588939308760679,1.0588939308760679,1.0588939308760679,"[1.0588939308760679, 1.0840343183843233, 1.0752555888154116, 1.0754090825281357, 1.0902146424515533, 1.1058238056486844, 1.119073104695803, 1.1397488441063917, 1.1691556256162354, 1.2078435899423747, 1.252559670212211, 1.295000519048369, 1.3249357251423826, 1.3383395783308565, 1.3347093355042132, 1.324968671141883, 1.325215927788405, 1.3313867441504208, 1.3377940512505782, 1.3473984548176514, 1.3581240041853542, 1.36564895252018, 1.3683219982672554, 1.368149064863574, 1.366901911707818, 1.3653595498793656, 1.3649667722760979, 1.3670978863439016, 1.3714550036143853, 1.376137175737502, 1.3794342722055262, 1.3813568326648207, 1.38258593661047, 1.3825757053868442, 1.380604723108668, 1.3779433999553878, 1.3771621909927443, 1.3790568148732059, 1.3820344397782502, 1.3843081103636816, 1.385448417530918, 1.3857666008471594, 1.385409827612218, 1.384608069053535, 1.3839139116410717, 1.3837680679439583, 1.384162459530105, 1.3848458708874452, 1.3856062921945294, 1.3862266003890527, 1.3864842231366743, 1.3864711860055852, 1.38662259404268, 1.3871687923302034, 1.3878851334840605, 1.3885284894418959, 1.3891317985408413, 1.3897848689652186, 1.3904760085540693, 1.391248511295783, 1.3922952254376053, 1.3938143490038977, 1.39587992149522, 1.3984999248193732, 1.401739109131607, 1.4057762876995064, 1.4109024489471866, 1.4174528135685533, 1.4256444268146016, 1.435377643230174, 1.4460920699162958, 1.456682880075152, 1.465534693580378, 1.4710259635857514, 1.4727765438725524, 1.4724577805325034]",75,0.7059292872507119,,0.41356384965643556,0.41356384965643556,1.4724577805325034,,0.9816385203550023,,,,2.6467838287353516,2.71549129486084,True,0.06992769241333008,0.001207113265991211,0.0,0.06992769241333008,Results/warm_start_cache/fast_test_scs/stress_test__filehash_182b889d/hog_idx000117_ef04306f2d85_seed42_L1_M1_amplified.npz,2.6608290672302246,2026-08-29 13:31:03,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,False,False,True,2,True,False,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/stress_test.txt,True,Results/warm_start_cache/fast_test_scs,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp4_v2_standardZeroAngles,1,42,117,"[(1, 2), (0, 1), (0, 2)]","[1.0, 1.0, 1.0]"
36942589,4,4,2,75.0,False,True,"[1, 1, 1]",,3.9999998188257173,3.9999998188257173,,,,,1.9999998531805179,1.9999998531805177,1.9999998531805183,1.9999998531805183,"[1.9999998531805183, 1.883944485589704, 1.9923768679820184, 1.973033754026448, 1.9339157787211234, 1.9522278822566541, 1.9870987697053937, 1.9998254204060233, 1.987720049727562, 1.974072625682718, 1.9743866993681993, 1.98513680348661, 1.9959880301134798, 2.000398000189392, 1.9985446502440418, 1.9943183608401016, 1.9912817491040675, 1.9909437691193606, 1.9930957307975985, 1.9966774319013294, 2.000400707470713, 2.0035677646110566, 2.007382277147075, 2.0161827658037894, 2.0382160010475427, 2.0847716977609188, 2.163153036003246, 2.2686510165113747, 2.394686985011295, 2.521796697577529, 2.635664990644146, 2.728848592952838, 2.787784318777729, 2.798965265766889, 2.7654863211344103, 2.726792217316083, 2.7205126645709563, 2.7365319943108344, 2.7526016872761017, 2.772584115358965, 2.8076087089363453, 2.8520145968106974, 2.8887570309692236, 2.902716026435954, 2.889872651430702, 2.863460584940004, 2.8426878088774212, 2.836347034612334, 2.842307660190665, 2.855583064278782, 2.8726666356331925, 2.890186882389658, 2.9036271073756814, 2.908557827798119, 2.9038403042101817, 2.894178068783223, 2.8868495041176025, 2.884857076190094, 2.886566587362401, 2.890873486329608, 2.8978562747437815, 2.9054897969956324, 2.9101933202504466, 2.910231542841373, 2.907076689817667, 2.903799773574936, 2.902318336382113, 2.9025076417518396, 2.9036853195095977, 2.9056355499532223, 2.907980353005652, 2.909779286391436, 2.9103051279242718, 2.909779241616201, 2.9090993881542095, 2.9088403514803223]",75,0.6666666177268392,,0.9088404982998046,0.9088404982998044,2.9088403514803223,,0.9696134504934407,,,,3.066636323928833,3.148719072341919,True,0.08581304550170898,0.0037178993225097656,0.0,0.08581304550170898,Results/warm_start_cache/fast_test_scs/stress_test__filehash_182b889d/hog_idx000142_39af675d2bf7_seed42_L1_M1_amplified.npz,3.0765511989593506,2026-08-29 13:31:04,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,True,2,True,False,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/stress_test.txt,True,Results/warm_start_cache/fast_test_scs,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp4_v2_standardZeroAngles,1,42,142,"[(1, 2), (0, 1), (2, 3), (0, 3)]","[1.0, 1.0, 1.0, 1.0]"
df66fc1d,3,3,3,75.0,False,True,"[1, 1, 1]",,1.8749999972776217,1.8749999972776217,,,,,1.0588939308760679,1.0588939308760679,1.0588939308760679,1.0588939308760679,"[1.0588939308760679, 1.0741376538835954, 1.0711200583722473, 1.0863540501688274, 1.0974901511082682, 1.1065024343693919, 1.1352082856759573, 1.1812677674987329, 1.2380400152739706, 1.2927712015479442, 1.3308144300528373, 1.344113097832663, 1.3319889656351025, 1.3136193469376432, 1.3023223746872878, 1.305285837258793, 1.3210451819823088, 1.3422473554111611, 1.3605804664410415, 1.3685221046170475, 1.363404252561225, 1.3529999127239407, 1.3460388008083517, 1.3452660678068962, 1.3493469504917088, 1.356400442427414, 1.3648435140834647, 1.3723679126012294, 1.3758466553358981, 1.3739018978757287, 1.3695384465450156, 1.3670408625735406, 1.3676489530198639, 1.370249612022374, 1.3738126702702322, 1.377834792151715, 1.380774696807062, 1.3810838202300724, 1.3795301705640766, 1.3783470356527185, 1.378800152111315, 1.3804400527963476, 1.382490751234549, 1.3848083557957562, 1.387026390505078, 1.388356072224409, 1.388681910763027, 1.3887778069246752, 1.3891493570463744, 1.3896113246917114, 1.390355442199352, 1.3918072297670143, 1.39384247552277, 1.3963042077068912, 1.3998870029532213, 1.405789208283034, 1.4148594475549188, 1.4275957419578318, 1.4439772507256174, 1.4623959614501587, 1.4785045647747663, 1.4859974450113114, 1.4815511060690723, 1.4712855307794352, 1.4664708365928025, 1.4709373129087242, 1.4805799850790202, 1.4891910649314481, 1.4932116127939812, 1.4931270986444234, 1.4906284654925062, 1.4882576579584195, 1.487730110264201, 1.489149855079522, 1.4911835483758964, 1.4928767915747687]",75,0.7059292872507119,,0.43398286069870085,0.43398286069870085,1.4928767915747687,,0.9952511943831791,,,,4.492895603179932,4.5607569217681885,True,0.06992769241333008,0.002053499221801758,0.0,0.06992769241333008,Results/warm_start_cache/fast_test_scs/stress_test__filehash_182b889d/hog_idx000117_ef04306f2d85_seed42_L1_M1_amplified.npz,4.504728317260742,2026-08-29 13:31:05,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,False,False,True,2,True,False,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/stress_test.txt,True,Results/warm_start_cache/fast_test_scs,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp4_v2_standardZeroAngles,1,42,117,"[(1, 2), (0, 1), (0, 2)]","[1.0, 1.0, 1.0]"
ecb9d168,4,4,3,75.0,False,True,"[1, 1, 1]",,3.9999998188257173,3.9999998188257173,,,,,1.9999998531805179,1.9999998531805177,1.9999998531805183,1.9999998531805183,"[1.9999998531805183, 1.7513987777389755, 1.982917235998708, 1.9376469731841917, 1.8616180975057917, 1.9049586992196426, 1.9768999931609643, 1.9988645332860542, 1.9743024102518083, 1.9540422303147138, 1.9641584997381574, 1.9959199380260708, 2.0313639530548695, 2.0597159295372385, 2.0930571538660367, 2.1733756216797566, 2.317160133591608, 2.4793680403257787, 2.5966222276413733, 2.633908757117813, 2.6175047973939445, 2.580737065678026, 2.566623687126134, 2.609857976544889, 2.692582976669925, 2.774986359110237, 2.828134376833527, 2.8473034054625694, 2.8413982621759075, 2.8277546205850776, 2.826673318995253, 2.836145178249135, 2.8475726107947605, 2.8621820030714358, 2.877053471628303, 2.8795256559036106, 2.869760533541508, 2.865794344011682, 2.8747844483881413, 2.8872293396966926, 2.8922438157907395, 2.889457875256355, 2.886940411940041, 2.889495926787519, 2.8949441098909228, 2.899831158439952, 2.902816897955555, 2.903401432823201, 2.901329300521084, 2.8979641326912993, 2.8963800020770023, 2.8989554719344843, 2.9045160116122606, 2.9089965463073004, 2.909960381524173, 2.9088343633296754, 2.9076394337449134, 2.9063628593819293, 2.9050342281387787, 2.905215404958505, 2.9074905576304535, 2.910038997038765, 2.9110709663178858, 2.9107407845370825, 2.910084241284214, 2.909565825555341, 2.9092106459572022, 2.9092598659590436, 2.909878786209573, 2.9106252455593973, 2.9110019431236727, 2.9111268608346372, 2.9111930631142515, 2.911024347245029, 2.910730194176283, 2.910781285116782]",75,0.6666666177268392,,0.9107814319362642,0.9107814319362639,2.910781285116782,,0.9702604283722606,,,,5.446560621261597,5.529261112213135,True,0.08581304550170898,0.0031006336212158203,0.0,0.08581304550170898,Results/warm_start_cache/fast_test_scs/stress_test__filehash_182b889d/hog_idx000142_39af675d2bf7_seed42_L1_M1_amplified.npz,5.457482814788818,2026-08-29 13:31:06,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,True,True,2,True,False,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/stress_test.txt,True,Results/warm_start_cache/fast_test_scs,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp4_v2_standardZeroAngles,1,42,142,"[(1, 2), (0, 1), (2, 3), (0, 3)]","[1.0, 1.0, 1.0, 1.0]"
3d3c9baa,7,12,2,75.0,False,True,"[1, 1, 1]",7.500000000000011,12.000000778064178,12.000000778064178,,,,,5.99999999999814,5.999999999998143,5.999999999998143,5.999999999998143,"[5.999999999998143, 5.871455175948029, 5.7498016333619395, 5.921674470326964, 5.950376801689647, 5.871892859971723, 5.936244480523677, 5.992246536951799, 5.950837315850597, 5.930143953689697, 5.973031523502518, 5.99842644928497, 5.974952252637489, 5.958554177594269, 5.9781281518286065, 5.9990696467359985, 5.991559133620908, 5.975409120553638, 5.979279557907637, 5.994600186586056, 5.997320510350738, 5.987328992814528, 5.983755570709193, 5.9921624808276555, 5.999052522710897, 5.995309771932815, 5.989249177939311, 5.99112447471814, 5.997244347208224, 5.998199378233873, 5.994251676463838, 5.99323588364886, 5.997078579373891, 5.999729990194054, 5.997838037328906, 5.995720188078269, 5.997262650396141, 5.999700294833842, 5.999292526276223, 5.997636752678937, 5.998036009648629, 5.999663972711732, 5.99965730625731, 5.998388747530209, 5.998404036975797, 5.999638182476888, 5.999898202242224, 5.999054399795833, 5.998937724310565, 5.999758707568065, 6.0000126516244965, 5.999517872969008, 5.999530959750646, 6.000122528804247, 6.0002161653144945, 5.999839976936869, 5.999918302508825, 6.000358251730332, 6.000387911562965, 6.000167409717406, 6.000323052775594, 6.000632857190534, 6.00063680171114, 6.000624443990657, 6.0009215993121865, 6.001220339526982, 6.001332588917619, 6.001585373064703, 6.002079687313161, 6.0025462641306255, 6.003027453421002, 6.003826070149578, 6.004965226556169, 6.006410117577476, 6.008479354052852, 6.011588711800171]",75,0.7999999999997512,,0.011588711802028584,0.011588711802031249,6.011588711800171,,0.8015451615733551,,,,5.727224826812744,5.818050861358643,True,0.09213733673095703,0.0012993812561035156,0.0,0.09213733673095703,Results/warm_start_cache/fast_test_scs/stress_test__filehash_182b889d/hog_idx000130_b5f1ecc26b18_seed42_L1_M1_amplified.npz,5.739411354064941,2026-08-29 13:31:06,x86_64,dacsgpu0003,,64,64,3.11.15,0.24,True,False,True,False,,False,False,False,False,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/stress_test.txt,True,Results/warm_start_cache/fast_test_scs,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp4_v2_standardZeroAngles,1,42,130,"[(1, 3), (2, 3), (1, 6), (0, 4), (2, 6), (0, 3), (0, 6), (1, 5), (2, 5), (0, 5), (1, 4), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
7b199121,3,3,4,75.0,False,True,"[1, 1, 1]",,1.8749999972776217,1.8749999972776217,,,,,1.0588939308760679,1.0588939308760679,1.0588939308760679,1.0588939308760679,"[1.0588939308760679, 1.0488760916271356, 1.073324647413042, 1.0919426402794001, 1.0883162714995704, 1.1085228624429806, 1.1601584233125966, 1.2264953361423732, 1.2926455943662754, 1.339947203573452, 1.3528552422810687, 1.325207903379362, 1.2999909636602724, 1.3010775723047754, 1.3159555058899493, 1.3352399435001343, 1.3541844560622527, 1.3662687391115589, 1.3656103442389274, 1.356951922183827, 1.3506275851624558, 1.352080800379443, 1.359946147266392, 1.3708868478492968, 1.3829539698189708, 1.3940840596454982, 1.4013466916430366, 1.4040559648466666, 1.405941082518397, 1.4114441853835038, 1.4205593350762484, 1.430620612360973, 1.441166366072191, 1.4532628189232302, 1.4652773228083915, 1.47434518038097, 1.4793555587916796, 1.4806492112924396, 1.4802810854392583, 1.4816379410854632, 1.4855018766355905, 1.4898453134137422, 1.4925672760424118, 1.4925187282573795, 1.4915768907332847, 1.4924220356461133, 1.49415382578599, 1.4945805104617391, 1.4936261012901053, 1.4925261534328278, 1.4925783170952365, 1.4944277415822804, 1.4971132201259696, 1.4987788702959481, 1.4986056459041959, 1.497451939723861, 1.4967614714727906, 1.497224446794149, 1.4982414621568492, 1.498720131614798, 1.498604395161434, 1.4985366526830395, 1.498545571544466, 1.4985080960894948, 1.4984792198283021, 1.4984506546638705, 1.4986428438998773, 1.4991003556485554, 1.4995296061442978, 1.4997538399438413, 1.499653739614598, 1.499349116744701, 1.4992427337262713, 1.4994572689080952, 1.4997636275093682, 1.4998624508977974]",75,0.7059292872507119,,0.4409685200217295,0.4409685200217295,1.4998624508977974,,0.9999083005985315,,,,6.652962923049927,6.720695734024048,True,0.06992769241333008,0.0021812915802001953,0.0,0.06992769241333008,Results/warm_start_cache/fast_test_scs/stress_test__filehash_182b889d/hog_idx000117_ef04306f2d85_seed42_L1_M1_amplified.npz,6.663504123687744,2026-08-29 13:31:07,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,False,False,False,True,2,True,False,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/stress_test.txt,True,Results/warm_start_cache/fast_test_scs,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp4_v2_standardZeroAngles,1,42,117,"[(1, 2), (0, 1), (0, 2)]","[1.0, 1.0, 1.0]"
