run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,n_start,n_end,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_seed,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
b965d15f,3,3,1,50.0,False,True,"[1, 1, 1]",,3.7499999594335924,1.8749999797167962,1.1940417455737289,1.093800901630761,1.1071056608024274,1.1940417455737287,0.7960278303824858,,0.2078849592417611,0.3817571287843635,1.2979842251946092,,0.8653228167964061,,,,65.51368737220764,65.5613272190094,True,0.051226139068603516,0.0035750865936279297,0.0,0.051226139068603516,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed2000042_L2_M1_standard.npz,65.52573347091675,2026-06-24 23:42:43,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,2,1,2000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,3,2000042,,"[(0, 1), (0, 2), (1, 2)]",
2bf9f9b4,3,3,1,50.0,False,True,"[1, 1, 1]",,3.7499999594335924,1.8749999797167962,1.1164658191350436,1.093800901630761,1.058893891309655,1.1164658191350436,0.7443105460900291,,0.24661599926095734,0.36175985491173446,1.2397738187655223,,0.8265158791770149,,,,66.27978444099426,66.31605267524719,True,0.03839373588562012,0.0021147727966308594,0.0,0.03839373588562012,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed42_L2_M1_standard.npz,66.29653692245483,2026-06-24 23:42:44,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,2,1,42,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,1,42,,"[(0, 1), (0, 2), (1, 2)]",
8b109fff,3,3,1,50.0,False,True,"[1, 1, 1]",,3.7499999594335924,1.8749999797167962,1.1663019577452418,1.093800901630761,1.1095527331543988,1.1663019577452416,0.7775346384968277,,0.1844574476054035,0.297955896787089,1.2585306815479433,,0.8390204543652956,,,,66.49053621292114,66.52253913879395,True,0.035892486572265625,0.003875255584716797,0.0,0.035892486572265625,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed4000042_L2_M1_standard.npz,66.50165438652039,2026-06-24 23:42:44,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,2,1,4000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,5,4000042,,"[(0, 1), (0, 2), (1, 2)]",
8c683b35,3,3,1,50.0,False,True,"[1, 1, 1]",,3.7499999594335924,1.8749999797167962,1.142887760103247,1.093800901630761,1.057517713006784,1.1428877601032477,0.7619251734021651,,0.36391846430197017,0.5346585584948973,1.3248469922542327,,0.8832313281694885,,,,66.83351278305054,66.88042140007019,True,0.050038814544677734,0.0031173229217529297,0.0,0.050038814544677734,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed1000042_L2_M1_standard.npz,66.84455847740173,2026-06-24 23:42:44,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,2,1,1000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,2,1000042,,"[(0, 1), (0, 2), (1, 2)]",
e7d3dc58,3,3,1,50.0,False,True,"[1, 1, 1]",,3.7499999594335924,1.8749999797167962,1.1320648358283079,1.093800901630761,1.0805077876724387,1.1320648358283079,0.7547098905522053,,0.6119527932046864,0.7150668895164247,1.438041232430651,,0.9586941549537674,,,,67.35247087478638,67.38769960403442,True,0.03881096839904785,0.0035505294799804688,0.0,0.03881096839904785,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed3000042_L2_M1_standard.npz,67.36404037475586,2026-06-24 23:42:45,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,2,1,3000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,4,3000042,,"[(0, 1), (0, 2), (1, 2)]",
c9076d3d,3,3,1,50.0,False,True,"[1, 1, 1]",,3.7499999594335924,1.8749999797167962,1.1747742481478376,1.093800901630761,1.1194575070571775,1.1747742481478374,0.7831828320985582,,0.4083087728407495,0.5189422550220693,1.3789286345682121,,0.919285756378808,,,,66.83029794692993,66.86439967155457,True,0.035871267318725586,0.001760721206665039,0.0,0.035871267318725586,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed5000042_L2_M1_standard.npz,66.83708214759827,2026-06-24 23:42:45,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,2,1,5000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,6,5000042,,"[(0, 1), (0, 2), (1, 2)]",
b9d1406c,3,3,1,50.0,False,True,"[1, 1, 1]",,3.7499999594335924,1.8749999797167962,1.0486084583525557,1.093800901630761,1.024096794119576,1.0486084583525552,0.6990723055683702,,0.4727069916987947,0.5217303201647532,1.2849619542019526,,0.8566413028013017,,,,65.70125436782837,65.73573303222656,True,0.03630375862121582,0.001814126968383789,0.0,0.03630375862121582,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed8000042_L2_M1_standard.npz,65.71068120002747,2026-06-24 23:42:46,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,2,1,8000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,9,8000042,,"[(0, 1), (0, 2), (1, 2)]",
d20021ca,3,3,1,50.0,False,True,"[1, 1, 1]",,3.7499999594335924,1.8749999797167962,1.1700632053014948,1.093800901630761,1.0927112109761992,1.1700632053014943,0.7800421368676629,,0.1964233521638592,0.3511273408144495,1.268274881383424,,0.8455165875889493,,,,66.9955325126648,67.03109979629517,True,0.037333011627197266,0.0017542839050292969,0.0,0.037333011627197266,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed6000042_L2_M1_standard.npz,67.00081658363342,2026-06-24 23:42:46,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,2,1,6000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,7,6000042,,"[(0, 1), (0, 2), (1, 2)]",
8c5f113a,3,3,1,50.0,False,True,"[1, 1, 1]",,3.7499999594335924,1.8749999797167962,1.1381500003431757,1.093800901630761,1.0652168958904942,1.1381500003431755,0.7587666668954504,,0.5053021238428421,0.6511683327482047,1.3908010622645965,,0.9272007081763977,,,,66.44822955131531,66.48022699356079,True,0.0338139533996582,0.0018086433410644531,0.0,0.0338139533996582,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed7000042_L2_M1_standard.npz,66.4537353515625,2026-06-24 23:42:46,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,2,1,7000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,8,7000042,,"[(0, 1), (0, 2), (1, 2)]",
ae24de92,3,3,1,50.0,False,True,"[1, 1, 1]",,3.7499999594335924,1.8749999797167962,1.1334808401303496,1.093800901630761,1.0700267758911068,1.1334808401303498,0.7556538934202331,,0.36500193908101597,0.49191006755950184,1.3159818096708578,,0.8773212064472385,,,,67.12315583229065,67.1588773727417,True,0.03768205642700195,0.0019466876983642578,0.0,0.03768205642700195,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed9000042_L2_M1_standard.npz,67.12943816184998,2026-06-24 23:42:48,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,2,1,9000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,10,9000042,,"[(0, 1), (0, 2), (1, 2)]",
