run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,algorithm17_analytic_F_value,algorithm17_F_bound_applicable,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_initial_point_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,circuit_type,learning_rate_adam,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_seed,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,max_graph_vertices,qaoa_seed,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,qaoa_seed_used,hog_graph_index,edges,weights
c5549b9b,4,4,1,75.0,False,True,"[1, 1, 1]",,3.9999998188257173,3.9999998188257173,,,,,1.9999998531805179,1.9999998531805177,1.9999998531805183,1.9999998531805183,"[1.9999998531805183, 1.9701205560767465, 1.9980987049797347, 1.9934470814339318, 1.9828297112786815, 1.987062394121672, 1.9962370011575188, 1.9999857651379307, 1.9965564642575149, 1.9921181994370194, 1.9920802786452547, 1.9957467543400311, 1.9992579074237702, 1.9998027174217756, 1.9977505162996338, 1.995785409351118, 1.9959244385596229, 1.997808841532085, 1.9996102922749648, 1.999903545918727, 1.9988330448972857, 1.997754575643286, 1.9977804598634106, 1.9987931241093375, 1.999788927791222, 1.9999394713796212, 1.99932650458109, 1.9987382350427072, 1.9988033020969362, 1.999407895518074, 1.9999300446544674, 1.9999224385265115, 1.9995284867378473, 1.9992548943990194, 1.9994000542161887, 1.9997802990743954, 1.9999950673256306, 1.9998771015290975, 1.9996360041860015, 1.9995782290407484, 1.999759228868026, 1.9999616383742298, 1.9999770547576614, 1.9998378660378269, 1.9997452526960735, 1.9998131052221197, 1.9999495829896943, 1.9999960031628792, 1.999924330947873, 1.9998513073213786, 1.9998756426366404, 1.9999601473630646, 1.999998506234006, 1.9999582469939199, 1.9999104949615827, 1.9999238354083575, 1.9999766300718127, 1.9999988930570183, 1.9999714382005456, 1.9999436179702732, 1.9999569208062018, 1.9999901450757076, 1.9999979773601217, 1.9999770477418244, 1.999964243352803, 1.9999788178519828, 1.999997867248683, 1.999995575227378, 1.9999808635683487, 1.9999791125946194, 1.9999923647152136, 1.9999999568810019, 1.9999928946630228, 1.9999856270681406, 1.9999904121015202, 1.9999988995397744]",75,0.6666666177268392,,6.661338147750939e-16,4.440892098500626e-16,1.9999998531805183,,0.6666666177268394,,,,4.161791563034058,4.240469217300415,True,0.08065676689147949,0.001965761184692383,0.0,0.08065676689147949,Results/warm_start_cache/cycle_graphs_3to12vertices_10instances_AdjacencyList__filehash_1a582721/hog_idx000001_39af675d2bf7_seed42_L1_M1_amplified.npz,4.175909519195557,2026-08-27 14:31:34,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,True,2,True,False,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles_v2,1,42,1,"[(1, 2), (0, 1), (2, 3), (0, 3)]","[1.0, 1.0, 1.0, 1.0]"
5488b16d,4,4,2,75.0,False,True,"[1, 1, 1]",,3.9999998188257173,3.9999998188257173,,,,,1.9999998531805179,1.9999998531805177,1.9999998531805183,1.9999998531805183,"[1.9999998531805183, 1.883944485589704, 1.9923768679820184, 1.973033754026448, 1.9339157787211234, 1.9522278822566541, 1.9870987697053937, 1.9998254204060233, 1.987720049727562, 1.974072625682718, 1.9743866993681993, 1.98513680348661, 1.9959880301134798, 2.000398000189392, 1.9985446502440418, 1.9943183608401016, 1.9912817491040675, 1.9909437691193606, 1.9930957307975985, 1.9966774319013294, 2.000400707470713, 2.0035677646110566, 2.007382277147075, 2.0161827658037894, 2.0382160010475427, 2.0847716977609188, 2.163153036003246, 2.2686510165113747, 2.394686985011295, 2.521796697577529, 2.635664990644146, 2.728848592952838, 2.787784318777729, 2.798965265766889, 2.7654863211344103, 2.726792217316083, 2.7205126645709563, 2.7365319943108344, 2.7526016872761017, 2.772584115358965, 2.8076087089363453, 2.8520145968106974, 2.8887570309692236, 2.902716026435954, 2.889872651430702, 2.863460584940004, 2.8426878088774212, 2.836347034612334, 2.842307660190665, 2.855583064278782, 2.8726666356331925, 2.890186882389658, 2.9036271073756814, 2.908557827798119, 2.9038403042101817, 2.894178068783223, 2.8868495041176025, 2.884857076190094, 2.886566587362401, 2.890873486329608, 2.8978562747437815, 2.9054897969956324, 2.9101933202504466, 2.910231542841373, 2.907076689817667, 2.903799773574936, 2.902318336382113, 2.9025076417518396, 2.9036853195095977, 2.9056355499532223, 2.907980353005652, 2.909779286391436, 2.9103051279242718, 2.909779241616201, 2.9090993881542095, 2.9088403514803223]",75,0.6666666177268392,,0.9088404982998046,0.9088404982998044,2.9088403514803223,,0.9696134504934407,,,,7.755252361297607,7.834293842315674,True,0.08065676689147949,0.0016016960144042969,0.0,0.08065676689147949,Results/warm_start_cache/cycle_graphs_3to12vertices_10instances_AdjacencyList__filehash_1a582721/hog_idx000001_39af675d2bf7_seed42_L1_M1_amplified.npz,7.785085201263428,2026-08-27 14:31:38,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,True,2,True,False,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles_v2,1,42,1,"[(1, 2), (0, 1), (2, 3), (0, 3)]","[1.0, 1.0, 1.0, 1.0]"
ead1d1b9,4,4,3,75.0,False,True,"[1, 1, 1]",,3.9999998188257173,3.9999998188257173,,,,,1.9999998531805179,1.9999998531805177,1.9999998531805183,1.9999998531805183,"[1.9999998531805183, 1.7513987777389755, 1.982917235998708, 1.9376469731841917, 1.8616180975057917, 1.9049586992196426, 1.9768999931609643, 1.9988645332860542, 1.9743024102518083, 1.9540422303147138, 1.9641584997381574, 1.9959199380260708, 2.0313639530548695, 2.0597159295372385, 2.0930571538660367, 2.1733756216797566, 2.317160133591608, 2.4793680403257787, 2.5966222276413733, 2.633908757117813, 2.6175047973939445, 2.580737065678026, 2.566623687126134, 2.609857976544889, 2.687738420329166, 2.761750910111346, 2.8106097803284227, 2.834015351122781, 2.835994316765965, 2.8240081596484767, 2.8209615398859236, 2.8355433655901363, 2.855851004857679, 2.8694725190513695, 2.8735725565772654, 2.8702310104439435, 2.864897372330433, 2.8639612176994222, 2.870576439782045, 2.881412360710724, 2.8891280148471608, 2.890045271952135, 2.8877145809611027, 2.888395414956298, 2.8943951131314947, 2.901917352267369, 2.9050992334641825, 2.9023159059866948, 2.8975006982061484, 2.8949914996899206, 2.895655484965889, 2.898640367911773, 2.903435094133112, 2.908428739697393, 2.9107533253911226, 2.9095762594207986, 2.9071109077084434, 2.9055017782464994, 2.9050141817336677, 2.9054344772597234, 2.9069344883607697, 2.9091065393437523, 2.9105806901860443, 2.910468564500763, 2.909615854721651, 2.9093850522461744, 2.909745784643708, 2.9098767528786986, 2.909858629908393, 2.9102275871605046, 2.9107197313770663, 2.9108087280159647, 2.9106519831054642, 2.9106792977106815, 2.9109163235157527, 2.9111195846163924]",75,0.6666666177268392,,0.9111197314358748,0.9111197314358745,2.9111195846163924,,0.9703731948721308,,,,12.017921447753906,12.097111225128174,True,0.08065676689147949,0.001451253890991211,0.0,0.08065676689147949,Results/warm_start_cache/cycle_graphs_3to12vertices_10instances_AdjacencyList__filehash_1a582721/hog_idx000001_39af675d2bf7_seed42_L1_M1_amplified.npz,12.052734613418579,2026-08-27 14:31:42,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,True,2,True,False,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles_v2,1,42,1,"[(1, 2), (0, 1), (2, 3), (0, 3)]","[1.0, 1.0, 1.0, 1.0]"
737e31c2,8,8,1,75.0,False,True,"[1, 1, 1]",,7.999998910409181,7.999998910409181,,,,,3.9999997544468275,3.999999754446828,3.999999754446828,3.999999754446828,"[3.999999754446828, 3.956041642564399, 3.997715498919068, 3.994402621206132, 3.985398741026211, 3.9893930548571337, 3.998761532676013, 4.006277954921381, 4.012651318096977, 4.026043588782369, 4.058512770288452, 4.1241065848137035, 4.2309070712235535, 4.36992232658677, 4.512542059474328, 4.615257488955967, 4.64710601440909, 4.645504036180349, 4.66306113331156, 4.700990341813257, 4.740625792770675, 4.76736255930926, 4.78058814773562, 4.786860315680065, 4.786195448860043, 4.777282604324232, 4.766008443758828, 4.762911660667337, 4.7748421269800385, 4.7986689540819025, 4.8220880080524235, 4.831466296151413, 4.8225743021480705, 4.8056260457995, 4.796349510238247, 4.801272353909012, 4.814324747096174, 4.82490421658561, 4.827003732729087, 4.822366949845498, 4.816745775395242, 4.8143445069239394, 4.8157371726120966, 4.8193069080508195, 4.82323787236374, 4.826203594086804, 4.827265208994527, 4.826202997454772, 4.824110766148268, 4.823015093038007, 4.824297710899866, 4.827377002597604, 4.830125024382931, 4.830752549359641, 4.829377289615669, 4.827744755897075, 4.827467865681167, 4.828668506226297, 4.830239232294368, 4.831110721303521, 4.831092591901131, 4.830652841812866, 4.830257511848362, 4.830103905952444, 4.830255184256054, 4.830692274542971, 4.831197613505555, 4.831408321306079, 4.831155663656978, 4.830703846992347, 4.8305157138423045, 4.8307658319452145, 4.831184202404426, 4.831397055114955, 4.8313156106938955, 4.831137169191276]",75,0.7078392770212047,,0.8311374147444481,0.8311374147444486,4.831137169191276,,0.854917212739564,,,,11.726367712020874,11.822198867797852,True,0.0977926254272461,0.001943826675415039,0.0,0.0977926254272461,Results/warm_start_cache/cycle_graphs_3to12vertices_10instances_AdjacencyList__filehash_1a582721/hog_idx000005_f3b9dd34409c_seed42_L1_M1_amplified.npz,11.757936239242554,2026-08-27 14:31:43,x86_64,dacsgpu0003,,64,64,3.11.15,0.24,True,False,True,True,2,True,True,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles_v2,1,42,5,"[(0, 1), (2, 3), (0, 7), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
92b2c1f4,4,4,4,75.0,False,True,"[1, 1, 1]",,3.9999998188257173,3.9999998188257173,,,,,1.9999998531805179,1.9999998531805177,1.9999998531805183,1.9999998531805183,"[1.9999998531805183, 1.5874676763371733, 1.9697116171869389, 1.882857835544984, 1.7725290528791497, 1.8562766638637846, 1.9731681440383977, 1.9930541826715584, 1.9412994605965173, 1.9142805650185313, 1.9469297583903076, 2.0114467951046704, 2.059489710823212, 2.0737395211450607, 2.121847490034628, 2.261049309937611, 2.425759517296995, 2.5273137777821058, 2.5939219270137097, 2.630571300347663, 2.629946722739451, 2.6238988269617685, 2.6260006462588166, 2.64554572669276, 2.693607780016372, 2.7560525691925313, 2.804498793357655, 2.838212402104718, 2.8600846967953304, 2.8540834620518414, 2.8173793033405277, 2.787216645828552, 2.7937471034858605, 2.8309885302675086, 2.8685532236982687, 2.882855370910119, 2.8833590750317324, 2.8880725310761326, 2.894908156716558, 2.8923914409127027, 2.8833197291480146, 2.8802871110926773, 2.884494867648741, 2.888964512226289, 2.8930838844356037, 2.899459487094131, 2.9040669736516405, 2.903132164135797, 2.9009004212836897, 2.9021689186424044, 2.9050505130546025, 2.905957497933904, 2.9057526338400996, 2.906431615824138, 2.906951552055958, 2.906765677545633, 2.907542460242892, 2.9087981184754477, 2.9087931437611148, 2.9089466242347655, 2.910763448276216, 2.9121084036285634, 2.911609217286272, 2.911015781064086, 2.911006786612515, 2.910695570150313, 2.910636682116372, 2.9115469172825454, 2.9123798157998717, 2.9125893026805034, 2.913009870577004, 2.9134733407959668, 2.9131257125651557, 2.9125298960979236, 2.9124766776924584, 2.912622744972158]",75,0.6666666177268392,,0.9126228917916404,0.9126228917916401,2.912622744972158,,0.9708742483240527,,,,17.960729598999023,18.039843559265137,True,0.08065676689147949,0.001527547836303711,0.0,0.08065676689147949,Results/warm_start_cache/cycle_graphs_3to12vertices_10instances_AdjacencyList__filehash_1a582721/hog_idx000001_39af675d2bf7_seed42_L1_M1_amplified.npz,17.99968433380127,2026-08-27 14:31:49,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,True,True,2,True,False,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles_v2,1,42,1,"[(1, 2), (0, 1), (2, 3), (0, 3)]","[1.0, 1.0, 1.0, 1.0]"
7b6e6102,4,4,5,75.0,False,True,"[1, 1, 1]",,3.9999998188257173,3.9999998188257173,,,,,1.9999998531805179,1.9999998531805177,1.9999998531805183,1.9999998531805183,"[1.9999998531805183, 1.4100978041746668, 1.9528895940784565, 1.8044236077136595, 1.6796239910854778, 1.821200977539706, 1.9793853549291058, 1.9728748717486235, 1.8903139300001242, 1.880028331918246, 1.951952272661412, 2.0268574645982915, 2.0474698634894426, 2.071553493677158, 2.184431754277446, 2.3515933410088388, 2.434361412328397, 2.393718265640317, 2.37631113762168, 2.4728687482227225, 2.605817800881086, 2.701346170788, 2.793337296003757, 2.8260213831986936, 2.8070069012227385, 2.8098136049188276, 2.817960385820042, 2.8097345903472997, 2.8201709203115666, 2.8392932926399306, 2.83610388471729, 2.830620057985059, 2.84427362224686, 2.8581564338713443, 2.868109507454961, 2.8833863741656542, 2.8908906289855802, 2.883822066205764, 2.881246501994973, 2.8865246297278393, 2.886727423370921, 2.8893489178908216, 2.8948131162075437, 2.893067817506497, 2.8967463265838824, 2.9052550799983874, 2.905122604241215, 2.9022442294184114, 2.902375944395961, 2.9025912924289075, 2.904299101927734, 2.9070527755576983, 2.906893326330642, 2.9072673573150065, 2.9097584880540115, 2.91011829064177, 2.909977496695357, 2.909894229344002, 2.9089993390492728, 2.9098518448468003, 2.9105576578738552, 2.9105598296711155, 2.911468697018736, 2.9118505195794224, 2.9124448163365044, 2.9130611022054484, 2.9125743792118564, 2.9125818035745312, 2.91290220708016, 2.9128527512318128, 2.913148954104619, 2.9132362668315, 2.9132923003398004, 2.91365289013308, 2.9135213729156835, 2.913341477174818]",75,0.6666666177268392,,0.9133416239943002,0.9133416239943,2.913341477174818,,0.9711138257249393,,,,23.21840214729309,23.295919179916382,True,0.08065676689147949,0.0031239986419677734,0.0,0.08065676689147949,Results/warm_start_cache/cycle_graphs_3to12vertices_10instances_AdjacencyList__filehash_1a582721/hog_idx000001_39af675d2bf7_seed42_L1_M1_amplified.npz,23.252825021743774,2026-08-27 14:31:54,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,True,True,2,True,False,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles_v2,1,42,1,"[(1, 2), (0, 1), (2, 3), (0, 3)]","[1.0, 1.0, 1.0, 1.0]"
782c20be,9,9,1,75.0,False,True,"[1, 1, 1]",,8.592924894742538,8.592924894742538,,,,,4.298642293126493,4.298642293126493,4.298642293126493,4.298642293126493,"[4.298642293126493, 4.292528916161357, 4.279766922514443, 4.297226494354977, 4.291607800414329, 4.291635405087184, 4.299875818646825, 4.2966935517889775, 4.293569432061445, 4.299178431586589, 4.30148438351965, 4.298695101176363, 4.301472028557597, 4.3079963254115885, 4.311802623199721, 4.317375953976843, 4.330243955240478, 4.348071458250064, 4.36729819472497, 4.385107268590301, 4.396050616069563, 4.392546085963504, 4.377199540904558, 4.366946694041474, 4.369999979366493, 4.381329476470794, 4.392625645110398, 4.398642261522261, 4.398577891392924, 4.394732713603802, 4.3902332757831, 4.387145502071651, 4.38611112976057, 4.387104454545436, 4.389828964860442, 4.3934925273727075, 4.396831230274235, 4.39867369713865, 4.398525679958937, 4.396820954167025, 4.394808163500505, 4.393904705551028, 4.394720812303861, 4.39665703054047, 4.398467411852526, 4.399239456926211, 4.398936987660158, 4.398101915000791, 4.397279048010115, 4.396858049196003, 4.397066626115447, 4.397788277557923, 4.398598401498827, 4.3991134788142015, 4.39918624526448, 4.398871308815739, 4.398420852080674, 4.398196732453614, 4.398373926191038, 4.39878812657718, 4.399147167066882, 4.399285780930807, 4.39919537001586, 4.3989757455694445, 4.398799801852199, 4.398792746936459, 4.398933585348315, 4.399120970381968, 4.399259464919579, 4.399280740643523, 4.399190842727511, 4.399085652426761, 4.399056091763595, 4.3991136370776385, 4.399212723699326, 4.399289456667392]",75,0.7108718857493788,,0.10064716354089942,0.10064716354089942,4.399289456667392,,0.7275160338461043,,,,29.53696584701538,29.64953112602234,True,0.11405730247497559,0.0014739036560058594,0.0,0.11405730247497559,Results/warm_start_cache/cycle_graphs_3to12vertices_10instances_AdjacencyList__filehash_1a582721/hog_idx000006_babf04d63c05_seed42_L1_M1_amplified.npz,29.562371730804443,2026-08-27 14:31:58,x86_64,dacsgpu0003,,64,64,3.11.15,0.3,True,False,False,True,2,True,True,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles_v2,1,42,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (0, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
7cca5291,8,8,2,75.0,False,True,"[1, 1, 1]",,7.999998910409181,7.999998910409181,,,,,3.9999997544468275,3.999999754446828,3.999999754446828,3.999999754446828,"[3.999999754446828, 3.8531596900367466, 3.993568368321132, 3.9888278662221457, 3.9857486359645895, 4.0400647717345946, 4.149215273062262, 4.291761473122148, 4.406318370399762, 4.451527937803157, 4.529598090095715, 4.66645306395955, 4.775976239610785, 4.844538288925139, 4.931274185536093, 5.034464435346516, 5.118957723026692, 5.166169107729707, 5.166715920349134, 5.129644322516769, 5.088807454781622, 5.08063367333611, 5.113324139829169, 5.156865220480506, 5.170165547160442, 5.14353624781307, 5.11252371346875, 5.113442540609842, 5.14413410467723, 5.176320560606321, 5.18923566586536, 5.186229528612007, 5.18385760957634, 5.192061153348471, 5.207644552244752, 5.222112068923975, 5.229576388634233, 5.2295320311729006, 5.22631548187748, 5.224830696197787, 5.225543220935796, 5.225338394696538, 5.223769754065094, 5.224317764784974, 5.228747567912641, 5.234196707971918, 5.236010834081901, 5.234063900200995, 5.233367813398995, 5.236876391582349, 5.242581275811294, 5.247010047536217, 5.248569001337013, 5.248692478328644, 5.249174077087089, 5.249879761949247, 5.250858482857345, 5.252582843284569, 5.254780689741044, 5.256788653532841, 5.257708983710542, 5.257594987705972, 5.257785602749619, 5.259010555857569, 5.26099210126481, 5.262815672612514, 5.2635945617169355, 5.263653630161005, 5.2638535673908535, 5.264589339973215, 5.265565135902705, 5.266045429480298, 5.265908734439215, 5.265573916563026, 5.2653991925827714, 5.265489675356975]",75,0.7078392770212047,,1.2654899209101473,1.2654899209101478,5.265489675356975,,0.9317801584422183,,,,18.56417679786682,18.65317130088806,True,0.0977926254272461,0.008780479431152344,0.0,0.0977926254272461,Results/warm_start_cache/cycle_graphs_3to12vertices_10instances_AdjacencyList__filehash_1a582721/hog_idx000005_f3b9dd34409c_seed42_L1_M1_amplified.npz,18.597666263580322,2026-08-27 14:32:01,x86_64,dacsgpu0003,,64,64,3.11.15,0.26,True,False,True,True,2,True,True,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles_v2,1,42,5,"[(0, 1), (2, 3), (0, 7), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
ab783f25,6,6,1,75.0,False,True,"[1, 1, 1]",,6.000000504232859,6.000000504232859,,,,,2.9999999999973204,2.999999999997321,2.999999999997321,2.999999999997321,"[2.999999999997321, 2.9702900195822637, 2.9983438290577173, 2.9949104319523068, 2.9861639797202484, 2.988083333834273, 2.994330415508686, 2.9986751211723472, 2.999843944380215, 2.999137589666549, 2.9979717786123055, 2.997101638611711, 2.996826793598123, 2.99722218090785, 2.998069524982025, 2.998856587920994, 2.9992258461087724, 2.9993967753918556, 2.9997139536331017, 2.9999654328390855, 2.9998819002556942, 2.9998080112739336, 2.999959102362895, 2.999969924642353, 2.999855920649285, 2.9999665935865125, 3.0000727102480873, 3.0000230868910975, 3.0001396339069335, 3.00030718556074, 3.00036026792148, 3.0005770023037406, 3.0008797759073285, 3.0011651853518666, 3.001690922921202, 3.002393138283431, 3.003299765269526, 3.004683328613057, 3.0065421066232645, 3.0090860988578707, 3.012577872043141, 3.0170686366179766, 3.0227413221049138, 3.0295378427158055, 3.0372987908584634, 3.046029010274135, 3.055463799308161, 3.064732666821939, 3.0717429374178233, 3.0747423724979805, 3.078350185359778, 3.082752485333565, 3.085152680770916, 3.084874114577273, 3.0834898019000345, 3.0841366103660546, 3.0846567403729077, 3.0824997863716437, 3.0817064202095303, 3.082945244154237, 3.081692089751661, 3.0805933876347207, 3.0814024537052225, 3.081530152138281, 3.0805355670502257, 3.0809140074314976, 3.08171848121266, 3.081281455323659, 3.081391890652378, 3.082239730592233, 3.082484334994758, 3.082429029419394, 3.083194420149302, 3.0837200246483047, 3.0837947085803377, 3.084277261744357]",75,0.6971880083656334,,0.0842772617470362,0.08427726174703665,3.084277261744357,,0.7167737071216261,,,,6.06680965423584,6.155782461166382,True,0.09553813934326172,0.00655055046081543,0.0,0.09553813934326172,Results/warm_start_cache/cycle_graphs_3to12vertices_10instances_AdjacencyList__filehash_1a582721/hog_idx000003_04061149741d_seed42_L1_M1_amplified.npz,6.093794584274292,2026-08-27 14:32:01,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,True,2,True,True,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles_v2,1,42,3,"[(0, 1), (2, 3), (1, 2), (3, 4), (4, 5), (0, 5)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
90d1b9b4,9,9,2,75.0,False,True,"[1, 1, 1]",,8.592924894742538,8.592924894742538,,,,,4.298642293126493,4.298642293126493,4.298642293126493,4.298642293126493,"[4.298642293126493, 4.267913513990761, 4.280210223234412, 4.299252467644697, 4.288388677015206, 4.29152579655938, 4.286439003317618, 4.291291850026618, 4.296852266676629, 4.2952707378275035, 4.296504997968208, 4.296522316740032, 4.295791159233366, 4.300200833471335, 4.304384240683803, 4.308718161425229, 4.317804154661301, 4.327533818130209, 4.345853418451915, 4.373889862733285, 4.40773834735563, 4.443470777439622, 4.465168164402577, 4.4619276384362685, 4.446709641460068, 4.452073739244084, 4.489067772773881, 4.549752690491445, 4.6383976238851075, 4.750277364642453, 4.864380638261011, 4.956167291296929, 4.998612274739608, 4.993951536676302, 4.988443504643999, 5.011863111099134, 5.052590786129494, 5.091843284733229, 5.1228118515004475, 5.133429035492934, 5.128357443026939, 5.117464988830307, 5.103998485740064, 5.094695508188312, 5.094628557402178, 5.100144185417162, 5.109790335367063, 5.124599870545464, 5.138615987361982, 5.146575956622402, 5.148625285813839, 5.144602079553755, 5.137092206104211, 5.131623399189193, 5.130107212764847, 5.132436560276887, 5.138790655601394, 5.146699042667679, 5.153232446728959, 5.157597148827889, 5.159078823843227, 5.158139369104727, 5.156665714012369, 5.155309797330281, 5.154565243693609, 5.154937846886665, 5.155751729463667, 5.1567721237057995, 5.157913157100769, 5.1587454195478255, 5.159465931350158, 5.160000931419638, 5.160199571970432, 5.160285363645316, 5.160127680716711, 5.159837075281144]",75,0.7108718857493788,,0.8611947821546515,0.8611947821546515,5.159837075281144,,0.8532887506666355,,,,43.014946699142456,43.12770915031433,True,0.11405730247497559,0.0012805461883544922,0.0,0.11405730247497559,Results/warm_start_cache/cycle_graphs_3to12vertices_10instances_AdjacencyList__filehash_1a582721/hog_idx000006_babf04d63c05_seed42_L1_M1_amplified.npz,43.02730584144592,2026-08-27 14:32:11,x86_64,dacsgpu0003,,64,64,3.11.15,0.36,True,False,False,True,2,True,True,True,True,adam,False,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/cycle_graphs_3to12vertices_10instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles_v2,1,42,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (0, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
