run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,circuit_type,learning_rate_adam,compare_with_010101,init_QAOAparams_close_to_zero,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_max_retries,queue_poll_interval_seconds,qaoa_seed,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,sdp_seed,qaoa_seed_used,hog_graph_index,edges,weights
f2953277,6,9,1,50.0,False,False,"[1, 1, 1]",4.500000000000007,,,,,,,,"[0.836534742051252, 0.8970413867731958, 0.9586478956106395, 1.020954958785896, 1.083621405017635, 1.146540370392214, 1.2098099116499657, 1.273390576010335, 1.3370753958765853, 1.4005976165798186, 1.4636726591794023, 1.5260091653250933, 1.587314712274348, 1.6473044307532758, 1.7057163537568205, 1.7623347812051655, 1.8170143152481484, 1.869681247784228, 1.9202924119324556, 1.9687773598630702, 2.0150175065373945, 2.058871965644447, 2.100222676091802, 2.139013700599085, 2.17526932410326, 2.209079030191197, 2.2405550624085175, 2.269792768403072, 2.2968600852548553, 2.3218140297687424, 2.3447273675161058, 2.3657090703942765, 2.3849061380081453, 2.402482350607095, 2.4185872405045425, 2.4333384978041703, 2.446827149875659, 2.459136202224487, 2.4703573984641913, 2.480595632518079, 2.489958536096934, 2.4985394708334825, 2.5064072079642, 2.513609175241136, 2.520184254289178, 2.526175162565912, 2.531631741515272, 2.5366039544884833, 2.5411316224568097, 2.5452402633541613, 2.548946045554717]",50,,,,,2.548946045554717,,0.566432454567714,,,,1.5084245204925537,1.5084245204925537,False,,0.0,0.0,,,1.5267395973205566,2026-08-08 21:45:32,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,False,False,False,False,,True,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,46,"[(0, 1), (2, 3), (3, 5), (3, 4), (1, 5), (4, 5), (2, 5), (0, 5), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
636729ae,7,11,1,50.0,False,False,"[1, 1, 1]",5.592366185521037,,,,,,,,"[0.8628172294348754, 0.9306788500596506, 1.0005148033313973, 1.0719067582774477, 1.1444081312523187, 1.217564057777204, 1.2909625658203365, 1.3643221411185165, 1.4375233712616975, 1.5104624461068479, 1.5829051452610372, 1.6545010381859477, 1.7248462679481833, 1.7935232402666963, 1.8601231637242754, 1.9242650346060803, 1.9856185983334103, 2.0439317065075455, 2.0990523839243336, 2.150922963065204, 2.1995345074383823, 2.2448716953901147, 2.286892164218801, 2.325546833720237, 2.360817011895406, 2.3927476787564936, 2.421466422721061, 2.4471793259112844, 2.4701409937202072, 2.4906120558231333, 2.5088283658434167, 2.524994733057614, 2.539297459262676, 2.551922556292301, 2.563069112911078, 2.5729507654327994, 2.581782944946743, 2.5897617241901645, 2.5970469505495393, 2.6037586326505053, 2.609986214532692, 2.6158031061548077, 2.6212784219918057, 2.6264808736770915, 2.6314738381364173, 2.636306022465703, 2.6410046092663073, 2.645575780655659, 2.6500124745834506, 2.654304486369119, 2.658445475801584]",50,,,,,2.658445475801584,,0.47537042239552457,,,,1.6107597351074219,1.6107597351074219,False,,0.0,0.0,,,1.6248576641082764,2026-08-08 21:45:32,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,False,False,False,False,,True,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,43,"[(0, 1), (2, 3), (1, 6), (0, 4), (2, 6), (3, 5), (0, 6), (4, 5), (2, 5), (1, 4), (3, 6)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
bf3de0c7,6,11,2,50.0,False,False,"[1, 1, 1]",5.000000000000012,,,,,,,,"[2.432072387254121, 2.492349216412558, 2.551340067158517, 2.6079448186987726, 2.662697963002268, 2.7159823517429986, 2.7675308750988363, 2.817276605919462, 2.8654583261917477, 2.912280429094062, 2.957719666064684, 3.0018103384696593, 3.0447342310054406, 3.086587318765785, 3.1273221895113767, 3.1668532159792067, 3.2051336096040957, 3.242145970701576, 3.2778353558214497, 3.3120962542405423, 3.3448284738913148, 3.375963221260379, 3.405433423080744, 3.4331506620082965, 3.4590168554309355, 3.4829490531452016, 3.5048909860685753, 3.5248066554189736, 3.5426693113687366, 3.558462328575048, 3.5721907739726886, 3.583889678294959, 3.5936223128602065, 3.601475276517632, 3.6075582047507306, 3.612007539955713, 3.6149888774603416, 3.616692691894477, 3.617325702930013, 3.6171023737623904, 3.6162390426353244, 3.61494800370131, 3.613429017938123, 3.6118595123679857, 3.6103871365380216, 3.6091267008501, 3.60816024469585, 3.607538046107233, 3.607279800525375, 3.6073774784411436, 3.6078005240667688]",50,,,,,3.6078005240667688,,0.721560104813352,,,,3.2532098293304443,3.2532098293304443,False,,0.0,0.0,,,3.2650585174560547,2026-08-08 21:45:34,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,False,False,False,False,,True,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,48,"[(0, 1), (2, 3), (0, 4), (3, 5), (3, 4), (1, 5), (4, 5), (2, 5), (0, 5), (1, 4), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
20cd3c79,6,9,2,50.0,False,False,"[1, 1, 1]",4.500000000000007,,,,,,,,"[1.868535045392002, 1.9260766213185516, 1.9823084718950976, 2.0368796807883034, 2.089686530396957, 2.1407358855314897, 2.189955336445322, 2.2372263569929767, 2.2824444459635576, 2.325534226607499, 2.36644546594925, 2.4051460739821144, 2.4416156431756635, 2.4758407506440636, 2.5078121507320756, 2.5375239262265272, 2.564974018143225, 2.59016630795956, 2.6131134680906483, 2.633840655703711, 2.6523893381794346, 2.6688206027659738, 2.6832179798352906, 2.6956897586584834, 2.7063698460790993, 2.7154173829781034, 2.723014159033462, 2.7293595364785435, 2.7346628495518357, 2.7391340540533915, 2.7429734433579216, 2.746362008957726, 2.749453889959311, 2.752371363641403, 2.755203122576847, 2.7580055692732097, 2.760806498859723, 2.763610644891928, 2.766406169746518, 2.769171634728395, 2.7718826444800855, 2.774517802409813, 2.77706365822603, 2.7795179751017574, 2.781891575002526, 2.7842079436079206, 2.7865011459643707, 2.788812013705432, 2.791183064989177, 2.7936530338330217, 2.7962515059040007]",50,,,,,2.7962515059040007,,0.6213892235342214,,,,2.910853862762451,2.910853862762451,False,,0.0,0.0,,,2.921665906906128,2026-08-08 21:45:34,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,False,False,False,False,,True,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,46,"[(0, 1), (2, 3), (3, 5), (3, 4), (1, 5), (4, 5), (2, 5), (0, 5), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
011a537d,7,11,2,50.0,False,False,"[1, 1, 1]",5.592366185521037,,,,,,,,"[1.7769520067974491, 1.8420893611443183, 1.903597495294213, 1.9606428681806813, 2.012714363208109, 2.059647589981652, 2.101630822995334, 2.139177470761406, 2.173057687658786, 2.2041941763014368, 2.233539495589743, 2.2619600820156003, 2.290151480321416, 2.318596877425868, 2.347566298623729, 2.377143565116368, 2.407265127301301, 2.437760160394439, 2.4683865089976944, 2.498862229045908, 2.528893430254791, 2.5581991166918905, 2.586532307065981, 2.6136952958723985, 2.6395469194267, 2.663999879144739, 2.687009817633951, 2.708559156989911, 2.728641712783105, 2.747252069555236, 2.7643824195937765, 2.7800253335243865, 2.794179899753848, 2.8068579797196267, 2.8180889139073426, 2.827922054466036, 2.836427476586753, 2.8436961691804616, 2.8498390848570665, 2.8549860006254697, 2.859282487938278, 2.8628849917365264, 2.865954028486693, 2.8686462444119263, 2.871106832326781, 2.873463448198851, 2.8758221086157145, 2.8782651934437298, 2.8808512224604375, 2.8836153463706027, 2.8865701567727133]",50,,,,,2.8865701567727133,,0.5161625796690875,,,,3.3832366466522217,3.3832366466522217,False,,0.0,0.0,,,3.393939971923828,2026-08-08 21:45:34,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,False,False,False,False,,True,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,43,"[(0, 1), (2, 3), (1, 6), (0, 4), (2, 6), (3, 5), (0, 6), (4, 5), (2, 5), (1, 4), (3, 6)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
96c4ac48,10,11,2,50.0,False,False,"[1, 1, 1]",7.11322666711069,,,,,,,,"[2.8576646746722045, 2.9496825561167253, 3.040062042080487, 3.128964991301096, 3.2183192975440917, 3.309735216672356, 3.4034565451984067, 3.4991739732754614, 3.5963649435813436, 3.6943732449881175, 3.7924381108745417, 3.8897165304852823, 3.9853061458722694, 4.078272426404362, 4.167677125241412, 4.252608700212803, 4.332211888052636, 4.405717085941767, 4.472468247183232, 4.531950282604396, 4.583815750001903, 4.627911231541068, 4.664299480816231, 4.6932745985963535, 4.715363324002982, 4.731307643627237, 4.742024809850498, 4.74854652846827, 4.751943254659331, 4.753244300923264, 4.753365849088625, 4.753056609208253, 4.75286670129193, 4.753142040539108, 4.754038896593392, 4.755555598465667, 4.757573887330802, 4.759904047706387, 4.762329888536295, 4.764647994105296, 4.766699064616468, 4.7683885983609295, 4.769694677207074, 4.770663995554758, 4.771397945923915, 4.772031009082206, 4.7727070897080255, 4.77355699935453, 4.7746806919233205, 4.776136378459122, 4.777936962820565]",50,,,,,4.777936962820565,,0.6716975553319894,,,,4.582656383514404,4.582656383514404,False,,0.0,0.0,,,4.597063064575195,2026-08-08 21:45:35,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,False,False,False,False,,True,True,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,160,"[(8, 9), (1, 3), (0, 1), (3, 5), (7, 9), (4, 6), (6, 8), (7, 8), (5, 9), (0, 2), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5d49650c,6,9,3,50.0,False,False,"[1, 1, 1]",4.500000000000007,,,,,,,,"[1.6034304914698012, 1.7098041802443853, 1.8058082242123905, 1.8884740347129694, 1.95782678211628, 2.017861764388177, 2.0738641225723082, 2.1288832467228267, 2.1834095195327863, 2.2367396678774427, 2.2880707174829267, 2.3372280963301755, 2.384929574812597, 2.432144372241236, 2.47935972000006, 2.526589077671266, 2.573646354699635, 2.620310601446661, 2.666385332276542, 2.7117196151739855, 2.756229752130863, 2.7999362015043476, 2.843005066784943, 2.8857609541032834, 2.928635326660117, 2.9720458889411123, 3.0162528791436904, 3.0612576698109293, 3.1067739087415664, 3.152262661310359, 3.197007235490018, 3.2402103421731434, 3.2811014583572886, 3.319040783427904, 3.353595621092518, 3.3845623654849564, 3.4119248867294893, 3.4357830961131013, 3.4562982915112217, 3.473676516741459, 3.4881733629920757, 3.500099137208584, 3.5098154224230407, 3.517728133190654, 3.5242805700865003, 3.5299440806400506, 3.5351953540449226, 3.5404745838213083, 3.546131522913528, 3.552381645305636, 3.559290553656124]",50,,,,,3.559290553656124,,0.7909534563680263,,,,5.436236619949341,5.436236619949341,False,,0.0,0.0,,,5.450380325317383,2026-08-08 21:45:36,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,False,False,False,False,,True,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,46,"[(0, 1), (2, 3), (3, 5), (3, 4), (1, 5), (4, 5), (2, 5), (0, 5), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
19c0e8d5,6,11,3,50.0,False,False,"[1, 1, 1]",5.000000000000012,,,,,,,,"[2.1756448831205875, 2.240762629084788, 2.2976238124206283, 2.34963110464868, 2.4001411448766747, 2.4499180974233297, 2.4992503201259466, 2.548358986394281, 2.5976130270560964, 2.6476057436509772, 2.698978862074768, 2.7521161534155754, 2.806906834408112, 2.862646439087337, 2.91808205054601, 2.971613116656124, 3.021638785270163, 3.067012580593315, 3.1074904475577947, 3.1439433107655015, 3.17807740394148, 3.211689573810137, 3.2459132318719037, 3.280918557126961, 3.3160979382074065, 3.350461953758827, 3.3829843013257004, 3.4127954517453607, 3.439246980403669, 3.4619196820001013, 3.4806392129498716, 3.4955209818195545, 3.507016238732038, 3.5159035407860144, 3.5231872152235737, 3.529931125490504, 3.5371122317566073, 3.5455492307911154, 3.5558998474542705, 3.5686952068183224, 3.5843862151787245, 3.6033808349766203, 3.6260590935834522, 3.6527587255691705, 3.6837305573902923, 3.7190695769591473, 3.7586355451103266, 3.8019823340542978, 3.8483250433967355, 3.8965636433213877, 3.945365317340167]",50,,,,,3.945365317340167,,0.7890730634680314,,,,5.899802923202515,5.899802923202515,False,,0.0,0.0,,,5.912275791168213,2026-08-08 21:45:36,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,False,False,False,False,,True,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,48,"[(0, 1), (2, 3), (0, 4), (3, 5), (3, 4), (1, 5), (4, 5), (2, 5), (0, 5), (1, 4), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
320365c8,7,11,3,50.0,False,False,"[1, 1, 1]",5.592366185521037,,,,,,,,"[1.679042171739379, 1.7866976472493723, 1.8911490737037169, 1.9888004007130184, 2.076949026989699, 2.1536068004467537, 2.217749079045165, 2.2696078614913566, 2.310552469964194, 2.34287547035916, 2.36960558385257, 2.3941057086840862, 2.4193739768436644, 2.447465013661848, 2.4794012255211784, 2.5154388159666237, 2.5553930743633964, 2.5988827610192935, 2.6454788582806152, 2.694781992990852, 2.7464522859968308, 2.8002088194818997, 2.855808925951725, 2.9130136560387023, 2.97154733906317, 3.0310591181198596, 3.0910981542422484, 3.151110778866105, 3.210464972129083, 3.268499945427727, 3.3245922744777334, 3.378229353972458, 3.429076084660924, 3.477023943808549, 3.5222095537249163, 3.56499570128138, 3.605913635290834, 3.6455750257157207, 3.684573045231226, 3.7233950284795507, 3.762364151149098, 3.8016143809317775, 3.8410945776805114, 3.880591177703621, 3.9197618942344197, 3.958174292111989, 3.995348010120298, 4.030798123636413, 4.064077640968737, 4.094813933240083, 4.122736539114672]",50,,,,,4.122736539114672,,0.737207901333192,,,,6.337433815002441,6.337433815002441,False,,0.0,0.0,,,6.349745035171509,2026-08-08 21:45:37,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,False,False,False,False,,True,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,43,"[(0, 1), (2, 3), (1, 6), (0, 4), (2, 6), (3, 5), (0, 6), (4, 5), (2, 5), (1, 4), (3, 6)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
25ea4610,6,11,1,50.0,False,False,"[1, 1, 1]",5.000000000000012,,,,,,,,"[0.8392263979657354, 0.8999102450863261, 0.9614977115108546, 1.023547131001297, 1.0856737689938678, 1.147714234676864, 1.2097129474614183, 1.2715966294285874, 1.3331265794304838, 1.3940034308667455, 1.4539130628805204, 1.5125401354257928, 1.5695763851576428, 1.6247329499704142, 1.6777610679335953, 1.7284804621877274, 1.776801023142919, 1.8227071412471494, 1.8661991739449668, 1.9072434260557045, 1.945772527390025, 1.9817202252401382, 2.015059664752542, 2.0458298938238606, 2.0741434242320183, 2.100168907512616, 2.1240939817159985, 2.1460909746073327, 2.166305484869251, 2.1848670849884595, 2.201908945999908, 2.217583054800641, 2.2320621085441, 2.2455250622991105, 2.2581339372606632, 2.2700171750927276, 2.2812687366012914, 2.2919600584917807, 2.3021551086452194, 2.3119195783923656, 2.32131885295318, 2.330406800950901, 2.3392141675605327, 2.347745880129984, 2.355989085479314, 2.36392623366032, 2.371544507941722, 2.3788357509612097, 2.3857886806879454, 2.392381237193373, 2.3985806265862304]",50,,,,,2.3985806265862304,,0.4797161253172449,,,,1.6623709201812744,1.6623709201812744,False,,0.0,0.0,,,1.676447868347168,2026-08-08 21:45:37,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,False,False,False,False,,True,False,True,False,adam,False,hamqaoa,0.01,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/list_193_graphs_adjacency_listhog_v04-12_planar_clawFree.txt,False,0,16,1,1,0,0,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,48,"[(0, 1), (2, 3), (0, 4), (3, 5), (3, 4), (1, 5), (4, 5), (2, 5), (0, 5), (1, 4), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
