run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,circuit_type,learning_rate_adam,compare_with_010101,init_QAOAparams_close_to_zero,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_max_retries,queue_poll_interval_seconds,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
799565d5,6,15,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[1.2432167025814527, 1.269199232876085, 1.2950900452375016, 1.3208996440566125, 1.3466472362059507, 1.3723604732642596, 1.3980751258119206, 1.4238350089616232, 1.4496920450479829, 1.4757069004741064, 1.5019498948123313, 1.5285020419796085, 1.555455821703547, 1.5829154159078214, 1.6109960873946965, 1.6398227711030906, 1.6695283066378352, 1.7002517922824558, 1.732137376268212, 1.7653334721284586, 1.7999919114879064, 1.8362669650891492, 1.8743137335929403, 1.9142858654842865, 1.956332685177298, 2.000595641491858, 2.0472044453411717, 2.0962727637701777, 2.1478937392990174, 2.2021352765810462, 2.2590354665520636, 2.3185981454841276, 2.3807886010106865, 2.445529810828103, 2.512699317549927, 2.5821267583178837, 2.653592434196569, 2.7268269055532586, 2.801511770079167, 2.87728186370501, 2.95372902542965, 3.0304070898615008, 3.1068386089149307, 3.18252276073972, 3.2569448718788334, 3.3295868477424153, 3.3999386057587935, 3.467509797847002, 3.5318419193644712, 3.5925200386411804, 3.649183820505413]",50,,,,,3.649183820505413,,0.6081973034175688,,,,1.653151273727417,1.653151273727417,False,,0.0,0.0,,,1.6619689464569092,2026-08-06 04:17:02,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,False,False,False,True,5,True,False,False,False,adam,False,hamqaoa,0.005,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,4,"[(1, 3), (0, 1), (2, 3), (0, 4), (3, 5), (0, 3), (1, 2), (3, 4), (1, 5), (4, 5), (2, 5), (0, 5), (1, 4), (0, 2), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
f163fd21,6,15,2,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[1.1372502713895498, 1.1925863528982228, 1.2481792510882508, 1.3039015167305865, 1.3596428614107203, 1.4153147172746197, 1.4708522270480964, 1.5262141526163282, 1.5813804294528597, 1.6363471429676022, 1.6911196088978502, 1.7457046753270475, 1.800103669175782, 1.8543071932461566, 1.9082924274719306, 1.9620230563838603, 2.0154516042704187, 2.0685232900814152, 2.12118050761382, 2.1733677714236452, 2.2250363004478038, 2.276147890591933, 2.3266778866655433, 2.376617051303061, 2.4259720224368375, 2.474764389786059, 2.5230278643030983, 2.5708044194654307, 2.618139219379844, 2.6650751463162465, 2.7116475304017214, 2.757879616243409, 2.803779497596854, 2.8493385555061956, 2.89453162431629, 2.939318927846259, 2.983648704140306, 3.027461116631561, 3.070692226688064, 3.1132778445265203, 3.1551568748771324, 3.196274233181892, 3.236582936688985, 3.27604564111722, 3.3146359416193043, 3.352339408156822, 3.3891543245082447, 3.4250917552753877, 3.4601743246566494, 3.494433946532085, 3.5279082978009457]",50,,,,,3.5279082978009457,,0.5879847163001576,,,,3.446446180343628,3.446446180343628,False,,0.0,0.0,,,3.4537408351898193,2026-08-06 04:17:03,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,False,False,False,True,5,True,False,False,False,adam,False,hamqaoa,0.005,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,4,"[(1, 3), (0, 1), (2, 3), (0, 4), (3, 5), (0, 3), (1, 2), (3, 4), (1, 5), (4, 5), (2, 5), (0, 5), (1, 4), (0, 2), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
ec4312da,12,66,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[2.1408124425319763, 2.291354931653491, 2.4467689719540697, 2.6065822789307, 2.7702453407455483, 2.9371419209195557, 3.1065885872524497, 3.2778575148909646, 3.4501945387335966, 3.6228466006648983, 3.7950895503573556, 3.966270722661798, 4.135851432667933, 4.30345800193897, 4.468926786234138, 4.632349203957295, 4.79409269165228, 4.954796791787864, 5.1153263405092195, 5.276678555827346, 5.439862647072012, 5.6057654648879796, 5.775047795225132, 5.948075468799537, 6.124903639331037, 6.305300463637388, 6.488800432159294, 6.674774128471287, 6.8625052849092025, 7.051261745947074, 7.240374506834845, 7.429298558280556, 7.617662025498795, 7.805298973052226, 7.992251275121722, 8.178740503948509, 8.365105317675532, 8.551715914441603, 8.738885338719248, 8.926791373000206, 9.115430406816191, 9.304612025811293, 9.493991227777899, 9.683126398456622, 9.871551369958382, 10.058848365293423, 10.244706509018048, 10.428956990236586, 10.611574404656444, 10.792644149374157, 10.972303826978798]",50,,,,,10.972303826978798,,0.5224906584275618,,,,5.198108911514282,5.198108911514282,False,,0.0,0.0,,,5.205313205718994,2026-08-06 04:17:05,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,False,False,False,True,11,True,False,False,False,adam,False,hamqaoa,0.005,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,10,"[(5, 11), (2, 3), (3, 8), (2, 6), (3, 5), (3, 11), (2, 9), (4, 6), (4, 9), (7, 8), (7, 11), (0, 5), (8, 10), (1, 4), (0, 2), (0, 8), (1, 10), (1, 7), (9, 11), (0, 11), (5, 10), (6, 9), (5, 7), (3, 4), (2, 8), (4, 5), (3, 7), (2, 5), (2, 11), (4, 8), (3, 10), (4, 11), (7, 10), (8, 9), (1, 3), (0, 1), (9, 10), (1, 6), (0, 4), (0, 10), (1, 9), (0, 7), (6, 8), (5, 6), (6, 11), (5, 9), (3, 6), (2, 4), (2, 10), (3, 9), (2, 7), (4, 10), (4, 7), (8, 11), (7, 9), (0, 3), (1, 2), (1, 8), (0, 6), (10, 11), (1, 5), (1, 11), (0, 9), (6, 10), (5, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
8c154c25,8,28,2,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[4.562869493316419, 4.643834031704255, 4.728059184589926, 4.816834884420153, 4.910263686681615, 5.007764914491444, 5.108382634519259, 5.2113204813828915, 5.315644535839532, 5.420175154815258, 5.523823507332803, 5.6255833311041545, 5.724422893904713, 5.819496148791871, 5.910260637818449, 5.996394432751941, 6.077855599460186, 6.154943564239305, 6.228255679621725, 6.298572841657033, 6.366731664901292, 6.433508060896182, 6.499510794287412, 6.56510281941143, 6.630368645827107, 6.695130489990706, 6.759009499385028, 6.821508226046544, 6.882050239470602, 6.939991837878358, 6.994700014343476, 7.045657060034567, 7.092494059725896, 7.134969319582548, 7.172987934969141, 7.206643526646281, 7.23618124908326, 7.261941100641164, 7.284357923623335, 7.303936822938972, 7.321179228579741, 7.3365514696367775, 7.350488053056821, 7.3633655581227995, 7.375478933306836, 7.387057922985499, 7.398279481906943, 7.409261968207325, 7.420074932320716, 7.430761018476729, 7.44134260813571]",50,,,,,7.44134260813571,,0.744134260813571,,,,5.5338218212127686,5.5338218212127686,False,,0.0,0.0,,,5.5412843227386475,2026-08-06 04:17:05,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,False,False,False,True,7,True,False,False,False,adam,False,hamqaoa,0.005,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,6,"[(2, 3), (2, 6), (3, 5), (4, 6), (0, 5), (1, 4), (0, 2), (1, 7), (5, 7), (3, 4), (4, 5), (3, 7), (2, 5), (1, 3), (0, 1), (1, 6), (0, 4), (0, 7), (5, 6), (3, 6), (2, 4), (2, 7), (4, 7), (0, 3), (1, 2), (0, 6), (1, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
b55d5cfd,2,1,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[0.3371788842879848, 0.34631980993921563, 0.3556025609539769, 0.3650251332233159, 0.3745851324146608, 0.3842797361053009, 0.39410565647633444, 0.40405910422978664, 0.4141357532190233, 0.42433070889004243, 0.43463847808079165, 0.4450529433941017, 0.45556734164972595, 0.4661742455175298, 0.4768655499968401, 0.4876324709539891, 0.49846554198721715, 0.5093546277378936, 0.5202889372707222, 0.5312570552224607, 0.5422469752428678, 0.5532461451084426, 0.5642415270483667, 0.5752196653167102, 0.586166761736564, 0.5970687749685604, 0.6079115162252403, 0.618680765034304, 0.6293623960666905, 0.6399425157600667, 0.6504075960002634, 0.6607446287696054, 0.6709412724555931, 0.6809860075352214, 0.6908682825135981, 0.7005786454241962, 0.7101088724361821, 0.7194520656720007, 0.7286027304142266, 0.7375568133782823, 0.7463117001480006, 0.7548661745302231, 0.763220324566749, 0.7713754022067609, 0.7793336453118229, 0.78709805637936, 0.7946721510360546, 0.8020597052272986, 0.809264493064606, 0.816290053017451, 0.8231394798796001]",50,,,,,0.8231394798796001,,0.8231394798796001,,,,1.0363993644714355,1.0363993644714355,False,,0.0,0.0,,,1.0548274517059326,2026-08-06 04:17:07,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,True,1,True,False,True,False,adam,False,hamqaoa,0.005,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,0,"[(0, 1)]",[1.0]
939bbf35,2,1,2,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.551115123125783e-17, 0.0, 5.551115123125783e-17, 0.0, 0.0, -5.551115123125783e-17, -5.551115123125783e-17, 0.0, 2.7755575615628914e-17, 0.0, 5.551115123125783e-17, 0.0, 0.0, 0.0, -5.551115123125783e-17, 0.0, -5.551115123125783e-17, 0.0, 5.551115123125783e-17, 0.0, -5.551115123125783e-17, 0.0, -2.7755575615628914e-17, 0.0, 0.0, 0.0]",50,,,,,0.0,,0.0,,,,1.6095445156097412,1.6095445156097412,False,,0.0,0.0,,,1.6251740455627441,2026-08-06 04:17:07,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,True,1,True,False,True,False,adam,False,hamqaoa,0.005,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,0,"[(0, 1)]",[1.0]
a246ab07,8,28,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[3.9562080300159237, 4.0757370881547725, 4.195472512403022, 4.315090297216134, 4.434240565071432, 4.552550482142976, 4.669627417351738, 4.785063967116983, 4.898445418949073, 5.009358534178144, 5.117403271198293, 5.222207146989892, 5.32344167993564, 5.420842915440593, 5.514232410008592, 5.603539648974204, 5.688821191519152, 5.770274220560264, 5.848238081065253, 5.923180369040351, 5.995663876609674, 6.06629620790552, 6.135670459256402, 6.204306798288569, 6.272607852978039, 6.340834475126082, 6.40910315154196, 6.47740178466427, 6.54561571363226, 6.613559437959823, 6.681006575287099, 6.747716252117126, 6.813454604569301, 6.878010448991196, 6.941205221327078, 7.002898585124876, 7.06298949096908, 7.121415036849439, 7.178145450659225, 7.233178640706789, 7.2865333463459745, 7.33824234245417, 7.388345798756609, 7.436885843557762, 7.48390236410813, 7.529429606590121, 7.573494610102911, 7.61611624047267, 7.6573059081686905, 7.697068142898235, 7.7354022527484645]",50,,,,,7.7354022527484645,,0.7735402252748464,,,,2.5082831382751465,2.5082831382751465,False,,0.0,0.0,,,2.5388243198394775,2026-08-06 04:17:07,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,False,False,False,True,7,True,False,False,False,adam,False,hamqaoa,0.005,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,6,"[(2, 3), (2, 6), (3, 5), (4, 6), (0, 5), (1, 4), (0, 2), (1, 7), (5, 7), (3, 4), (4, 5), (3, 7), (2, 5), (1, 3), (0, 1), (1, 6), (0, 4), (0, 7), (5, 6), (3, 6), (2, 4), (2, 7), (4, 7), (0, 3), (1, 2), (0, 6), (1, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
8ccf5bc2,10,45,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[10.350017421820763, 10.392018317988967, 10.429064820608527, 10.461857673478994, 10.491808905281626, 10.519808300157544, 10.546199584842846, 10.571193338107019, 10.594991704047791, 10.617818385643558, 10.639927421632851, 10.66160309639983, 10.683154280132724, 10.70490493127953, 10.727176842804264, 10.750268280981423, 10.774432600808826, 10.799860470286832, 10.826664131103904, 10.854871608505503, 10.884427729525456, 10.915201281040934, 10.946995552032813, 10.979561039609408, 11.012610933939674, 11.045833325115463, 11.078905960670978, 11.111507708923167, 11.143330071114287, 11.17408783712923, 11.203526026903187, 11.231426828517213, 11.257612458315903, 11.281948413947738, 11.30434103109412, 11.32473722742479, 11.343119089571934, 11.359500913936026, 11.373923635548007, 11.386451309897417, 11.397168811098961, 11.406178314655435, 11.413598536025532, 11.419563472216343, 11.424220803044255, 11.4277299850113, 11.430259156312887, 11.431980441157938, 11.433064246213839, 11.43367264257908, 11.433953164576694]",50,,,,,11.433953164576694,,0.762263544305113,,,,3.5478014945983887,3.5478014945983887,False,,0.0,0.0,,,3.5544774532318115,2026-08-06 04:17:08,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,False,False,False,True,9,True,False,False,False,adam,False,hamqaoa,0.005,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,8,"[(2, 3), (3, 8), (2, 6), (3, 5), (2, 9), (4, 6), (4, 9), (7, 8), (0, 5), (1, 4), (0, 2), (0, 8), (1, 7), (6, 9), (5, 7), (3, 4), (2, 8), (4, 5), (3, 7), (2, 5), (4, 8), (8, 9), (1, 3), (0, 1), (1, 6), (0, 4), (1, 9), (0, 7), (6, 8), (5, 6), (5, 9), (3, 6), (2, 4), (3, 9), (2, 7), (4, 7), (7, 9), (0, 3), (1, 2), (1, 8), (0, 6), (1, 5), (0, 9), (5, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
fa9c9d06,8,28,3,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[4.295037527927596, 4.454847974748391, 4.613852622684348, 4.7727070994143626, 4.931304476336681, 5.088851152024252, 5.244350874381226, 5.396606706563945, 5.544302326757081, 5.686103022891585, 5.820737370120155, 5.9470687197580485, 6.064162369313069, 6.171350446529142, 6.268289237562112, 6.354999940182691, 6.4318795383032885, 6.499669240744212, 6.559380900150352, 6.6121953475342625, 6.659355613133423, 6.7020770055695795, 6.7414759853505775, 6.778522741236768, 6.814008445442638, 6.848528456507316, 6.882481355072724, 6.916082825169535, 6.949392945908047, 6.982353443140849, 7.014830369072552, 7.046656067181217, 7.077668076932808, 7.107739716095226, 7.136799356804541, 7.164838918914127, 7.191910041302201, 7.218110598045192, 7.243565965147772, 7.268407500430949, 7.292753690514271, 7.316695692149221, 7.340290247106082, 7.36355974108145, 7.386498830775312, 7.409084779615607, 7.4312904101712265, 7.453096020686256, 7.47449938471251, 7.495521375918289, 7.51620780783825]",50,,,,,7.51620780783825,,0.751620780783825,,,,10.28909182548523,10.28909182548523,False,,0.0,0.0,,,10.300715684890747,2026-08-06 04:17:10,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,False,False,False,True,7,True,False,False,False,adam,False,hamqaoa,0.005,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,6,"[(2, 3), (2, 6), (3, 5), (4, 6), (0, 5), (1, 4), (0, 2), (1, 7), (5, 7), (3, 4), (4, 5), (3, 7), (2, 5), (1, 3), (0, 1), (1, 6), (0, 4), (0, 7), (5, 6), (3, 6), (2, 4), (2, 7), (4, 7), (0, 3), (1, 2), (0, 6), (1, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
d78e58c6,6,15,3,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[1.6080134090494929, 1.6741807719939183, 1.7438038902927335, 1.8167639693006836, 1.8929633004412336, 1.9723175630255858, 2.0547423837775356, 2.1401382003568052, 2.2283745077715844, 2.319270415377601, 2.4125714967821352, 2.5079300276432437, 2.604896217244167, 2.70292117272101, 2.8013704125835313, 2.8995471669325714, 2.996725600711883, 3.092190798981886, 3.1852803818789583, 3.2754214303810048, 3.3621557307581718, 3.4451495559516485, 3.524188022247749, 3.5991582234788178, 3.6700271314898942, 3.736820404147991, 3.799605386149357, 3.858479198062238, 3.913561203179101, 3.964987684320778, 4.0129082088616395, 4.057481974830793, 4.098874334657687, 4.137253145779192, 4.172785742964245, 4.205636193591548, 4.235963462684882, 4.263920382121621, 4.289653401008813, 4.313302991798405, 4.335004720923922, 4.35489048956549, 4.373089797048999, 4.389730974700227, 4.404942104243049, 4.418851766469184, 4.431589195060954, 4.443283963190667, 4.4540656775420295, 4.464062933704683, 4.4734023465279815]",50,,,,,4.4734023465279815,,0.7455670577546636,,,,6.5485358238220215,6.5485358238220215,False,,0.0,0.0,,,6.557668685913086,2026-08-06 04:17:11,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,False,False,False,True,5,True,False,False,False,adam,False,hamqaoa,0.005,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,4,"[(1, 3), (0, 1), (2, 3), (0, 4), (3, 5), (0, 3), (1, 2), (3, 4), (1, 5), (4, 5), (2, 5), (0, 5), (1, 4), (0, 2), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
