run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_initial_point_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,circuit_type,learning_rate_adam,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_seed,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,max_graph_vertices,qaoa_seed,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,sdp_seed,qaoa_seed_used,hog_graph_index,edges,weights
514d8711,3,2,1,75.0,False,True,"[1, 1, 1]",,1.999999998738248,1.999999998738248,,,0.9999999960990971,0.9999999960990971,0.9999999960990974,0.9999999960990974,"[0.9999999960990974, 0.9994755010486047, 0.9999711533919018, 0.9998749175551096, 0.9996918339346821, 0.9997779068950617, 0.9999410935591422, 0.9999990602858716, 0.9999321840347762, 0.9998563195382398, 0.9998624380819328, 0.9999305190037673, 0.9999899408718836, 0.9999946986647613, 0.9999564380911542, 0.999923927892448, 0.999929826323713, 0.9999643573259709, 0.9999945711659306, 0.9999974728452355, 0.9999779355189532, 0.9999600219909788, 0.9999617325347225, 0.9999797347984769, 0.9999965935409094, 0.9999987868712286, 0.9999882097567651, 0.9999781861981865, 0.9999791868781289, 0.9999893909313791, 0.9999985281512046, 0.9999989457870628, 0.9999925190074677, 0.9999874281934956, 0.9999891359569866, 0.999995399196093, 0.9999997412731173, 0.9999986016550624, 0.9999945375027212, 0.9999926867515929, 0.9999950104258994, 0.9999987088137277, 0.9999999400141456, 0.9999980922860243, 0.9999959726790031, 0.999996214912471, 0.9999983802604853, 0.9999999322918683, 0.9999994090306233, 0.9999979358615638, 0.9999975436165, 0.999998655142299, 0.9999998420942631, 0.999999802757999, 0.9999989072273832, 0.999998493355926, 0.9999990810894697, 0.9999998599285401, 0.999999905980458, 0.9999993575973303, 0.9999990816177952, 0.999999446966899, 0.9999999260863087, 0.9999999225967905, 0.9999995701976249, 0.999999440914826, 0.9999997089116027, 0.9999999783416463, 0.9999999127871337, 0.999999690660991, 0.9999996752922948, 0.9999998780585684, 0.9999999957848561, 0.9999998951139274, 0.9999997781887731, 0.999999834778544]",75,0.6666666640660647,,3.3306690738754696e-16,3.3306690738754696e-16,0.9999999960990974,,0.6666666640660649,,,,1.577821969985962,1.612518310546875,True,0.03595924377441406,0.0012521743774414062,0.0,0.03595924377441406,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000001_9f99b1afad88_seed42_L1_M1_amplified.npz,1.5948486328125,2026-08-27 11:53:54,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,True,False,,True,False,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles,1,42,42,1,"[(1, 2), (0, 1)]","[1.0, 1.0]"
e2908519,6,5,1,75.0,False,True,"[1, 1, 1]",,4.999999851788772,4.999999851788772,,,2.4999999395313637,2.4999999395313632,2.4999999395313632,2.4999999395313632,"[2.4999999395313632, 2.499059867716582, 2.4999432323450597, 2.499801507125157, 2.4994731759272133, 2.499591827423301, 2.499867375414091, 2.4999991509929225, 2.499926740352001, 2.4997953585723747, 2.4997601726430427, 2.4998368667369744, 2.499943156647305, 2.499998238096897, 2.4999795692914644, 2.499924396874384, 2.499888533435321, 2.499899246338267, 2.499942619309928, 2.499984733080124, 2.4999998878623666, 2.4999859619260985, 2.4999610356952267, 2.4999469926251012, 2.4999534457690022, 2.4999737337024874, 2.4999930034577007, 2.4999998957728584, 2.4999934002768285, 2.4999816581064516, 2.4999747771065586, 2.4999775385742, 2.499987109225531, 2.4999964607147684, 2.4999999047732975, 2.4999967630751474, 2.4999909966583207, 2.4999876445852807, 2.4999891367686042, 2.499993967268102, 2.499998488938374, 2.499999877615376, 2.499998006891898, 2.4999951027384473, 2.4999937506484278, 2.4999949149736365, 2.4999975132467913, 2.4999995470787377, 2.4999997693045763, 2.4999984972606843, 2.4999971189102395, 2.4999968592288617, 2.4999978484493104, 2.4999992087757104, 2.4999999057509537, 2.4999995952947773, 2.499998790116034, 2.499998312371367, 2.499998575080259, 2.4999992916426192, 2.4999998465027837, 2.4999998578583993, 2.4999994597942328, 2.499999109546749, 2.499999144155373, 2.499999504192785, 2.499999851718674, 2.4999999098011556, 2.4999997037075614, 2.4999994922897346, 2.4999994958493303, 2.499999698668532, 2.499999894949627, 2.4999999178939376, 2.499999793393196, 2.4999996808907357]",75,0.6677350265842316,,0.0,-4.440892098500626e-16,2.4999999395313632,,0.6677350265842316,,,,2.6846539974212646,2.8226141929626465,True,0.13967537879943848,0.0017042160034179688,0.0,0.13967537879943848,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000004_2a8a9b462e5e_seed42_L1_M1_amplified.npz,2.696075916290283,2026-08-27 11:53:55,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles,1,42,42,4,"[(0, 1), (2, 3), (1, 2), (3, 4), (4, 5)]","[1.0, 1.0, 1.0, 1.0, 1.0]"
8a4c6a07,3,2,2,75.0,False,True,"[1, 1, 1]",,1.999999998738248,1.999999998738248,,,0.9999999960990971,0.9999999960990971,0.9999999960990974,0.9999999960990974,"[0.9999999960990974, 0.9979061734003606, 0.9998849198544977, 0.9995013916290432, 0.9987731630320875, 0.9991155487822203, 0.9997639324329337, 0.9999968350976302, 0.9997379933295613, 0.9994383571679565, 0.9994541311486163, 0.9997147048663629, 0.9999519211618595, 0.9999860396504284, 0.9998494054596521, 0.9997173541545379, 0.9997205201024221, 0.9998397975203938, 0.9999627940098652, 0.9999979371302842, 0.9999429569442703, 0.999869730184983, 0.9998501843348175, 0.9998961923873656, 0.9999631865469008, 0.9999982614968961, 0.9999839426313822, 0.9999456486221177, 0.9999232879511668, 0.999935640171064, 0.9999689837180977, 0.9999948470633488, 0.9999960925487114, 0.9999787894099419, 0.9999629639684714, 0.9999633470503588, 0.9999781029814977, 0.9999936374225924, 0.9999982583569034, 0.9999915750721478, 0.999982652139398, 0.9999805055428777, 0.9999864714209237, 0.9999946438103682, 0.9999984104719389, 0.9999962453143252, 0.9999919475127731, 0.9999902633267939, 0.9999926267554883, 0.9999966866740851, 0.9999991628675431, 0.9999988277113241, 0.9999971045439366, 0.9999963550719734, 0.9999977765812048, 1.0000006816664866, 1.0000034895940404, 1.0000053589837161, 1.0000071007593394, 1.0000106566967417, 1.000017821270646, 1.0000296565830857, 1.0000473780059964, 1.00007491302437, 1.0001218312878217, 1.000207425867906, 1.00036831842537, 1.0006749036128872, 1.0012643149196676, 1.0023982545904533, 1.0045309144802304, 1.0083202720462918, 1.0145114340752295, 1.0237643307582915, 1.0365751545083355, 1.053265672062388]",75,0.6666666640660647,,0.053265675963291015,0.053265675963291015,1.053265672062388,,0.7021771147082587,,,,3.5536649227142334,3.588200807571411,True,0.03595924377441406,0.0014100074768066406,0.0,0.03595924377441406,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000001_9f99b1afad88_seed42_L1_M1_amplified.npz,3.5638229846954346,2026-08-27 11:53:56,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,False,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles,1,42,42,1,"[(1, 2), (0, 1)]","[1.0, 1.0]"
b8d2bc25,4,3,1,75.0,False,True,"[1, 1, 1]",,2.9999999922672624,2.9999999922672624,,,1.4999999974913265,1.4999999974913258,1.4999999974913265,1.4999999974913265,"[1.4999999974913265, 1.4992210501296541, 1.4999547410908964, 1.4998182072050166, 1.4995417944696356, 1.4996664589514612, 1.499911000611367, 1.4999982268014032, 1.4998950376196774, 1.4997803824793172, 1.4997941974347395, 1.4999011490633885, 1.4999886616079192, 1.4999874014999, 1.4999235237902455, 1.4998785333937121, 1.4998980381426084, 1.49995627503317, 1.499996932418386, 1.4999895849883504, 1.4999536309163548, 1.4999326084019524, 1.4999475033646585, 1.4999805658493823, 1.4999995390724221, 1.4999907835334614, 1.4999699566959075, 1.4999621864525245, 1.4999750302927872, 1.4999936954133426, 1.499999701030589, 1.4999903912868742, 1.499979498109151, 1.4999801613402552, 1.4999908634316022, 1.499999375045663, 1.499997684723869, 1.4999902460242118, 1.4999872041285611, 1.4999920172132353, 1.4999985322809666, 1.4999995401448278, 1.4999953435928908, 1.4999923198828848, 1.4999943818523351, 1.499998618869323, 1.4999998832611814, 1.4999974746856872, 1.499995363745309, 1.4999964857936288, 1.4999991450317263, 1.4999999127714458, 1.4999983479944716, 1.4999971282113733, 1.4999980205153327, 1.4999996496191303, 1.499999846886145, 1.49999874053786, 1.499998226850547, 1.4999990487294501, 1.499999937671744, 1.4999997247356704, 1.499999000941477, 1.4999989932256819, 1.499999670460056, 1.499999992378059, 1.4999996105414015, 1.4999992836136584, 1.499999553968083, 1.4999999568802478, 1.4999998986468994, 1.4999995937644426, 1.4999996026075864, 1.4999998914839527, 1.4999999859329771, 1.4999997977042931]",75,0.6339814021518706,,6.661338147750939e-16,0.0,1.4999999974913265,,0.6339814021518708,,,,2.595263719558716,2.683849811553955,True,0.09045195579528809,0.0018448829650878906,0.0,0.09045195579528809,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000002_f26a0b535d4f_seed42_L1_M1_amplified.npz,2.6117074489593506,2026-08-27 11:53:56,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles,1,42,42,2,"[(1, 2), (0, 1), (2, 3)]","[1.0, 1.0, 1.0]"
8b124b9f,6,5,2,75.0,False,True,"[1, 1, 1]",,4.999999851788772,4.999999851788772,,,2.4999999395313637,2.4999999395313632,2.4999999395313632,2.4999999395313632,"[2.4999999395313632, 2.4963017365199422, 2.4997793903004233, 2.499239809236029, 2.497973438625322, 2.4984034656264815, 2.499447365107183, 2.4999883068809723, 2.499787226270005, 2.4993149859734145, 2.499118820163133, 2.49931915544216, 2.499687151236561, 2.4999508799334924, 2.499986695098063, 2.4998491950783475, 2.4996885064054295, 2.4996291115001448, 2.499697290300696, 2.49983352902103, 2.49995289011705, 2.500000101916527, 2.4999720319396492, 2.499907037111368, 2.499854847021767, 2.499846801061332, 2.4998828182938433, 2.499938593120428, 2.499983976548828, 2.5000000628787773, 2.4999868841807245, 2.4999598933223384, 2.4999389827492826, 2.4999369502596926, 2.4999538206459113, 2.499979236236525, 2.5000001358105317, 2.5000084766399686, 2.5000049812936584, 2.4999975953539177, 2.499996360359814, 2.5000082463187967, 2.5000350699632983, 2.500075512730205, 2.5001302284759133, 2.5002084087517966, 2.5003345834486446, 2.5005558371166683, 2.5009539433720516, 2.5016694409340507, 2.502945884107123, 2.5051833236768712, 2.508955368000016, 2.514937983483648, 2.523772461400309, 2.5359541301575996, 2.5517996743538154, 2.5715242552724145, 2.595168513955797, 2.622413903345035, 2.6525566727815146, 2.6845306569191782, 2.7170412572842335, 2.7488863390844207, 2.779217536346613, 2.8072469176180372, 2.8318407777944983, 2.8516871175752696, 2.865922886549795, 2.8747814062078043, 2.879644854728939, 2.882533316874987, 2.8854060116907183, 2.8895462995696195, 2.895422165024262, 2.9029688498013857]",75,0.6677350265842316,,0.40296891027002246,0.402968910270022,2.9029688498013857,,0.7753656115922504,,,,5.2297539710998535,5.368055820465088,True,0.13967537879943848,0.001359701156616211,0.0,0.13967537879943848,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000004_2a8a9b462e5e_seed42_L1_M1_amplified.npz,5.241686582565308,2026-08-27 11:53:57,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles,1,42,42,4,"[(0, 1), (2, 3), (1, 2), (3, 4), (4, 5)]","[1.0, 1.0, 1.0, 1.0, 1.0]"
a9374829,3,2,3,75.0,False,True,"[1, 1, 1]",,1.999999998738248,1.999999998738248,,,0.9999999960990971,0.9999999960990971,0.9999999960990974,0.9999999960990974,"[0.9999999960990974, 0.9953052705389664, 0.9997421635723143, 0.9988847544397641, 0.9972620180232614, 0.9980256113043123, 0.9994680381722648, 0.9999946872829484, 0.9994427828321654, 0.9987837670709286, 0.9987903617450697, 0.9993349012716432, 0.9998627680266796, 0.9999862985648348, 0.9997366080625942, 0.9994435181028097, 0.9993911918078069, 0.9995925968377215, 0.9998572889575195, 0.9999931899931688, 0.9999468047197912, 0.9998087503522083, 0.9997147952983074, 0.9997356685035852, 0.9998418063063198, 0.9999497457938527, 0.9999932801635363, 0.9999644417698715, 0.9999056166396695, 0.9998693678104575, 0.9998802304975246, 0.9999249123678395, 0.999970652539136, 0.9999915094158048, 0.9999832421203825, 0.9999607594017291, 0.999944570520048, 0.9999472658145713, 0.9999678980636297, 0.9999954860719581, 1.0000180645371752, 1.0000321271521753, 1.0000481076245162, 1.0000898369970221, 1.0001913744912436, 1.0004031428378037, 1.000825855684489, 1.0016871114978654, 1.0034563855098435, 1.006963102047403, 1.0134072078145886, 1.0241753675706522, 1.0405872732343315, 1.0636546164001732, 1.0938320053406199, 1.130924911649375, 1.174036432986879, 1.2211849360861116, 1.2692585962925471, 1.314210711842309, 1.351562045490403, 1.377537578000745, 1.3907194032242922, 1.392520171573047, 1.385857014767365, 1.3744687857560791, 1.3631062266460516, 1.3558829573836426, 1.3545661635733792, 1.3588762764267586, 1.3673682663928526, 1.3781608981434297, 1.389418428665577, 1.3996353865668358, 1.4077813544427513, 1.4133485210018866]",75,0.6666666640660647,,0.4133485249027895,0.4133485249027895,1.4133485210018866,,0.942232347334591,,,,5.68373966217041,5.718204021453857,True,0.03595924377441406,0.001482248306274414,0.0,0.03595924377441406,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000001_9f99b1afad88_seed42_L1_M1_amplified.npz,5.69045877456665,2026-08-27 11:53:58,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,False,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles,1,42,42,1,"[(1, 2), (0, 1)]","[1.0, 1.0]"
141485ed,3,2,4,75.0,False,True,"[1, 1, 1]",,1.999999998738248,1.999999998738248,,,0.9999999960990971,0.9999999960990971,0.9999999960990974,0.9999999960990974,"[0.9999999960990974, 0.9916912875811694, 0.9995439736588075, 0.9980311715793125, 0.9951827649387328, 0.9965282762564572, 0.9990561896128979, 0.9999936021430964, 0.9990758284718614, 0.997943010852267, 0.9979015087660253, 0.9987800530381257, 0.9996926060886476, 0.9999940937240572, 0.999673767024355, 0.9991910264088044, 0.9990039840010544, 0.9992194528997334, 0.9996214578246181, 0.9999237095059095, 0.9999809082601505, 0.9998411460597783, 0.9996616469794419, 0.999580113597802, 0.9996351124191312, 0.9997724792119213, 0.9999056517257273, 0.9999743192718531, 0.9999679118378398, 0.9999210238692866, 0.99988331839296, 0.9998987935717913, 0.999995747451395, 1.0001936975910404, 1.0005349544033866, 1.0011564272737528, 1.002427268827638, 1.0051647550699565, 1.0108359240389682, 1.0214618998445018, 1.039074805134938, 1.065129090303403, 1.1001717820626473, 1.1436017180784326, 1.1934050617271583, 1.2459767301023676, 1.2962520806347024, 1.3384502805862961, 1.3676904856786505, 1.381985735048898, 1.3831334376309912, 1.3763418861572017, 1.3685833229837387, 1.3649149115280026, 1.3667084686813524, 1.3729185093159035, 1.3816705069511421, 1.391120492482622, 1.3997963068371302, 1.406796792150451, 1.4119366007761225, 1.4156811293605103, 1.4188002450798682, 1.4219296627529139, 1.4253038558036981, 1.428751447511159, 1.4318681879670916, 1.4342406764745115, 1.4356270475675292, 1.436045911298968, 1.435764672196437, 1.4352161621761068, 1.4348847127051099, 1.4351926036601788, 1.4364083940962111, 1.4385933641699626]",75,0.6666666640660647,,0.4385933680708656,0.4385933680708656,1.4385933641699626,,0.9590622427799751,,,,8.34077000617981,8.37546157836914,True,0.03595924377441406,0.0012485980987548828,0.0,0.03595924377441406,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000001_9f99b1afad88_seed42_L1_M1_amplified.npz,8.35012412071228,2026-08-27 11:54:00,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,True,False,,True,False,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles,1,42,42,1,"[(1, 2), (0, 1)]","[1.0, 1.0]"
7ef1b922,6,5,3,75.0,False,True,"[1, 1, 1]",,4.999999851788772,4.999999851788772,,,2.4999999395313637,2.4999999395313632,2.4999999395313632,2.4999999395313632,"[2.4999999395313632, 2.4918325570952855, 2.499518589928545, 2.4983695116747007, 2.4956425229091157, 2.496510109773182, 2.4987125973674544, 2.499941513018163, 2.4996853560275882, 2.4987811657579635, 2.4982638730532574, 2.4984795363566445, 2.4991222589621622, 2.499722409471422, 2.4999924816851857, 2.499914163021335, 2.4996552633314493, 2.499425756312036, 2.4993588532810276, 2.499467174839773, 2.4996734193788295, 2.499874339866542, 2.4999924105199134, 2.5000048820656087, 2.4999387968872595, 2.4998486813630065, 2.49978851780148, 2.4997904924204266, 2.499858105356248, 2.499974539696153, 2.500120286291866, 2.50029411789205, 2.500534638882675, 2.5009458790806245, 2.501729505948948, 2.503232731781596, 2.5060287860302117, 2.5109920626900526, 2.519285137638714, 2.5322373242732055, 2.5511270271282895, 2.57679350942941, 2.609174498434665, 2.6469263359392246, 2.6871850574585694, 2.7257121643495976, 2.7581471259779504, 2.7822971909356906, 2.7985087096593895, 2.809416044500605, 2.8200554113298124, 2.8349171973200966, 2.8547128547355323, 2.8775588938455687, 2.901303052354565, 2.924686666227282, 2.9474808064979228, 2.9700778913600403, 2.992854403601737, 3.0157755637980967, 3.0384174198066685, 3.060267127412971, 3.08107068825801, 3.1009626897526594, 3.1203265130401316, 3.1396136527827916, 3.159284308764866, 3.179743268688377, 3.2011479777898604, 3.223227181227135, 3.245292816449776, 3.2664011489950244, 3.2855105797230273, 3.30159771715574, 3.3138013009193443, 3.321619039741623]",75,0.6677350265842316,,0.8216191002102597,0.8216191002102593,3.321619039741623,,0.8871845725805616,,,,9.19493293762207,9.333523035049438,True,0.13967537879943848,0.001071929931640625,0.0,0.13967537879943848,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000004_2a8a9b462e5e_seed42_L1_M1_amplified.npz,9.203594446182251,2026-08-27 11:54:01,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles,1,42,42,4,"[(0, 1), (2, 3), (1, 2), (3, 4), (4, 5)]","[1.0, 1.0, 1.0, 1.0, 1.0]"
59c0f5e1,3,2,5,75.0,False,True,"[1, 1, 1]",,1.999999998738248,1.999999998738248,,,0.9999999960990971,0.9999999960990971,0.9999999960990974,0.9999999960990974,"[0.9999999960990974, 0.9870878332508548, 0.9992916626187962, 0.9969477894114863, 0.9925661048122967, 0.9946504374526447, 0.9985335342385439, 0.9999944187577965, 0.9986720546796546, 0.9969824310088353, 0.996839689961108, 0.9980579550720107, 0.9994178024144292, 0.999994336129149, 0.9996915266089355, 0.9990414249651138, 0.9986496676603768, 0.9987615266063411, 0.9992175282759193, 0.999690914446016, 0.9999402096109918, 0.9999192974386368, 0.9997382750839624, 0.9995530517195058, 0.9994719559047517, 0.9995237136376095, 0.999674297259123, 0.9998590610527218, 1.000014749010833, 1.000117092902013, 1.0002262420389578, 1.0005342877736492, 1.00143742889478, 1.0037177121136873, 1.0089068939383872, 1.019599226789644, 1.0390189263447622, 1.0697192293550801, 1.1124322224332948, 1.1654240899359374, 1.2241482526720313, 1.2813325569969707, 1.3276200323168734, 1.35481192053424, 1.3620178516294983, 1.3576443440288002, 1.3517974270753652, 1.3507913598359131, 1.3561418768510263, 1.3661587151817953, 1.3781598999563762, 1.3898292414548161, 1.3995191746179407, 1.4063930658077066, 1.4106897515446464, 1.4135880599685424, 1.4165555698152907, 1.4206150807964244, 1.4259998781938923, 1.4322533792116308, 1.4385268157651612, 1.443903527801422, 1.4477218833842662, 1.4498402162431925, 1.4507376363195825, 1.451379416440548, 1.4528586858997667, 1.4559505372934103, 1.460809554340576, 1.4669670683891312, 1.47357538421764, 1.4797273333072603, 1.4847111595219646, 1.4881630840291522, 1.4901280037802465, 1.4910059427612066]",75,0.6666666640660647,,0.4910059466621095,0.4910059466621095,1.4910059427612066,,0.9940039618408044,,,,11.256807804107666,11.291565418243408,True,0.03595924377441406,0.0011875629425048828,0.0,0.03595924377441406,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000001_9f99b1afad88_seed42_L1_M1_amplified.npz,11.263164758682251,2026-08-27 11:54:03,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,True,False,,True,False,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles,1,42,42,1,"[(1, 2), (0, 1)]","[1.0, 1.0]"
2c8c2ca5,4,3,2,75.0,False,True,"[1, 1, 1]",,2.9999999922672624,2.9999999922672624,,,1.4999999974913265,1.4999999974913258,1.4999999974913265,1.4999999974913265,"[1.4999999974913265, 1.4968879526864907, 1.4998190026448175, 1.4992720360443479, 1.4981683513946535, 1.4986687452902725, 1.4996466062917857, 1.4999923218294677, 1.4995767454223208, 1.4991206428103891, 1.4991801463104966, 1.4996086085393583, 1.499955650177314, 1.499949184155788, 1.499696545185983, 1.4995192180224273, 1.4995947766769557, 1.4998226886485175, 1.4999854337576286, 1.4999646503622197, 1.4998291575108105, 1.4997411476335099, 1.4997863118680295, 1.4999093025012236, 1.499993793259984, 1.4999790382323046, 1.4999052969661686, 1.4998599098203866, 1.4998870037953205, 1.4999542760118392, 1.4999977341300796, 1.4999866817956529, 1.4999461960240263, 1.4999240168598764, 1.4999414313008768, 1.4999781017829863, 1.499999193657588, 1.499990720492027, 1.499968821625763, 1.4999590450536306, 1.4999704122893238, 1.4999900559245216, 1.499999560745491, 1.499993372675452, 1.499981661458428, 1.4999779001962017, 1.4999854351706363, 1.4999960433828585, 1.499999808532641, 1.4999950482767312, 1.4999887126505642, 1.4999881450767172, 1.4999935870844945, 1.4999990461084465, 1.49999947387666, 1.4999958324988447, 1.499993068538153, 1.4999942528585746, 1.4999977609094357, 1.499999864160029, 1.4999989598989185, 1.4999968052654953, 1.499996114388849, 1.4999975961442553, 1.4999995173474479, 1.499999904770637, 1.4999987462805486, 1.4999977474132977, 1.4999981608100357, 1.4999994129532612, 1.500000056710943, 1.4999996003402174, 1.4999988988000614, 1.4999989126470836, 1.4999996091742318, 1.500000194187443]",75,0.6339814021518706,,1.966961171717685e-07,1.9669611650563468e-07,1.500000194187443,,0.6339814852863241,,,,4.473762512207031,4.562771797180176,True,0.09045195579528809,0.0014281272888183594,0.0,0.09045195579528809,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000002_f26a0b535d4f_seed42_L1_M1_amplified.npz,4.493140935897827,2026-08-27 11:54:04,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,True,_Exp8_standardZeroAngles,1,42,42,2,"[(1, 2), (0, 1), (2, 3)]","[1.0, 1.0, 1.0]"
