run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,circuit_type,learning_rate_adam,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,max_graph_vertices,qaoa_seed,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,sdp_seed,qaoa_seed_used,hog_graph_index,edges,weights
4384da2e,6,6,1,50.0,False,True,"[1, 1, 1]",,8.605551500012423,4.302775750006211,3.2395311961713578,2.5116412381546067,2.855414128128189,3.239531196171358,3.2395311961713595,"[2.5145146036546153, 2.5672587812784413, 2.6176467907545837, 2.6655752778123505, 2.7111123262788657, 2.7545915905008753, 2.796627161942899, 2.837914619740235, 2.8789293574544232, 2.9198127168041887, 2.960459091702057, 3.0006377172757004, 3.0400718107477123, 3.078478829078868, 3.115589983056712, 3.151161734374993, 3.184985712392528, 3.216899819492264, 3.246799715816863, 3.2746468655949426, 3.300467574883542, 3.324339075223874, 3.3463647228306845, 3.3666473574308444, 3.3852713023493046, 3.4022973119212123, 3.417768358740051, 3.431719970816185, 3.44418996596151, 3.4552255185225853, 3.4648864988460177, 3.473246249594652, 3.480390242836256, 3.4864138373728055, 3.4914194659655298, 3.495513634211872, 3.498804129258838, 3.501397297580521, 3.503395526345548, 3.5048950187812844, 3.505983849958885, 3.506740532394514, 3.507233188843538, 3.507519421935143, 3.507646885410204, 3.5076544107589975, 3.5075734228092013, 3.5074295636637003, 3.5072440947060137, 3.5070350374904122, 3.506817914021234]",50,0.7528541008996882,,0.5345734356997518,1.30280757178609,3.506817914021234,,0.8149704657265243,,,,2.8024332523345947,65.33285093307495,True,62.53294396400452,0.002511262893676758,0.0,62.53294396400452,Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000024_00d5ff2e849f_noseed_L2_M2_amplified.npz,2.9202702045440674,2026-08-25 14:43:08,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,True,2,True,True,True,True,adam,False,hamqaoa,0.01,amplified_king,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/list_388_graphs_adjacency_list_hog_v04-12_regular.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,1,False,_Exp6_KingAmplifiedWithHeuristic_rerun2508,1,,1,24,"[(0, 1), (3, 5), (3, 4), (2, 5), (1, 4), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
e8aca0a8,6,6,2,50.0,False,True,"[1, 1, 1]",,8.605551500012423,4.302775750006211,3.2395311961713578,2.5116412381546067,2.855414128128189,3.239531196171358,3.2395311961713595,"[1.5209421758250599, 1.665814583803762, 1.8164827120125646, 1.9703646576589833, 2.124595388439532, 2.2760949426411776, 2.4216750992866394, 2.558193585784492, 2.6827627562633007, 2.793011170643911, 2.887379798807199, 2.9654014729378386, 3.027871218872239, 3.076795859279655, 3.115064397218113, 3.145914704657661, 3.172389909499963, 3.196962751589778, 3.221384765398431, 3.2467082213616165, 3.2733894262603016, 3.3014565079160803, 3.3306118011659698, 3.360355999592206, 3.390080936690294, 3.4191434053153427, 3.446923958790087, 3.4728733802461775, 3.496548541784455, 3.517637943986427, 3.5359765134150525, 3.5515493338312667, 3.564483161415102, 3.5750267632765778, 3.5835211599359775, 3.590363147128272, 3.595965963018826, 3.600721651897457, 3.604969336589571, 3.608972462580542, 3.612906999204781, 3.61686032245267, 3.620839754535161, 3.6247889743289736, 3.628608747423426, 3.6321799735081974, 3.635385645662897, 3.6381296960146807, 3.640351256122547, 3.6420325163147753, 3.6432002446714433]",50,0.7528541008996882,,0.8073380970001702,1.5755722330865085,3.6432002446714433,,0.8466651742206468,,,,7.045976877212524,69.57656359672546,True,62.53294396400452,0.0023393630981445312,0.0,62.53294396400452,Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000024_00d5ff2e849f_noseed_L2_M2_amplified.npz,7.16951584815979,2026-08-25 14:43:12,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,True,True,2,True,True,True,True,adam,False,hamqaoa,0.01,amplified_king,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/list_388_graphs_adjacency_list_hog_v04-12_regular.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,1,False,_Exp6_KingAmplifiedWithHeuristic_rerun2508,1,,1,24,"[(0, 1), (3, 5), (3, 4), (2, 5), (1, 4), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
14ea1efa,6,6,3,50.0,False,True,"[1, 1, 1]",,8.605551500012423,4.302775750006211,3.2395311961713578,2.5116412381546067,2.855414128128189,3.239531196171358,3.2395311961713595,"[2.1518813333889732, 2.2384823531117695, 2.321646486425402, 2.3998225791788554, 2.4756590715252833, 2.549287787001742, 2.618496386776209, 2.6814609795093656, 2.7382546119039297, 2.7895634154512132, 2.8357076859165318, 2.876874836360983, 2.913388893017441, 2.945793713160758, 2.9747684792869893, 3.0009858512229357, 3.0250078034952184, 3.047269921871025, 3.0681350919694044, 3.087947773276533, 3.1070432199235793, 3.1257309069901567, 3.1442959694139057, 3.162996568223741, 3.1820003596068687, 3.2012947579292734, 3.220668650106343, 3.239790094944627, 3.2583210571583643, 3.2760038348219744, 3.292704464440472, 3.3084233277408597, 3.3232499372997695, 3.3372655112199876, 3.350472779297936, 3.3627903472817917, 3.3740822029275503, 3.384200708331672, 3.39303674082336, 3.4005707931032276, 3.406908184644281, 3.41228041343871, 3.4170010339699064, 3.4213883666248885, 3.42568888882682, 3.4300364472038303, 3.43445943447179, 3.4388824531893905, 3.4433022716954276, 3.447673713692346, 3.451974388592068]",50,0.7528541008996882,,0.42488638484141994,1.1931205209277582,3.451974388592068,,0.8022250496379428,,,,12.726215600967407,75.25705218315125,True,62.53294396400452,0.0020895004272460938,0.0,62.53294396400452,Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000024_00d5ff2e849f_noseed_L2_M2_amplified.npz,12.846601724624634,2026-08-25 14:43:18,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,True,True,2,True,True,True,True,adam,False,hamqaoa,0.01,amplified_king,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/list_388_graphs_adjacency_list_hog_v04-12_regular.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,1,False,_Exp6_KingAmplifiedWithHeuristic_rerun2508,1,,1,24,"[(0, 1), (3, 5), (3, 4), (2, 5), (1, 4), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
cf454797,6,6,4,50.0,False,True,"[1, 1, 1]",,8.605551500012423,4.302775750006211,3.2395311961713578,2.5116412381546067,2.855414128128189,3.239531196171358,3.2395311961713595,"[0.9085742511925956, 0.994545045474904, 1.083028060370703, 1.1705641687689226, 1.2544844988588324, 1.3333882557999885, 1.4073985040896544, 1.4773135844575116, 1.5432018637140872, 1.6042309833904236, 1.6593575098091462, 1.7080677570852656, 1.7508223951005308, 1.7888909780866744, 1.8238612167997763, 1.857488261783175, 1.8916913538274638, 1.9283859829198515, 1.9540874839393476, 1.9846511681274526, 2.022798748645346, 2.069063597601929, 2.1238161032930294, 2.187253178169725, 2.2593697014123486, 2.3399282479369776, 2.4284471587677094, 2.524207291806794, 2.62623403226347, 2.732192349486291, 2.8309398719638086, 2.9314614488866226, 3.0301383717915527, 3.1233155784756503, 3.208142860600368, 3.2836495107751076, 3.350802796249739, 3.408298462665117, 3.460182648634909, 3.510295484152073, 3.5575860090274336, 3.5994834538926064, 3.6331621672499823, 3.6571235655236314, 3.6722732643859577, 3.6815419230344686, 3.6881420822370736, 3.6945661882562257, 3.700715448003877, 3.705440877743654, 3.707800804810167]",50,0.7528541008996882,,0.9365392172776179,1.7047733533639562,3.707800804810167,,0.8616780861748007,,,,21.034613370895386,83.56549763679504,True,62.53294396400452,0.002044200897216797,0.0,62.53294396400452,Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000024_00d5ff2e849f_noseed_L2_M2_amplified.npz,21.144680500030518,2026-08-25 14:43:27,x86_64,dacsgpu0003,,64,64,3.11.15,0.24,True,False,True,True,2,True,True,True,True,adam,False,hamqaoa,0.01,amplified_king,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/list_388_graphs_adjacency_list_hog_v04-12_regular.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,1,False,_Exp6_KingAmplifiedWithHeuristic_rerun2508,1,,1,24,"[(0, 1), (3, 5), (3, 4), (2, 5), (1, 4), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
d0dc154c,6,6,5,50.0,False,True,"[1, 1, 1]",,8.605551500012423,4.302775750006211,3.2395311961713578,2.5116412381546067,2.855414128128189,3.239531196171358,3.2395311961713595,"[0.9116922899888791, 1.0302519435653505, 1.1493434988044668, 1.2731613258377907, 1.3998707849033676, 1.5251244431691424, 1.6455330240862185, 1.7597227817099474, 1.868656462278613, 1.9750990520343354, 2.082194129630271, 2.19191189877955, 2.3041473266001056, 2.4166151750873137, 2.525208516817823, 2.624478279035458, 2.708224533261091, 2.7711040242692686, 2.811216938047202, 2.8317305200863925, 2.8402975301222937, 2.8463482621139797, 2.8577123501852606, 2.8786766059310738, 2.9096140541259956, 2.9483666989373365, 2.9913424182382258, 3.0346501916950768, 3.0750772079778073, 3.1106083699269975, 3.1405862897419774, 3.165621282914728, 3.1872938079773174, 3.207576874579875, 3.228186417310402, 3.2502400936071822, 3.274179676265817, 3.299779528169062, 3.326230097230664, 3.352327773531569, 3.3767555106832243, 3.3983908841607304, 3.416557653262342, 3.431150384050491, 3.4425982960094683, 3.4516929368563436, 3.4593493064285528, 3.4663875170154808, 3.4733934979042704, 3.4806644922717664, 3.4882115725193303]",50,0.7528541008996882,,0.49736075269594426,1.2655948887822825,3.4882115725193303,,0.8106464263349594,,,,30.229756355285645,92.76042246818542,True,62.53294396400452,0.002260923385620117,0.0,62.53294396400452,Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000024_00d5ff2e849f_noseed_L2_M2_amplified.npz,30.35249161720276,2026-08-25 14:43:36,x86_64,dacsgpu0003,,64,64,3.11.15,0.25,True,False,True,True,2,True,True,True,True,adam,False,hamqaoa,0.01,amplified_king,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/list_388_graphs_adjacency_list_hog_v04-12_regular.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,1,False,_Exp6_KingAmplifiedWithHeuristic_rerun2508,1,,1,24,"[(0, 1), (3, 5), (3, 4), (2, 5), (1, 4), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5fd2ab64,10,35,1,50.0,False,True,"[1, 1, 1]",14.418333676661907,29.014407031034384,14.507203515517192,10.652890630741686,8.945839037976018,10.622135340385576,10.65289063074169,10.652890630741686,"[10.690395303506044, 10.739150430719619, 10.781558502033887, 10.817223056613027, 10.845958676195053, 10.867864480362202, 10.883390225669828, 10.89337523430315, 10.899016910280265, 10.90173435713042, 10.902944604365429, 10.903820926343261, 10.905129825363398, 10.90718861774338, 10.90993071749592, 10.91302839541683, 10.916029488263415, 10.918482071092315, 10.920037968388941, 10.920527522590909, 10.919996916735027, 10.918697201634325, 10.91702537264183, 10.915425257337285, 10.91427983203007, 10.9138275777459, 10.914123693772783, 10.915057147270849, 10.916403055936186, 10.91789472897663, 10.919290550750684, 10.920422888283271, 10.921218952694344, 10.921695913977569, 10.921935673836844, 10.922048349516944, 10.922136855329835, 10.922270241436527, 10.922472653347606, 10.92272653083605, 10.922986785141687, 10.92320025957846, 10.92332489772716, 10.923343617030314, 10.923268371427271, 10.923135196089882, 10.922992402530525, 10.922885011555994, 10.922842259515354, 10.922871043088708, 10.92295727745984]",50,0.7388433968611009,,0.5401332934363019,0.6016438741485288,10.92295727745984,,0.7575741776000215,,,,138.1540071964264,4658.435560464859,True,4520.287703752518,0.006132364273071289,0.0,4520.287703752518,Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000373_4f2f13aae244_noseed_L2_M2_amplified.npz,138.27356433868408,2026-08-25 14:45:23,x86_64,dacsgpu0003,,64,64,3.11.15,0.52,False,False,False,True,7,False,False,False,False,adam,False,hamqaoa,0.01,amplified_king,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/list_388_graphs_adjacency_list_hog_v04-12_regular.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,1,False,_Exp6_KingAmplifiedWithHeuristic_rerun2508,1,,1,373,"[(2, 3), (3, 8), (2, 6), (3, 5), (2, 9), (4, 6), (4, 9), (7, 8), (0, 5), (1, 4), (0, 2), (6, 9), (5, 7), (2, 8), (3, 7), (4, 8), (1, 3), (0, 1), (0, 4), (1, 9), (0, 7), (6, 8), (5, 6), (5, 9), (2, 4), (3, 9), (4, 7), (7, 9), (0, 3), (1, 2), (1, 8), (0, 6), (1, 5), (5, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
bc18aec2,10,25,1,50.0,False,True,"[1, 1, 1]",14.99999999999999,30.000000963634662,15.000000481817331,9.488872147192737,8.764883650601682,9.051635639842136,9.488872147192728,9.488872147192735,"[9.117358401183008, 9.209528582523404, 9.289747996909176, 9.357575039041246, 9.413103599802572, 9.457151551447055, 9.49134374781741, 9.517943816265777, 9.539468716076701, 9.55830166659635, 9.576417561575362, 9.595204261699292, 9.615372110128689, 9.636986864008945, 9.659613801819305, 9.682516315504317, 9.704855523713995, 9.725854385446107, 9.7449138553629, 9.7616764245046, 9.77604179180912, 9.788138311071034, 9.798258538868174, 9.806775727069159, 9.814060016459852, 9.820411471990708, 9.826022196927616, 9.830971718791936, 9.835248327123423, 9.838788192993631, 9.84152059602006, 9.843409420451566, 9.844483920207502, 9.844852999871147, 9.8447009767286, 9.844265712872307, 9.843805017238328, 9.843557606611345, 9.843709638434545, 9.84437235948137, 9.845576205009904, 9.847277971299052, 9.849381538228352, 9.851763695889172, 9.854299778240563, 9.856884710079164, 9.85944522348583, 9.861942282055285, 9.864365040372899, 9.866718994707389, 9.869012102155368]",50,0.6325914764795156,,0.7602799099252806,1.634752924626465,9.869012102155368,,0.6579341401436917,,,,137.82352542877197,4866.193394422531,True,4728.3784346580505,0.008548974990844727,0.0,4728.3784346580505,Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000011_69af13dbfa0a_noseed_L2_M2_amplified.npz,138.02472066879272,2026-08-25 14:45:24,x86_64,dacsgpu0003,,64,64,3.11.15,0.52,True,False,True,True,5,False,False,False,False,adam,False,hamqaoa,0.01,amplified_king,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/list_388_graphs_adjacency_list_hog_v04-12_regular.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,1,False,_Exp6_KingAmplifiedWithHeuristic_rerun2508,1,,1,11,"[(3, 8), (2, 6), (2, 9), (4, 6), (4, 9), (0, 5), (0, 2), (1, 7), (5, 7), (2, 8), (3, 7), (4, 8), (0, 1), (1, 6), (0, 4), (1, 9), (5, 6), (5, 9), (3, 6), (3, 9), (2, 7), (4, 7), (0, 3), (1, 8), (5, 8)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
f5bd5814,10,25,1,50.0,False,True,"[1, 1, 1]",11.542901291280177,23.463607718526703,11.731803859263351,8.62371174387551,7.045101349848079,8.56888762700295,8.623711743875512,8.623711743875512,"[7.783179175993865, 7.859651193672869, 7.932513725522524, 8.001367861210127, 8.065851008018555, 8.125652118416125, 8.180532434738575, 8.23034923351144, 8.27508138051593, 8.314854288902492, 8.349956769768301, 8.380840535889728, 8.408093173420719, 8.432380952726527, 8.45437071540937, 8.474652012243823, 8.493684348201922, 8.511773977557699, 8.529082900887193, 8.545657702935852, 8.561460625442226, 8.576401671542138, 8.590365064413104, 8.603230253754742, 8.61488834155557, 8.625254970473714, 8.634279966087673, 8.641953143881068, 8.648307942293773, 8.653420824994113, 8.657407695327457, 8.66041602388832, 8.662614056964873, 8.66417757849698, 8.66527655615578, 8.666063320022515, 8.666663029766719, 8.667168442693837, 8.667639353810369, 8.668105039124603, 8.668569853418196, 8.66901988725343, 8.669431357264806, 8.669777427570066, 8.670034691066792, 8.670187684196774, 8.670231707343719, 8.670173793602066, 8.670031360540548, 8.669829986949374, 8.669599758347955]",50,0.7471008827208893,,0.09177602894488501,0.20142426269001135,8.669599758347955,,0.7510763143142537,,,,138.45470190048218,4621.172625303268,True,4482.7311227321625,0.013182401657104492,0.0,4482.7311227321625,Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000139_d84d9ca34cb3_noseed_L2_M2_amplified.npz,138.7556073665619,2026-08-25 14:45:26,x86_64,dacsgpu0003,,64,64,3.11.15,0.52,False,False,False,True,5,False,True,False,False,adam,False,hamqaoa,0.01,amplified_king,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/list_388_graphs_adjacency_list_hog_v04-12_regular.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,1,False,_Exp6_KingAmplifiedWithHeuristic_rerun2508,1,,1,139,"[(2, 6), (4, 9), (0, 5), (0, 2), (1, 7), (5, 7), (3, 4), (2, 8), (3, 7), (4, 8), (8, 9), (1, 3), (0, 1), (1, 6), (0, 4), (6, 8), (5, 6), (5, 9), (2, 4), (3, 9), (7, 9), (0, 3), (1, 2), (5, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
c34523d6,10,25,2,50.0,False,True,"[1, 1, 1]",14.99999999999999,30.000000963634662,15.000000481817331,9.488872147192737,8.764883650601682,9.051635639842136,9.488872147192728,9.488872147192735,"[7.049632401953013, 7.317638827227303, 7.567801137634758, 7.79637752471648, 8.001285453035909, 8.18232064879268, 8.341056902855927, 8.480296205922595, 8.603168089858391, 8.712281991193347, 8.809297312345292, 8.89493588042706, 8.96927267728702, 9.032137475932066, 9.08349607819922, 9.123720445534696, 9.153709734898547, 9.174861971344832, 9.188925087608661, 9.197763443549157, 9.203111051153618, 9.206386082067782, 9.208607036025944, 9.210401021801442, 9.212072493984236, 9.213699748824446, 9.215232402309217, 9.216576998568978, 9.217663075236855, 9.218484233267302, 9.219113093115098, 9.219690097076057, 9.220391870924859, 9.221387595504599, 9.222799535539252, 9.224678473095976, 9.226999299539182, 9.22967663036066, 9.232590267426358, 9.2356152070004, 9.238646512654261, 9.241616388776587, 9.244498470808464, 9.247303111505905, 9.250062816224007, 9.252814146923818, 9.255581327777511, 9.25836341096989, 9.26113073242749, 9.263829236029812, 9.266390632362883]",50,0.6325914764795156,,1.4210854715202004e-14,0.8744730147011985,9.488872147192735,,0.6325914764795161,,,,152.28654646873474,4880.648277997971,True,4728.3784346580505,0.016683101654052734,0.0,4728.3784346580505,Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000011_69af13dbfa0a_noseed_L2_M2_amplified.npz,152.5993082523346,2026-08-25 14:45:39,x86_64,dacsgpu0003,,64,64,3.11.15,0.77,True,False,True,True,5,False,False,False,False,adam,False,hamqaoa,0.01,amplified_king,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/list_388_graphs_adjacency_list_hog_v04-12_regular.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,1,False,_Exp6_KingAmplifiedWithHeuristic_rerun2508,1,,1,11,"[(3, 8), (2, 6), (2, 9), (4, 6), (4, 9), (0, 5), (0, 2), (1, 7), (5, 7), (2, 8), (3, 7), (4, 8), (0, 1), (1, 6), (0, 4), (1, 9), (5, 6), (5, 9), (3, 6), (3, 9), (2, 7), (4, 7), (0, 3), (1, 8), (5, 8)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
e4be856a,10,35,2,50.0,False,True,"[1, 1, 1]",14.418333676661907,29.014407031034384,14.507203515517192,10.652890630741686,8.945839037976018,10.622135340385576,10.65289063074169,10.652890630741686,"[8.281223301658924, 8.487873267036514, 8.703887349886449, 8.92512762574677, 9.146102074119202, 9.360657229985357, 9.562454833487413, 9.745663805903561, 9.905909230485152, 10.041311089602912, 10.153104584847764, 10.245225808825841, 10.32293534896638, 10.391352399430023, 10.454510519260996, 10.514966367036905, 10.573831553897586, 10.631074253684089, 10.685935245255708, 10.737324112414527, 10.784133867514548, 10.82545316985385, 10.86068660333281, 10.889596558393885, 10.91229281929704, 10.929185977863776, 10.940918179206559, 10.948288909054261, 10.95218157882703, 10.953498467030473, 10.953107346477344, 10.951798828343918, 10.95025726688345, 10.949042412941566, 10.948579498227165, 10.949158873243274, 10.950942827844505, 10.953977279289802, 10.958207738613877, 10.963499391384651, 10.969657038251057, 10.976445553697305, 10.983610447155723, 10.990895546559168, 10.99805949998379, 11.004888120609177, 11.011204357193607, 11.01687475030029, 11.021812453483637, 11.025976754585747, 11.029369306940533]",50,0.7388433968611009,,0.7529573523976865,0.8144679331099134,11.029369306940533,,0.7649545054428246,,,,153.60450959205627,4673.886520385742,True,4520.287703752518,0.00567626953125,0.0,4520.287703752518,Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000373_4f2f13aae244_noseed_L2_M2_amplified.npz,153.7359471321106,2026-08-25 14:45:39,x86_64,dacsgpu0003,,64,64,3.11.15,0.77,False,False,False,True,7,False,False,False,False,adam,False,hamqaoa,0.01,amplified_king,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/list_388_graphs_adjacency_list_hog_v04-12_regular.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,1,False,_Exp6_KingAmplifiedWithHeuristic_rerun2508,1,,1,373,"[(2, 3), (3, 8), (2, 6), (3, 5), (2, 9), (4, 6), (4, 9), (7, 8), (0, 5), (1, 4), (0, 2), (6, 9), (5, 7), (2, 8), (3, 7), (4, 8), (1, 3), (0, 1), (0, 4), (1, 9), (0, 7), (6, 8), (5, 6), (5, 9), (2, 4), (3, 9), (4, 7), (7, 9), (0, 3), (1, 2), (1, 8), (0, 6), (1, 5), (5, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
