run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,circuit_type,learning_rate_adam,compare_with_010101,init_QAOAparams_close_to_zero,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_max_retries,queue_poll_interval_seconds,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
67f5fb57,3,2,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[0.024568969964692062, 0.025020067729556138, 0.025476889390022604, 0.0259395272913357, 0.026408077107176665, 0.02688263758164045, 0.027363310382226773, 0.027850199559620974, 0.02834341125981259, 0.028843053723390237, 0.02934923682848398, 0.029862071744988568, 0.030381670943792124, 0.03090814780236327, 0.03144161614500088, 0.03198219055324046, 0.032529985628543444, 0.033085116213219745, 0.03364769707166252, 0.03421784254859544, 0.034795666894869126, 0.035381283525894834, 0.03597480533641314, 0.036576344433628276, 0.03718601218762932, 0.037803918999630176, 0.038430174049911114, 0.039064885768162944, 0.03970816110620974, 0.04036010628404761, 0.04102082610761879, 0.041690424219274116, 0.04236900318661813, 0.043056663736800976, 0.04375350603541857, 0.044459628495211866, 0.0451751284564868, 0.04590010205639136, 0.04663464422123935, 0.04737884846484317, 0.04813280712818098, 0.048896611314220365, 0.04967035085083319, 0.050454114349532626, 0.05124798926694901, 0.05205206171238234, 0.0528664170429141, 0.05369113900590882, 0.05452631036072951, 0.05537201256535281, 0.05622832611335568]",50,,,,,0.05622832611335568,,0.03748555074223712,,,,0.9235663414001465,0.9235663414001465,False,,0.0,0.0,,,0.935366153717041,2026-08-06 05:37:28,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,True,False,,True,False,True,False,adam,False,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,1,"[(1, 2), (0, 1)]","[1.0, 1.0]"
d9715653,3,2,2,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[0.28095952402589025, 0.28318050882858603, 0.2854284795390139, 0.2877035576438961, 0.2900058613646095, 0.2923355037848601, 0.2946925901636598, 0.29707721686964006, 0.2994894684951206, 0.3019294165184655, 0.304397116981138, 0.30689260910103205, 0.3094159125369629, 0.3119670270902075, 0.31454593089526584, 0.31715257834722876, 0.31978689872001925, 0.32244879730169307, 0.32513815213580993, 0.3278548129376608, 0.3305986023546079, 0.33336931348670035, 0.33616671063163445, 0.3389905276641666, 0.34184046847811944, 0.3447162070018385, 0.34761738679833415, 0.35054362183078214, 0.35349449558257573, 0.3564695616883953, 0.3594683448248474, 0.3624903412952076, 0.36553501808747635, 0.3686018153255945, 0.3716901461295981, 0.374799397094215, 0.37792892927255667, 0.3810780783755907, 0.3842461588359896, 0.3874324609652238, 0.39063625459615225, 0.3938567883290006, 0.3970932918862964, 0.40034497761529836, 0.4036110413227547, 0.406890662178855, 0.41018300549333087, 0.4134872241098051, 0.41680245860946213, 0.4201278393789922, 0.42346248820798926]",50,,,,,0.42346248820798926,,0.28230832547199286,,,,1.7936038970947266,1.7936038970947266,False,,0.0,0.0,,,1.8029439449310303,2026-08-06 05:37:29,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,False,True,False,adam,False,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,1,"[(1, 2), (0, 1)]","[1.0, 1.0]"
7725caa3,8,7,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[1.541931665687598, 1.5445671175845372, 1.547195418805879, 1.5498163827083744, 1.5524298243621915, 1.5550355615723919, 1.5576334119002322, 1.560223195203612, 1.5628047349319978, 1.5653778575638273, 1.5679423914410402, 1.5704981664340683, 1.5730450170810324, 1.575582782290036, 1.5781113031644127, 1.580630427686247, 1.5831400022566402, 1.5856398776006968, 1.5881299111219833, 1.5906099641788733, 1.5930799011049623, 1.5955395876787757, 1.5979888978392975, 1.6004277055554705, 1.6028558919049085, 1.6052733428564345, 1.6076799446938508, 1.6100755864948566, 1.612460164718983, 1.6148335755906225, 1.6171957220305024, 1.6195465093938013, 1.6218858466445165, 1.6242136464448382, 1.6265298243419124, 1.6288342957856607, 1.6311269822086705, 1.6334078119783617, 1.6356767111179333, 1.6379336091909256, 1.6401784393618049, 1.6424111306861833, 1.6446316235756053, 1.6468398559894335, 1.6490357717038877, 1.6512193152195533, 1.6533904328265916, 1.6555490659406047, 1.657695166078849, 1.659828683607161, 1.6619495712924373]",50,,,,,1.6619495712924373,,0.3242828431790121,,,,1.747161865234375,1.747161865234375,False,,0.0,0.0,,,1.7597131729125977,2026-08-06 05:37:29,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
3a03f211,3,2,3,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[0.14859426129286613, 0.15019100232050542, 0.1518089819015992, 0.15344845144073144, 0.15510967896594327, 0.1567929468175357, 0.1584985502465633, 0.16022679633849546, 0.16197800226136871, 0.1637524965668848, 0.16555061621397776, 0.16737270989947528, 0.1692191369435281, 0.17109026862660823, 0.17298649035187744, 0.1749082039658929, 0.17685583117429537, 0.17882981753896698, 0.18083063719948614, 0.18285879750169834, 0.1849148442569031, 0.1869993654464979, 0.1891129925009551, 0.19125639806148673, 0.193430289255354, 0.1956353918073585, 0.1978724277106836, 0.20014208599628372, 0.20244498907794334, 0.2047816593366828, 0.20715249071002628, 0.20955772760346925, 0.21199745494518102, 0.2144715955668765, 0.21697991660176094, 0.21952203928854916, 0.22209745193059455, 0.22470552299114016, 0.22734551394759658, 0.23001658915552725, 0.23271782857649134, 0.23544823511777807, 0.23820674402186218, 0.24099222859850739, 0.2438035071464295, 0.24663934908453977, 0.24949848087644144, 0.25237959086145717, 0.2552813361472992, 0.2582023462458768, 0.2611412277238499]",50,,,,,0.2611412277238499,,0.17409415181589993,,,,2.8663830757141113,2.8663830757141113,False,,0.0,0.0,,,2.8780972957611084,2026-08-06 05:37:30,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,False,True,False,adam,False,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,1,"[(1, 2), (0, 1)]","[1.0, 1.0]"
03638c3d,11,10,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[3.597667979993563, 3.605785471839046, 3.6138475270046886, 3.6218527589740765, 3.6298001425145006, 3.637689161566911, 3.6455199974083525, 3.653293695287323, 3.661012264898474, 3.6686786693007103, 3.6762965055321715, 3.6838695104493393, 3.6914009219904806, 3.6988929447370418, 3.706346489544672, 3.713761257191777, 3.7211359523682144, 3.7284686496267994, 3.735757130326783, 3.7429991481250386, 3.750192663968392, 3.757336000852077, 3.7644279298280243, 3.771467724550666, 3.7784551577403636, 3.7853904308651813, 3.7922740623782913, 3.799106730533613, 3.8058891355460633, 3.812621824075811, 3.8193051228051296, 3.8259390917423244, 3.8325235451136446, 3.839058142399493, 3.845542461518864, 3.8519761071794685, 3.8583588096734625, 3.8646904928504253, 3.8709712868303217, 3.877201556375331, 3.883381842879597, 3.889512823601872, 3.8955952282461035, 3.90162978372191, 3.907617162552661, 3.9135579426246765, 3.9194526459167105, 3.9253017410456925, 3.9311056917119216, 3.9368650064890014, 3.942580278273147]",50,,,,,3.942580278273147,,0.5528014972340364,,,,2.2775914669036865,2.2775914669036865,False,,0.0,0.0,,,2.2857842445373535,2026-08-06 05:37:31,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,9,"[(8, 9), (0, 1), (9, 10), (2, 3), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
42ecff9c,8,7,2,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[1.6228587310041427, 1.6271051094280673, 1.6313330105157338, 1.6355418740549128, 1.6397311592990587, 1.6439003458849784, 1.648048936512589, 1.6521764512851005, 1.6562824383927157, 1.6603664705769319, 1.6644281575950726, 1.668467137226507, 1.6724830793718386, 1.676475695475696, 1.680444736023388, 1.6843899991970102, 1.68831132285563, 1.692208600312099, 1.6960817788380993, 1.699930868643832, 1.7037559442293744, 1.7075571573896458, 1.711334733228402, 1.715088989629019, 1.7188203347725934, 1.7225292808505905, 1.726216460035551, 1.729882621443612, 1.7335286390846745, 1.7371555305398578, 1.7407644524700783, 1.7443566909233899, 1.7479336525136697, 1.7514968622743639, 1.7550479239594226, 1.758588500165405, 1.7621202708469745, 1.7656449025885839, 1.7691640073101889, 1.7726791282413608, 1.7761917057582426, 1.779703083754332, 1.7832144774856185, 1.7867269800031627, 1.7902415757625076, 1.7937591378162532, 1.797280427054427, 1.8008061022705624, 1.8043367242224189, 1.8078727525344456, 1.8114145597458973]",50,,,,,1.8114145597458973,,0.3534467433650531,,,,3.511976480484009,3.511976480484009,False,,0.0,0.0,,,3.518812656402588,2026-08-06 05:37:31,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
043c3ab7,12,11,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[3.4437241054288914, 3.4526695655534994, 3.4615909892711616, 3.4704874727292125, 3.479358112819652, 3.488201990333587, 3.497018190283865, 3.5058057966234335, 3.5145638810472213, 3.5232915320039444, 3.5319878238998683, 3.5406518441599832, 3.5492826777539297, 3.5578794290430613, 3.5664411864043206, 3.5749670600610264, 3.5834561639557987, 3.5919076171210595, 3.600320547138873, 3.6086940986790954, 3.6170274179124284, 3.6253196741866813, 3.633570050642131, 3.641777736857141, 3.6499419437399263, 3.658061882641302, 3.6661367829409737, 3.6741658963400314, 3.6821484830614875, 3.690083827427095, 3.697971228863208, 3.705810002659972, 3.7135994706189663, 3.7213389895937357, 3.729027918501622, 3.736665645861347, 3.7442515612768523, 3.751785083565119, 3.759265652197957, 3.7666927228095304, 3.7740657620780005, 3.7813842571565366, 3.7886477187257093, 3.795855657054554, 3.8030076211209716, 3.8101031612215808, 3.8171418466960727, 3.8241232703723083, 3.8310470468072397, 3.8379127994880133, 3.844720162976347]",50,,,,,3.844720162976347,,0.4871667717912249,,,,2.564518451690674,2.564518451690674,False,,0.0,0.0,,,2.577967882156372,2026-08-06 05:37:31,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,10,"[(8, 9), (0, 1), (9, 10), (2, 3), (1, 2), (5, 6), (3, 4), (7, 8), (10, 11), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
abb6754a,3,2,5,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[0.7035905180702741, 0.7120527049385242, 0.7204643603124344, 0.7288214085153334, 0.7371202176140568, 0.7453578579874074, 0.7535324601749235, 0.7616436587243584, 0.7696930163194102, 0.7776841994062065, 0.7856225838925581, 0.793514224788975, 0.8013645795244744, 0.8091776306347848, 0.8169556989163301, 0.8246997207065995, 0.832409705043625, 0.8400851158474855, 0.8477251436680069, 0.8553288748526929, 0.8628953726225235, 0.8704237228063574, 0.8779130335200276, 0.8853624161750758, 0.8927709559611593, 0.9001376766648822, 0.907461506212915, 0.9147412405739086, 0.921975525954911, 0.9291628334221534, 0.9363014509622247, 0.9433894825556438, 0.950424857253818, 0.9574053414355254, 0.9643285578237385, 0.9711920030499129, 0.9779930857274443, 0.9847291446197446, 0.9913974815854198, 0.9979953891751767, 1.0045201868392863, 1.010969243612933, 1.017340013615103, 1.023630061781359, 1.0298370877267082, 1.0359589524144677, 1.041993700272701, 1.04793957279478, 1.053795029921514, 1.0595587541771652, 1.0652296670699735]",50,,,,,1.0652296670699735,,0.7101531113799823,,,,5.7875144481658936,5.7875144481658936,False,,0.0,0.0,,,5.800375461578369,2026-08-06 05:37:33,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,True,False,,True,False,True,False,adam,False,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,1,"[(1, 2), (0, 1)]","[1.0, 1.0]"
1cd70188,11,10,2,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[2.765896119049934, 2.7696827120481604, 2.7734088253087417, 2.7770736167849104, 2.7806763358420783, 2.7842163439694354, 2.787693119242781, 2.79110627597843, 2.7944555576140453, 2.797740847776435, 2.8009621824661215, 2.8041197681581296, 2.807213986265497, 2.8102453778171284, 2.813214685778754, 2.8161228257894066, 2.8189709326697017, 2.821760332897083, 2.8244925681303017, 2.827169389696033, 2.829792756526084, 2.832364848910326, 2.834888052336221, 2.8373649545112967, 2.8397983552669666, 2.8421912370488682, 2.8445467714140964, 2.846868284035955, 2.849159264971987, 2.8514233379324803, 2.853664225807905, 2.85588575680071, 2.8580918138176634, 2.8602863217996424, 2.8624732013500034, 2.8646563442680613, 2.866839584303993, 2.869026679088463, 2.8712212506389854, 2.8734267676455034, 2.8756465078635483, 2.8778835601844444, 2.8801407665392347, 2.8824207566279187, 2.8847259131876792, 2.8870583666764524, 2.8894200058797392, 2.891812491791995, 2.894237279347566, 2.8966956067567238, 2.899188521301405]",50,,,,,2.899188521301405,,0.40650427948701695,,,,5.36474609375,5.36474609375,False,,0.0,0.0,,,5.371628046035767,2026-08-06 05:37:34,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,9,"[(8, 9), (0, 1), (9, 10), (2, 3), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
574ff51b,8,7,3,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[1.472516510169984, 1.480104535894582, 1.4877378327867619, 1.4954157485767212, 1.5031377865468638, 1.5109035390581895, 1.5187126267342368, 1.526564679087344, 1.5344593206925747, 1.5423961552286911, 1.550374773357374, 1.558394725445892, 1.5664555296513676, 1.5745566643761193, 1.5826975630456221, 1.5908776162861946, 1.5990961617526622, 1.6073524891114523, 1.6156458344438211, 1.6239753851524577, 1.632340270661374, 1.6407395705979733, 1.6491723005631276, 1.6576374324380965, 1.6661338744801881, 1.6746604868916186, 1.6832160775132976, 1.6917994076158707, 1.7004091839195623, 1.7090440659038122, 1.7177026665757926, 1.7263835514878134, 1.735085259123339, 1.743806281977315, 1.752545075900621, 1.7613000680483113, 1.7700696616659903, 1.77885222499417, 1.787646112002907, 1.7964496456833638, 1.8052611498780589, 1.8140789232822807, 1.822901264040848, 1.831726470706358, 1.8405528299348242, 1.849378641074467, 1.858202209988446, 1.8670218566467538, 1.875835914497959, 1.8846427358934277, 1.8934406996805133]",50,,,,,1.8934406996805133,,0.36945184384010016,,,,6.148328065872192,6.148328065872192,False,,0.0,0.0,,,6.154946804046631,2026-08-06 05:37:34,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.001,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
