run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,compare_with_010101,init_QAOAparams_close_to_zero,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_max_retries,queue_poll_interval_seconds,max_graph_vertices,qaoa_seed,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,sdp_seed,qaoa_seed_used,hog_graph_index,edges,weights
dd978020,4,3,1,50.0,False,False,"[1, 1, 1]",2.000000000000001,,,,,,,,"[0.8695754181618327, 0.8709379359265987, 0.8722893386523456, 0.8736294328215124, 0.874958032147419, 0.8762749593921159, 0.87758004420612, 0.8788731271924652, 0.8801540595209427, 0.8814227027376637, 0.8826789302271969, 0.8839226280220975, 0.8851536937223473, 0.8863720392787566, 0.8875775892641928, 0.8887702819319014, 0.8899500702364875, 0.8911169209692857, 0.8922708157587408, 0.8934117499794051, 0.8945397345673314, 0.8956547950072561, 0.8967569696012909, 0.8978463114198825, 0.8989228864565476, 0.8999867743212858, 0.9010380669301019, 0.902076869432178, 0.9031032974471404, 0.9041174776635368, 0.9051195472421678, 0.9061096525123038, 0.9070879476091349, 0.9080545944812259, 0.9090097620024606, 0.9099536233137998, 0.9108863572884227, 0.9118081444499144, 0.912719169568267, 0.9136196181439229, 0.9145096766194446, 0.9153895297645683, 0.91625936183466, 0.9171193540835801, 0.9179696847003131, 0.9188105276187607, 0.9196420536513829, 0.9204644280399004, 0.921277809271302, 0.9220823504977871, 0.9228782001131237]",50,,,,,0.9228782001131237,,0.46143910005656164,,,,1.6198205947875977,1.6198205947875977,False,,0.0,0.0,,,1.632420539855957,2026-08-17 11:50:35,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,True,False,,False,False,True,False,adam,True,1,20,hamqaoa,0.001,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,11,1,False,_Exp5_subexp4_standardWithHeuristic,1,,6300001,63,"[(1, 3), (2, 3), (0, 3)]","[1.0, 1.0, 1.0]"
c1b8d9de,4,3,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[1.0378750420263037, 1.039052526011375, 1.0402255616846998, 1.0413939901981406, 1.0425576528712341, 1.0437163923699984, 1.044870049670583, 1.0460184673691368, 1.047161488929712, 1.04829895971165, 1.0494307238736271, 1.050556629621527, 1.05167652686159, 1.0527902670637996, 1.0538977042735902, 1.0549986950616708, 1.0560930972180178, 1.0571807726481055, 1.0582615867715968, 1.059335407371411, 1.0604021062472404, 1.0614615571896697, 1.0625136397203732, 1.0635582349220112, 1.0645952293036829, 1.0656245134919677, 1.0666459824610781, 1.0676595349398115, 1.0686650732832146, 1.069662503900303, 1.070651738812619, 1.0716326940864591, 1.07260528864879, 1.0735694474397095, 1.0745250992545834, 1.075472176947133, 1.0764106185083893, 1.0773403645381516, 1.078261361385945, 1.0791735587799052, 1.0800769116482476, 1.0809713775730128, 1.0818569195531307, 1.0827335037623245, 1.0836011014169968, 1.084459688196525, 1.0853092413280099, 1.0861497446889166, 1.086981184610981, 1.0878035513170246, 1.0886168385541664]",50,,,,,1.0886168385541664,,0.4601085539113129,,,,1.5623736381530762,1.5623736381530762,False,,0.0,0.0,,,1.5917410850524902,2026-08-17 11:50:36,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,True,1,20,hamqaoa,0.001,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,11,1,False,_Exp5_subexp4_standardWithHeuristic,1,,8200001,82,"[(1, 3), (0, 2), (2, 3)]","[1.0, 1.0, 1.0]"
19c94125,4,4,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[1.3710923622661932, 1.3731648761445356, 1.3752130535649048, 1.3772364264835955, 1.3792345470095735, 1.3812069904790443, 1.3831533601395138, 1.3850732872237943, 1.3869664315439303, 1.3888324871949214, 1.3906711826903828, 1.3924822802929901, 1.3942655833081157, 1.396020932988376, 1.3977482123507452, 1.399447347404176, 1.4011183057234595, 1.4027610996835547, 1.4043757872570084, 1.405962470640802, 1.4075212947011102, 1.4090524472534633, 1.4105561584692026, 1.4120327016284515, 1.4134823869451139, 1.4149055633028162, 1.4163026114122912, 1.417673944278756, 1.4190200028068147, 1.420341253929753, 1.4216381839315628, 1.4229112967321238, 1.4241611093444546, 1.425388145191846, 1.4265929339469845, 1.427776005598433, 1.4289378873874101, 1.4300790992162158, 1.4312001495907687, 1.432301537133022, 1.433383745324222, 1.434447241194493, 1.435492474167429, 1.436519876173036, 1.4375298598299076, 1.4385228200924634, 1.4394991336295193, 1.4404591598660261, 1.4414032454710843, 1.4423317184955755, 1.4432448977727055]",50,,,,,1.4432448977727055,,0.4810816325909018,,,,1.5819413661956787,1.5819413661956787,False,,0.0,0.0,,,1.6004319190979004,2026-08-17 11:50:36,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,True,True,2,True,False,True,True,adam,True,1,20,hamqaoa,0.001,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,11,1,False,_Exp5_subexp4_standardWithHeuristic,1,,9500001,95,"[(1, 3), (0, 1), (0, 2), (2, 3)]","[1.0, 1.0, 1.0, 1.0]"
affb85f3,4,3,2,50.0,False,False,"[1, 1, 1]",2.000000000000001,,,,,,,,"[1.0583835822788845, 1.0605319107229945, 1.0626722518324623, 1.0648041598503384, 1.066927187218497, 1.0690408820336077, 1.0711447931262021, 1.0732384651308844, 1.075321442466426, 1.0773932731311864, 1.079453502193892, 1.0815016812580152, 1.0835373621846536, 1.0855601040777427, 1.0875694720255324, 1.089565034078231, 1.0915463688017992, 1.093513063654519, 1.0954647184538453, 1.0974009411120496, 1.0993213520065734, 1.1012255848088026, 1.1031132866900282, 1.1049841243322247, 1.106837774763792, 1.108673935344807, 1.1104923211991578, 1.1122926678655676, 1.1140747267614062, 1.1158382688696094, 1.1175830862163876, 1.1193089936465952, 1.121015821711468, 1.1227034270205956, 1.1243716823726488, 1.1260204804025002, 1.127649738657379, 1.1292593900368604, 1.1308493864910978, 1.1324197014602522, 1.1339703232201686, 1.135501258755632, 1.13701253099658, 1.1385041759587753, 1.13997624426533, 1.1414288007928217, 1.1428619211422149, 1.1442756925486433, 1.1456702122907978, 1.1470455855070447, 1.1484019279756865]",50,,,,,1.1484019279756865,,0.574200963987843,,,,3.079590082168579,3.079590082168579,False,,0.0,0.0,,,3.094202995300293,2026-08-17 11:50:37,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,False,False,True,False,adam,True,1,20,hamqaoa,0.001,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,11,1,False,_Exp5_subexp4_standardWithHeuristic,1,,6300101,63,"[(1, 3), (2, 3), (0, 3)]","[1.0, 1.0, 1.0]"
68125c36,5,4,1,50.0,False,False,"[1, 1, 1]",2.8546376797184614,,,,,,,,"[1.0437760425986893, 1.0438776055288632, 1.0439758141501307, 1.044070606125659, 1.0441619421691395, 1.0442498108021394, 1.044334236327248, 1.0444152858289797, 1.044493076070224, 1.0445677793701706, 1.0446396301636403, 1.044708924983022, 1.0447760222801186, 1.0448413303481354, 1.044905293658417, 1.044968370049212, 1.0450310028522187, 1.0450935959157832, 1.0451564903224926, 1.045219944283869, 1.045284132121586, 1.0453491403737059, 1.0454149768627605, 1.0454815883573616, 1.0455488734510905, 1.0456166986905908, 1.0456849139487845, 1.0457533685878506, 1.0458219219896432, 1.0458904502810589, 1.045958856680476, 1.046027071200529, 1.0460950532800903, 1.046162795238288, 1.0462303155476778, 1.0462976565162003, 1.0463648769547937, 1.046432045266833, 1.0464992350103528, 1.0465665134395197, 1.046633939528224, 1.0467015575901726, 1.0467693947849985, 1.046837463713898, 1.0469057598515192, 1.0469742666412984, 1.0470429594668247, 1.0471118094936647, 1.047180788842328, 1.0472498723390542, 1.047319042820287]",50,,,,,1.047319042820287,,0.36688335274954365,,,,1.7156453132629395,1.7156453132629395,False,,0.0,0.0,,,1.7336127758026123,2026-08-17 11:50:37,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,True,False,,False,False,True,False,adam,True,1,20,hamqaoa,0.001,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,11,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
8cd750a1,4,3,2,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[1.2319682520128492, 1.2347391229950666, 1.2374976313882498, 1.2402432213116918, 1.24297534720174, 1.2456934761523115, 1.2483970929360915, 1.251085702246203, 1.2537588290473252, 1.2564160267394506, 1.2590568791031156, 1.2616810052521867, 1.2642880620727737, 1.2668777520746093, 1.2694498201347628, 1.2720040678021163, 1.2745403498027092, 1.2770585846594047, 1.2795587525243786, 1.2820409035538605, 1.284505159001122, 1.286951715668231, 1.289380844250542, 1.2917928890405843, 1.2941882670309863, 1.2965674675377725, 1.298931044317589, 1.3012796123712609, 1.3036138390258034, 1.3059344336013314, 1.3082421364827097, 1.3105377118908117, 1.3128219282787128, 1.3150955540531437, 1.31735933864524, 1.3196140061166741, 1.3218602369572727, 1.3240986702984672, 1.326329888420686, 1.3285544105952432, 1.3307726911841473, 1.33298511984035, 1.335192014279419, 1.337393625668521, 1.3395901403661166, 1.3417816795210853, 1.34396830446648, 1.3461500296873419, 1.3483268176346466, 1.3504985873378308, 1.3526652283259404]",50,,,,,1.3526652283259404,,0.5717097330202622,,,,3.0306639671325684,3.0306639671325684,False,,0.0,0.0,,,3.052825689315796,2026-08-17 11:50:37,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,True,1,20,hamqaoa,0.001,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,11,1,False,_Exp5_subexp4_standardWithHeuristic,1,,8200101,82,"[(1, 3), (0, 2), (2, 3)]","[1.0, 1.0, 1.0]"
acaf587b,4,4,2,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[1.8662483821934992, 1.8717604474780867, 1.8772410477851476, 1.8826891927731428, 1.8881039167797555, 1.8934842811186678, 1.8988293863595624, 1.904138370732803, 1.9094104120790087, 1.9146447407740603, 1.9198406359642968, 1.9249974292117988, 1.9301145126874717, 1.9351913409398425, 1.9402274327626903, 1.9452223747429536, 1.9501758204128858, 1.9550874969912597, 1.9599572015569287, 1.9647847995726901, 1.9695702258112355, 1.9743134845055896, 1.9790146387634067, 1.9836738165463432, 1.988291194846914, 1.9928670079039459, 1.9974015269917063, 2.001895057358088, 2.0063479364616055, 2.010760521805828, 2.0151331860170867, 2.019466312673523, 2.0237602867285864, 2.0280154851034022, 2.0322322885298254, 2.0364110669606283, 2.040552186041236, 2.044655999143818, 2.048722848961281, 2.052753082503811, 2.0567470355367607, 2.0607050570174144, 2.0646274994938842, 2.068514724726902, 2.072367112831227, 2.0761850636398034, 2.079968994001464, 2.0837193519466832, 2.087436601339364, 2.091121239108323, 2.0947737775833266]",50,,,,,2.0947737775833266,,0.6982579258611089,,,,3.0791268348693848,3.0791268348693848,False,,0.0,0.0,,,3.0979421138763428,2026-08-17 11:50:38,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,True,2,True,False,True,True,adam,True,1,20,hamqaoa,0.001,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,11,1,False,_Exp5_subexp4_standardWithHeuristic,1,,9500101,95,"[(1, 3), (0, 1), (0, 2), (2, 3)]","[1.0, 1.0, 1.0, 1.0]"
4f24802d,4,3,3,50.0,False,False,"[1, 1, 1]",2.000000000000001,,,,,,,,"[1.0373488155049257, 1.0436719701491919, 1.049922742394201, 1.0560974490853898, 1.0621928471903999, 1.068206357618059, 1.0741363666587551, 1.0799826359410194, 1.085651150371365, 1.0911993295605513, 1.0966943585773399, 1.1021395593494494, 1.1075400066386338, 1.1129011163080818, 1.1182274407029653, 1.1235220292462305, 1.1287863357405428, 1.1340204702159868, 1.1391637314764222, 1.1442364930231868, 1.1492825214506013, 1.1542987123436714, 1.1592819824079474, 1.164229296812266, 1.1691376894065588, 1.1739911616929222, 1.1787338398766978, 1.1834354728792889, 1.1880929926574124, 1.19270349714578, 1.1972158220696851, 1.2016581721763102, 1.2060511425795233, 1.210392169232084, 1.2146572936711753, 1.2188262686555966, 1.2229420751938147, 1.2269916313901879, 1.2309520566842143, 1.2348427027600135, 1.238662777950095, 1.2423867620106273, 1.2460529337969337, 1.249666387467425, 1.2531588107427785, 1.2565962693376136, 1.2599858145343368, 1.2633271342632582, 1.2665405039214894, 1.269696885890186, 1.2728138127704873]",50,,,,,1.2728138127704873,,0.6364069063852433,,,,4.647382974624634,4.647382974624634,False,,0.0,0.0,,,4.662261486053467,2026-08-17 11:50:38,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,True,False,,False,False,True,False,adam,True,1,20,hamqaoa,0.001,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,11,1,False,_Exp5_subexp4_standardWithHeuristic,1,,6300201,63,"[(1, 3), (2, 3), (0, 3)]","[1.0, 1.0, 1.0]"
d94fe59e,5,4,2,50.0,False,False,"[1, 1, 1]",2.8546376797184614,,,,,,,,"[1.4030895148454894, 1.4054083389625616, 1.4077170354415622, 1.4100153026053965, 1.4123028426502624, 1.4145793612768458, 1.4168445696436482, 1.4190981838713015, 1.4213399254872825, 1.42356952333704, 1.4257867126858979, 1.4279912384047977, 1.4301828504659708, 1.4323613089495777, 1.4345263805735318, 1.4366778431408114, 1.438815480298774, 1.4409390869895102, 1.4430484657068252, 1.445143429889075, 1.4472238018799302, 1.4492894133686725, 1.4513401078342179, 1.4533757350814298, 1.4553961572410115, 1.4574012451115512, 1.4593908768623578, 1.4613649405913391, 1.4633233350513364, 1.4652659619679238, 1.467192739677608, 1.4691035909945456, 1.4709984482835037, 1.4728772485446573, 1.4747399388027467, 1.4765864738363839, 1.4784168133571043, 1.480230925865592, 1.4820287848829372, 1.483810373501026, 1.4855756795093047, 1.4873246923009809, 1.489057410370518, 1.4907738361261844, 1.492473978447959, 1.4941578495448116, 1.4958254655050398, 1.4974768473945612, 1.499112021019061, 1.5007310187754248, 1.5023338691160069]",50,,,,,1.5023338691160069,,0.526278301372444,,,,3.2283456325531006,3.2283456325531006,False,,0.0,0.0,,,3.2449710369110107,2026-08-17 11:50:39,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,False,False,True,False,adam,True,1,20,hamqaoa,0.001,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,11,1,False,_Exp5_subexp4_standardWithHeuristic,1,,101,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
ee8d4eb3,4,3,3,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[1.2768496073792537, 1.2860393079760488, 1.2951583079337108, 1.3042031337217541, 1.313170360539249, 1.3220566279021368, 1.3308586584338251, 1.3395732787375862, 1.3481974318447512, 1.3567282003868781, 1.3651628263015436, 1.3734987327644053, 1.3817335446596384, 1.3898651088526042, 1.397891509929621, 1.4058110940101207, 1.4136224894425673, 1.421324613079196, 1.428916694854882, 1.4363982800933903, 1.443769237223848, 1.4510297698345478, 1.4581804036607868, 1.4652219826394832, 1.4721556521197323, 1.4789828461733847, 1.48570525527803, 1.4923247965110054, 1.498843575126648, 1.5052638436903558, 1.5115879499687952, 1.5178182908042768, 1.523957265277369, 1.5300072162956788, 1.5359703904100204, 1.541848898282315, 1.5476446781981754, 1.5533594630477041, 1.5589947631187582, 1.564551857004372, 1.570031786014882, 1.5754353653085384, 1.5807631915623626, 1.5860156662232803, 1.5911930174890365, 1.5962953310876886, 1.6013225812236709, 1.6062746614919032, 1.6111514074229218, 1.6159526395630806, 1.6206781902949032]",50,,,,,1.6206781902949032,,0.6849865554923513,,,,4.752078294754028,4.752078294754028,False,,0.0,0.0,,,4.770252466201782,2026-08-17 11:50:39,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,True,1,20,hamqaoa,0.001,False,False,hog,False,True,False,False,True,False,False,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,False,0,16,1,1,0,0,0,5,11,1,False,_Exp5_subexp4_standardWithHeuristic,1,,8200201,82,"[(1, 3), (0, 2), (2, 3)]","[1.0, 1.0, 1.0]"
