run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_seed,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,max_graph_vertices,qaoa_seed,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,sdp_seed,qaoa_seed_used,hog_graph_index,edges,weights
ad6117cd,5,4,1,75.0,False,True,"[1, 1, 1]",,3.999999939096554,3.999999939096554,,,1.9999989627638288,1.9999989627638288,1.9999989627638288,"[1.4268314771283577, 1.4727094798438338, 1.5369522574264465, 1.613811917105941, 1.69383991562733, 1.7676710552108197, 1.8286426721815023, 1.8779402812594885, 1.921720486256722, 1.9589060438148027, 1.9834042282262474, 1.993152562401603, 1.9936339098581601, 1.9916438204163647, 1.9893824663964472, 1.9855550454558344, 1.9786900926662516, 1.9699590260892907, 1.9628095202714635, 1.9593290080011396, 1.9588224028416708, 1.9595787531219253, 1.9607172311418626, 1.962687078599125, 1.96638466470946, 1.971865987723567, 1.9780599854423146, 1.9836820875843533, 1.9882447895764719, 1.992090135461542, 1.9955424232926897, 1.99831024849889, 1.9997865092547062, 1.9997722832284877, 1.9987729991431644, 1.997530222246964, 1.9963914018941007, 1.9952811471324434, 1.9941635617606155, 1.9933249513755078, 1.9931460057248997, 1.9936936801949197, 1.9946596847954237, 1.9956943645219707, 1.9966961367184277, 1.9977249866434916, 1.9987293767188608, 1.9994937594339044, 1.9998590931165394, 1.9998927321636604, 1.9997805561773199, 1.9996118973344044, 1.9993575828080057, 1.9990282278059701, 1.998745825665286, 1.9986251808714073, 1.9986560395028634, 1.9987567707739322, 1.9988987458012708, 1.999111147406709, 1.999383198651357, 1.9996363051483037, 1.999807536040567, 1.9999069648916958, 1.999967871682908, 1.9999847270602056, 1.9999380751342681, 1.9998501690681805, 1.9997717777322743, 1.999725532660087, 1.9996994633637892, 1.9996898379561194, 1.9997128989259, 1.9997707862703087, 1.9998383704060494, 1.9998941201875158]",75,0.6830597550422913,,0.0,0.0,1.9999989627638288,,0.6830597550422913,,,,3.299553871154785,3.412508726119995,True,0.11467695236206055,0.0017075538635253906,0.0,0.11467695236206055,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000003_3fe097836279_seed42_L1_M1_amplified.npz,3.3237850666046143,2026-08-26 08:48:46,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,True,1,10,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,3,"[(1, 2), (3, 4), (0, 1), (2, 3)]","[1.0, 1.0, 1.0, 1.0]"
63e64a1d,3,2,1,75.0,False,True,"[1, 1, 1]",,1.999999998738248,1.999999998738248,,,0.9999999960990971,0.9999999960990971,0.9999999960990974,"[0.9834609856753095, 1.0576831274256444, 1.1224961148641694, 1.2014320271446823, 1.2837127641199428, 1.3535337929364173, 1.397030173222006, 1.4102792738591718, 1.4049310869332436, 1.3948972126200823, 1.3864524622437593, 1.3815090799173162, 1.3798550001423648, 1.3799612389327296, 1.380295765759715, 1.380606284298174, 1.3821582232777392, 1.3866211878522492, 1.3945811557008527, 1.4049585001210385, 1.4154998956418543, 1.4237588534209271, 1.4280544057480002, 1.4280710678989934, 1.4248657453024984, 1.4202910723027276, 1.4161954078922745, 1.4138410814464872, 1.4137020314094375, 1.4155377835930336, 1.4186086400240578, 1.4219657355059492, 1.424766710012995, 1.4265347990986215, 1.4272572646974742, 1.4272749143453605, 1.4270279229731904, 1.426809104137498, 1.4266645885938785, 1.426481286716445, 1.426176171977365, 1.4258360374853507, 1.4256984492970008, 1.4259906123868618, 1.4267532884547771, 1.4277813788279328, 1.42872054190415, 1.429254635566057, 1.4292675479376524, 1.4288855206851252, 1.4283832867222972, 1.428024171912364, 1.4279377087268257, 1.4280969326750523, 1.428381677281258, 1.4286674390449572, 1.4288831517628742, 1.429017719436537, 1.4290917976049415, 1.4291258566708411, 1.429126519527248, 1.4290932690448872, 1.4290330209333277, 1.428968148896229, 1.4289311902664592, 1.4289492083513349, 1.4290273775196256, 1.4291424488644655, 1.429251488040686, 1.4293131281861475, 1.4293099708859909, 1.429258240082248, 1.429197042887543, 1.429163556365612, 1.4291714252426047, 1.429207445144419]",75,0.6666666640660647,,0.42920744904532193,0.42920744904532193,1.429207445144419,,0.9528049634296126,,,,3.604722499847412,3.638054370880127,True,0.03595924377441406,0.002614259719848633,0.0,0.03595924377441406,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000001_9f99b1afad88_seed42_L1_M1_amplified.npz,3.6255269050598145,2026-08-26 08:48:48,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,False,,True,False,True,False,adam,True,1,10,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,1,"[(1, 2), (0, 1)]","[1.0, 1.0]"
89bd992c,5,4,2,75.0,False,True,"[1, 1, 1]",,3.999999939096554,3.999999939096554,,,1.9999989627638288,1.9999989627638288,1.9999989627638288,"[2.0033980536978975, 2.1870292417517194, 2.314947733094231, 2.377874086418979, 2.4073199089485153, 2.3839357109449497, 2.3457108542000316, 2.3465151318197877, 2.3818951424049004, 2.4243574408864466, 2.4561866050191847, 2.4781143195092654, 2.495191436458198, 2.5069186320482864, 2.5147088355530665, 2.524892334951761, 2.5414567315960657, 2.5614778921958306, 2.580176447604977, 2.599081842762741, 2.6234531153305505, 2.6510983786387032, 2.6720613784152847, 2.6788792107385393, 2.6727757684404243, 2.6602486554564466, 2.648095900991401, 2.640603811115699, 2.6401214377816076, 2.6467240373860634, 2.6559915552416946, 2.662316932063047, 2.6647731042171934, 2.666937123411654, 2.671031354983605, 2.675229049035537, 2.6771671611761314, 2.6772226952403555, 2.6768572535932282, 2.6761261461989903, 2.6745883233794747, 2.673003586697489, 2.6725033228760817, 2.673000099064834, 2.6738880263388434, 2.6754098468232272, 2.677879970432945, 2.680346501007449, 2.6814608875825146, 2.68116355042957, 2.6803911887154563, 2.6797282098698068, 2.6793473560628276, 2.67950569169132, 2.6801150373136213, 2.6805069621197, 2.6803581601316813, 2.680180657256513, 2.680446273875603, 2.6809913128313805, 2.6815276711145763, 2.6819469683350263, 2.6820722707591163, 2.6818289774000834, 2.6815302873199363, 2.6814580480370216, 2.6815032781332118, 2.681536632997889, 2.6816415445032513, 2.6818274497585035, 2.6819887240911275, 2.682121703660231, 2.6822300785446633, 2.6822327633635794, 2.6821649133278087, 2.6821635948463354]",75,0.6830597550422913,,0.6821646320825066,0.6821646320825066,2.6821635948463354,,0.9160394791141856,,,,6.323253154754639,6.43652868270874,True,0.11467695236206055,0.0013854503631591797,0.0,0.11467695236206055,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000003_3fe097836279_seed42_L1_M1_amplified.npz,6.330625057220459,2026-08-26 08:48:49,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,True,1,10,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,3,"[(1, 2), (3, 4), (0, 1), (2, 3)]","[1.0, 1.0, 1.0, 1.0]"
9ff48185,8,7,1,75.0,False,True,"[1, 1, 1]",,6.999999972718308,6.999999972718308,,,3.4999999973340987,3.4999999973340983,3.4999999973340983,"[3.4075091386845395, 3.7534451530979007, 3.991786975059585, 4.061256758274661, 4.035974205687659, 4.038984117506919, 4.080464021175422, 4.120918278299245, 4.132776393610687, 4.118987625443782, 4.102146705153005, 4.09918885708238, 4.1126665774106215, 4.136969508882982, 4.163684757968469, 4.18409868909708, 4.191743923402824, 4.185471539509184, 4.170791544802701, 4.157063299829526, 4.1517735353699505, 4.15653742156494, 4.167516301255059, 4.178833716136652, 4.186163959560633, 4.188486171269357, 4.187498881688083, 4.185703353723814, 4.184736127977411, 4.184831910907781, 4.185308153504916, 4.18547280908646, 4.185302743770871, 4.185458023130672, 4.186676930887055, 4.1890604938989044, 4.191820562950752, 4.193707028493054, 4.1938458597186195, 4.192394699757488, 4.190488048739615, 4.1894665794677834, 4.189987350817323, 4.191684172385855, 4.1935500426635945, 4.19467286358087, 4.194781422154842, 4.194265064888769, 4.193744386501635, 4.1935924347295535, 4.193775642605436, 4.19404727325347, 4.1942373949716965, 4.194373111773948, 4.194570863216478, 4.194852963610969, 4.195085111579424, 4.195098328902575, 4.1948711933334, 4.194584183565668, 4.194479887957358, 4.194655878236047, 4.194986619161008, 4.195242267867845, 4.195283209284169, 4.195153322475603, 4.195007682615406, 4.194966091767276, 4.195031392723521, 4.195126576482788, 4.195187682131059, 4.195213428832933, 4.195236127886342, 4.195266075797843, 4.195279109671284, 4.195255706283724]",75,0.6829268287481167,,0.6952557089496261,0.6952557089496256,4.195255706283724,,0.818586479274873,,,,7.1470654010772705,7.296330451965332,True,0.1505298614501953,0.0012505054473876953,0.0,0.1505298614501953,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000006_749a375e0266_seed42_L1_M1_amplified.npz,7.165532827377319,2026-08-26 08:48:50,x86_64,dacsgpu0003,,64,64,3.11.15,0.24,True,False,True,False,,True,True,True,False,adam,True,1,10,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
e474024f,5,4,3,75.0,False,True,"[1, 1, 1]",,3.999999939096554,3.999999939096554,,,1.9999989627638288,1.9999989627638288,1.9999989627638288,"[1.8512527647145043, 2.342063097217384, 2.334732946276804, 2.41415710710023, 2.5407383417815237, 2.605009688423672, 2.6100619668652882, 2.615999014718065, 2.633530167602621, 2.6404426317769296, 2.640986086478891, 2.6555571228170347, 2.684164874744489, 2.701491970800954, 2.692523113275651, 2.6761012473045453, 2.6743506841851716, 2.6829059798796338, 2.686159710594734, 2.682203639533034, 2.6820791833560036, 2.6899689673613625, 2.6982523589092273, 2.700926759339121, 2.7009469899209764, 2.7027198106146537, 2.7048445942886703, 2.7036576345411354, 2.7007779109233474, 2.701797884048668, 2.7074479023757587, 2.712479449433017, 2.714002416257582, 2.7150102707389703, 2.718321833307033, 2.7221887689766375, 2.723934642576795, 2.7244095331920626, 2.7262411782442495, 2.729828884266501, 2.7338088159365173, 2.7377517298599505, 2.7419436198110483, 2.745861905747996, 2.7489087786554833, 2.751767382383696, 2.7554257953282573, 2.75959232274237, 2.7634411367956293, 2.7671354036299554, 2.7712944649774975, 2.7756532384529398, 2.7794610120625363, 2.7827434595221328, 2.786153660274861, 2.789910776748041, 2.7937215347001363, 2.7974278099174956, 2.8010616950919336, 2.804487772968303, 2.8074898002313713, 2.8101048008153877, 2.8125193951943364, 2.814712504078511, 2.8164911234791967, 2.817797605259245, 2.8187228196241376, 2.8192871998466673, 2.8194331815863882, 2.819211492637095, 2.8188064726770414, 2.818373232100516, 2.8179593490246915, 2.817578999562636, 2.817268523350296, 2.817055792429758]",75,0.6830597550422913,,0.8170568296659293,0.8170568296659293,2.817055792429758,,0.9621092187260103,,,,9.660196542739868,9.773484706878662,True,0.11467695236206055,0.0013751983642578125,0.0,0.11467695236206055,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000003_3fe097836279_seed42_L1_M1_amplified.npz,9.68041443824768,2026-08-26 08:48:52,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,True,False,,True,True,True,False,adam,True,1,10,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,3,"[(1, 2), (3, 4), (0, 1), (2, 3)]","[1.0, 1.0, 1.0, 1.0]"
fca41c75,8,7,2,75.0,False,True,"[1, 1, 1]",,6.999999972718308,6.999999972718308,,,3.4999999973340987,3.4999999973340983,3.4999999973340983,"[2.8785356770867083, 3.3215481516704215, 3.5607058218958305, 3.626761119841796, 3.613759712247825, 3.618069875252378, 3.6750264909744583, 3.771084167804023, 3.881890408416048, 3.9873406474127586, 4.066160370465279, 4.100186865704768, 4.0847354095855675, 4.037093847457317, 3.9895477743897323, 3.9672302512821203, 3.976255928252255, 4.009300925792502, 4.0541441554880935, 4.098707311778037, 4.133115125252892, 4.151092195437947, 4.152238028200428, 4.142313970285665, 4.129292396119529, 4.119296464423035, 4.115936021549787, 4.12096476755145, 4.134014713994119, 4.152219445512268, 4.171124138529656, 4.186545726072379, 4.195962210530874, 4.198937718396215, 4.197297825087705, 4.1948359835849764, 4.195499470347539, 4.201040320904692, 4.21039042742463, 4.220874927899277, 4.229711697676085, 4.235151379403976, 4.237354055325812, 4.2383479507603745, 4.240567785044809, 4.245171076908633, 4.251645370119936, 4.258626178524953, 4.2648919982168625, 4.270015944376233, 4.274560796954684, 4.279580875285535, 4.2857218613824415, 4.292835322368111, 4.300359323885474, 4.307862830019227, 4.315380746397142, 4.3235302928476, 4.33322439858958, 4.345076851365713, 4.35914737251383, 4.375314682548216, 4.3937415291814785, 4.414635751535045, 4.437233160008918, 4.459481762644443, 4.4802358717928055, 4.5005130538457365, 4.520239055919178, 4.537584958019918, 4.553127609303066, 4.5716499654726075, 4.591108788839062, 4.606774258950854, 4.621474566230709, 4.636814703651527]",75,0.6829268287481167,,1.1368147063174283,1.1368147063174279,4.636814703651527,,0.9047443324198101,,,,11.757233619689941,11.905624866485596,True,0.1505298614501953,0.0021228790283203125,0.0,0.1505298614501953,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000006_749a375e0266_seed42_L1_M1_amplified.npz,11.765311241149902,2026-08-26 08:48:54,x86_64,dacsgpu0003,,64,64,3.11.15,0.26,True,False,True,False,,True,True,True,False,adam,True,1,10,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
8a94258d,5,4,4,75.0,False,True,"[1, 1, 1]",,3.999999939096554,3.999999939096554,,,1.9999989627638288,1.9999989627638288,1.9999989627638288,"[1.5586925827961828, 1.8604117862662417, 1.9953022971214625, 2.08595608662705, 2.1753664114676545, 2.2795955122004288, 2.372371850902488, 2.4397810353724183, 2.4726207320207476, 2.5003787856248376, 2.5653495686862158, 2.644118473611608, 2.68975163493612, 2.690570195298409, 2.6723056971741594, 2.6655255594212597, 2.675855490125212, 2.6836744640541768, 2.6739151013848397, 2.6587146446227976, 2.6583816296996825, 2.6726805167683585, 2.684573103860029, 2.685464591080866, 2.6839900436131363, 2.6882213755582742, 2.6962243285279857, 2.7021420805959164, 2.702377407725604, 2.6994384883981017, 2.6999489174917257, 2.7064302195807186, 2.7139167768675776, 2.7172120897468988, 2.718042069631171, 2.721008484841312, 2.725724836864889, 2.72816239533446, 2.728066828069524, 2.7284884184232614, 2.7298005294302343, 2.7303409388859166, 2.7301155627556364, 2.730095424278628, 2.7305677579329144, 2.7315505703794734, 2.7327043710424905, 2.733392665275901, 2.7337214418291156, 2.7341990800836773, 2.7346593807779747, 2.7349410320757013, 2.7354727140639175, 2.7361613459562597, 2.7364505160913923, 2.7366452822164544, 2.7372622338948833, 2.7379296517045892, 2.7382772515108003, 2.7385515245022436, 2.738846777693984, 2.7389621768112806, 2.7389051242025753, 2.738867886244265, 2.738981190959078, 2.739117887310409, 2.7390691048454046, 2.73902998996971, 2.7392414986367304, 2.7394612883972154, 2.7395150552353917, 2.7396092542857318, 2.7397939912864304, 2.7399073146416595, 2.7399595135522614, 2.740079950970955]",75,0.6830597550422913,,0.7400809882071262,0.7400809882071262,2.740079950970955,,0.9358196553862551,,,,13.80978512763977,13.923057556152344,True,0.11467695236206055,0.0013880729675292969,0.0,0.11467695236206055,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000003_3fe097836279_seed42_L1_M1_amplified.npz,13.835569381713867,2026-08-26 08:48:57,x86_64,dacsgpu0003,,64,64,3.11.15,0.23,True,False,True,False,,True,True,True,False,adam,True,1,10,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,3,"[(1, 2), (3, 4), (0, 1), (2, 3)]","[1.0, 1.0, 1.0, 1.0]"
c36733c5,9,8,1,75.0,False,True,"[1, 1, 1]",,7.9999999288731924,7.9999999288731924,,,3.9999999942118816,3.999999994211883,3.9999999942118802,"[3.96713084095998, 3.9736361123412287, 3.9762453651746914, 3.9871990102725845, 3.9955755939088315, 3.9999992295245956, 4.005356327952432, 4.013416537183839, 4.019526166739575, 4.021092731937916, 4.023282320496163, 4.030040946258676, 4.036390469541583, 4.038406162716364, 4.040820202271715, 4.045794941507612, 4.0491706264043215, 4.051703424885003, 4.056425827862967, 4.060897261322722, 4.063601877926858, 4.067325504031372, 4.072379331211231, 4.076476082702607, 4.080184754401158, 4.085040755499743, 4.090514762961379, 4.096396456285461, 4.103503626272458, 4.111715924068022, 4.120466288829087, 4.130233085105392, 4.141612128598486, 4.154037651306717, 4.1666043175485985, 4.179613422910683, 4.194571994374864, 4.211914302777691, 4.2294924605051065, 4.245605784396083, 4.261732876472731, 4.278181389656742, 4.293250083007868, 4.308310502007837, 4.3230542255593924, 4.336064924923522, 4.34862146659682, 4.359617183619142, 4.368206630322814, 4.3758662519489935, 4.382285767608146, 4.386509010183628, 4.388777877095889, 4.389624711255347, 4.389180207593989, 4.387606123817472, 4.385529120267946, 4.383588952184002, 4.381841555041064, 4.3801611728622305, 4.378687962396024, 4.3776145960911075, 4.377060010880206, 4.3771038006616845, 4.377619663036059, 4.378383801252181, 4.379399106330814, 4.380728261538799, 4.382242957681081, 4.383779739848528, 4.385253135112182, 4.386575069022826, 4.387685789344755, 4.38856580990692, 4.3891853242302865, 4.389570000611933]",75,0.6973500687259211,,0.3895700064000498,0.3895700064000511,4.389570000611933,,0.7652667365083565,,,,16.312745094299316,16.485636234283447,True,0.17470860481262207,0.0018017292022705078,0.0,0.17470860481262207,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000007_7fe36149e5ca_seed42_L1_M1_amplified.npz,16.32273006439209,2026-08-26 08:48:59,x86_64,dacsgpu0003,,64,64,3.11.15,0.3,True,False,True,False,,True,True,True,False,adam,True,1,10,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,7,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
03cd6467,8,7,3,75.0,False,True,"[1, 1, 1]",,6.999999972718308,6.999999972718308,,,3.4999999973340987,3.4999999973340983,3.4999999973340983,"[3.907539102006151, 4.1368841174643345, 4.25749138550251, 4.362432990363339, 4.421998899873707, 4.466880000879251, 4.5301176114696275, 4.583445171228172, 4.619740420080918, 4.6516797659883435, 4.677796398164923, 4.688088307777017, 4.6793773695689245, 4.657605450378913, 4.634217304004933, 4.621882793571098, 4.622230374359003, 4.631091841534862, 4.645562813331542, 4.66034272902383, 4.672881013980816, 4.685597394362208, 4.697511583168636, 4.705497541404251, 4.71019525635322, 4.713300477714061, 4.714584518764924, 4.713009323061354, 4.7094251499865, 4.707832441800194, 4.710100797174665, 4.713369852299373, 4.714664566164666, 4.714175114095954, 4.713832283688197, 4.714480099850098, 4.714873216083503, 4.714581755402981, 4.715109617931713, 4.717202865640151, 4.719922901838769, 4.721632783702713, 4.722142563748782, 4.722710954488965, 4.723299872632676, 4.723108660788674, 4.722416636463741, 4.722329658033542, 4.7228651075098345, 4.722911438364994, 4.722623839178665, 4.722770954069596, 4.723098661622638, 4.723164618989175, 4.7230312681212165, 4.723210595360461, 4.723746059156892, 4.7241520652365185, 4.724392881070445, 4.724671116966325, 4.725023784925815, 4.725109273546376, 4.724893571012444, 4.724747916587014, 4.724694958105995, 4.724600262236971, 4.724563783189565, 4.724745072980298, 4.72492431971325, 4.725004493543184, 4.72509468687225, 4.7252032273423765, 4.725226329191088, 4.725224486246962, 4.725277540858276, 4.725314944714308]",75,0.6829268287481167,,1.2253149473802094,1.225314947380209,4.725314944714308,,0.9220126721393771,,,,17.925266981124878,18.073773860931396,True,0.1505298614501953,0.0020084381103515625,0.0,0.1505298614501953,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000006_749a375e0266_seed42_L1_M1_amplified.npz,17.936508655548096,2026-08-26 08:49:01,x86_64,dacsgpu0003,,64,64,3.11.15,0.26,True,False,True,False,,True,True,True,False,adam,True,1,10,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
e762e2d0,5,4,5,75.0,False,True,"[1, 1, 1]",,3.999999939096554,3.999999939096554,,,1.9999989627638288,1.9999989627638288,1.9999989627638288,"[1.146945162808434, 2.0441800496791114, 2.474870441353335, 2.4901929237249125, 2.4187854681540197, 2.425428586134291, 2.537182509417895, 2.627696005233752, 2.622484855101749, 2.5887184790730013, 2.6046048822632177, 2.6580046483807944, 2.6992364830914517, 2.7022934992534906, 2.685730643557469, 2.6824518135526243, 2.7015892214252832, 2.7295482390610055, 2.7534776924392457, 2.771597062356329, 2.783730215919058, 2.7881332198544704, 2.7903030854202733, 2.7966924115868133, 2.802578090950311, 2.802191458286612, 2.800004607217954, 2.8015222991676794, 2.805125805089838, 2.809088290454233, 2.8153654765597995, 2.8227372002259057, 2.826134742802503, 2.824982697583886, 2.823713290834182, 2.8239169470590055, 2.823999129835607, 2.824279343018956, 2.8254275595664233, 2.825933950186519, 2.8258123755860756, 2.8270729871199083, 2.829181585752113, 2.8301338567893244, 2.8302298045139613, 2.830479572175949, 2.8307837441888513, 2.831346011066537, 2.8322907238524535, 2.8326422510091787, 2.8322338281589845, 2.83226575623444, 2.833109945416656, 2.8342176423448615, 2.8351671625328643, 2.8354614365027713, 2.8351240148209724, 2.8349661163574864, 2.835152605735131, 2.835232154537625, 2.835361330360232, 2.8358026841494484, 2.8363165354718674, 2.836685216078126, 2.836765447985055, 2.836575252108575, 2.836549295095235, 2.83683214370762, 2.8370841036269057, 2.8372238722947882, 2.837391194308236, 2.837612483400083, 2.837843835752186, 2.837968915135554, 2.8380176395576373, 2.838173327881884]",75,0.6830597550422913,,0.8381743651180553,0.8381743651180553,2.838173327881884,,0.9693214917629386,,,,18.48761558532715,18.600953578948975,True,0.11467695236206055,0.001325845718383789,0.0,0.11467695236206055,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000003_3fe097836279_seed42_L1_M1_amplified.npz,18.505388975143433,2026-08-26 08:49:02,x86_64,dacsgpu0003,,64,64,3.11.15,0.24,True,False,True,False,,True,True,True,False,adam,True,1,10,hamqaoa,0.05,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,3,"[(1, 2), (3, 4), (0, 1), (2, 3)]","[1.0, 1.0, 1.0, 1.0]"
