run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,circuit_type,learning_rate_adam,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_seed,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,max_graph_vertices,qaoa_seed,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,sdp_seed,qaoa_seed_used,hog_graph_index,edges,weights
f1018fc3,5,4,1,75.0,False,True,"[1, 1, 1]",,3.999999939096554,3.999999939096554,,,1.9999989627638288,1.9999989627638288,1.9999989627638288,"[1.217540572898665, 1.2339672511971496, 1.2491294997791376, 1.2629001323552695, 1.2752060395455114, 1.2860555640893168, 1.295565140186154, 1.3039603989687392, 1.3115246563163647, 1.3185099137787035, 1.3250723465827545, 1.3312662070039365, 1.3370738830936642, 1.3424397730108377, 1.34729469147624, 1.3515712643813929, 1.3552135181317868, 1.3581834099550383, 1.3604657752979463, 1.362072021859229, 1.363042527178448, 1.3634471746226502, 1.3633832525064955, 1.362970130069927, 1.362340697400617, 1.3616301372213935, 1.3609637280582187, 1.3604457218753556, 1.3601514191258601, 1.3601236289394187, 1.3603736523118592, 1.360885921255033, 1.361624981091983, 1.3625432852753117, 1.3635888219923127, 1.364711560992169, 1.36586859261428, 1.3670275335232978, 1.3681682765290362, 1.3692833034365757, 1.3703766749932065, 1.3714622351999792, 1.3725613086559454, 1.3737004536533524, 1.3749094870189924, 1.3762200038463321, 1.3776645236402418, 1.3792761904164064, 1.381088786566433, 1.3831370403265937, 1.3854569587512178, 1.3880861829878701, 1.3910641231080307, 1.394432006857313, 1.3982326365375217, 1.402509792719744, 1.4073074035931847, 1.4126680800973193, 1.4186311819907507, 1.4252303329062235, 1.43249035865432, 1.4404238458231797, 1.4490276626292857, 1.4582796961236473, 1.4681365337720593, 1.4785324696450863, 1.4893802169505765, 1.5005738463383784, 1.511993754302598, 1.5235134028049622, 1.5350070277938914, 1.5463569150601506, 1.557458730243908, 1.5682237331427278, 1.5785769524772668, 1.5884521444493993]",75,0.6830597550422913,,0.0,0.0,1.9999989627638288,,0.6830597550422913,,,,1.9777982234954834,2.090543031692505,True,0.11467695236206055,0.0019211769104003906,0.0,0.11467695236206055,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000003_3fe097836279_seed42_L1_M1_amplified.npz,1.9852440357208252,2026-08-25 22:14:58,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,3,"[(1, 2), (3, 4), (0, 1), (2, 3)]","[1.0, 1.0, 1.0, 1.0]"
c137d636,6,5,1,75.0,False,True,"[1, 1, 1]",,4.999999851788772,4.999999851788772,,,2.4999999395313637,2.4999999395313632,2.4999999395313632,"[1.4391144145420975, 1.49012075706542, 1.5406045267806785, 1.5903133026145484, 1.6389945451372958, 1.6863986736238774, 1.732282626544223, 1.7764139196714621, 1.818574890685866, 1.8585671587891979, 1.8962160304577598, 1.931374724655229, 1.9639281216161342, 1.9937958059541356, 2.020934170805455, 2.0453375812991257, 2.0670382053136263, 2.086104573923171, 2.1026389796139986, 2.1167736913108377, 2.1286662665488727, 2.1384941801493276, 2.1464490507845735, 2.1527308916400028, 2.157542480466909, 2.1610842454544548, 2.163549851530777, 2.165122507800926, 2.165972167245598, 2.1662535504677294, 2.166104965829962, 2.165647813212592, 2.16498667656415, 2.1642098984389904, 2.1633904958641854, 2.1625873020423696, 2.1618462758526986, 2.161201882402131, 2.160678431131451, 2.160291462270036, 2.1600490184251693, 2.159952831206288, 2.1599994332318477, 2.160181181968402, 2.1604871633291554, 2.160904046345833, 2.1614168069483055, 2.1620094289516105, 2.16266547781408, 2.1633686261663354, 2.1641031257442216, 2.1648542067386374, 2.1656083926791916, 2.166353780703421, 2.167080224966586, 2.167779498844615, 2.168445339436383, 2.1690734529313085, 2.1696614967052392, 2.170208928830662, 2.170716897064624, 2.171188009919489, 2.1716261207335488, 2.1720360533523766, 2.172423361385076, 2.1727940232912206, 2.1731541838400363, 2.1735099441895374, 2.1738671190023724, 2.174231029499786, 2.174606393820297, 2.1749972165918874, 2.1754067153692485, 2.175837274887166, 2.176290531643964, 2.1767674036008824]",75,0.6677350265842316,,0.0,-4.440892098500626e-16,2.4999999395313632,,0.6677350265842316,,,,2.5000109672546387,2.6375865936279297,True,0.13967537879943848,0.0020890235900878906,0.0,0.13967537879943848,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000004_2a8a9b462e5e_seed42_L1_M1_amplified.npz,2.510816812515259,2026-08-25 22:14:59,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,4,"[(0, 1), (2, 3), (1, 2), (3, 4), (4, 5)]","[1.0, 1.0, 1.0, 1.0, 1.0]"
26aee243,3,2,1,75.0,False,True,"[1, 1, 1]",,1.999999998738248,1.999999998738248,,,0.9999999960990971,0.9999999960990971,0.9999999960990974,"[0.5464404725942867, 0.5672926248474961, 0.5888348010608176, 0.6109966485184595, 0.6336968527795301, 0.6568424621306028, 0.6803284078455135, 0.7040372690995378, 0.727839392741208, 0.7515934800398276, 0.7751477559327745, 0.7983418926473667, 0.8210098969008411, 0.842984290472823, 0.8641018793330093, 0.884211628708866, 0.9031850280466397, 0.9209293049739266, 0.9374030298012559, 0.9526322275682659, 0.9667225271042476, 0.9798605036256878, 0.9922979381241863, 1.0043190860329736, 1.0162007601456733, 1.028179437099204, 1.0404340711443505, 1.0530836920467306, 1.0661936665731118, 1.0797845056818316, 1.0938399752577888, 1.1083134404859643, 1.123132591854745, 1.1382031029341235, 1.1534117177036969, 1.1686292262138742, 1.183713662559431, 1.1985139853693145, 1.212874287060224, 1.2266386959659963, 1.2396569229722234, 1.2517903545129552, 1.2629185986784188, 1.2729460893999176, 1.2818083608136475, 1.2894773592252546, 1.2959649779633327, 1.3013240508066595, 1.3056459472286663, 1.3090544050949415, 1.3116958257320017, 1.3137269798886297, 1.3153017668230154, 1.3165590789017783, 1.3176135846373325, 1.3185504674803634, 1.3194243993713457, 1.3202621223293614, 1.3210676146022224, 1.3218286247864244, 1.3225235279943404, 1.3231276960260248, 1.3236188611291653, 1.3239811563947999, 1.3242077119605078, 1.3243018097251777, 1.324276665253816, 1.3241540312650861, 1.3239618837174747, 1.3237314976134311, 1.3234943288460377, 1.3232790456560868, 1.3231090753191352, 1.323000911446891, 1.32296331191741, 1.322997399690701]",75,0.6666666640660647,,0.3229974035916039,0.3229974035916039,1.322997399690701,,0.8819982664604673,,,,1.7480273246765137,1.7819015979766846,True,0.03595924377441406,0.002070188522338867,0.0,0.03595924377441406,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000001_9f99b1afad88_seed42_L1_M1_amplified.npz,1.759902000427246,2026-08-25 22:14:59,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,False,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,1,"[(1, 2), (0, 1)]","[1.0, 1.0]"
81842ae5,5,4,2,75.0,False,True,"[1, 1, 1]",,3.999999939096554,3.999999939096554,,,1.9999989627638288,1.9999989627638288,1.9999989627638288,"[0.9352419841173908, 0.9729614474342054, 1.011570757313665, 1.0503053831700417, 1.0883411006190107, 1.1248147196865175, 1.1588601051495306, 1.1896641194102213, 1.216547582861376, 1.2390735489667166, 1.2571746965758537, 1.271265553350113, 1.2822672430131956, 1.2914642363095168, 1.300199728769121, 1.3095492322935443, 1.3201312785919954, 1.3320975388168006, 1.3452382187087761, 1.359122192866092, 1.3732265576347038, 1.3870424716877037, 1.400157310054905, 1.4123146532005437, 1.4234501225182878, 1.4336986393073847, 1.4433693574481699, 1.4528917056284025, 1.462746052828308, 1.4733985317528726, 1.4852548481440764, 1.4986367557167148, 1.513775690894855, 1.5308158712776578, 1.549820186892526, 1.570775391322587, 1.5935946857007237, 1.6181169416856613, 1.644102984451945, 1.6712304499535466, 1.69909003774269, 1.7271870400529075, 1.7549517620391462, 1.7817623243906262, 1.8069817468047686, 1.8300097419105528, 1.8503468724717862, 1.8676644791201114, 1.8818689155375588, 1.8931421415113943, 1.9019393646526623, 1.9089316174461255, 1.9149003263716693, 1.9206110783131036, 1.9267012930517586, 1.933607137264637, 1.941536090431332, 1.9504788273210627, 1.9602480750764957, 1.9705324830719406, 1.980955222296539, 1.9911307165999133, 2.0007146788915775, 2.009444004594829, 2.017163324072244, 2.023835498766844, 2.029534042555022, 2.0344186163303815, 2.0386980295974686, 2.0425887858491465, 2.0462782958563124, 2.049900099981476, 2.0535246781162915, 2.0571644835120675, 2.060788689448491, 2.06434183771961]",75,0.6830597550422913,,0.06434287495578106,0.06434287495578106,2.06434183771961,,0.7050347806419432,,,,4.0639073848724365,4.177346229553223,True,0.11467695236206055,0.001224517822265625,0.0,0.11467695236206055,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000003_3fe097836279_seed42_L1_M1_amplified.npz,4.071821451187134,2026-08-25 22:15:00,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,3,"[(1, 2), (3, 4), (0, 1), (2, 3)]","[1.0, 1.0, 1.0, 1.0]"
709480d0,8,7,1,75.0,False,True,"[1, 1, 1]",,6.999999972718308,6.999999972718308,,,3.4999999973340987,3.4999999973340983,3.4999999973340983,"[1.5314398273629233, 1.6293670093355863, 1.7283092544642218, 1.8276185913180283, 1.9266297149509888, 2.0246667721545886, 2.12105177116644, 2.2151147517993577, 2.3062051880482026, 2.393704719423819, 2.4770403766014253, 2.5556981419754283, 2.6292359910740606, 2.6972957065500283, 2.7596127457835133, 2.816023336781503, 2.8664679773835084, 2.9109913339368045, 2.9497377560104994, 2.982943113248697, 3.0109229205669026, 3.0340579175766207, 3.052777814497188, 3.0675445283483818, 3.0788358078784688, 3.0871302869596824, 3.092894440310987, 3.096572025108269, 3.0985761174496322, 3.0992835315366056, 3.0990315866599065, 3.098116767928666, 3.096794925942722, 3.0952826153812603, 3.09375932569463, 3.0923702169398224, 3.091229186178305, 3.0904221180022766, 3.0900100791388407, 3.0900324368766077, 3.0905099618025766, 3.0914475753508386, 3.0928370902103146, 3.0946597275361296, 3.0968884325762356, 3.0994900542502433, 3.1024273737934633, 3.1056609129421107, 3.109150687848082, 3.112857772222228, 3.1167458388817715, 3.120782314143119, 3.124939581843342, 3.1291958585379565, 3.133535944015561, 3.1379517454926344, 3.142442475539305, 3.147014887771839, 3.1516828230338008, 3.1564668956603934, 3.1613937374595524, 3.166495132614584, 3.171806981361629, 3.177368137840586, 3.183219185564353, 3.189400973799144, 3.1959536131317132, 3.202915123101841, 3.210320517679819, 3.218200774175236, 3.2265819659011177, 3.2354846862318842, 3.244923587543383, 3.2549068312535967, 3.2654358072701988, 3.2765047484105647]",75,0.6829268287481167,,0.0,-4.440892098500626e-16,3.4999999973340983,,0.6829268287481167,,,,4.294557571411133,4.443344593048096,True,0.1505298614501953,0.0017282962799072266,0.0,0.1505298614501953,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000006_749a375e0266_seed42_L1_M1_amplified.npz,4.301605463027954,2026-08-25 22:15:00,x86_64,dacsgpu0002,,64,64,3.11.15,0.24,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
72eb8e06,6,5,2,75.0,False,True,"[1, 1, 1]",,4.999999851788772,4.999999851788772,,,2.4999999395313637,2.4999999395313632,2.4999999395313632,"[1.1897085603830175, 1.2660278726622598, 1.343859549091507, 1.4216875606232438, 1.4979214772774891, 1.5709389197599004, 1.6391523491030595, 1.7011100728707085, 1.7556421686868706, 1.802052552472919, 1.8403210746071135, 1.8712057812131828, 1.896101995785367, 1.916664784224623, 1.9344260993203881, 1.950600029487564, 1.9660517615347852, 1.981330628308267, 1.9967156327050495, 2.012263539846965, 2.0278602835019672, 2.0432749880416954, 2.058213695128208, 2.0723699302252836, 2.0854683756353194, 2.097299038455559, 2.1077396287616033, 2.1167648895847564, 2.1244430569910384, 2.1309210226350253, 2.1364013144912652, 2.141114798275356, 2.1452933892513957, 2.149146706548348, 2.1528451595592277, 2.156510708961067, 2.1602153278999205, 2.1639857871590107, 2.167813126994059, 2.1716648645127514, 2.1754978465267585, 2.1792702954761913, 2.1829515036312968, 2.186528539269027, 2.190009287342216, 2.193421993462325, 2.1968119059266558, 2.200235564297846, 2.203754109050582, 2.207426629715807, 2.211304548301695, 2.215427715724632, 2.219822605105918, 2.2245024541813225, 2.2294688952060455, 2.234714571898082, 2.240226063664362, 2.2459862796715, 2.251976204564635, 2.2581754672024896, 2.26456188197473, 2.2711100600279446, 2.277789680522739, 2.2845636630521704, 2.291386785447542, 2.2982051378394037, 2.3049567698329008, 2.311573519810514, 2.3179837949107385, 2.324116367872184, 2.329904580426289, 2.3352906139114142, 2.340229517323756, 2.3446921720628553, 2.348667356813938, 2.352162571677185]",75,0.6677350265842316,,0.0,-4.440892098500626e-16,2.4999999395313632,,0.6677350265842316,,,,4.385600805282593,4.523770332336426,True,0.13967537879943848,0.0014922618865966797,0.0,0.13967537879943848,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000004_2a8a9b462e5e_seed42_L1_M1_amplified.npz,4.397799015045166,2026-08-25 22:15:01,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,4,"[(0, 1), (2, 3), (1, 2), (3, 4), (4, 5)]","[1.0, 1.0, 1.0, 1.0, 1.0]"
cd5e236e,5,4,3,75.0,False,True,"[1, 1, 1]",,3.999999939096554,3.999999939096554,,,1.9999989627638288,1.9999989627638288,1.9999989627638288,"[1.5325513731266347, 1.5764063935768806, 1.6143097414585215, 1.646753736185793, 1.6734480022893103, 1.6961100137127003, 1.7167289418458784, 1.7360773171234973, 1.7546502193531215, 1.7728928418699381, 1.7912151823566809, 1.8101247784897863, 1.830086288721461, 1.851352523953014, 1.8738904656810522, 1.8974165232437408, 1.9214944051916003, 1.9456259631608601, 1.969290981135272, 1.9919434247442387, 2.013024045033374, 2.0320370901770244, 2.0486809521643203, 2.062967742260113, 2.075229480125919, 2.085969323466795, 2.0956792773237423, 2.1047426524568604, 2.113404869124415, 2.1217796799008575, 2.1298815565898863, 2.137667460635252, 2.1450718269372318, 2.1520341993345093, 2.1585245807986113, 2.164563933117775, 2.170232243930453, 2.175655902066193, 2.1809769753471406, 2.1863170500834244, 2.1917506544807694, 2.197296652785067, 2.202926004351732, 2.208579683868791, 2.2141898729794893, 2.219699402929218, 2.225076377328959, 2.230323309269273, 2.235480700278689, 2.2406256034227967, 2.245866331707595, 2.2513350933849403, 2.2571799623694613, 2.263557949514941, 2.2706292502240095, 2.2785526891011596, 2.2874819113459566, 2.297561907302004, 2.308923928191626, 2.321676411141653, 2.3358905416336553, 2.3515820755859247, 2.3686959671396215, 2.3871032751307877, 2.406616921468718, 2.4270231608592274, 2.448110742566395, 2.4696758747311427, 2.4915007214454246, 2.513337281103509, 2.534929860504295, 2.5560640118510403, 2.5765951138339807, 2.5964295992808544, 2.6154798860120145, 2.633626913668188]",75,0.6830597550422913,,0.633627950904359,0.633627950904359,2.633626913668188,,0.8994627437391352,,,,6.640913486480713,6.753835201263428,True,0.11467695236206055,0.0017399787902832031,0.0,0.11467695236206055,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000003_3fe097836279_seed42_L1_M1_amplified.npz,6.654346942901611,2026-08-25 22:15:03,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,3,"[(1, 2), (3, 4), (0, 1), (2, 3)]","[1.0, 1.0, 1.0, 1.0]"
780abbeb,8,7,2,75.0,False,True,"[1, 1, 1]",,6.999999972718308,6.999999972718308,,,3.4999999973340987,3.4999999973340983,3.4999999973340983,"[1.7567723663061456, 1.8669245024440295, 1.9821306471433864, 2.1004758923421414, 2.219886487947284, 2.338147055781724, 2.45295999046556, 2.5620299209155997, 2.6631671975960693, 2.754405493026126, 2.834125765437487, 2.901175324501603, 2.9549687601683243, 2.9955548110232066, 3.023635264512761, 3.040523432008119, 3.048037176191976, 3.048331262057024, 3.0436886679934116, 3.036303211321668, 3.028090916297064, 3.0205605056231404, 3.014756815784962, 3.011271131085481, 3.0103003650860116, 3.0117324849733627, 3.0152400229374634, 3.0203672224916125, 3.026605159133542, 3.033450504092283, 3.0404481943868977, 3.0472192097768023, 3.053475110830075, 3.0590219029061485, 3.063755395826371, 3.067650797442985, 3.0707487465058043, 3.0731396010347285, 3.0749478448645764, 3.076317703357669, 3.077400899827909, 3.078346578657831, 3.0792941372569094, 3.080368243020457, 3.0816763345895124, 3.0833078747177973, 3.085335230723132, 3.087815651760212, 3.090794042113056, 3.094305999813206, 3.098380986530632, 3.1030450556521876, 3.1083231421903132, 3.114240235212392, 3.1208215344796573, 3.1280912281367, 3.1360694353904246, 3.144767980000963, 3.154184078458403, 3.1642927737440454, 3.1750388535357477, 3.186329099979427, 3.1980261990866516, 3.209946456328196, 3.2218631949533743, 3.2335175150031867, 3.2446369557199968, 3.2549616195886384, 3.26427481391433, 3.2724339690354443, 3.2793953515142036, 3.285226297884607, 3.2901006939177964, 3.2942762462982387, 3.2980573279490137, 3.301751225539084]",75,0.6829268287481167,,0.0,-4.440892098500626e-16,3.4999999973340983,,0.6829268287481167,,,,7.443990468978882,7.591923952102661,True,0.1505298614501953,0.002582550048828125,0.0,0.1505298614501953,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000006_749a375e0266_seed42_L1_M1_amplified.npz,7.45177960395813,2026-08-25 22:15:03,x86_64,dacsgpu0002,,64,64,3.11.15,0.25,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
367f7938,6,5,3,75.0,False,True,"[1, 1, 1]",,4.999999851788772,4.999999851788772,,,2.4999999395313637,2.4999999395313632,2.4999999395313632,"[1.978743577882734, 2.0497120470219303, 2.121075962897547, 2.1923487075776182, 2.2626178265143415, 2.3316337113805474, 2.3995169172557014, 2.465993534637988, 2.5303839941608586, 2.5918092840989613, 2.649353103999151, 2.702227544527852, 2.7499078430579034, 2.7923250682063365, 2.8299563584512377, 2.863634270276853, 2.8941511743153345, 2.921951724018763, 2.9471193056935645, 2.969566176187347, 2.9892461584011953, 3.0062923861994504, 3.021036560913768, 3.033890664345593, 3.045158406216469, 3.0549425793698033, 3.0632639031217033, 3.070303257268459, 3.0765195557159277, 3.0824959221820927, 3.088667083631789, 3.0951777160628433, 3.1019201056612684, 3.1086649432286473, 3.115210256461688, 3.1214941439185733, 3.1276199012421104, 3.133778545867798, 3.1401265656714394, 3.146702862411648, 3.153422438624892, 3.1601341418140207, 3.1667092680911324, 3.173119051488755, 3.179457170662374, 3.1858894403772777, 3.1925615238285387, 3.1995293028367504, 3.206755078837471, 3.2141609391239125, 3.2216972115304086, 3.229381336241254, 3.237287131650766, 3.2454960715217216, 3.254045766349102, 3.262909143927969, 3.2720120573963634, 3.2812697155693997, 3.2906122819392842, 3.299983967938986, 3.3093226135586775, 3.3185421900243672, 3.3275365377608974, 3.33620198164613, 3.3444618530415293, 3.35227525636164, 3.359625569448955, 3.3665002248660243, 3.372878097245823, 3.3787337075521893, 3.3840517409988364, 3.3888369782232104, 3.3931109439091824, 3.3968987902084766, 3.400218935601063, 3.4030846240353294]",75,0.6677350265842316,,0.9030846845039662,0.9030846845039657,3.4030846240353294,,0.908943542744479,,,,7.330623149871826,7.468896865844727,True,0.13967537879943848,0.0013840198516845703,0.0,0.13967537879943848,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000004_2a8a9b462e5e_seed42_L1_M1_amplified.npz,7.339381694793701,2026-08-25 22:15:04,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,True,False,,True,True,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,4,"[(0, 1), (2, 3), (1, 2), (3, 4), (4, 5)]","[1.0, 1.0, 1.0, 1.0, 1.0]"
47a12b45,3,2,2,75.0,False,True,"[1, 1, 1]",,1.999999998738248,1.999999998738248,,,0.9999999960990971,0.9999999960990971,0.9999999960990974,"[0.4798871744898403, 0.5225322621959174, 0.5660986896403488, 0.6103654694938049, 0.6550834789069897, 0.6999767110221375, 0.7447459390441051, 0.7890750248490345, 0.8326402506714533, 0.8751224995118395, 0.9162219930189994, 0.9556745388170975, 0.9932674648151794, 1.0288524801248895, 1.0623522792687892, 1.093758234673492, 1.123118658955148, 1.1505203950670384, 1.1760686743546918, 1.1998705083367653, 1.2220243248466927, 1.2426157676074068, 1.261717875777925, 1.2793938689267632, 1.2957014189685165, 1.3106977329618805, 1.3244440302270784, 1.3370072454888593, 1.3484579095373548, 1.3588650493436976, 1.3682923561481246, 1.376798929760395, 1.3844448366574489, 1.391297929773425, 1.397437793608151, 1.4029541052562977, 1.4079396666421389, 1.4124803988538754, 1.4166459495331165, 1.4204838094226377, 1.4240186491730698, 1.4272571391024513, 1.4301966228199983, 1.4328352980168906, 1.435181221483568, 1.437257729675707, 1.4391040089691232, 1.4407706977155252, 1.4423118448001684, 1.443775442824569, 1.4451951228309345, 1.44658523240495, 1.4479403600055467, 1.449239278767496, 1.4504521015390548, 1.451548678146154, 1.4525062952462886, 1.453315072858778, 1.4539800836001884, 1.4545201369304146, 1.4549639302254205, 1.4553447660825076, 1.4556951785471872, 1.4560426669547128, 1.456407223438673, 1.4568008403967858, 1.457228585414721, 1.4576906643116536, 1.4581846505104472, 1.4587072117967377, 1.4592550666522488, 1.4598250619954993, 1.460413676732634, 1.4610163107523626, 1.4616267920666348, 1.4622373707997325]",75,0.6666666640660647,,0.4622373747006354,0.4622373747006354,1.4622373707997325,,0.9748249138664883,,,,2.4718356132507324,2.506469249725342,True,0.03595924377441406,0.0013124942779541016,0.0,0.03595924377441406,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000001_9f99b1afad88_seed42_L1_M1_amplified.npz,2.479494333267212,2026-08-25 22:15:05,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,True,False,,True,False,True,False,adam,False,hamqaoa,0.01,standard,1,1,42,scs,1e-06,100000,False,False,False,hog,False,False,False,False,False,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,10,42,False,_Exp5_subexp4_standardWithHeuristic_rerun2508_03,1,42,42,1,"[(1, 2), (0, 1)]","[1.0, 1.0]"
