run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_seed,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,sdp_threads,qaoa_max_parallel,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
b0676f7c,8,8,1,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,6.989987502097854,,1.2977129070913875,,,,76.353679895401,76.353679895401,False,,0.0,0.0,,,76.36546182632446,2026-06-23 01:09:29,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,6,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
3cc05733,8,13,3,50.0,False,False,"[1, 1, 1]",7.957194684958,,,,,,,,,,,11.076697153370882,,1.3920354587163588,,,,309.2348916530609,309.2348916530609,False,,0.0,0.0,,,309.2442669868469,2026-06-23 01:09:40,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,7,,34,"[(2, 7), (0, 1), (4, 7), (2, 6), (5, 7), (0, 3), (4, 6), (5, 6), (1, 5), (3, 7), (1, 4), (0, 2), (3, 6)]",
e7f3b2bd,8,8,1,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,6.974960195405523,,1.294923040893829,,,,76.36335182189941,76.36335182189941,False,,0.0,0.0,,,76.37302756309509,2026-06-23 01:09:46,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,7,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
4c2015cb,8,13,3,50.0,False,False,"[1, 1, 1]",7.957194684958,,,,,,,,,,,12.4660560477004,,1.5666395684984047,,,,307.724356174469,307.724356174469,False,,0.0,0.0,,,307.7383348941803,2026-06-23 01:10:05,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,8,,34,"[(2, 7), (0, 1), (4, 7), (2, 6), (5, 7), (0, 3), (4, 6), (5, 6), (1, 5), (3, 7), (1, 4), (0, 2), (3, 6)]",
456a8094,8,13,3,50.0,False,False,"[1, 1, 1]",7.957194684958,,,,,,,,,,,11.015870674230843,,1.3843912472136513,,,,307.0708158016205,307.0708158016205,False,,0.0,0.0,,,307.0805606842041,2026-06-23 01:10:16,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,9,,34,"[(2, 7), (0, 1), (4, 7), (2, 6), (5, 7), (0, 3), (4, 6), (5, 6), (1, 5), (3, 7), (1, 4), (0, 2), (3, 6)]",
f375bd66,8,8,1,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,7.061493456311285,,1.3109882097566363,,,,76.93336772918701,76.93336772918701,False,,0.0,0.0,,,76.94415235519409,2026-06-23 01:10:22,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,8,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
15798086,8,8,3,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,8.17726468199006,,1.5181346060112735,,,,264.7196080684662,264.7196080684662,False,,0.0,0.0,,,264.72804141044617,2026-06-23 01:10:32,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,1,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
ea741629,8,13,3,50.0,False,False,"[1, 1, 1]",7.957194684958,,,,,,,,,,,11.965363872010798,,1.5037163655967472,,,,308.30201983451843,308.30201983451843,False,,0.0,0.0,,,308.3131523132324,2026-06-23 01:10:43,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,10,,34,"[(2, 7), (0, 1), (4, 7), (2, 6), (5, 7), (0, 3), (4, 6), (5, 6), (1, 5), (3, 7), (1, 4), (0, 2), (3, 6)]",
18452add,8,8,3,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,8.262375764246908,,1.5339357429872809,,,,263.5347390174866,263.5347390174866,False,,0.0,0.0,,,263.54247760772705,2026-06-23 01:10:46,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,2,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
b4a8fdc9,8,8,1,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,7.77833926368536,,1.4440728621032235,,,,77.2283022403717,77.2283022403717,False,,0.0,0.0,,,77.23679661750793,2026-06-23 01:11:04,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,9,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
23f3a045,8,8,3,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,8.480964871278646,,1.574517490159151,,,,266.41552686691284,266.41552686691284,False,,0.0,0.0,,,266.440425157547,2026-06-23 01:11:26,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,3,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
b7bf16e3,8,8,1,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,5.9998305568894965,,1.1138871924592189,,,,76.96671891212463,76.96671891212463,False,,0.0,0.0,,,76.98032712936401,2026-06-23 01:11:36,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,10,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
6627167d,6,5,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,,,,5.439645486450852,,1.4528967645434967,,,,63.17769479751587,63.17769479751587,False,,0.0,0.0,,,63.19639277458191,2026-06-23 01:11:52,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,1,,36,"[(2, 3), (0, 4), (3, 5), (1, 5), (2, 4)]",
0622169a,8,8,3,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,8.832208317868874,,1.6397269278061573,,,,267.1603376865387,267.1603376865387,False,,0.0,0.0,,,267.17446541786194,2026-06-23 01:12:03,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,4,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
ecdb04a9,8,8,3,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,8.560347761943211,,1.5892551705608273,,,,267.10948371887207,267.10948371887207,False,,0.0,0.0,,,267.121062040329,2026-06-23 01:12:19,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,5,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
c2658ac7,6,5,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,,,,4.6865530171325025,,1.251750271670006,,,,64.08429861068726,64.08429861068726,False,,0.0,0.0,,,64.09854865074158,2026-06-23 01:12:36,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,2,,36,"[(2, 3), (0, 4), (3, 5), (1, 5), (2, 4)]",
2cc8d0fc,8,8,3,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,10.531982988165108,,1.9552953788410719,,,,266.6487944126129,266.6487944126129,False,,0.0,0.0,,,266.66293692588806,2026-06-23 01:12:45,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,6,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
5c3ca073,8,8,3,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,8.874108646915866,,1.6475058541346148,,,,264.6749851703644,264.6749851703644,False,,0.0,0.0,,,264.6891555786133,2026-06-23 01:13:09,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,7,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
1efd050d,6,5,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,,,,3.464981999339636,,0.9254759613620822,,,,64.06960725784302,64.06960725784302,False,,0.0,0.0,,,64.08126640319824,2026-06-23 01:13:11,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,3,,36,"[(2, 3), (0, 4), (3, 5), (1, 5), (2, 4)]",
d1159d65,6,5,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,,,,5.68029004318401,,1.517171485893165,,,,63.31610584259033,63.31610584259033,False,,0.0,0.0,,,63.342259645462036,2026-06-23 01:13:52,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,4,,36,"[(2, 3), (0, 4), (3, 5), (1, 5), (2, 4)]",
ebd5a625,8,8,3,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,8.736760159313961,,1.6220066804841642,,,,266.0275168418884,266.0275168418884,False,,0.0,0.0,,,266.0422623157501,2026-06-23 01:13:59,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,8,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
a90ceedc,6,5,3,50.0,False,False,"[1, 1, 1]",,,,,,,,,,,,6.980974395923799,,1.8645764946377668,,,,200.91994953155518,200.91994953155518,False,,0.0,0.0,,,200.93521642684937,2026-06-23 01:14:10,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,1,,36,"[(2, 3), (0, 4), (3, 5), (1, 5), (2, 4)]",
398b6997,8,8,3,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,8.828792099689517,,1.6390926962823582,,,,265.23013377189636,265.23013377189636,False,,0.0,0.0,,,265.2362549304962,2026-06-23 01:14:18,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,9,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
3016d846,8,13,5,50.0,False,False,"[1, 1, 1]",7.957194684958,,,,,,,,,,,14.28362570137629,,1.7950579653879213,,,,712.9569704532623,712.9569704532623,False,,0.0,0.0,,,712.9658145904541,2026-06-23 01:14:33,x86_64,dacsgpu0002,,64,64,3.11.15,0.24,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,1,,34,"[(2, 7), (0, 1), (4, 7), (2, 6), (5, 7), (0, 3), (4, 6), (5, 6), (1, 5), (3, 7), (1, 4), (0, 2), (3, 6)]",
048f9ce5,8,13,5,50.0,False,False,"[1, 1, 1]",7.957194684958,,,,,,,,,,,13.808422247683119,,1.735337992142642,,,,722.5413808822632,722.5413808822632,False,,0.0,0.0,,,722.5495762825012,2026-06-23 01:14:47,x86_64,dacsgpu0002,,64,64,3.11.15,0.24,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,2,,34,"[(2, 7), (0, 1), (4, 7), (2, 6), (5, 7), (0, 3), (4, 6), (5, 6), (1, 5), (3, 7), (1, 4), (0, 2), (3, 6)]",
7280c0b7,8,13,5,50.0,False,False,"[1, 1, 1]",7.957194684958,,,,,,,,,,,12.803983593476863,,1.609107744678041,,,,711.8567864894867,711.8567864894867,False,,0.0,0.0,,,711.865790605545,2026-06-23 01:14:53,x86_64,dacsgpu0002,,64,64,3.11.15,0.25,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,3,,34,"[(2, 7), (0, 1), (4, 7), (2, 6), (5, 7), (0, 3), (4, 6), (5, 6), (1, 5), (3, 7), (1, 4), (0, 2), (3, 6)]",
5774fe44,8,8,3,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,8.832460095990827,,1.6397736711971125,,,,266.95936131477356,266.95936131477356,False,,0.0,0.0,,,266.96833086013794,2026-06-23 01:14:55,x86_64,dacsgpu0002,,64,64,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,10,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
8fe26d37,6,5,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,,,,2.6664922803895657,,0.7122041347194352,,,,63.191588401794434,63.191588401794434,False,,0.0,0.0,,,63.202868700027466,2026-06-23 01:15:00,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,5,,36,"[(2, 3), (0, 4), (3, 5), (1, 5), (2, 4)]",
50c75ebf,6,5,3,50.0,False,False,"[1, 1, 1]",,,,,,,,,,,,7.033786751541117,,1.878682358851794,,,,199.48659443855286,199.48659443855286,False,,0.0,0.0,,,199.4965009689331,2026-06-23 01:15:01,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,2,,36,"[(2, 3), (0, 4), (3, 5), (1, 5), (2, 4)]",
9832d9d0,6,5,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,,,,3.9436539586218737,,1.053326377837039,,,,62.22056460380554,62.22056460380554,False,,0.0,0.0,,,62.23776435852051,2026-06-23 01:15:24,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,6,,36,"[(2, 3), (0, 4), (3, 5), (1, 5), (2, 4)]",
6b977a6a,8,13,5,50.0,False,False,"[1, 1, 1]",7.957194684958,,,,,,,,,,,12.595921908344172,,1.5829601269094318,,,,711.0791554450989,711.0791554450989,False,,0.0,0.0,,,711.0963311195374,2026-06-23 01:15:24,x86_64,dacsgpu0002,,64,64,3.11.15,0.24,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,4,,34,"[(2, 7), (0, 1), (4, 7), (2, 6), (5, 7), (0, 3), (4, 6), (5, 6), (1, 5), (3, 7), (1, 4), (0, 2), (3, 6)]",
1fc6a81c,6,5,3,50.0,False,False,"[1, 1, 1]",,,,,,,,,,,,7.005621843595048,,1.8711596804473951,,,,199.99852204322815,199.99852204322815,False,,0.0,0.0,,,200.01010298728943,2026-06-23 01:15:43,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,3,,36,"[(2, 3), (0, 4), (3, 5), (1, 5), (2, 4)]",
f6d6c31f,8,13,5,50.0,False,False,"[1, 1, 1]",7.957194684958,,,,,,,,,,,13.671412262800397,,1.718119614271139,,,,716.3668403625488,716.3668403625488,False,,0.0,0.0,,,716.377247095108,2026-06-23 01:15:56,x86_64,dacsgpu0002,,64,64,3.11.15,0.24,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,5,,34,"[(2, 7), (0, 1), (4, 7), (2, 6), (5, 7), (0, 3), (4, 6), (5, 6), (1, 5), (3, 7), (1, 4), (0, 2), (3, 6)]",
79f02573,6,5,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,,,,4.3551330992065616,,1.163229994446197,,,,61.89989233016968,61.89989233016968,False,,0.0,0.0,,,61.913596391677856,2026-06-23 01:16:01,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,7,,36,"[(2, 3), (0, 4), (3, 5), (1, 5), (2, 4)]",
8b65586c,6,5,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,,,,3.4578996818011847,,0.9235843167204019,,,,62.488142251968384,62.488142251968384,False,,0.0,0.0,,,62.50495958328247,2026-06-23 01:16:07,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,8,,36,"[(2, 3), (0, 4), (3, 5), (1, 5), (2, 4)]",
ae1820cb,8,13,5,50.0,False,False,"[1, 1, 1]",7.957194684958,,,,,,,,,,,14.49402558077224,,1.821499429713745,,,,719.7672486305237,719.7672486305237,False,,0.0,0.0,,,719.7787053585052,2026-06-23 01:16:20,x86_64,dacsgpu0002,,64,64,3.11.15,0.24,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,6,,34,"[(2, 7), (0, 1), (4, 7), (2, 6), (5, 7), (0, 3), (4, 6), (5, 6), (1, 5), (3, 7), (1, 4), (0, 2), (3, 6)]",
bd113b9f,8,8,5,50.0,False,False,"[1, 1, 1]",5.386389750692065,,,,,,,,,,,9.602222153844474,,1.782682389927454,,,,614.8498182296753,614.8498182296753,False,,0.0,0.0,,,614.8575670719147,2026-06-23 01:16:26,x86_64,dacsgpu0002,,64,64,3.11.15,0.24,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,1,,35,"[(2, 7), (2, 6), (0, 7), (4, 6), (1, 5), (4, 5), (3, 7), (3, 6)]",
8f4aab5d,6,5,3,50.0,False,False,"[1, 1, 1]",,,,,,,,,,,,6.092653372040165,,1.6273112638996168,,,,198.29719638824463,198.29719638824463,False,,0.0,0.0,,,198.31172466278076,2026-06-23 01:16:33,x86_64,dacsgpu0002,,64,64,3.11.15,0.22,True,False,adam,True,2,1000,hamqaoa,0.05,standard,2,2,,False,False,False,10800,hog,False,True,False,False,True,False,False,10,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,Results/warm_start_cache,512,60,0,1,32,1,40,40,5,3,5,4,,36,"[(2, 3), (0, 4), (3, 5), (1, 5), (2, 4)]",
