run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,compare_with_010101,init_QAOAparams_close_to_zero,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_max_retries,queue_poll_interval_seconds,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
c6aa8d03,2,1,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[0.6858169131828599, 0.7984497877377514, 0.8847258792149728, 0.9409991297567616, 0.97005851538459, 0.9815401738165912, 0.9832422410917074, 0.9789210935047201, 0.9715216638288013, 0.963624154137928, 0.9572193614539704, 0.9538217148208745, 0.9546407462633607, 0.9601233194968664, 0.9693526245288422, 0.9801896617561663, 0.9900652820074335, 0.9968958383658126, 0.9996994016925203, 0.9987353679136979, 0.9952672226189849, 0.9910540584984395, 0.9877149119247777, 0.9862311989213939, 0.9867549896136822, 0.9887483421542886, 0.9913674259803441, 0.9938875541058958, 0.995940303290636, 0.9974596326813656, 0.9984662273379692, 0.9989322552270441, 0.9988221490759551, 0.9982083634635819, 0.9973202870367517, 0.9964858897448341, 0.9960227565488424, 0.9961329546924447, 0.9968252773573412, 0.9978917622503449, 0.998974170118818, 0.9997212246810717, 0.9999580971618685, 0.9997532682392766, 0.9993377655305659, 0.9989519169208187, 0.9987377183586994, 0.9987243352990236, 0.9988692669998511, 0.9991031808829315, 0.9993605486938415]",50,,,,,0.9993605486938415,,0.9993605486938415,,,,1.6041839122772217,1.6041839122772217,False,,0.0,0.0,,,1.6164696216583252,2026-08-06 10:08:07,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,True,False,True,True,1,True,False,True,False,adam,True,1,20,hamqaoa,0.05,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,0,"[(0, 1)]",[1.0]
bf6b8c1b,2,1,2,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[0.9497240551263479, 0.9950929028258189, 0.9805102776037908, 0.9778473645299002, 0.9873256842383422, 0.9938369034221428, 0.9930395666566968, 0.9915405145106502, 0.9925747394946149, 0.9943741616951673, 0.9954207989099284, 0.9955116374420274, 0.9952534979165666, 0.9954913868850905, 0.9964765560765734, 0.9975265037417639, 0.9979949122231585, 0.9978636837912723, 0.9975267253201968, 0.9974548072777404, 0.9979469239157135, 0.9987433800737096, 0.999186628070298, 0.9990542447200155, 0.9987558819515624, 0.998639488747745, 0.9987634991995757, 0.9990845481609089, 0.9993886555208178, 0.9994983788991725, 0.9994758842204347, 0.9994051959898094, 0.9993628234061899, 0.9994529872786891, 0.9996055922583198, 0.9996895742590787, 0.9997123505509058, 0.99970339399784, 0.9996974855113908, 0.9997286145631199, 0.9997573858984664, 0.9997798490845697, 0.999811342761125, 0.9998356408472406, 0.9998650297577025, 0.9998836985563522, 0.9998742334411708, 0.999864135836277, 0.9998696335055539, 0.999903155258843, 0.9999421665492788]",50,,,,,0.9999421665492788,,0.9999421665492788,,,,3.32474422454834,3.32474422454834,False,,0.0,0.0,,,3.336897611618042,2026-08-06 10:08:08,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,True,False,True,True,1,True,False,True,False,adam,True,1,20,hamqaoa,0.05,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,0,"[(0, 1)]",[1.0]
4f791b1e,5,10,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[2.1112034005301146, 2.2376153136301626, 2.315168361257939, 2.3438866514578756, 2.3273765634245738, 2.3044681008496295, 2.3008598489380865, 2.318530880641018, 2.3425201398093485, 2.3555803291143107, 2.351115094543845, 2.3384953978694147, 2.331604210393282, 2.3346914557410323, 2.3435497990095606, 2.3525879403092014, 2.3585536648778387, 2.3604418206499553, 2.358552709286128, 2.3543851428613936, 2.3504031642548195, 2.3489677248671876, 2.3508477431400334, 2.3546808424060814, 2.358137137139158, 2.3597161730930383, 2.359568973004473, 2.358799697161328, 2.358307431853523, 2.358381478520095, 2.3589603475827134, 2.3598302003359786, 2.3605528756458876, 2.360613060095475, 2.3599515575245498, 2.359217442762324, 2.359228872597949, 2.3601470200665773, 2.361321948457742, 2.3619688315248837, 2.3618631510328463, 2.36135366968126, 2.360892239297275, 2.3607218503838188, 2.360891111306661, 2.3613059233975244, 2.361718619590141, 2.3618621704149168, 2.3617129910222885, 2.3615301877096875, 2.3615553159374194]",50,,,,,2.3615553159374194,,0.5903888289843549,,,,3.5772299766540527,3.5772299766540527,False,,0.0,0.0,,,3.5952370166778564,2026-08-06 10:08:09,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,False,False,False,True,4,True,False,False,True,adam,True,1,20,hamqaoa,0.05,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,3,"[(1, 3), (0, 1), (2, 3), (0, 4), (0, 3), (1, 2), (3, 4), (1, 4), (0, 2), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0b59329b,2,1,3,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[0.8846138984802794, 0.9607967474707835, 0.973440106822295, 0.9767371619573267, 0.9761735510883585, 0.9726304957169116, 0.9732843756023147, 0.9774797007083522, 0.9811423574651836, 0.9843396284964419, 0.9892726689272826, 0.9950938185017311, 0.9972184043757804, 0.9933733618762017, 0.9873960793595615, 0.9854395955978212, 0.9892603414859051, 0.9951118099857308, 0.9983180952016908, 0.9978197195745835, 0.9961595727621031, 0.9956391860139159, 0.9961195978363349, 0.9963979232612998, 0.9962490849767328, 0.9964177276615362, 0.9972238394547246, 0.99814964288063, 0.9986794821109156, 0.998867295378733, 0.998884501585007, 0.9986226048971188, 0.9981151771493515, 0.9978857871781168, 0.9983868560734313, 0.9992834929073817, 0.9997893808232601, 0.9996325670443585, 0.9992610203198151, 0.9991125788790853, 0.9991557487046988, 0.9992359937458575, 0.9994030186042724, 0.9996723074493183, 0.9998289214974234, 0.999740241812225, 0.9996000677710417, 0.9996192114740841, 0.9997083883305725, 0.999705711508639, 0.9996870302760357]",50,,,,,0.9996870302760357,,0.9996870302760357,,,,5.683964967727661,5.683964967727661,False,,0.0,0.0,,,5.7003138065338135,2026-08-06 10:08:11,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,True,True,1,True,False,True,False,adam,True,1,20,hamqaoa,0.05,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,0,"[(0, 1)]",[1.0]
c19471d2,4,6,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[1.4384741174264946, 1.6005535767879735, 1.724930031117397, 1.8071489542168464, 1.8436276820268813, 1.8372723331328789, 1.8058964263568211, 1.7748620032987787, 1.7604427995014797, 1.7648799277868987, 1.782614409865587, 1.8059536233913995, 1.8277742176573317, 1.8428291638894214, 1.8486076876796809, 1.8457121731091857, 1.8373850987453457, 1.8280940728203974, 1.821653358262416, 1.8199644363265712, 1.8229821694642274, 1.82934555369163, 1.8370012383145005, 1.8437461165544244, 1.847846643556594, 1.8486126339914024, 1.846583071416922, 1.8431837753793372, 1.8400705170264078, 1.8385026567625637, 1.838976010412807, 1.8411713750680603, 1.8441765119441844, 1.8468926220699093, 1.84847997696696, 1.8486581056421398, 1.8477263447935708, 1.846336583728913, 1.8451874343638353, 1.8447723423004017, 1.8452238443360096, 1.8462963678569004, 1.8475165068201167, 1.848422264246545, 1.8487518117801742, 1.8485127747986225, 1.8479434947811109, 1.8473906677013656, 1.8471426788313547, 1.8472994909918037, 1.8477534495116021]",50,,,,,1.8477534495116021,,0.6159178165038673,,,,2.905649185180664,2.905649185180664,False,,0.0,0.0,,,2.9150102138519287,2026-08-06 10:08:12,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,False,True,False,True,3,True,False,True,False,adam,True,1,20,hamqaoa,0.05,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,2,"[(1, 3), (0, 1), (2, 3), (0, 3), (1, 2), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
cc57ccf7,5,10,2,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[3.3344836492403735, 3.4954640884493315, 3.55379745999311, 3.59221870689005, 3.604485459702424, 3.600516309577752, 3.5894903979279777, 3.5766414075917603, 3.567682068837121, 3.5667756158036314, 3.5737958539707595, 3.5850826195236682, 3.5957286098282695, 3.601945898578271, 3.60334998426822, 3.603298775045571, 3.6057127407752585, 3.6112858460019264, 3.6172018926457934, 3.620364891135944, 3.620688915594181, 3.6206190366287587, 3.621584258728339, 3.623335558938328, 3.625502334177649, 3.626903182207429, 3.626935036774791, 3.6269962349813407, 3.6286425294785896, 3.630122516024349, 3.6297942663750202, 3.6287615975778116, 3.6284688064588053, 3.6287938268721875, 3.628938225060523, 3.6287348610111354, 3.628686672663087, 3.629115249521351, 3.6297027239495527, 3.6300748519756767, 3.6303504741267796, 3.630768390280553, 3.6312697635593807, 3.6315796361136417, 3.631595958973277, 3.6316119786993832, 3.6318314469584623, 3.6319331980953087, 3.631674154627362, 3.6313754521633497, 3.631382311745758]",50,,,,,3.631382311745758,,0.9078455779364395,,,,9.463419437408447,9.463419437408447,False,,0.0,0.0,,,9.481097936630249,2026-08-06 10:08:15,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,False,False,False,True,4,True,False,False,True,adam,True,1,20,hamqaoa,0.05,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,3,"[(1, 3), (0, 1), (2, 3), (0, 4), (0, 3), (1, 2), (3, 4), (1, 4), (0, 2), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
7f5a3f12,10,45,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[9.510491067165502, 10.266025679354035, 10.49651383621491, 10.435763130546214, 10.338603944212055, 10.317094536525163, 10.363426332035086, 10.428964504284524, 10.471436698195182, 10.47382944674565, 10.44757134079876, 10.41812571033804, 10.406092215683252, 10.417447002490304, 10.444196788225522, 10.471712208071887, 10.487570311884683, 10.487674067311128, 10.476912317200092, 10.46475061010232, 10.459364263624073, 10.463712143999755, 10.474965543658731, 10.486979835395616, 10.494124489783536, 10.494256742573844, 10.489350831700305, 10.483770088090221, 10.481483217719264, 10.48392100357434, 10.48953508706192, 10.495112714156688, 10.497873659113736, 10.497053373327883, 10.494103702878746, 10.491522795806068, 10.49120523248804, 10.493342463465034, 10.496534959555504, 10.498870273930994, 10.499213758303723, 10.49784988432479, 10.496124853549171, 10.495429301587823, 10.496257535382545, 10.497990442826277, 10.499457008648392, 10.499815335115063, 10.499095769427706, 10.498072706138501, 10.497620928904412]",50,,,,,10.497620928904412,,0.6998413952602942,,,,11.289094686508179,11.289094686508179,False,,0.0,0.0,,,11.301038980484009,2026-08-06 10:08:16,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,False,True,9,True,False,False,False,adam,True,1,20,hamqaoa,0.05,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,8,"[(2, 3), (3, 8), (2, 6), (3, 5), (2, 9), (4, 6), (4, 9), (7, 8), (0, 5), (1, 4), (0, 2), (0, 8), (1, 7), (6, 9), (5, 7), (3, 4), (2, 8), (4, 5), (3, 7), (2, 5), (4, 8), (8, 9), (1, 3), (0, 1), (1, 6), (0, 4), (1, 9), (0, 7), (6, 8), (5, 6), (5, 9), (3, 6), (2, 4), (3, 9), (2, 7), (4, 7), (7, 9), (0, 3), (1, 2), (1, 8), (0, 6), (1, 5), (0, 9), (5, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
efb9dd9f,2,1,5,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[0.638458310067377, 0.9333208181862159, 0.8930650484487218, 0.8793283835354, 0.9086799091024865, 0.9343560568119536, 0.9558260795625683, 0.972389553704505, 0.972185530213107, 0.956590117197664, 0.9475313001873238, 0.9580035389274447, 0.9782942062922653, 0.992277841446366, 0.9923910963718396, 0.9829959025646627, 0.9740483902846866, 0.9736785567887594, 0.9825318662680527, 0.9935882772723077, 0.9983943356078505, 0.9946881742936405, 0.9885531524614432, 0.9867331964383312, 0.9899214648774033, 0.9944538866413805, 0.9970120820849186, 0.996932267539631, 0.9954755147138437, 0.9944798489994284, 0.9949376303334208, 0.9961945138550958, 0.9971062868946198, 0.9975062501806908, 0.9977694052357505, 0.99785978015804, 0.997753800356614, 0.9978019136306642, 0.9980524427591034, 0.998263032967752, 0.9985267606702861, 0.9988995008225203, 0.9990608231489718, 0.9989505448941733, 0.9988701876855843, 0.9989026746427596, 0.9990210307462897, 0.9993097295192392, 0.9996031020758739, 0.9995956548593474, 0.9993662697010539]",50,,,,,0.9993662697010539,,0.9993662697010539,,,,12.340219736099243,12.340219736099243,False,,0.0,0.0,,,12.35612678527832,2026-08-06 10:08:17,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,True,True,1,True,False,True,False,adam,True,1,20,hamqaoa,0.05,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,0,"[(0, 1)]",[1.0]
8f123c5e,11,55,1,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[14.835676406108275, 15.117402680214541, 15.058750967951573, 14.988667442159793, 15.028468667346825, 15.093919866769427, 15.133308770570975, 15.116382528521054, 15.08499724728468, 15.075563349596194, 15.091699460440635, 15.118231893992819, 15.133923535161363, 15.128982149278723, 15.114448143531265, 15.108227358147197, 15.113826297779214, 15.124454997418788, 15.13279586434724, 15.132905262663106, 15.127775552692155, 15.124876545777537, 15.12650119226544, 15.13079901744005, 15.13466449910942, 15.135124696223178, 15.132842471633948, 15.13159495491812, 15.132896815756329, 15.135180101441051, 15.136703352759952, 15.136251495103242, 15.134933639101043, 15.135017200668052, 15.136388113535569, 15.137678374222109, 15.137919938537436, 15.13704632072887, 15.136427371005492, 15.137059775865048, 15.138162188424232, 15.138729163485968, 15.138331170307112, 15.13755578864217, 15.137593687010586, 15.138380375848302, 15.139039707294806, 15.138976990459975, 15.138361639720328, 15.138126987000255, 15.138575887707615]",50,,,,,15.138575887707615,,0.865061479297578,,,,13.225207805633545,13.225207805633545,False,,0.0,0.0,,,13.239905834197998,2026-08-06 10:08:18,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,False,True,10,True,False,False,True,adam,True,1,20,hamqaoa,0.05,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,9,"[(2, 3), (3, 8), (2, 6), (3, 5), (2, 9), (4, 6), (4, 9), (7, 8), (0, 5), (8, 10), (1, 4), (1, 10), (0, 2), (0, 8), (1, 7), (5, 10), (6, 9), (5, 7), (3, 4), (2, 8), (4, 5), (3, 7), (2, 5), (4, 8), (3, 10), (7, 10), (8, 9), (1, 3), (0, 1), (9, 10), (1, 6), (0, 4), (0, 10), (1, 9), (0, 7), (6, 8), (5, 6), (5, 9), (3, 6), (2, 4), (2, 10), (3, 9), (2, 7), (4, 10), (4, 7), (7, 9), (0, 3), (1, 2), (1, 8), (0, 6), (1, 5), (0, 9), (6, 10), (5, 8), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
6e3679e8,4,6,2,50.0,False,False,"[1, 1, 1]",,,,,,,,,"[2.0756235615367284, 2.2285423171078955, 2.3304517610906994, 2.4006737977429875, 2.4426215328451732, 2.4558953125055534, 2.4511775213399223, 2.43236013359316, 2.410170266600425, 2.3978323127071963, 2.399060333225291, 2.407046514781927, 2.4142935445091473, 2.4208668186823985, 2.431042901531509, 2.4446084312539287, 2.456948631525413, 2.4636488291675405, 2.463687531349041, 2.4595442837806996, 2.454690503184076, 2.4511796360457514, 2.4492888459241384, 2.448575969643467, 2.4489383528721764, 2.4508144160546363, 2.454442428470683, 2.4590383362042756, 2.462941373123589, 2.4647347068445637, 2.4643043043098483, 2.462782388371816, 2.461427935438838, 2.4606526676331626, 2.460147989440355, 2.4597426273665195, 2.4598255228612764, 2.460803353536884, 2.4624207839296948, 2.4638964881391603, 2.46463930315993, 2.4646728736974275, 2.464392242441059, 2.464075185115272, 2.4637324581079487, 2.46335070420244, 2.463106528308992, 2.4632399601661565, 2.4637569022615615, 2.464368562348568, 2.4647618586878446]",50,,,,,2.4647618586878446,,0.8215872862292816,,,,7.369089365005493,7.369089365005493,False,,0.0,0.0,,,7.380988121032715,2026-08-06 10:08:22,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,False,True,False,True,3,True,False,True,False,adam,True,1,20,hamqaoa,0.05,False,False,hog,False,False,False,False,True,False,False,1,HOG_graphs/Exp5/complete_graphs_2to12vertices_11instances_AdjacencyList.txt,False,0,16,1,1,0,0,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,2,"[(1, 3), (0, 1), (2, 3), (0, 3), (1, 2), (0, 2)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
