run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,n_end,warm_start_mode,lasserre_level,initial_solver_level_M,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
7bf77320,8,7,1,50.0,False,True,"[1, 1, 1]",4.723912748101653,9.461654040290211,4.730827020145106,3.1531920538625418,2.7975580345799576,2.8898379808658086,2.5346634869972626,0.5365601826612568,,0.4990286827107351,-0.2113203050263568,2.78417782835263,,0.5893796047506333,,,,168.73469066619873,7753.895382165909,True,7585.167821884155,0.007118701934814453,0.0,7585.167821884155,Results/warm_start_cache/fast_test/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList__filehash_a0cb3063/hog_idx000001_810a3cb40cc8_noseed_L2_M2_standard.npz,168.79551315307617,2026-06-26 20:16:14,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,78,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,True,Results/warm_start_cache/fast_test,512,60,0,32,1,1,40,40,5,3,5,1,,1,"[(1, 6), (0, 4), (2, 6), (0, 7), (5, 6), (1, 4), (3, 6)]",
5653b8db,8,8,1,50.0,False,True,"[1, 1, 1]",5.516095424262199,11.035447801863985,5.517723900931992,3.9061525703326296,3.27921085175488,3.6081674730260116,3.3710053738569212,0.6111216566395437,,0.1470751134743109,-0.32724908486386983,3.4445429305940767,,0.6244531077985837,,,,171.25160455703735,7122.290941238403,True,6951.045722723007,0.006376028060913086,0.0,6951.045722723007,Results/warm_start_cache/fast_test/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList__filehash_a0cb3063/hog_idx000002_52fcb3353709_noseed_L2_M2_standard.npz,171.30345344543457,2026-06-26 20:16:17,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,78,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,True,Results/warm_start_cache/fast_test,512,60,0,32,1,1,40,40,5,3,5,1,,2,"[(1, 3), (4, 7), (0, 3), (1, 5), (3, 7), (0, 5), (0, 2), (3, 6)]",
dd8481c1,8,9,1,50.0,False,True,"[1, 1, 1]",5.773028341527733,11.556424065465588,5.778212032732794,3.3401531427313564,3.468333191040411,3.1874999334671976,2.537826161740293,0.43960050282183455,,1.5001661120301586,0.2008185685763495,3.2879092177553724,,0.5695293740555729,,,,173.85762572288513,6193.002425909042,True,6019.146387338638,0.0015742778778076172,0.0,6019.146387338638,Results/warm_start_cache/fast_test/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList__filehash_a0cb3063/hog_idx000004_599da97b41f5_noseed_L2_M2_standard.npz,173.92660403251648,2026-06-26 20:16:20,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.24,False,False,adam,True,2,1000,hamqaoa,0.05,78,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,True,Results/warm_start_cache/fast_test,512,60,0,32,1,1,40,40,5,3,5,1,,4,"[(1, 3), (2, 6), (0, 7), (1, 2), (1, 5), (3, 7), (3, 6), (2, 4), (1, 7)]",
4bded07d,8,10,1,50.0,False,True,"[1, 1, 1]",6.09763900732683,12.210260346740933,6.105130173370466,3.663926563080446,3.723921649026031,3.2838002142600473,3.246590828771985,0.5324340822523163,,0.9248783233650517,0.8504595523889273,3.709029990454511,,0.608273134240613,,,,177.50200295448303,6968.8002343177795,True,6791.304798841476,0.006554126739501953,0.0,6791.304798841476,Results/warm_start_cache/fast_test/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList__filehash_a0cb3063/hog_idx000005_9c9705ee9f60_noseed_L2_M2_standard.npz,177.54977750778198,2026-06-26 20:16:23,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,adam,True,2,1000,hamqaoa,0.05,78,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,True,Results/warm_start_cache/fast_test,512,60,0,32,1,1,40,40,5,3,5,1,,5,"[(0, 1), (2, 3), (0, 4), (2, 6), (5, 7), (3, 5), (4, 6), (0, 6), (3, 4), (4, 5)]",
7c3ed457,8,10,1,50.0,False,True,"[1, 1, 1]",6.793066456657099,13.590564879952364,6.795282439976182,4.437870567004304,3.9730775659088904,4.087708698089559,2.8773509818405674,0.42357174042082396,,1.0426950406573567,-1.378020391840626,3.3986985021692457,,0.5003187476310605,,,,180.88145279884338,7350.241989612579,True,7169.367381095886,0.006833553314208984,0.0,7169.367381095886,Results/warm_start_cache/fast_test/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList__filehash_a0cb3063/hog_idx000000_0bca451038ad_noseed_L2_M2_standard.npz,180.9287703037262,2026-06-26 20:16:27,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,adam,True,2,1000,hamqaoa,0.05,78,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,True,Results/warm_start_cache/fast_test,512,60,0,32,1,1,40,40,5,3,5,1,,0,"[(1, 3), (2, 7), (0, 6), (3, 4), (1, 5), (4, 5), (0, 2), (3, 6), (6, 7), (1, 7)]",
3a18e1b3,8,11,1,50.0,False,True,"[1, 1, 1]",6.205041686498542,12.528091325806237,6.2640456629031185,3.9634523700472006,3.7562278469936414,3.7543783670167525,3.2841838702669763,0.5292766811563866,,0.7367766559078373,-0.20361233759171515,3.652572198220895,,0.588645875847776,,,,182.61102271080017,7744.854320764542,True,7562.250775814056,0.007464170455932617,0.0,7562.250775814056,Results/warm_start_cache/fast_test/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList__filehash_a0cb3063/hog_idx000003_18b045c18455_noseed_L2_M2_standard.npz,182.65872645378113,2026-06-26 20:16:28,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,adam,True,2,1000,hamqaoa,0.05,78,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,True,Results/warm_start_cache/fast_test,512,60,0,32,1,1,40,40,5,3,5,1,,3,"[(2, 3), (4, 7), (5, 7), (1, 2), (3, 4), (4, 5), (2, 5), (0, 5), (0, 2), (6, 7), (1, 7)]",
1a2f4dee,8,10,1,50.0,False,True,"[1, 1, 1]",5.754829171812876,11.526204570912558,5.763102285456279,3.5711848556091677,3.5551414959269687,3.2568224936588717,3.2318707729684273,0.5615928251698789,,0.3134676492937132,0.2635642079128244,3.388604597615284,,0.5888280079993776,,,,182.6283392906189,7664.355165243149,True,7481.731833696365,0.004996299743652344,0.0,7481.731833696365,Results/warm_start_cache/fast_test/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList__filehash_a0cb3063/hog_idx000006_457a66056d87_noseed_L2_M2_standard.npz,182.66883158683777,2026-06-26 20:16:29,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,adam,True,2,1000,hamqaoa,0.05,78,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,True,Results/warm_start_cache/fast_test,512,60,0,32,1,1,40,40,5,3,5,1,,6,"[(1, 3), (0, 1), (2, 3), (0, 4), (3, 5), (1, 2), (5, 6), (3, 7), (0, 5), (3, 6)]",
12ccab3d,8,12,1,50.0,False,True,"[1, 1, 1]",6.521922254903745,13.27615175714575,6.638075878572875,4.104946515207143,3.9870312080642294,3.856958468138972,3.5833614153812943,0.5494333227733608,,0.36964856601476015,-0.1775455395005956,3.7681856983886743,,0.5777722504366603,,,,189.31320786476135,7585.572756290436,True,7396.26745390892,0.007893800735473633,0.0,7396.26745390892,Results/warm_start_cache/fast_test/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList__filehash_a0cb3063/hog_idx000008_a10360d26963_noseed_L2_M2_standard.npz,189.36079335212708,2026-06-26 20:16:37,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.24,False,False,adam,True,2,1000,hamqaoa,0.05,78,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,True,Results/warm_start_cache/fast_test,512,60,0,32,1,1,40,40,5,3,5,1,,8,"[(1, 3), (2, 7), (2, 3), (0, 4), (5, 7), (0, 7), (3, 4), (1, 5), (3, 7), (0, 5), (3, 6), (6, 7)]",
4790f59b,8,14,1,50.0,False,True,"[1, 1, 1]",7.715415339061248,15.447167293471423,7.723583646735712,4.47869121037222,4.656448642427002,4.296872372866002,4.296900340748376,0.5569240477559553,,0.9055150476633891,0.905570983428138,4.749657864580071,,0.6156062448814288,,,,198.343932390213,7580.802903652191,True,7382.46392416954,0.0047833919525146484,0.0,7382.46392416954,Results/warm_start_cache/fast_test/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList__filehash_a0cb3063/hog_idx000007_866edd24a683_noseed_L2_M2_standard.npz,198.38223218917847,2026-06-26 20:16:45,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,adam,True,2,1000,hamqaoa,0.05,78,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,True,Results/warm_start_cache/fast_test,512,60,0,32,1,1,40,40,5,3,5,1,,7,"[(1, 3), (1, 6), (0, 4), (4, 7), (5, 7), (0, 3), (4, 6), (5, 6), (1, 5), (3, 7), (2, 5), (0, 5), (1, 4), (0, 2)]",
1c9edfff,8,16,1,50.0,False,True,"[1, 1, 1]",8.028002759481126,16.109657791883382,8.054828895941691,5.437293344239404,4.886250260616553,5.1850786480688305,5.054565993480879,0.6296168729527905,,0.4341348828249991,0.1731095736490964,5.271633434893379,,0.6566556580548685,,,,205.70378422737122,7565.344448328018,True,7359.645497560501,0.004817962646484375,0.0,7359.645497560501,Results/warm_start_cache/fast_test/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList__filehash_a0cb3063/hog_idx000010_7214185cb66e_noseed_L2_M2_standard.npz,205.738707780838,2026-06-26 20:16:54,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,False,False,adam,True,2,1000,hamqaoa,0.05,78,standard,2,2,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/random_graphs_8to15vertices_1094instances_20260625_144734_AdjacencyList.txt,True,Results/warm_start_cache/fast_test,512,60,0,32,1,1,40,40,5,3,5,1,,10,"[(0, 1), (2, 3), (4, 7), (2, 6), (5, 7), (0, 7), (3, 5), (1, 2), (4, 5), (2, 5), (0, 5), (1, 4), (0, 2), (3, 6), (6, 7), (1, 7)]",
