run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
fff45999,4,3,1,50.0,False,True,"[1, 1, 1]",,4.732050798956174,2.366025399478087,1.5889402696206876,1.4283297381365814,1.4411964466903637,1.5889402696206878,1.5889402696206878,"[1.6178177165378709, 1.7401062152133493, 1.8086576819066287, 1.8589279664280653, 1.8871317191161459, 1.8948881173995729, 1.895242789690875, 1.898857854107478, 1.910724737219049, 1.9306641809918537, 1.9536895193916406, 1.9726227520511717, 1.9817863821058237, 1.9803062191719727, 1.9725800111476623, 1.9644827663750992, 1.9593662778046548, 1.9574923387602785, 1.9575841213258003, 1.9586006985055475, 1.9605303289564784, 1.9636814203714674, 1.967641456254198, 1.9712740439948218, 1.9735103669877774, 1.974117334201237, 1.9739108793943188, 1.9741768825182417, 1.9757021589455042, 1.9782655532691242, 1.9809041682407724, 1.9825880171398806, 1.982833334813101, 1.981920911143452, 1.9806074714433366, 1.9795870018589916, 1.9791403331502575, 1.9791694278302159, 1.979470356797054, 1.97995707704354, 1.9806428727019276, 1.9814560606370846, 1.9821593170413871, 1.9825068039827118, 1.9824794153881582, 1.982334272203912, 1.982386322196934, 1.9827212914085555, 1.9831269653514187, 1.9833072362044124, 1.983158357542487]",50,0.6715723878363008,,0.7884361758435983,1.0839238217042464,1.983158357542487,,0.838190345537822,,,,2.8980720043182373,6.341057062149048,True,3.4449944496154785,0.0019953250885009766,0.0,3.4449944496154785,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000002_f26a0b535d4f_noseed_L2_M2_standard.npz,2.9143309593200684,2026-08-06 20:15:37,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,True,2,10,hamqaoa,0.05,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,2,"[(1, 2), (0, 1), (2, 3)]","[1.0, 1.0, 1.0]"
46558740,8,7,1,50.0,False,True,"[1, 1, 1]",,10.249997980679638,5.124998990339819,3.6018910221395624,3.0476573166266814,3.111141309721525,3.601891022139561,3.601891022139561,"[3.318172492729814, 3.4844012995694067, 3.564533712476828, 3.567314461317792, 3.555359883448283, 3.5599623077304505, 3.580109106526949, 3.6062176570571407, 3.628568551862974, 3.640998222402586, 3.642421578769663, 3.63619901182319, 3.6277358513930853, 3.62160843716019, 3.6198172022605766, 3.62177361592556, 3.6253979044050078, 3.628447072031247, 3.6295344316864173, 3.62857993221009, 3.626609365075854, 3.6250607144087907, 3.6249988214785778, 3.626650719463151, 3.629431802205519, 3.632345643754422, 3.634505507025595, 3.6355330783831685, 3.6356760750427766, 3.635609716329801, 3.636036626321911, 3.6372980090996863, 3.6392001139814663, 3.641139539327475, 3.6424535962502333, 3.6428023225861454, 3.6423575689430594, 3.6416674017345314, 3.6412776291985223, 3.6413796457160736, 3.6417422040598346, 3.641957605169677, 3.6417910818958084, 3.6413587054698118, 3.641011926179287, 3.6410484778000414, 3.641491899511561, 3.6421006420846767, 3.6425690460716935, 3.6427460012586224, 3.642707050725117]",50,0.7028080043199143,,0.08163205717111222,1.0631314820071847,3.642707050725117,,0.7107721074585595,,,,6.957034349441528,684.0045638084412,True,677.05100440979,0.0034606456756591797,0.0,677.05100440979,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000006_749a375e0266_noseed_L2_M2_standard.npz,6.986109495162964,2026-08-06 20:15:41,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.24,True,False,True,False,,True,True,True,False,adam,True,2,10,hamqaoa,0.05,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
0649c339,4,3,2,50.0,False,True,"[1, 1, 1]",,4.732050798956174,2.366025399478087,1.5889402696206876,1.4283297381365814,1.4411964466903637,1.5889402696206878,1.5889402696206878,"[1.2589208039154924, 1.6144740354906044, 1.7863086048504773, 1.7593747137630202, 1.710010666656038, 1.7218069038290162, 1.7710826597793818, 1.817096744802426, 1.8328041099968773, 1.8173161591739224, 1.7932922311255304, 1.7848871220116085, 1.7993256190932356, 1.8273522715500872, 1.8531442678904317, 1.8650108459381558, 1.8622128397200202, 1.8533479751868565, 1.8479987065273829, 1.850104697803757, 1.8573721128228833, 1.8647265088825513, 1.8684550791515258, 1.8683844399578486, 1.8672116295011287, 1.8681246685552508, 1.8724770800774047, 1.878891807602671, 1.8843434367573417, 1.8865131823727783, 1.885593977079438, 1.8839365443213525, 1.8839387937046888, 1.886267500945106, 1.8897944124024637, 1.8928958873276474, 1.8948733051215134, 1.8963736366472177, 1.8985941881313522, 1.9021312139351623, 1.906504959984307, 1.9106403695225662, 1.9138156980914405, 1.9162542981175692, 1.9187926566387679, 1.9219474168303052, 1.9253801832495643, 1.9283054310584744, 1.9303528414582822, 1.9319358098080608, 1.9337387262352528]",50,0.6715723878363008,,0.68959691322913,0.9850845590897781,1.9337387262352528,,0.8173029274028963,,,,7.032159805297852,10.474801063537598,True,3.4449944496154785,0.0023398399353027344,0.0,3.4449944496154785,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000002_f26a0b535d4f_noseed_L2_M2_standard.npz,7.055127382278442,2026-08-06 20:15:41,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,True,2,10,hamqaoa,0.05,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,2,"[(1, 2), (0, 1), (2, 3)]","[1.0, 1.0, 1.0]"
fe34b0a9,4,3,3,50.0,False,True,"[1, 1, 1]",,4.732050798956174,2.366025399478087,1.5889402696206876,1.4283297381365814,1.4411964466903637,1.5889402696206878,1.5889402696206878,"[1.3079966614327558, 1.489039284711085, 1.5256139046691368, 1.5515690787457581, 1.6078207295955673, 1.6720852317719261, 1.7367657118137902, 1.7947731788235335, 1.7931372782103874, 1.7561577168477582, 1.746355825440123, 1.7684781516766048, 1.7974736503961868, 1.818610369864209, 1.8308803675717398, 1.837756235840653, 1.8426565634028849, 1.8482365436461794, 1.8547621648675487, 1.8627790059709404, 1.8751079176698917, 1.8899203093547476, 1.900771955040286, 1.9035923032675088, 1.904177437776186, 1.9059828097782323, 1.907315694723594, 1.9062797065983386, 1.9048084937516379, 1.9052745338948527, 1.907588832642296, 1.9108750002864119, 1.9148984747630162, 1.9201835049242182, 1.927840672820275, 1.9380202022807884, 1.9495437969828457, 1.962873738669701, 1.9798969556699657, 2.0014577193886165, 2.0267852090083927, 2.0524600433046616, 2.073467928434036, 2.086980660461869, 2.0918048008190744, 2.087022680044076, 2.0754385008954954, 2.0640224461233423, 2.0588725988645704, 2.0611765739393006, 2.0684015296991585]",50,0.6715723878363008,,0.9589225201569413,1.2544101660175895,2.0684015296991585,,0.8742187361365843,,,,11.716352939605713,15.156320571899414,True,3.4449944496154785,0.005016326904296875,0.0,3.4449944496154785,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000002_f26a0b535d4f_noseed_L2_M2_standard.npz,11.729235410690308,2026-08-06 20:15:45,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,True,False,,True,True,True,False,adam,True,2,10,hamqaoa,0.05,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,2,"[(1, 2), (0, 1), (2, 3)]","[1.0, 1.0, 1.0]"
9e57363c,8,7,2,50.0,False,True,"[1, 1, 1]",,10.249997980679638,5.124998990339819,3.6018910221395624,3.0476573166266814,3.111141309721525,3.601891022139561,3.601891022139561,"[2.8939610388160273, 3.279511508016615, 3.43031043708815, 3.4599033565565573, 3.4818459066669543, 3.5019694014142826, 3.516166064657274, 3.5278899590190966, 3.5422732704357425, 3.5610723393322345, 3.583711644324827, 3.607604646896872, 3.627292620798946, 3.637430201296373, 3.638555126967495, 3.6389513252114365, 3.6492598225114024, 3.67489311074668, 3.7127679996363483, 3.7536987435227047, 3.7891245006729966, 3.8179783959782503, 3.843199107812131, 3.8652625304382133, 3.883356290251708, 3.8988498927586526, 3.9161849860034303, 3.9379748776070267, 3.960725211572031, 3.9776349715400996, 3.9843267892850096, 3.9822095566797997, 3.9764233533433258, 3.9725955933446877, 3.9748352878310804, 3.983091345891826, 3.993081211578203, 3.9998512997560396, 4.001759621417454, 4.0009435573102055, 4.000186830937153, 4.000572197715213, 4.0016884312729655, 4.003000348133516, 4.004781767247668, 4.007509821427969, 4.010642916891883, 4.012938699723503, 4.013896545988301, 4.014203667081529, 4.014660853206836]",50,0.7028080043199143,,0.8255396621345499,1.8070390869706223,4.014660853206836,,0.7833484591623094,,,,14.120514392852783,691.1684336662292,True,677.05100440979,0.0030705928802490234,0.0,677.05100440979,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000006_749a375e0266_noseed_L2_M2_standard.npz,14.1399245262146,2026-08-06 20:15:48,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.26,True,False,True,False,,True,True,True,False,adam,True,2,10,hamqaoa,0.05,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
10bd0b1d,5,4,1,50.0,False,True,"[1, 1, 1]",,5.855772201512295,2.9278861007561474,1.7077116062754853,1.7211705821283105,1.5712704734408298,1.7077116062754856,1.7077116062754856,"[1.705606841937667, 1.7047426896685147, 1.709263239161175, 1.712759508950621, 1.7122579111325793, 1.7128094256286877, 1.712959119327279, 1.711440861390865, 1.7112881206172088, 1.7128151594802756, 1.7138719698357048, 1.7137968318300696, 1.7136007885903912, 1.7136885179627221, 1.7135686164112047, 1.7131924290962794, 1.713129401266628, 1.7135551128804922, 1.7140313482164096, 1.714255284864661, 1.714385156906106, 1.7145805249186692, 1.7147119357489058, 1.7147120461528924, 1.7148379804590403, 1.7153019325573475, 1.7159690718360474, 1.7166355843964456, 1.717322129130715, 1.7181965355478752, 1.719440374630544, 1.7213064304207775, 1.724179336206578, 1.728479771512911, 1.7345651987639843, 1.7428676285425757, 1.7539919705025024, 1.7681166609304388, 1.784793187002468, 1.803616627928744, 1.8228477663474874, 1.8419576015659407, 1.8600648935203878, 1.8784870525435284, 1.8933882406404317, 1.9052266212356233, 1.9140098352071782, 1.9106969773954212, 1.9123936378033721, 1.907524446047697, 1.904100436800546]",50,0.5832348382088407,,0.392777661050121,0.6656599267194325,1.904100436800546,,0.6503075262296947,,,,3.641507148742676,18.476532459259033,True,14.83656620979309,0.0015292167663574219,0.0,14.83656620979309,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000003_3fe097836279_noseed_L2_M2_standard.npz,3.6535804271698,2026-08-06 20:15:48,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.22,True,False,True,False,,True,True,True,False,adam,True,2,10,hamqaoa,0.05,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,3,"[(1, 2), (3, 4), (0, 1), (2, 3)]","[1.0, 1.0, 1.0, 1.0]"
bf754a97,9,8,1,50.0,False,True,"[1, 1, 1]",,11.481763886857221,5.740881943428611,3.717650818767389,3.375775688253351,3.4250015611892213,3.717650818767387,3.717650818767389,"[3.5908595883662495, 3.661741985916967, 3.700947575834883, 3.7163990158936957, 3.7179963721391194, 3.7123112035402746, 3.7049307285030117, 3.698150043603712, 3.694194717627526, 3.6932173066386227, 3.695282237419379, 3.699317394378929, 3.7044164961056687, 3.709625438096307, 3.7140567762096985, 3.7173160035967596, 3.718982671807942, 3.7191018085431677, 3.7180739965113934, 3.7164810984438565, 3.715231892457703, 3.7149517427879193, 3.716048328444873, 3.718494631650908, 3.7219305559126754, 3.7259448994655746, 3.730046387291775, 3.7338278778825233, 3.736940493428079, 3.7391361245385792, 3.7404869116255877, 3.741373561537685, 3.742545397105674, 3.744738759009558, 3.7482862926458616, 3.752901488275725, 3.7577502594249323, 3.7618806323680642, 3.7646649643216614, 3.766244322830048, 3.767527187673452, 3.769561601069695, 3.7727218434556655, 3.7764500495210065, 3.7797994245612663, 3.78216945737116, 3.7837899139860327, 3.785463001237333, 3.787774568529568, 3.790595488941509, 3.7933063835856067]",50,0.6481260144294608,,0.1513111296364391,0.7366096447927708,3.7933063835856067,,0.6613156177799175,,,,18.333506107330322,1537.6650989055634,True,1519.3354322910309,0.0038251876831054688,0.0,1519.3354322910309,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000007_7fe36149e5ca_noseed_L2_M2_standard.npz,18.349725484848022,2026-08-06 20:15:52,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.3,True,False,True,False,,True,True,True,False,adam,True,2,10,hamqaoa,0.05,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,7,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
57c03923,9,8,2,50.0,False,True,"[1, 1, 1]",,11.481763886857221,5.740881943428611,3.717650818767389,3.375775688253351,3.4250015611892213,3.717650818767387,3.717650818767389,"[3.4725382964297546, 3.6861084797583277, 3.7478807832603396, 3.7347940122890773, 3.6944369205775383, 3.704607273841083, 3.728617584473591, 3.7450388006095547, 3.7634010811337344, 3.774642461268287, 3.7678884659687717, 3.7561952025397622, 3.7582580491115394, 3.773793849515584, 3.7918459947095893, 3.7943353190121187, 3.7976412340701335, 3.8048305705004255, 3.8120995749416, 3.8163621972615904, 3.8214158945579424, 3.8318148697731162, 3.84482895150806, 3.852884493727626, 3.851714780899256, 3.844466014269129, 3.8376657729957633, 3.8352634179545384, 3.837632525554457, 3.8430750335721173, 3.848904802461034, 3.8526964274113027, 3.853707472104279, 3.853159740633376, 3.8528079120480263, 3.853209325764903, 3.8535394016716347, 3.852894737045443, 3.8515000477610064, 3.850579461761275, 3.8511594443960506, 3.853123877657365, 3.8553595681147104, 3.8567103138506478, 3.8568665649631697, 3.8564355452843726, 3.8561769226420455, 3.8562739186251083, 3.8564303457380915, 3.856473309802847, 3.8565690425678283]",50,0.6481260144294608,,0.27783644760088233,0.863134962757214,3.8565690425678283,,0.672344672693136,,,,23.67166543006897,1543.00324010849,True,1519.3354322910309,0.0038461685180664062,0.0,1519.3354322910309,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000007_7fe36149e5ca_noseed_L2_M2_standard.npz,23.689023733139038,2026-08-06 20:15:57,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.37,True,False,True,False,,True,True,True,False,adam,True,2,10,hamqaoa,0.05,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,7,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (7, 8), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
dc5a3f0c,5,4,2,50.0,False,True,"[1, 1, 1]",,5.855772201512295,2.9278861007561474,1.7077116062754853,1.7211705821283105,1.5712704734408298,1.7077116062754856,1.7077116062754856,"[1.8841621697741964, 1.8793724840819397, 1.8924952033368108, 1.9138164939281361, 1.9108238678559855, 1.9047105216236275, 1.913300796794607, 1.9242945262730162, 1.9239861554509368, 1.9186945438875609, 1.9209125191300602, 1.9299870594964978, 1.939046724161973, 1.9466770335748065, 1.9488171302386972, 1.9458766257043063, 1.9499158471805291, 1.952042690530967, 1.949707767834534, 1.9548192784268081, 1.9543123417757187, 1.9537848982170278, 1.9526524521394466, 1.952229353981173, 1.9541873915875538, 1.9549359930852306, 1.9569558711847699, 1.9588654365098512, 1.958878284575169, 1.9553240409563193, 1.9553305159525098, 1.9579365474331611, 1.958748645595696, 1.958839371840785, 1.958952716581885, 1.959097874065596, 1.958531105846924, 1.9582634105372192, 1.9591734160674914, 1.959563242824973, 1.9595028932702274, 1.9585231331928017, 1.9586622374747535, 1.9590547696760952, 1.959403456504044, 1.9597448009400316, 1.959739916078758, 1.9593644370983057, 1.9593788948933804, 1.9595958659216945, 1.9599790963431953]",50,0.5832348382088407,,0.5045349801354195,0.777417245804731,1.9599790963431953,,0.6693917678767743,,,,7.2819273471832275,22.11618685722351,True,14.83656620979309,0.002295255661010742,0.0,14.83656620979309,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000003_3fe097836279_noseed_L2_M2_standard.npz,7.297701358795166,2026-08-06 20:15:59,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,True,False,,True,True,True,False,adam,True,2,10,hamqaoa,0.05,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,3,"[(1, 2), (3, 4), (0, 1), (2, 3)]","[1.0, 1.0, 1.0, 1.0]"
4545e580,8,7,3,50.0,False,True,"[1, 1, 1]",,10.249997980679638,5.124998990339819,3.6018910221395624,3.0476573166266814,3.111141309721525,3.601891022139561,3.601891022139561,"[2.7205009214018236, 2.880968748779836, 3.00309011282212, 3.152473887822511, 3.284050904944384, 3.403655921233117, 3.529834917663562, 3.638885426104592, 3.6905895486602223, 3.6731838851544656, 3.631486503250181, 3.599308912900919, 3.5788437232945194, 3.5682378364998493, 3.572549823708605, 3.5966352770686, 3.635294449552658, 3.676481219458805, 3.7103260988175584, 3.7338559196798404, 3.749088546697022, 3.758077524364261, 3.7620134843364608, 3.763820399644535, 3.769937547510892, 3.7860662397544447, 3.8121216428583935, 3.843699092435773, 3.8752030400385062, 3.9024771931526976, 3.9249494615484233, 3.9448116097582497, 3.9640167247203744, 3.9825496121274755, 3.9989929735796066, 4.012103326331474, 4.02174777583215, 4.0214823730300155, 4.005294047277778, 3.9910415147009335, 3.9867574559508094, 3.990334984244532, 4.0015892342263895, 4.016337222409019, 4.025609090790977, 4.027737794185474, 4.027488812906286, 4.025850681731756, 4.025016818927575, 4.02438457219179, 4.02549756790676]",50,0.7028080043199143,,0.8472130915343987,1.8287125163704712,4.02549756790676,,0.7854629400793679,,,,24.993733882904053,702.0408079624176,True,677.05100440979,0.0039157867431640625,0.0,677.05100440979,Results/warm_start_cache/path_graphs_2to12vertices_11instances_AdjacencyList__filehash_01292d61/hog_idx000006_749a375e0266_noseed_L2_M2_standard.npz,25.03214931488037,2026-08-06 20:15:59,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.28,True,False,True,False,,True,True,True,False,adam,True,2,10,hamqaoa,0.05,standard,2,2,scs,1e-06,100000,False,False,False,hog,False,False,False,False,True,False,True,1,HOG_graphs/Exp5/path_graphs_2to12vertices_11instances_AdjacencyList.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,False,_Exp5_subexp4_standardWithHeuristic,1,,6,"[(0, 1), (2, 3), (1, 2), (5, 6), (3, 4), (4, 5), (6, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
