run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_qaoa_input_energy_normalized,adam_energy_history_normalized_json,adam_updates_completed,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,Instance_is_bipartite,Instance_is_regular,Regular_degree,Instance_is_claw_free,Instance_is_twin_free,Instance_is_planar,Instance_is_eulerian,optimiser,optimiser_use_heuristic,circuit_type,learning_rate_adam,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,qaoa_seed,initialise_standard_warm_start_with_zero_angles,result_name_suffix,benchmark_repeat_idx,sdp_seed,qaoa_seed_used,hog_graph_index,edges,weights
7629faed,5,4,1,50.0,False,True,"[1, 1, 1]",2.8546376797184614,3.999999963284839,3.999999963284839,,,1.9999999908164674,1.000000001512645,1.0000000015126442,"[1.0434088493018632, 1.090688376280129, 1.1398587945025218, 1.178031573538949, 1.2039021751865286, 1.2181795872286516, 1.2273089750379715, 1.238896623256126, 1.2550383262984477, 1.2707991507812983, 1.2799456486467604, 1.2802728421292142, 1.2748864798865214, 1.2681699463151448, 1.2628620487444797, 1.259992108051787, 1.2596435832548012, 1.261542291817985, 1.2649403894873001, 1.2685301024769875, 1.270993786516208, 1.2717621139660245, 1.271397859648405, 1.27116892686267, 1.2720617479671723, 1.2741857778988928, 1.2769033272503576, 1.2793432898920472, 1.280880143652276, 1.281267070099553, 1.2805747891701509, 1.2792281155838265, 1.2779500409735733, 1.277414058031573, 1.2778271300244393, 1.278809315369227, 1.2796993747276095, 1.2800523516121314, 1.2799210588728278, 1.2796968129607855, 1.2797223609310437, 1.2800729008388065, 1.2806155390943923, 1.2811547953554312, 1.2815029851534516, 1.2815293518183946, 1.2812521433648592, 1.2808717935402427, 1.2806441861573121, 1.2806861107338126, 1.2809102490796507]",50,0.3503071540803279,,0.2809102475670058,-0.7190897417368167,1.2809102490796507,,0.4487120233086745,,,,2.0805680751800537,2.178159713745117,True,0.10026669502258301,0.0026624202728271484,0.0,0.10026669502258301,Results/warm_start_cache/list_454_graphs_adjacency_listhog_v04-12_bipartite__filehash_0815e7e8/hog_idx000000_2870a2ee8414_noseed_L1_M1_standard.npz,2.112097978591919,2026-08-08 09:02:31,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,True,False,,False,False,True,False,adam,False,hamqaoa,0.05,standard,1,1,scs,1e-06,100000,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
73397299,8,8,1,50.0,False,True,"[1, 1, 1]",5.467166254526778,7.999999999812278,7.999999999812278,,,3.9999999999708926,2.0000000000122453,2.0000000000122453,"[1.999241851596099, 1.9999307957290005, 1.9999686762358653, 1.9998594898198496, 1.9998357600662966, 1.9998877510175639, 1.9999502879224158, 1.9999897261289756, 2.0000013973996063, 1.9999934794567071, 1.999977064383754, 1.9999630549976075, 1.999957982551819, 1.9999625833532682, 1.9999732814588245, 1.999984891107726, 1.9999940925339754, 1.9999995119271525, 2.0000015848156174, 2.0000014156063854, 2.000000128534029, 1.9999986883203518, 1.999997860800706, 1.9999981623793892, 2.0000001164334034, 2.0000041019867263, 2.000010800292198, 2.000021454994495, 2.0000393858616783, 2.000072171325549, 2.000139046874134, 2.0002903467966267, 2.0006569753689547, 2.00150609080275, 2.0031527559497073, 2.005713461645063, 2.008954087236554, 2.0128429652103805, 2.0170476557174966, 2.0204992490533744, 2.022149816837495, 2.0220276524974237, 2.020956312994149, 2.020076727948089, 2.0199111957291467, 2.020406078755048, 2.021201148045908, 2.021888639494314, 2.0222455752915915, 2.022302400373855, 2.0221767101500348]",50,0.36582022695144095,,0.022176710137789435,-1.9778232898208579,2.0221767101500348,,0.36987657151923736,,,,4.336855173110962,4.4669787883758545,True,0.13172078132629395,0.0013926029205322266,0.0,0.13172078132629395,Results/warm_start_cache/list_454_graphs_adjacency_listhog_v04-12_bipartite__filehash_0815e7e8/hog_idx000003_dcf1071fcc31_noseed_L1_M1_standard.npz,4.353878974914551,2026-08-08 09:02:33,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.24,True,False,True,False,,False,True,True,False,adam,False,hamqaoa,0.05,standard,1,1,scs,1e-06,100000,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,3,"[(0, 4), (5, 7), (4, 6), (4, 5), (2, 5), (3, 6), (6, 7), (1, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4578ace6,5,4,2,50.0,False,True,"[1, 1, 1]",2.8546376797184614,3.999999963284839,3.999999963284839,,,1.9999999908164674,1.000000001512645,1.0000000015126442,"[1.0190783716373635, 1.0900173594720037, 1.160742292204659, 1.258798337184782, 1.3459931727586993, 1.4089984997607443, 1.447508367306144, 1.4571874506146192, 1.4442515973925882, 1.4231095343268285, 1.4171717581316927, 1.4334311847256564, 1.4600812814174893, 1.4800953991229118, 1.4842072362104206, 1.4787457060236258, 1.4763168826201432, 1.4819048893911335, 1.492102595308012, 1.5012285925985795, 1.5060487743725066, 1.5071724118740468, 1.5075195818359934, 1.5094404964439445, 1.5129506342997134, 1.516149814629073, 1.5170387155659213, 1.515379040533343, 1.5131751212312337, 1.5130929320710895, 1.516115329060274, 1.520684193294087, 1.524018383010891, 1.5243603896785585, 1.5222517608020392, 1.5197907909624255, 1.5187499239676359, 1.5193946202667568, 1.520785188902831, 1.5219294682210207, 1.5226449823079256, 1.5233969046697045, 1.524464688741693, 1.5254976373411218, 1.5259120565312476, 1.525553323819765, 1.5248742196723157, 1.5245129314019021, 1.5247476834675502, 1.525328523367301, 1.5257718307266643]",50,0.3503071540803279,,0.5257718292140194,-0.47422816008980306,1.5257718307266643,,0.5344887869892979,,,,4.9175426959991455,5.0121705532073975,True,0.10026669502258301,0.0056269168853759766,0.0,0.10026669502258301,Results/warm_start_cache/list_454_graphs_adjacency_listhog_v04-12_bipartite__filehash_0815e7e8/hog_idx000000_2870a2ee8414_noseed_L1_M1_standard.npz,4.933384895324707,2026-08-08 09:02:34,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,True,False,,False,False,True,False,adam,False,hamqaoa,0.05,standard,1,1,scs,1e-06,100000,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
80863643,5,4,3,50.0,False,True,"[1, 1, 1]",2.8546376797184614,3.999999963284839,3.999999963284839,,,1.9999999908164674,1.000000001512645,1.0000000015126442,"[1.0632065595698603, 1.2166668956907933, 1.3314727623988296, 1.3887949043821999, 1.3847096415529134, 1.3724398629544385, 1.3687176925751252, 1.3679164034360103, 1.3729247195953969, 1.3843383469059969, 1.4031224191630236, 1.4277191396261446, 1.4509989436693622, 1.4648282125857914, 1.467411340696639, 1.465490325374041, 1.464737444058935, 1.4637027385676733, 1.4615506599072852, 1.4622598044270545, 1.4683364488183768, 1.4777116736339764, 1.486691903120222, 1.4935362052499601, 1.4981650010278909, 1.5001937995825807, 1.4998977529432942, 1.4994852708551076, 1.5008078295519593, 1.503111513407481, 1.504760477826038, 1.5057380507340932, 1.507081364678815, 1.5091791597283732, 1.5117427413436928, 1.5143798003003426, 1.5164969292022779, 1.5174731587144936, 1.5174051335499534, 1.5172875115795095, 1.518041348926435, 1.5195892359224699, 1.5212591944623213, 1.522763786235216, 1.5243308550357735, 1.5260443212574621, 1.5275902853032997, 1.528676856251308, 1.5293619977609259, 1.5298778654224583, 1.5303440164987336]",50,0.3503071540803279,,0.5303440149860887,-0.46965597431773376,1.5303440164987336,,0.5360904563726153,,,,8.69477653503418,8.792291164398193,True,0.10026669502258301,0.0027403831481933594,0.0,0.10026669502258301,Results/warm_start_cache/list_454_graphs_adjacency_listhog_v04-12_bipartite__filehash_0815e7e8/hog_idx000000_2870a2ee8414_noseed_L1_M1_standard.npz,8.72865629196167,2026-08-08 09:02:37,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,False,True,False,,False,False,True,False,adam,False,hamqaoa,0.05,standard,1,1,scs,1e-06,100000,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
98acb421,8,8,2,50.0,False,True,"[1, 1, 1]",5.467166254526778,7.999999999812278,7.999999999812278,,,3.9999999999708926,2.0000000000122453,2.0000000000122453,"[1.8702076562066967, 1.9401661946930515, 1.977547414770046, 1.9936521600180834, 2.0001499165147276, 2.003783004140581, 2.006730194056828, 2.009552620737091, 2.0126740316916223, 2.016710223531259, 2.022259227980644, 2.0296480691677585, 2.039065782885479, 2.0504758178796583, 2.063015413568854, 2.075235431165977, 2.0859158939842546, 2.094072781274885, 2.1001376650890515, 2.1077114362696276, 2.1231687722338752, 2.1530748996688436, 2.199277116652291, 2.252400346942762, 2.292002225812552, 2.3075144182416625, 2.311094174653223, 2.3161803089721995, 2.329802355655581, 2.351259786798281, 2.3715807885587377, 2.3796794758840325, 2.373209742999563, 2.3594317060564944, 2.347262232089299, 2.34237728309976, 2.3458674300752778, 2.354196001866202, 2.361682078440314, 2.36522603889791, 2.3662183236740204, 2.367481058876006, 2.370900378242723, 2.37694821564231, 2.3841641149940638, 2.38926181267608, 2.389927039730061, 2.3872970930779465, 2.384401226403744, 2.3833031234340627, 2.384304218279804]",50,0.36582022695144095,,0.3843042182675589,-1.6156957816910884,2.384304218279804,,0.43611335512352783,,,,8.821160554885864,8.950948715209961,True,0.13172078132629395,0.0019176006317138672,0.0,0.13172078132629395,Results/warm_start_cache/list_454_graphs_adjacency_listhog_v04-12_bipartite__filehash_0815e7e8/hog_idx000003_dcf1071fcc31_noseed_L1_M1_standard.npz,8.844073295593262,2026-08-08 09:02:38,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.27,True,False,True,False,,False,True,True,False,adam,False,hamqaoa,0.05,standard,1,1,scs,1e-06,100000,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,3,"[(0, 4), (5, 7), (4, 6), (4, 5), (2, 5), (3, 6), (6, 7), (1, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1eac8415,8,8,3,50.0,False,True,"[1, 1, 1]",5.467166254526778,7.999999999812278,7.999999999812278,,,3.9999999999708926,2.0000000000122453,2.0000000000122453,"[2.1096449125046606, 2.1964691337906275, 2.2585101297694385, 2.2921810995075655, 2.2744747911219583, 2.258666542599024, 2.2671338694319396, 2.290734302579364, 2.309726813216821, 2.313848523847685, 2.3134818851697165, 2.3207171403757525, 2.335020224400715, 2.3496444548750572, 2.361095793513133, 2.371460454999613, 2.382378197268806, 2.390863193366162, 2.3944703156124456, 2.395110330579831, 2.3954786031382413, 2.4009843371570128, 2.418005808552019, 2.4440003857890327, 2.4708387426685188, 2.4956483663322713, 2.5242669125253694, 2.563324481501523, 2.612561517255349, 2.665643767177254, 2.7136962832255347, 2.743842939823978, 2.731585430522012, 2.7093881184915176, 2.714221857803304, 2.736973336246153, 2.7592344453105446, 2.77698419880889, 2.782177469404513, 2.776868215702125, 2.7711814737945253, 2.7710109426362277, 2.774906097075391, 2.779730844178248, 2.7831599424610785, 2.7826691040502314, 2.7787238942918107, 2.776310441772506, 2.778589759196264, 2.7828377578851007, 2.7847862710625786]",50,0.36582022695144095,,0.7847862710503333,-1.215213728908314,2.7847862710625786,,0.509365572842566,,,,16.080095529556274,16.209686040878296,True,0.13172078132629395,0.0021147727966308594,0.0,0.13172078132629395,Results/warm_start_cache/list_454_graphs_adjacency_listhog_v04-12_bipartite__filehash_0815e7e8/hog_idx000003_dcf1071fcc31_noseed_L1_M1_standard.npz,16.10900068283081,2026-08-08 09:02:45,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.28,True,False,True,False,,False,True,True,False,adam,False,hamqaoa,0.05,standard,1,1,scs,1e-06,100000,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,3,"[(0, 4), (5, 7), (4, 6), (4, 5), (2, 5), (3, 6), (6, 7), (1, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
33ad3027,6,9,1,50.0,False,True,"[1, 1, 1]",5.999999999999998,8.999999957008727,8.999999957008727,,,4.49999999098674,2.4999999979145553,2.4999999979145553,"[2.371945809191703, 2.433331323958856, 2.4867161671831597, 2.52747180282471, 2.5553961339059046, 2.5770297157704425, 2.602252021007649, 2.6361661346404457, 2.6759875417944134, 2.7132498290815317, 2.7376595521623077, 2.7426673320647272, 2.731682363541138, 2.7172213795314506, 2.710200931115783, 2.713499459718384, 2.7242528417329432, 2.7375094388526566, 2.748501961209652, 2.754082747675174, 2.753615565134432, 2.74897910360463, 2.743426937774377, 2.7398756732728535, 2.7397071024580564, 2.74259520102864, 2.7470704636381655, 2.7513354829330146, 2.754003926355894, 2.754558944074873, 2.753408671110968, 2.7515545648958786, 2.750069799904174, 2.7496543973686323, 2.7504376063177434, 2.752041553561909, 2.753818912632481, 2.755146263100538, 2.755663463582833, 2.7553786284011355, 2.754611562836557, 2.753816862946494, 2.75337787016339, 2.7534642961847653, 2.754001029449343, 2.7547408767079875, 2.7553935196600143, 2.7557503704285358, 2.755756974404958, 2.7555102712972963, 2.7551919862754666]",50,0.41666666631909266,,0.2551919883609113,-1.744808004711273,2.7551919862754666,,0.45919866437924456,,,,2.8130085468292236,2.9119489192962646,True,0.10623908042907715,0.007286787033081055,0.0,0.10623908042907715,Results/warm_start_cache/list_454_graphs_adjacency_listhog_v04-12_bipartite__filehash_0815e7e8/hog_idx000005_a9ba2966dd1c_noseed_L1_M1_standard.npz,2.8494479656219482,2026-08-08 09:02:48,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.23,True,True,True,True,3,False,False,False,False,adam,False,hamqaoa,0.05,standard,1,1,scs,1e-06,100000,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,5,"[(0, 1), (3, 5), (0, 3), (3, 4), (1, 5), (2, 5), (1, 4), (0, 2), (2, 4)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
ca573e8e,5,4,5,50.0,False,True,"[1, 1, 1]",2.8546376797184614,3.999999963284839,3.999999963284839,,,1.9999999908164674,1.000000001512645,1.0000000015126442,"[0.9876491959597664, 1.203642329662743, 1.3472203236781368, 1.433687911729588, 1.4767792722655486, 1.518248153727251, 1.5464862212855606, 1.5705738365714204, 1.5901972032358298, 1.6033478394457072, 1.624146236929223, 1.6541659414041732, 1.6720940090875036, 1.674147402683726, 1.6711134173030542, 1.6663315451597973, 1.6650884865972104, 1.6760539793094253, 1.6957872013529947, 1.710685206608534, 1.7159531749286818, 1.719478000797594, 1.7245114101918513, 1.7276604712068557, 1.729679263047879, 1.7309588656045154, 1.7287211631103094, 1.726336456925764, 1.7278822702893626, 1.7307655893741052, 1.733531294598775, 1.737357906107662, 1.740711643755579, 1.7436841200741708, 1.7488888652445724, 1.7550902898210332, 1.7605478032683994, 1.7658815859244774, 1.7700482469857644, 1.7732924021565089, 1.777878917174852, 1.7836642902947006, 1.790360723994918, 1.7988914939717966, 1.8087938216168749, 1.819003752603415, 1.8293453283828378, 1.8402993970035484, 1.8525555772673192, 1.8657387364088829, 1.878938221070576]",50,0.3503071540803279,,0.8789382195579312,-0.12106176974589133,1.878938221070576,,0.6582054999203564,,,,19.90041160583496,19.998608350753784,True,0.10026669502258301,0.002053499221801758,0.0,0.10026669502258301,Results/warm_start_cache/list_454_graphs_adjacency_listhog_v04-12_bipartite__filehash_0815e7e8/hog_idx000000_2870a2ee8414_noseed_L1_M1_standard.npz,19.929034948349,2026-08-08 09:02:49,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.24,True,False,True,False,,False,False,True,False,adam,False,hamqaoa,0.05,standard,1,1,scs,1e-06,100000,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
71ff3264,8,8,5,50.0,False,True,"[1, 1, 1]",5.467166254526778,7.999999999812278,7.999999999812278,,,3.9999999999708926,2.0000000000122453,2.0000000000122453,"[1.9241761353922926, 2.0491679449076576, 2.120008946538362, 2.2061462216244476, 2.2982539260824337, 2.344848540269773, 2.348281828749185, 2.345860551228966, 2.375618292987075, 2.418269372872999, 2.4517111829386353, 2.4808919972558447, 2.5088179267142565, 2.5311384079403076, 2.5566746439431887, 2.5926004638490596, 2.626039323847453, 2.6421384133659265, 2.6548781941479827, 2.6810811937023047, 2.7097208560991195, 2.7210709128016157, 2.716730993978833, 2.7152742909240906, 2.7160739875019537, 2.710705575944014, 2.7033033163095603, 2.7001798425339807, 2.698990807436807, 2.7018740199868376, 2.7108017452924393, 2.719501344617935, 2.7256994730710042, 2.7328229856713158, 2.737491228122207, 2.736200600548008, 2.7349827248069585, 2.737348253687882, 2.738344039326329, 2.7368653557429123, 2.7372948804972723, 2.738927828012562, 2.739235522664153, 2.740290904626264, 2.74270192411543, 2.744245467602499, 2.745526548822536, 2.747925010399715, 2.750256746421055, 2.7520103339102477, 2.753853140719393]",50,0.36582022695144095,,0.7538531407071476,-1.2461468592514997,2.753853140719393,,0.5037075904613694,,,,37.23313021659851,37.36084699630737,True,0.13172078132629395,0.003991365432739258,0.0,0.13172078132629395,Results/warm_start_cache/list_454_graphs_adjacency_listhog_v04-12_bipartite__filehash_0815e7e8/hog_idx000003_dcf1071fcc31_noseed_L1_M1_standard.npz,37.2503616809845,2026-08-08 09:03:06,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.3,True,False,True,False,,False,True,True,False,adam,False,hamqaoa,0.05,standard,1,1,scs,1e-06,100000,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,3,"[(0, 4), (5, 7), (4, 6), (4, 5), (2, 5), (3, 6), (6, 7), (1, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
32883ddf,10,9,1,50.0,False,True,"[1, 1, 1]",4.9999999999999964,8.999999999998758,8.999999999998758,,,4.4999999999987965,0.5000000000007532,0.500000000000754,"[1.3147235346714439, 1.6628085057098545, 1.977630782095368, 2.1734389803050167, 2.300317779806311, 2.4902398713488116, 2.77337402188863, 3.1276164517161864, 3.5026720627702894, 3.8236923686860713, 4.0146186502736505, 4.064130562599064, 4.0513780448921635, 4.030875913185875, 3.992941685949021, 3.925627109792773, 3.8504048930698005, 3.801256180165544, 3.7953815538678124, 3.829478303561374, 3.8875485724052927, 3.9501529535700612, 4.003256864754748, 4.043538428292576, 4.075871421388945, 4.104578366733636, 4.1270566812451905, 4.136199088803703, 4.128900658281187, 4.111356018343009, 4.0951505988262875, 4.088876944340341, 4.093580037471838, 4.104142924478028, 4.114069439710422, 4.120262389396283, 4.124356629667577, 4.12947955683735, 4.136056877304019, 4.141379880844422, 4.142971120792513, 4.141600702450731, 4.140645555218915, 4.142751749569051, 4.1474784764926005, 4.152032158424396, 4.153991815727147, 4.153322359738696, 4.1519144271494035, 4.151428344032643, 4.151871110528001]",50,0.1000000000001507,,3.6518711105272477,-0.3481288894707957,4.151871110528001,,0.8303742221056007,,,,56.417715549468994,56.60498595237732,True,0.19130659103393555,0.00402379035949707,0.0,0.19130659103393555,Results/warm_start_cache/list_454_graphs_adjacency_listhog_v04-12_bipartite__filehash_0815e7e8/hog_idx000001_9fea667002e0_noseed_L1_M1_standard.npz,56.46492528915405,2026-08-08 09:03:25,x86_64,dacsvm-cpunode01,,32,32,3.11.15,0.52,True,False,True,False,,False,False,True,False,adam,False,hamqaoa,0.05,standard,1,1,scs,1e-06,100000,False,False,False,hog,False,True,False,False,True,False,True,1,HOG_graphs/Exp5/list_454_graphs_adjacency_listhog_v04-12_bipartite.txt,True,Results/warm_start_cache,512,60,0,16,1,1,0,0,5,0,5,1,False,_Exp5_subexp4_standardWithHeuristic,1,,1,1,"[(8, 9), (3, 9), (6, 9), (1, 9), (7, 9), (2, 9), (4, 9), (5, 9), (0, 9)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
