run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,optimiser,optimiser_use_heuristic,circuit_type,learning_rate_adam,compare_with_010101,init_QAOAparams_close_to_zero,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,relative_graph_adjList_path,persistent_warm_start_cache,sdp_max_parallel,qaoa_max_parallel,qaoa_threads,queue_poll_interval_seconds,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
44ced02d,5,4,1,5.0,False,False,"[1, 1, 1]",2.8546376797184614,,,,,,,,,,,1.0340991867905511,,0.36225234261342026,,,,0.09529352188110352,0.09529352188110352,False,,0.0,0.0,,,0.10263347625732422,2026-07-18 12:44:41,x86_64,dacsgpu0002,,64,64,3.11.15,0.2,True,False,adam,False,hamqaoa,0.05,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,0,32,1,5,1,,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
f1595fba,5,4,1,10.0,False,False,"[1, 1, 1]",2.8546376797184614,,,,,,,,,,,0.8984115813091899,,0.31472000376516984,,,,0.14029431343078613,0.14029431343078613,False,,0.0,0.0,,,0.1470658779144287,2026-07-18 12:44:41,x86_64,dacsgpu0002,,64,64,3.11.15,0.2,True,False,adam,False,hamqaoa,0.05,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,0,32,1,5,1,,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
d537021f,5,4,2,5.0,False,False,"[1, 1, 1]",2.8546376797184614,,,,,,,,,,,1.2553729580716106,,0.43976612758625877,,,,0.19490647315979004,0.19490647315979004,False,,0.0,0.0,,,0.20255541801452637,2026-07-18 12:44:41,x86_64,dacsgpu0002,,64,64,3.11.15,0.2,True,False,adam,False,hamqaoa,0.05,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,0,32,1,5,1,,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
03d3d365,5,4,1,25.0,False,False,"[1, 1, 1]",2.8546376797184614,,,,,,,,,,,1.9467150175287902,,0.6819481965644008,,,,0.36562347412109375,0.36562347412109375,False,,0.0,0.0,,,0.3731417655944824,2026-07-18 12:44:41,x86_64,dacsgpu0002,,64,64,3.11.15,0.2,True,False,adam,False,hamqaoa,0.05,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,0,32,1,5,1,,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
eab260d4,5,4,2,10.0,False,False,"[1, 1, 1]",2.8546376797184614,,,,,,,,,,,1.5911123213567138,,0.5573780282734996,,,,0.3708913326263428,0.3708913326263428,False,,0.0,0.0,,,0.3782777786254883,2026-07-18 12:44:41,x86_64,dacsgpu0002,,64,64,3.11.15,0.2,True,False,adam,False,hamqaoa,0.05,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,0,32,1,5,1,,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
8f37a10b,8,8,1,5.0,False,False,"[1, 1, 1]",5.467166254526778,,,,,,,,,,,2.554111444881012,,0.46717281420996193,,,,0.13462376594543457,0.13462376594543457,False,,0.0,0.0,,,0.14138317108154297,2026-07-18 12:44:41,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,False,hamqaoa,0.05,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,0,32,1,5,1,,1,"[(0, 4), (5, 7), (4, 6), (4, 5), (2, 5), (3, 6), (6, 7), (1, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
6204491a,5,4,1,50.0,False,False,"[1, 1, 1]",2.8546376797184614,,,,,,,,,,,1.3205187946258183,,0.4625871801552253,,,,0.6829321384429932,0.6829321384429932,False,,0.0,0.0,,,0.6883151531219482,2026-07-18 12:44:41,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,False,hamqaoa,0.05,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,0,32,1,5,1,,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
d416df94,8,8,2,5.0,False,False,"[1, 1, 1]",5.467166254526778,,,,,,,,,,,3.7301950348405306,,0.6822903971050731,,,,0.2717428207397461,0.2717428207397461,False,,0.0,0.0,,,0.2789266109466553,2026-07-18 12:44:41,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,False,hamqaoa,0.05,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,0,32,1,5,1,,1,"[(0, 4), (5, 7), (4, 6), (4, 5), (2, 5), (3, 6), (6, 7), (1, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
b87f2f14,8,8,1,10.0,False,False,"[1, 1, 1]",5.467166254526778,,,,,,,,,,,2.310744176372242,,0.4226584795110192,,,,0.2675340175628662,0.2675340175628662,False,,0.0,0.0,,,0.2739138603210449,2026-07-18 12:44:41,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,False,hamqaoa,0.05,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,0,32,1,5,1,,1,"[(0, 4), (5, 7), (4, 6), (4, 5), (2, 5), (3, 6), (6, 7), (1, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
3f31dbff,5,4,2,25.0,False,False,"[1, 1, 1]",2.8546376797184614,,,,,,,,,,,2.0884200879578496,,0.7315884964300688,,,,0.9377291202545166,0.9377291202545166,False,,0.0,0.0,,,0.9448668956756592,2026-07-18 12:44:41,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,False,hamqaoa,0.05,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,0,32,1,5,1,,0,"[(3, 4), (1, 4), (2, 3), (0, 4)]","[1.0, 1.0, 1.0, 1.0]"
c29f389a,8,8,2,10.0,False,False,"[1, 1, 1]",5.467166254526778,,,,,,,,,,,2.2618237691126635,,0.41371044226794607,,,,0.5354743003845215,0.5354743003845215,False,,0.0,0.0,,,0.5426876544952393,2026-07-18 12:44:42,x86_64,dacsgpu0002,,64,64,3.11.15,0.21,True,False,adam,False,hamqaoa,0.05,False,False,hog,False,True,False,False,False,False,False,1,HOG_graphs/triangleFree_connected_4to8vertices_176instances_AdjacencyList.txt,False,0,32,1,5,1,,1,"[(0, 4), (5, 7), (4, 6), (4, 5), (2, 5), (3, 6), (6, 7), (1, 7)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
