run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,n_start,n_end,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_seed,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
a6400345,4,6,1,50.0,False,True,"[1, 1, 1]",,2.9999999999990283,2.9999999999990283,,,1.9051134830625152,1.9051134830625152,0.635037827687505,,0.10056236711201172,0.10056236711201172,2.005675850174527,,0.6685586167248423,,,,55.54484415054321,55.58746099472046,True,0.04442310333251953,0.0017938613891601562,0.0,0.04442310333251953,Results/warm_start_cache/complete_graphs/complete/complete_n4_113a65fe91db_seed3000042_L1_M1_standard.npz,55.55677628517151,2026-06-24 23:41:57,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,True,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,3000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,4,3000042,,"[(0, 1), (0, 2), (0, 3), (1, 2), (1, 3), (2, 3)]",
fae76ce6,3,3,3,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.0805082168580604,1.080508216858061,0.7203388112387074,,0.41904738149883913,0.4190473814988398,1.4995555983569002,,0.9997037322379335,,,,131.5299892425537,131.58169078826904,True,0.05321097373962402,0.0014984607696533203,0.0,0.05321097373962402,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed3000042_L1_M1_standard.npz,131.53607654571533,2026-06-24 23:42:24,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,3000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,4,3000042,,"[(0, 1), (0, 2), (1, 2)]",
92bd75c8,3,3,3,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.109553021496723,1.1095530214967235,0.739702014331149,,0.3901914914158324,0.39019149141583287,1.499744512912556,,0.9998296752750373,,,,132.07094049453735,132.12294125556946,True,0.05335211753845215,0.0013382434844970703,0.0,0.05335211753845215,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed4000042_L1_M1_standard.npz,132.07755255699158,2026-06-24 23:42:24,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,4000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,5,4000042,,"[(0, 1), (0, 2), (1, 2)]",
4b0a905f,3,3,3,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.1071056129553893,1.10710561295539,0.7380704086369266,,0.3922982300594715,0.3922982300594722,1.4994038430148615,,0.9996025620099077,,,,132.73471689224243,132.78627276420593,True,0.05346059799194336,0.0018923282623291016,0.0,0.05346059799194336,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed2000042_L1_M1_standard.npz,132.74199604988098,2026-06-24 23:42:24,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,2000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,3,2000042,,"[(0, 1), (0, 2), (1, 2)]",
e49e3d79,3,3,3,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.119457143539023,1.1194571435390228,0.7463047623593485,,0.37599220750356777,0.37599220750356754,1.4954493510425906,,0.9969662340283937,,,,132.47269701957703,132.52494835853577,True,0.053269147872924805,0.0010082721710205078,0.0,0.053269147872924805,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed5000042_L1_M1_standard.npz,132.4777855873108,2026-06-24 23:42:25,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,5000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,6,5000042,,"[(0, 1), (0, 2), (1, 2)]",
6137c5dc,3,3,3,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.0927111067475401,1.0927111067475404,0.7284740711650269,,0.40679544873999407,0.4067954487399943,1.4995065554875344,,0.9996710369916896,,,,132.08715534210205,132.1220235824585,True,0.03611326217651367,0.0012328624725341797,0.0,0.03611326217651367,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed6000042_L1_M1_standard.npz,132.09332585334778,2026-06-24 23:42:25,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,6000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,7,6000042,,"[(0, 1), (0, 2), (1, 2)]",
b2608a81,3,3,3,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.0652152406442301,1.0652152406442301,0.71014349376282,,0.43436636616955293,0.43436636616955293,1.499581606813783,,0.9997210712091887,,,,132.3364028930664,132.37024903297424,True,0.03505873680114746,0.0011997222900390625,0.0,0.03505873680114746,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed7000042_L1_M1_standard.npz,132.34307169914246,2026-06-24 23:42:26,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,7000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,8,7000042,,"[(0, 1), (0, 2), (1, 2)]",
97236df8,3,3,3,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.0700262174294053,1.0700262174294053,0.7133508116196036,,0.42956466295467055,0.42956466295467055,1.4995908803840758,,0.9997272535893839,,,,132.05710673332214,132.09105253219604,True,0.035447120666503906,0.00148773193359375,0.0,0.035447120666503906,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed9000042_L1_M1_standard.npz,132.06599187850952,2026-06-24 23:42:27,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,9000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,10,9000042,,"[(0, 1), (0, 2), (1, 2)]",
40084b01,3,3,3,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.024097220806546,1.024097220806546,0.6827314805376973,,0.47578101357545943,0.47578101357545943,1.4998782343820054,,0.9999188229213369,,,,133.1753740310669,133.2092227935791,True,0.03580141067504883,0.0019407272338867188,0.0,0.03580141067504883,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed8000042_L1_M1_standard.npz,133.18198156356812,2026-06-24 23:42:27,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,8000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,9,8000042,,"[(0, 1), (0, 2), (1, 2)]",
7c991946,3,3,3,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.0575184162643905,1.0575184162643907,0.7050122775095938,,0.435870814211315,0.43587081421131524,1.4933892304757057,,0.9955928203171371,,,,132.54240608215332,132.59438848495483,True,0.05343794822692871,0.0014417171478271484,0.0,0.05343794822692871,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed1000042_L1_M1_standard.npz,132.55149006843567,2026-06-24 23:42:29,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,1000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,2,1000042,,"[(0, 1), (0, 2), (1, 2)]",
74125955,3,3,3,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.058893368802488,1.0588933688024877,0.7059289125349918,,0.44092191688643045,0.44092191688643023,1.4998152856889182,,0.9998768571259454,,,,132.6239583492279,132.67556190490723,True,0.053354501724243164,0.0017392635345458984,0.0,0.053354501724243164,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed42_L1_M1_standard.npz,132.63241720199585,2026-06-24 23:42:29,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,42,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,1,42,,"[(0, 1), (0, 2), (1, 2)]",
71889d0b,4,6,1,50.0,False,True,"[1, 1, 1]",,2.9999999999990283,2.9999999999990283,,,1.9595976337991539,1.9595976337991545,0.6531992112663848,,0.3481920152564628,0.3481920152564635,2.3077896490556173,,0.7692632163518724,,,,56.88843250274658,56.93188691139221,True,0.04495882987976074,0.0014922618865966797,0.0,0.04495882987976074,Results/warm_start_cache/complete_graphs/complete/complete_n4_113a65fe91db_seed4000042_L1_M1_standard.npz,56.896742820739746,2026-06-24 23:42:55,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,True,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,4000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,5,4000042,,"[(0, 1), (0, 2), (0, 3), (1, 2), (1, 3), (2, 3)]",
e1071be4,4,6,1,50.0,False,True,"[1, 1, 1]",,2.9999999999990283,2.9999999999990283,,,1.970280082341568,1.9702800823415683,0.6567600274471894,,0.3803046555454699,0.3803046555454701,2.350584737887038,,0.783528245962346,,,,56.14466309547424,56.187501668930054,True,0.0443272590637207,0.0014758110046386719,0.0,0.0443272590637207,Results/warm_start_cache/complete_graphs/complete/complete_n4_113a65fe91db_seed5000042_L1_M1_standard.npz,56.15370035171509,2026-06-24 23:43:25,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,True,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,5000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,6,5000042,,"[(0, 1), (0, 2), (0, 3), (1, 2), (1, 3), (2, 3)]",
f0795eba,4,6,1,50.0,False,True,"[1, 1, 1]",,2.9999999999990283,2.9999999999990283,,,1.6952616004350562,1.695261600435056,0.5650872001450187,,0.19720253422125955,0.19720253422125933,1.8924641346563156,,0.6308213782187718,,,,56.65096139907837,56.69459056854248,True,0.045446157455444336,0.001804351806640625,0.0,0.045446157455444336,Results/warm_start_cache/complete_graphs/complete/complete_n4_113a65fe91db_seed6000042_L1_M1_standard.npz,56.662469148635864,2026-06-24 23:43:26,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,True,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,6000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,7,6000042,,"[(0, 1), (0, 2), (0, 3), (1, 2), (1, 3), (2, 3)]",
2df81931,4,6,1,50.0,False,True,"[1, 1, 1]",,2.9999999999990283,2.9999999999990283,,,1.9536925529444982,1.9536925529444982,0.6512308509814994,,0.2659402050541291,0.2659402050541291,2.2196327579986272,,0.7398775859995425,,,,57.12199687957764,57.16439604759216,True,0.04501008987426758,0.0025980472564697266,0.0,0.04501008987426758,Results/warm_start_cache/complete_graphs/complete/complete_n4_113a65fe91db_seed7000042_L1_M1_standard.npz,57.13436508178711,2026-06-24 23:43:32,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,True,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,7000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,8,7000042,,"[(0, 1), (0, 2), (0, 3), (1, 2), (1, 3), (2, 3)]",
681ca8cb,4,6,3,50.0,False,True,"[1, 1, 1]",,2.9999999999990283,2.9999999999990283,,,1.9846111975193634,1.9846111975193637,0.6615370658397879,,0.4875347688998537,0.4875347688998539,2.4721459664192174,,0.8240486554730725,,,,177.8265461921692,177.86978912353516,True,0.04477286338806152,0.001516580581665039,0.0,0.04477286338806152,Results/warm_start_cache/complete_graphs/complete/complete_n4_113a65fe91db_seed42_L1_M1_standard.npz,177.83316946029663,2026-06-24 23:43:53,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,True,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,42,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,1,42,,"[(0, 1), (0, 2), (0, 3), (1, 2), (1, 3), (2, 3)]",
