run_id,n,m,p,precision/iterations,singlet_injection,warm_start,parameter_vector,optimal_result,sdp_objective_value_step1,sdp_objective_value_king_normalized_step1,algorithm17_actual_energy,algorithm17_lower_bound_energy,initial_ws_energy_prodStates_step2,initial_sdp_statevector_energy,initial_sdp_statevec_ratio,initial_ws_energy_010101,QAOA_improvement_over_SDP_statevectorEnergy,QAOA_improvement_over_SDP_prodStatesEnergy,result,result_010101,approx_ratio,approx_ratio_010101,diff. approx. ratio,sdp ws greater,duration_seconds,duration_seconds_excluding_warm_start_cache_io,warm_start_cache_used,warm_start_compute_time_seconds,warm_start_load_time_seconds,warm_start_save_time_seconds,warm_start_effective_time_seconds,warm_start_cache_path,full duration_seconds,finished_at,processor,hostname,total_ram_gb,physical_cores,logical_cores,python_version,peak_ram_mb,Instance_is_triangle_free,Instance_is_3_regular,optimiser,optimiser_use_heuristic,heuristic_optimiser_iterations,heuristic_optimiser_sampleSize,circuit_type,learning_rate_adam,n_start,n_end,warm_start_mode,lasserre_level,initial_solver_level_M,sdp_seed,compare_with_010101,init_QAOAparams_close_to_zero,use_correlations_as_initial_params,time_limit,graph_generation_type,weighted,easiest_first,debug,save_circuit_svg,rerun_exclude_finished_instances,warm_start_cache_producer_only,qaoa_only_from_existing_warm_start_cache,num_repeats,persistent_warm_start_cache,warm_start_cache_dir,warm_start_cache_max_file_mb,warm_start_cache_max_total_gb,sdp_max_parallel,qaoa_max_parallel,sdp_threads,qaoa_threads,sdp_memory_limit_total_gb,sdp_memory_limit_single_gb,sdp_memory_poll_seconds,sdp_max_retries,queue_poll_interval_seconds,benchmark_repeat_idx,sdp_seed,hog_graph_index,edges,weights
5f442446,3,3,1,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.0575184162643905,1.0575184162643907,0.7050122775095938,,0.20349353004689008,0.2034935300468903,1.2610119463112808,,0.8406746308741871,,,,38.80332279205322,38.85543704032898,True,0.05343794822692871,0.0013134479522705078,0.0,0.05343794822692871,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed1000042_L1_M1_standard.npz,38.81131601333618,2026-06-24 23:40:50,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,1000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,2,1000042,,"[(0, 1), (0, 2), (1, 2)]",
b66ee78e,3,3,1,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.058893368802488,1.0588933688024877,0.7059289125349918,,0.20815624417680478,0.20815624417680456,1.2670496129792925,,0.844699741986195,,,,38.907846212387085,38.95889759063721,True,0.053354501724243164,0.0022897720336914062,0.0,0.053354501724243164,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed42_L1_M1_standard.npz,38.914493560791016,2026-06-24 23:40:51,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,42,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,1,42,,"[(0, 1), (0, 2), (1, 2)]",
67bdf2be,3,3,1,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.0805082168580604,1.080508216858061,0.7203388112387074,,0.3586762616459782,0.3586762616459789,1.4391844785040393,,0.9594563190026929,,,,38.96379899978638,39.014660358428955,True,0.05321097373962402,0.002337217330932617,0.0,0.05321097373962402,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed3000042_L1_M1_standard.npz,38.97115159034729,2026-06-24 23:40:51,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,3000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,4,3000042,,"[(0, 1), (0, 2), (1, 2)]",
a02449e4,3,3,1,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.109553021496723,1.1095530214967235,0.739702014331149,,0.09354360712621923,0.09354360712621967,1.2030966286229428,,0.8020644190819618,,,,39.00950217247009,39.060771226882935,True,0.05335211753845215,0.002072572708129883,0.0,0.05335211753845215,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed4000042_L1_M1_standard.npz,39.015010356903076,2026-06-24 23:40:51,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,4000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,5,4000042,,"[(0, 1), (0, 2), (1, 2)]",
5901ab39,3,3,1,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.119457143539023,1.1194571435390228,0.7463047623593485,,0.2261408065014925,0.22614080650149226,1.3455979500405153,,0.8970653000270102,,,,38.751941204071045,38.80319309234619,True,0.053269147872924805,0.00200653076171875,0.0,0.053269147872924805,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed5000042_L1_M1_standard.npz,38.75796842575073,2026-06-24 23:40:51,x86_64,dacsgpu0003,,64,64,3.11.15,0.22,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,5000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,6,5000042,,"[(0, 1), (0, 2), (1, 2)]",
0607a66e,3,3,1,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.0927111067475401,1.0927111067475404,0.7284740711650269,,0.12166332351639353,0.12166332351639375,1.2143744302639339,,0.8095829535092892,,,,38.80977773666382,38.84439969062805,True,0.03611326217651367,0.0014789104461669922,0.0,0.03611326217651367,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed6000042_L1_M1_standard.npz,38.815256118774414,2026-06-24 23:40:52,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,6000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,7,6000042,,"[(0, 1), (0, 2), (1, 2)]",
947d3cd6,3,3,1,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.0652152406442301,1.0652152406442301,0.71014349376282,,0.2951285117598177,0.2951285117598177,1.3603437524040478,,0.9068958349360319,,,,39.29180645942688,39.32542681694031,True,0.03505873680114746,0.0014255046844482422,0.0,0.03505873680114746,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed7000042_L1_M1_standard.npz,39.29860305786133,2026-06-24 23:40:53,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,7000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,8,7000042,,"[(0, 1), (0, 2), (1, 2)]",
a345ccd0,3,3,1,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.024097220806546,1.024097220806546,0.6827314805376973,,0.2595095404983001,0.2595095404983001,1.283606761304846,,0.8557378408698973,,,,39.34674596786499,39.38093566894531,True,0.03580141067504883,0.0016009807586669922,0.0,0.03580141067504883,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed8000042_L1_M1_standard.npz,39.35330605506897,2026-06-24 23:40:53,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,8000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,9,8000042,,"[(0, 1), (0, 2), (1, 2)]",
bc8f58e3,3,3,1,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.0700262174294053,1.0700262174294053,0.7133508116196036,,0.22441990207717954,0.22441990207717954,1.2944461195065848,,0.8629640796710566,,,,39.16235065460205,39.196253538131714,True,0.035447120666503906,0.001531839370727539,0.0,0.035447120666503906,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed9000042_L1_M1_standard.npz,39.16912364959717,2026-06-24 23:40:54,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,9000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,10,9000042,,"[(0, 1), (0, 2), (1, 2)]",
ae098894,3,3,1,50.0,False,True,"[1, 1, 1]",,1.874999994157245,1.874999994157245,,,1.1071056129553893,1.10710561295539,0.7380704086369266,,0.1336265460919086,0.13362654609190927,1.2407321590472986,,0.827154772698199,,,,39.01274609565735,39.06479620933533,True,0.05346059799194336,0.0014002323150634766,0.0,0.05346059799194336,Results/warm_start_cache/complete_graphs/complete/complete_n3_70d602de720d_seed2000042_L1_M1_standard.npz,39.018491983413696,2026-06-24 23:40:56,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,False,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,2000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,3,2000042,,"[(0, 1), (0, 2), (1, 2)]",
b82b45b4,4,6,1,50.0,False,True,"[1, 1, 1]",,2.9999999999990283,2.9999999999990283,,,1.9846111975193634,1.9846111975193637,0.6615370658397879,,0.02786674412008372,0.02786674412008394,2.0124779416394474,,0.6708259805464825,,,,54.967899799346924,55.01056981086731,True,0.04477286338806152,0.0020897388458251953,0.0,0.04477286338806152,Results/warm_start_cache/complete_graphs/complete/complete_n4_113a65fe91db_seed42_L1_M1_standard.npz,54.97505831718445,2026-06-24 23:41:50,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,True,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,42,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,1,42,,"[(0, 1), (0, 2), (0, 3), (1, 2), (1, 3), (2, 3)]",
4729d147,4,6,1,50.0,False,True,"[1, 1, 1]",,2.9999999999990283,2.9999999999990283,,,1.9692037547895906,1.9692037547895898,0.65640125159653,,0.024601752400879473,0.024601752400878585,1.9938055071904692,,0.6646018357301564,,,,54.92993497848511,54.97295165061951,True,0.045331478118896484,0.0023021697998046875,0.0,0.045331478118896484,Results/warm_start_cache/complete_graphs/complete/complete_n4_113a65fe91db_seed1000042_L1_M1_standard.npz,54.94046711921692,2026-06-24 23:41:51,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,True,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,1000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,2,1000042,,"[(0, 1), (0, 2), (0, 3), (1, 2), (1, 3), (2, 3)]",
c6ae8005,4,6,1,50.0,False,True,"[1, 1, 1]",,2.9999999999990283,2.9999999999990283,,,1.868604102559914,1.868604102559914,0.622868034186638,,0.17892106679170072,0.17892106679170072,2.0475251693516148,,0.6825083897838716,,,,55.852513790130615,55.894033670425415,True,0.0435945987701416,0.0020635128021240234,0.0,0.0435945987701416,Results/warm_start_cache/complete_graphs/complete/complete_n4_113a65fe91db_seed2000042_L1_M1_standard.npz,55.859819650650024,2026-06-24 23:41:52,x86_64,dacsgpu0003,,64,64,3.11.15,0.21,False,True,adam,True,2,1000,hamqaoa,0.05,3,10,standard,1,1,2000042,False,False,False,10800,complete,False,True,False,False,True,False,True,10,True,Results/warm_start_cache/complete_graphs,512,60,0,30,1,1,32,32,5,3,5,3,2000042,,"[(0, 1), (0, 2), (0, 3), (1, 2), (1, 3), (2, 3)]",
