cache_file,cache_dataset,graph_index,graph_hash,n_vertices,n_edges,lasserre_level,initial_solver_level_M,warm_start_mode,parameter_vector,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,sdp_seed,gp_rounding_seed,algorithm17_seed,algorithm17_num_seeds,algorithm17_seed_start,algorithm17_seeds_tried_json,algorithm17_candidate_energies_json,algorithm17_beta_mode,algorithm17_beta_star,algorithm17_beta_optimisation_time_seconds,sdp_objective_value,rounded_solution_energy,algorithm17_actual_energy,algorithm17_analytic_F_value,algorithm17_F_bound_applicable,algorithm17_lower_bound_energy,rounded_energy_over_sdp_objective,algorithm17_energy_over_sdp_objective,algorithm17_lower_bound_over_sdp_objective,warm_start_compute_time_seconds,cache_created_at,exact_comparison_normalisation_factor,rounded_solution_energy_normalized,algorithm17_actual_energy_normalized,algorithm17_lower_bound_energy_normalized,canonical_graph_hash,exact_result_match_status,exact_result_source,exact_optimal_energy,rounded_energy_over_exact_optimum,algorithm17_energy_over_exact_optimum,algorithm17_lower_bound_over_exact_optimum
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/experiment_3/3regular_connected_74instances__filehash_688b5b4e/hog_idx000000_a9ba2966dd1c_seed42_L1_M1_amplified.npz,3regular_connected_74instances__filehash_688b5b4e,0,f793499c6d3605b3,6,9,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,9.000001550172705,4.499999999996184,,,,,0.49999991387888504,,,0.08891010284423828,2026-09-02 19:00:08,1,4.499999999996184,,,08d3f73c9bb85e738fdeb35ef3ff83284b6cb907fb916a10893f334e560d8b70,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,5.999999999999998,0.7499999999993643,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/experiment_3/3regular_connected_74instances__filehash_688b5b4e/hog_idx000001_a22c7db1ef39_seed42_L1_M1_amplified.npz,3regular_connected_74instances__filehash_688b5b4e,1,275678f066530529,6,12,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,7.499999980593813,4.499999981964559,,,,,0.5999999991477695,,,0.09894227981567383,2026-09-02 19:00:02,1,4.499999981964559,,,f3a092a114238bb2b7c56ad17fbd442cc45336efbb282c5dd2c84041a6bbfc08,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,6.0,0.7499999969940933,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/experiment_3/3regular_connected_74instances__filehash_688b5b4e/hog_idx000002_540db7fbc12d_seed42_L1_M1_amplified.npz,3regular_connected_74instances__filehash_688b5b4e,2,5b1ade82e6645ebe,9,21,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,16.500002715579637,8.99999999999898,,,,,0.5454544556832708,,,0.1253678798675537,2026-09-02 18:59:51,1,8.99999999999898,,,cd9bcd808ab520435daf63d69946e0560802e346fb5ec709633381e1bb22894a,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,10.499999999999996,0.8571428571427603,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/experiment_3/3regular_connected_74instances__filehash_688b5b4e/hog_idx000003_4ed1edf72722_seed42_L1_M1_amplified.npz,3regular_connected_74instances__filehash_688b5b4e,3,85ab669976cf0d62,9,18,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,14.217925189849254,7.513744602555551,,,,,0.528469836648171,,,0.11107206344604492,2026-09-02 18:59:52,1,7.513744602555551,,,70d2891338a5f8f718c797e403f60011bb05be7f5fabfa11c1b2c3f8fabde86f,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,9.610770467448297,0.7818046043243486,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/experiment_3/3regular_connected_74instances__filehash_688b5b4e/hog_idx000004_999bf100dc61_seed42_L1_M1_amplified.npz,3regular_connected_74instances__filehash_688b5b4e,4,e334a3d22fe78d12,5,8,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,5.3749996877789465,2.075021397245929,,,,,0.386050514935633,,,0.0862886905670166,2026-09-02 19:00:08,1,2.075021397245929,,,752f8dcc1d528e665105f45260671f094c5a2c5c2ce004f0aa1fd966e9d1e7c8,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,4.000000000000007,0.5187553493114814,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/experiment_3/3regular_connected_74instances__filehash_688b5b4e/hog_idx000005_4a9383daebd6_seed42_L1_M1_amplified.npz,3regular_connected_74instances__filehash_688b5b4e,5,fd4a085f26fe59f5,5,9,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,4.874997964704987,2.605536583675314,,,,,0.5344692659441941,,,0.0876760482788086,2026-09-02 18:59:57,1,2.605536583675314,,,f7bb96cf4c981920d3f79e1db4cf7fcba786c9a7572db53e5bce61c4d1e0039b,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,4.000000000000009,0.6513841459188271,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/experiment_3/3regular_connected_74instances__filehash_688b5b4e/hog_idx000006_b429b5be497c_seed42_L1_M1_amplified.npz,3regular_connected_74instances__filehash_688b5b4e,6,c72923f1cb8f6559,7,12,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,12.000000778064274,5.999999999998404,,,,,0.49999996758052434,,,0.09511494636535645,2026-09-02 18:59:57,1,5.999999999998404,,,6857d54b451f036212442e1a6a63762c7636f9b590a1ae95004cf4f58812ed74,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,7.500000000000019,0.7999999999997852,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/experiment_3/3regular_connected_74instances__filehash_688b5b4e/hog_idx000007_7189ac572306_seed42_L1_M1_amplified.npz,3regular_connected_74instances__filehash_688b5b4e,7,30b19c56eeb9121d,7,15,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,10.499999419201238,5.999999949735779,,,,,0.5714285982496001,,,0.09837937355041504,2026-09-02 19:00:07,1,5.999999949735779,,,a775cb6d9cd362359f2f90d62770cc52429a2cc8b714529cf04668d15a9eede8,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,7.500000000000016,0.7999999932981021,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/experiment_3/3regular_connected_74instances__filehash_688b5b4e/hog_idx000008_67abb1e2c5d1_seed42_L1_M1_amplified.npz,3regular_connected_74instances__filehash_688b5b4e,8,7322b59d58c77e93,10,24,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,19.50000158254126,10.499999999989626,,,,,0.5384614947616458,,,0.13416242599487305,2026-09-02 18:59:59,1,10.499999999989626,,,15b2af1310dcc701b71527625b6a75e2c30c8ff559a26d49b9f3f44947d28652,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,12.000000000000028,0.8749999999991335,,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/experiment_3/3regular_connected_74instances__filehash_688b5b4e/hog_idx000009_2de39476f3bc_seed42_L1_M1_amplified.npz,3regular_connected_74instances__filehash_688b5b4e,9,31129e446cfff786,8,18,1,1,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,,1,,[],[],fixed,,,13.50000367072269,7.49999999999858,,,,,0.5555554044969445,,,0.1051018238067627,2026-09-02 18:59:57,1,7.49999999999858,,,830f49a476855cc454c3d3c2419de9edecc1c02624a20ee84c8145f8fdbb0b5f,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,9.000000000000016,0.833333333333174,,
