cache_file,cache_dataset,graph_index,graph_hash,n_vertices,n_edges,lasserre_level,initial_solver_level_M,warm_start_mode,parameter_vector,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,sdp_seed,gp_rounding_seed,algorithm17_seed,sdp_objective_value,rounded_solution_energy,algorithm17_actual_energy,algorithm17_analytic_F_value,algorithm17_F_bound_applicable,algorithm17_lower_bound_energy,rounded_energy_over_sdp_objective,algorithm17_energy_over_sdp_objective,algorithm17_lower_bound_over_sdp_objective,warm_start_compute_time_seconds,cache_created_at
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed43_alg17seed44/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000000_2870a2ee8414_seed43_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,0,031f49f789e6245e,5,4,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,43,43,44,5.709275426058966,3.684546891587178,4.206312550368091,3.392350911151321,True,3.392350911151321,0.645361559326727,0.7367506796342546,0.5941823888312592,16.27302622795105,2026-09-01 11:20:17
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed43_alg17seed44/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000001_dcf1071fcc31_seed43_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,1,faea56c01340eb7c,8,8,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,43,43,44,10.943472633498256,6.829367290191776,7.335635464058377,6.513087190518977,True,6.513087190518977,0.6240585158761126,0.670320629450272,0.5951572602815532,585.154748916626,2026-09-01 11:52:25
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed43_alg17seed44/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000002_a9ba2966dd1c_seed43_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,2,f793499c6d3605b3,6,9,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,43,43,44,11.999999972206286,6.638978708139327,7.12339717141197,6.993735504629391,True,6.993735504629391,0.5532482269596791,0.5936164323258979,0.5828112934023234,59.78724551200867,2026-09-01 11:21:20
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed43_alg17seed44/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000003_ee00932b07c9_seed43_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,3,9a09305d3fada0d0,8,8,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,43,43,44,10.896859125902374,6.757509709486406,7.432814461597368,6.473783769393938,True,6.473783769393938,0.6201337129727107,0.6821061349622479,0.5940963074401351,550.3458693027496,2026-09-01 12:07:37
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed43_alg17seed44/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000004_f3b409b7058e_seed43_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,4,9d7a5b1d3a1c2c4c,5,5,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,43,43,44,6.903211948279812,4.54940613688263,4.990359716076087,4.0294609519493125,True,4.0294609519493125,0.6590274456249718,0.7229040269174436,0.5837081321186148,16.53510618209839,2026-09-01 11:35:30
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed43_alg17seed44/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000005_9e829526c962_seed43_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,5,8b4362a019fdfffc,6,5,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,43,43,44,6.702747366772314,3.868409699653035,4.202010066698963,3.971415464884817,True,3.971415464884817,0.5771379238952064,0.6269086147464972,0.5925056171104415,63.47788715362549,2026-09-01 11:13:34
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed43_alg17seed44/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000006_593d250c5028_seed43_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,6,5f9c64e19039c3b1,7,7,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,43,43,44,9.61628014794376,4.706525821043613,5.33538657717644,5.667416034402503,True,5.667416034402503,0.4894331018476,0.5548285298569738,0.5893563776440479,203.3280017375946,2026-09-01 11:54:25
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed43_alg17seed44/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000007_be4629f4e8de_seed43_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,7,6e3007103436a9dd,8,7,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,43,43,44,10.249996365673502,5.989245477941033,6.625560235822444,6.095316509650994,True,6.095316509650994,0.5843168391745566,0.646396349759788,0.5946652361813287,913.3148922920227,2026-09-01 11:27:44
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed43_alg17seed44/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000008_7a7ae5e19a68_seed43_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,8,74e713ee84278240,5,6,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,43,43,44,8.000000031425252,5.347633169226122,5.705460579410396,4.662490365560337,True,4.662490365560337,0.6684541435274728,0.7131825696248068,0.5828112934056682,15.49215030670166,2026-09-01 11:05:34
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache_experiments/Exp4_v2_tf176_L2M2_scs_eps1e-7_gpseed43_alg17seed44/triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452/hog_idx000009_75ca1d28b14f_seed43_L2_M2_amplified.npz,triangleFree_connected_4to8vertices_176instances_AdjacencyList__filehash_279b7452,9,96c1f2d4d001bdee,7,6,2,2,amplified,"[1, 1, 1]",scs,1e-07,250000,43,43,44,7.6923605514472655,2.9797044872004013,3.419427506493378,4.5557337911481435,True,4.5557337911481435,0.38735892152634344,0.4445225212240001,0.5922413231515796,195.89307928085327,2026-09-01 11:15:47
