log_file,file_n,repeat,hog_idx,nodes,edges,parsed_num_edges,graph_type,generator_n,weighted,random_weights,finished,exact_result,rounded_energy,alg17_lower_bound_energy,alg17_actual_energy,sdp_objective_value,cut_edges,rounded_over_exact,alg17_lower_bound_over_exact,alg17_actual_over_exact,sdp_objective_over_exact,cut_edges_over_exact,rounded_over_sdp,alg17_actual_over_sdp,sdp_objective_over_edges,start_time,duration,duration_seconds,exact_error
sdp_n3_rep1_seed42.log,3,1,,3,3,3,complete,3,False,False,True,,1.877955468438231,1.7825827755038355,1.8779554684382305,2.999999993900359,2,,,,,,0.6259851574188385,0.6259851574188383,0.9999999979667864,2026-06-24 18:34:18 CEST,1s,1.12,"TypeError(""float() argument must be a string or a real number, not 'NoneType'"")"
sdp_n3_rep2_seed1000042.log,3,2,,3,3,3,complete,3,False,False,True,,2.0745792203278075,1.7825827755038355,2.074579220327807,2.999999993900359,2,,,,,,0.6915264081819568,0.6915264081819565,0.9999999979667864,2026-06-24 18:34:18 CEST,1s,0.95,"TypeError(""float() argument must be a string or a real number, not 'NoneType'"")"
sdp_n3_rep3_seed2000042.log,3,3,,3,3,3,complete,3,False,False,True,,1.9779223359424094,1.7825827755038355,1.9779223359424094,2.999999993900359,2,,,,,,0.6593074466546494,0.6593074466546494,0.9999999979667864,2026-06-24 18:34:18 CEST,1s,0.88,"TypeError(""float() argument must be a string or a real number, not 'NoneType'"")"
sdp_n3_rep4_seed3000042.log,3,4,,3,3,3,complete,3,False,False,True,,1.8936548791145156,1.7825827755038355,1.8936548791145156,2.999999993900359,0,,,,,,0.6312182943215735,0.6312182943215735,0.9999999979667864,2026-06-24 18:34:18 CEST,1s,0.89,"TypeError(""float() argument must be a string or a real number, not 'NoneType'"")"
sdp_n3_rep5_seed4000042.log,3,5,,3,3,3,complete,3,False,False,True,,2.03930872775317,1.7825827755038355,2.03930872775317,2.999999993900359,2,,,,,,0.67976957729984,0.67976957729984,0.9999999979667864,2026-06-24 18:34:18 CEST,1s,0.89,"TypeError(""float() argument must be a string or a real number, not 'NoneType'"")"
sdp_n3_rep6_seed5000042.log,3,6,,3,3,3,complete,3,False,False,True,,1.9954824247380822,1.7825827755038355,1.9954824247380818,2.999999993900359,2,,,,,,0.6651608095984414,0.6651608095984413,0.9999999979667864,2026-06-24 18:34:18 CEST,1s,0.88,"TypeError(""float() argument must be a string or a real number, not 'NoneType'"")"
sdp_n3_rep7_seed6000042.log,3,7,,3,3,3,complete,3,False,False,True,,1.9751994922301872,1.7825827755038355,1.9751994922301872,2.999999993900359,2,,,,,,0.6583998320820632,0.6583998320820632,0.9999999979667864,2026-06-24 18:34:18 CEST,1s,0.93,"TypeError(""float() argument must be a string or a real number, not 'NoneType'"")"
sdp_n3_rep8_seed7000042.log,3,8,,3,3,3,complete,3,False,False,True,,1.6136403712863834,1.7825827755038355,1.6136403712863834,2.999999993900359,2,,,,,,0.537880124855753,0.537880124855753,0.9999999979667864,2026-06-24 18:34:18 CEST,1s,0.86,"TypeError(""float() argument must be a string or a real number, not 'NoneType'"")"
sdp_n3_rep9_seed8000042.log,3,9,,3,3,3,complete,3,False,False,True,,1.5148664952110473,1.7825827755038355,1.5148664952110473,2.999999993900359,2,,,,,,0.5049554994303649,0.5049554994303649,0.9999999979667864,2026-06-24 18:34:19 CEST,1s,1.06,"TypeError(""float() argument must be a string or a real number, not 'NoneType'"")"
sdp_n3_rep10_seed9000042.log,3,10,,3,3,3,complete,3,False,False,True,,1.9958805966610549,1.7825827755038355,1.9958805966610547,2.999999993900359,2,,,,,,0.6652935335730354,0.6652935335730354,0.9999999979667864,2026-06-24 18:34:19 CEST,1s,0.83,"TypeError(""float() argument must be a string or a real number, not 'NoneType'"")"
